HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
PK67A,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",1,6,.,.,3,3,.,.,.,.,1,5,.,2,.,3,24
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",2,12,.,3,3,1,.,.,.,.,1,5,.,2,.,12,41
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,1,1,.,.,.,.,.,3,.,.,.,.,5
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",3,4,.,1,1,2,3,.,.,.,.,10,.,1,.,7,32
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",12,16,.,6,2,3,.,.,.,.,.,16,.,8,.,38,101
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,1,.,.,.,.,.,.,4,.,.,.,.,5
PK72C,Paediatric Metabolic Disorders with CC Score 0,1,.,.,.,1,1,.,.,.,.,.,1,.,.,.,.,4
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,1,3,.,.,.,.,.,.,.,.,6,.,1,.,.,11
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,1,.,.,.,.,.,.,.,.,.,5,.,.,.,1,7
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PL69A,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 2+",2,4,.,.,3,1,2,.,.,.,1,5,.,.,.,1,19
PL69B,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,1,6,2,.,.,.,.,3,2,.,.,.,3,17
PL69C,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",3,5,1,.,6,3,.,.,1,.,3,9,.,7,.,8,46
PL70A,Paediatric Other Renal Diseases with CC Score 4+,1,.,.,.,1,1,.,.,.,.,.,3,.,1,.,.,7
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,1,.,2,.,4,1,.,.,.,.,.,3,.,.,.,1,12
PL70C,Paediatric Other Renal Diseases with CC Score 1,4,2,1,.,2,.,.,.,.,.,.,3,.,1,.,3,16
PL70D,Paediatric Other Renal Diseases with CC Score 0,4,4,1,2,3,1,.,.,.,.,.,4,.,5,.,3,27
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,5
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,2,.,.,.,.,.,.,.,.,9,.,.,.,.,11
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM43A,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",1,.,5,.,.,.,.,.,.,.,.,8,.,.,.,1,15
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,1,2,.,1,.,.,.,.,.,.,11,.,.,.,.,15
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PM45C,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PN47B,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,1,4
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,2,4,3,1,.,1,.,.,.,.,.,12,.,1,.,3,27
PN48C,Paediatric Blood Cell Disorders with CC Score 0,1,.,.,1,.,.,.,.,.,.,.,3,.,1,.,2,8
PN49A,Paediatric Coagulation Disorders with CC Score 1+,2,1,.,1,1,.,.,.,.,.,.,8,.,.,.,4,17
PN49B,Paediatric Coagulation Disorders with CC Score 0,5,1,.,1,2,.,.,.,.,.,.,3,.,.,.,1,13
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,5,1,1,.,1,1,.,.,.,.,.,5,.,.,.,.,14
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,5,7,.,2,3,2,.,.,.,.,.,21,.,3,.,4,47
PR01A,Paediatric Nervous System Disorders with CC Score 8+,2,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,8
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,1,.,.,.,.,.,.,.,.,.,7,.,.,.,.,8
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,3,2,.,1,4,2,.,.,.,.,2,17,.,1,.,.,32
PR01D,Paediatric Nervous System Disorders with CC Score 1,6,2,.,.,3,.,.,.,.,.,.,10,.,.,.,.,21
PR01E,Paediatric Nervous System Disorders with CC Score 0,1,8,.,3,5,2,.,.,.,.,.,15,.,.,.,.,34
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,3,.,.,.,1,.,.,.,.,.,.,8,.,.,.,.,12
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,7,3,.,1,8,5,.,.,.,.,.,32,.,4,.,16,76
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,9,10,.,1,8,3,.,.,.,.,.,10,.,2,.,3,46
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,2,.,.,9,1,.,.,.,.,.,6,.,.,.,2,20
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,11,12,.,2,9,10,.,.,.,.,.,22,.,3,.,9,78
PR03C,Paediatric Febrile Convulsions with CC Score 0,11,9,.,11,12,17,.,.,.,.,.,20,.,6,.,11,97
PR04A,"Paediatric, Headaches or Migraines, with CC Score 4+",6,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,17
PR04B,"Paediatric, Headaches or Migraines, with CC Score 1-3",9,2,.,2,10,4,1,.,.,.,2,16,.,1,.,10,57
PR04C,"Paediatric, Headaches or Migraines, with CC Score 0",1,3,.,.,1,.,2,.,.,.,.,5,.,2,.,9,23
PR05A,Paediatric Developmental Disorders with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,3
PR05C,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR06A,Paediatric Intracranial Injury with CC Score 3+,3,.,.,.,2,1,.,.,.,.,.,8,.,.,.,.,14
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,1,.,.,1,2,.,.,.,.,.,7,.,.,.,1,12
PR06C,Paediatric Intracranial Injury with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,2,1,.,2,.,3,.,.,.,.,.,8,.,1,.,3,20
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,2,3,.,4,2,2,.,.,.,.,.,3,.,1,.,5,22
PT52A,Paediatric Behavioural Disorders with CC Score 1+,1,3,.,2,2,1,.,.,.,.,1,4,.,.,.,1,15
PT52B,Paediatric Behavioural Disorders with CC Score 0,3,3,.,.,2,1,.,.,.,.,.,1,.,.,.,2,12
PT53A,Paediatric Eating Disorders with CC Score 1+,.,5,1,.,.,.,.,.,.,.,.,.,.,.,.,1,7
PT53B,Paediatric Eating Disorders with CC Score 0,2,5,2,.,1,.,.,.,.,.,1,.,.,.,.,7,18
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",3,.,.,.,.,.,.,2,.,.,.,5,.,1,.,1,12
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",9,1,.,.,4,1,.,4,.,.,.,18,.,1,.,14,52
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",2,.,.,.,1,.,.,1,.,.,.,8,.,.,.,1,13
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",13,.,.,1,1,.,.,3,.,.,.,17,.,2,.,9,46
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",3,.,.,.,.,2,.,.,.,.,.,2,.,.,.,2,9
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",4,1,1,.,2,1,.,2,.,.,.,12,.,.,.,8,31
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",5,9,.,1,11,2,.,.,.,.,.,25,.,9,.,18,80
PW01A,Paediatric Minor Infections with CC Score 4+,3,.,.,.,.,6,.,.,.,.,.,3,.,1,.,1,14
PW01B,Paediatric Minor Infections with CC Score 1-3,50,39,.,12,21,66,.,.,.,.,1,83,.,14,.,60,346
PW01C,Paediatric Minor Infections with CC Score 0,13,27,1,12,24,10,.,.,.,.,2,45,.,17,.,36,187
PW16A,Paediatric Major Infections with CC Score 7+,1,.,.,.,1,1,.,.,.,.,.,5,.,.,.,.,8
PW16B,Paediatric Major Infections with CC Score 5-6,.,1,2,.,.,.,.,.,.,.,.,5,.,2,.,.,10
PW16C,Paediatric Major Infections with CC Score 2-4,3,6,.,.,2,3,.,2,.,.,.,28,.,3,.,4,51
PW16D,Paediatric Major Infections with CC Score 1,10,13,.,3,6,7,.,4,.,.,.,26,.,2,.,8,79
PW16E,Paediatric Major Infections with CC Score 0,6,28,.,6,5,12,.,6,.,.,.,48,.,12,.,7,130
PW17D,Paediatric Intermediate Infections with CC Score 0,44,49,1,19,39,18,.,1,.,.,.,64,.,24,.,46,305
PW17E,Paediatric Intermediate Infections with CC Score 5+,4,.,.,.,.,.,.,.,.,.,.,17,.,1,.,1,23
PW17F,Paediatric Intermediate Infections with CC Score 2-4,19,13,4,5,21,26,.,.,1,.,1,64,.,1,.,12,167
PW17G,Paediatric Intermediate Infections with CC Score 1,41,44,2,8,25,24,.,.,1,.,.,74,.,15,.,34,268
PW20A,Paediatric Fever of Unknown Origin with CC Score 3+,4,1,.,.,1,3,.,.,.,.,.,13,.,.,.,1,23
PW20B,Paediatric Fever of Unknown Origin with CC Score 1-2,9,2,.,3,4,1,.,.,.,.,.,25,.,.,.,7,51
PW20C,Paediatric Fever of Unknown Origin with CC Score 0,6,5,.,.,3,.,.,.,.,.,.,16,.,2,.,8,40
PX01A,Paediatric Congenital Nervous System Conditions with CC Score 4+,.,1,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
PX01B,Paediatric Congenital Nervous System Conditions with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX01C,Paediatric Congenital Nervous System Conditions with CC Score 1,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
PX02A,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,1,.,2,.,.,3
PX02B,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 1-2",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
PX02C,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
PX03A,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,4
PX03B,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
PX04A,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX04B,Paediatric Congenital Spinal Conditions with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
PX05A,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,4
PX05B,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
PX05C,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,4,.,.,.,.,.,1,.,.,.,1,.,.,.,.,6
PX07A,Paediatric Congenital Renal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX07B,Paediatric Congenital Renal Conditions with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX07C,Paediatric Congenital Renal Conditions with CC Score 0,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
PX08A,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX08C,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,2,.,1,1,.,.,.,.,.,.,.,.,1,.,.,5
PX09A,Paediatric Congenital Mental Health Conditions with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,3
PX09B,Paediatric Congenital Mental Health Conditions with CC Score 1-2,.,1,.,.,1,.,.,.,.,.,.,.,.,1,.,.,3
PX09C,Paediatric Congenital Mental Health Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX10A,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX22A,Paediatric Chest Pain with CC Score 1+,1,.,.,2,1,3,.,.,.,.,1,2,.,.,.,1,11
PX22B,Paediatric Chest Pain with CC Score 0,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,3
PX29A,Paediatric Abdominal Pain with CC Score 3+,5,1,.,.,3,5,.,.,.,.,.,7,.,.,.,5,26
PX29B,Paediatric Abdominal Pain with CC Score 1-2,27,10,2,7,19,20,.,.,.,.,.,36,.,2,.,17,140
PX29C,Paediatric Abdominal Pain with CC Score 0,27,36,.,19,26,18,.,.,.,.,1,25,.,35,.,23,210
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,1,.,.,.,5,1,.,.,.,.,.,2,.,1,.,3,13
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,4,1,.,.,5,2,.,.,.,.,.,1,.,1,.,3,17
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,1,2,.,2,3,.,.,.,.,.,.,3,.,1,.,6,18
PX50A,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",3,3,.,3,3,2,.,.,1,.,3,4,.,.,.,3,25
PX50B,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",6,16,.,6,10,2,.,.,1,.,4,15,.,2,.,10,72
PX50C,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",3,9,.,1,3,3,.,.,.,.,.,9,.,1,.,8,37
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,4,1,.,.,.,.,.,.,.,.,.,1,6
PX55Z,Paediatric Respite Care,13,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",6,1,.,.,3,1,.,.,1,.,.,17,.,2,.,3,34
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",8,1,.,1,.,1,.,1,.,.,.,10,.,.,.,2,24
PX57A,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX57B,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",3,9,.,1,2,2,.,.,.,.,.,9,.,1,.,1,28
PX57C,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",12,28,.,3,16,3,.,1,.,.,.,15,.,1,.,8,87
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",3,2,1,.,2,.,.,.,.,1,2,.,.,.,.,4,15
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",2,.,7,.,2,.,1,.,.,.,.,1,.,.,.,3,16
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,5,9
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",2,.,1,.,4,.,.,.,.,1,.,.,.,.,.,2,10
SA02G,Coagulation Defect with CC Score 5+,1,.,9,1,.,.,.,.,1,.,.,1,.,1,.,1,15
SA02H,Coagulation Defect with CC Score 2-4,.,2,5,.,.,.,.,.,1,.,.,1,.,.,.,.,9
SA02J,Coagulation Defect with CC Score 0-1,1,1,13,.,.,.,.,.,.,.,.,.,.,.,.,2,17
SA03G,Haemolytic Anaemia with CC Score 3+,3,6,5,.,3,2,.,.,.,.,.,.,.,3,.,.,22
SA03H,Haemolytic Anaemia with CC Score 0-2,1,3,2,.,1,1,.,.,.,.,1,.,.,.,.,2,11
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,.,2,.,.,.,.,2,.,1,.,.,.,.,8,13
SA04H,Iron Deficiency Anaemia with CC Score 10-13,4,8,5,1,2,2,1,.,.,.,1,.,.,1,.,2,27
SA04J,Iron Deficiency Anaemia with CC Score 6-9,11,10,.,9,8,4,1,1,2,2,10,7,.,3,.,21,89
SA04K,Iron Deficiency Anaemia with CC Score 2-5,17,18,5,11,15,5,2,.,5,.,14,8,1,8,.,18,127
SA04L,Iron Deficiency Anaemia with CC Score 0-1,1,4,4,8,5,8,2,.,4,.,3,2,.,.,.,5,46
SA05G,Megaloblastic Anaemia with CC Score 8+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA05H,Megaloblastic Anaemia with CC Score 4-7,.,3,.,.,2,1,.,.,.,.,3,3,.,3,.,1,16
SA05J,Megaloblastic Anaemia with CC Score 0-3,1,4,.,.,.,2,.,.,2,.,3,1,.,1,.,.,14
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,.,.,1,3,1,1,.,.,.,.,.,.,.,.,2,8
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,1,4,.,1,1,1,.,1,.,.,.,.,1,.,.,10
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,.,10,.,1,.,.,.,1,.,.,.,.,.,.,3,15
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,.,4,.,.,.,.,.,.,.,.,.,.,1,.,.,5
SA07G,Myeloproliferative Disorder with CC Score 7+,1,.,2,.,3,.,.,.,.,.,1,.,.,.,.,4,11
SA07H,Myeloproliferative Disorder with CC Score 4-6,1,.,.,.,1,.,.,.,.,.,2,.,2,1,.,1,8
SA07J,Myeloproliferative Disorder with CC Score 0-3,.,1,11,.,.,.,.,.,.,.,.,.,.,.,.,9,21
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",2,4,1,.,.,3,.,.,1,.,1,.,.,1,.,6,19
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",3,3,3,1,4,.,.,.,.,.,1,2,.,3,.,3,23
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",5,8,1,1,2,2,.,.,.,.,1,1,.,3,.,6,30
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,1,.,1,.,.,1,.,4,.,.,1,.,.,.,11,19
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,5,3,10,.,11,.,1,.,3,2,6,8,1,5,.,10,65
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,9,20,13,6,18,5,1,.,6,.,8,15,.,5,.,28,134
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,13,20,19,12,27,13,3,.,4,.,15,14,1,6,.,37,184
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,1,5,4,9,10,4,2,.,1,.,3,.,.,2,.,7,48
SA11Z,Thalassaemia,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA12G,Thrombocytopenia with CC Score 8+,.,.,.,.,2,.,.,.,.,.,.,2,.,.,.,4,8
SA12H,Thrombocytopenia with CC Score 5-7,3,.,2,.,3,.,1,.,.,.,.,.,.,.,.,5,14
SA12J,Thrombocytopenia with CC Score 2-4,.,1,4,1,7,1,.,.,.,.,1,.,.,.,.,1,16
SA12K,Thrombocytopenia with CC Score 0-1,2,1,6,.,3,2,.,.,.,.,.,.,.,1,.,2,17
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",3,1,17,2,9,3,5,.,1,.,.,7,2,6,.,6,62
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
SA14Z,"Plasma Exchanges, 2 to 9",.,.,11,.,.,.,.,.,.,.,.,5,.,.,.,.,16
SA16Z,"Plasma Exchanges, 20 or more",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",3,2,2,.,1,.,.,.,.,.,.,1,.,2,.,.,11
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,1,1,.,.,.,.,.,.,.,1,.,.,.,.,1,4
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,3
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,1,.,7,1,.,.,.,.,.,.,.,.,.,.,.,.,9
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,4
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,1,2,11,.,4,.,.,.,1,.,.,.,.,.,.,.,19
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,5,4,27,.,7,.,1,.,.,.,.,.,.,.,.,.,44
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,.,3,11,.,3,2,.,.,.,.,.,.,.,1,.,.,20
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,2,3,14,1,1,.,.,.,.,.,.,.,.,.,.,4,25
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,1,1,15,1,3,1,.,.,.,.,.,.,.,.,.,.,22
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,6
SA30A,Plasma Cell Disorders with CC Score 11+,1,3,11,.,6,.,2,.,.,.,1,.,.,.,.,1,25
SA30B,Plasma Cell Disorders with CC Score 8-10,2,4,20,.,.,.,.,.,.,.,.,.,.,.,.,2,28
SA30C,Plasma Cell Disorders with CC Score 5-7,2,6,22,7,7,2,.,.,.,.,.,.,.,.,.,11,57
SA30D,Plasma Cell Disorders with CC Score 2-4,4,6,40,3,8,1,.,.,.,.,.,.,.,.,.,11,73
SA30E,Plasma Cell Disorders with CC Score 0-1,1,.,43,.,2,.,.,.,2,.,.,.,.,2,.,4,54
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",1,.,.,.,8,.,.,.,.,.,.,.,.,.,.,2,11
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",5,2,4,2,4,.,.,.,3,.,.,1,.,.,.,7,28
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",8,5,23,1,6,1,.,.,.,1,.,5,.,1,.,14,65
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",6,6,30,1,8,.,.,.,.,1,.,1,.,1,.,11,65
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",9,19,34,2,11,.,.,.,.,.,.,8,.,1,.,16,100
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",11,9,61,3,11,1,.,.,.,.,.,5,.,.,.,5,106
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",1,1,3,.,3,.,.,.,.,.,.,.,.,.,.,1,9
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",3,4,.,3,.,.,.,.,.,.,.,.,1,.,.,3,14
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",1,.,4,.,1,.,.,.,.,.,.,.,.,1,.,.,7
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",3,3,24,1,3,1,.,.,.,.,.,.,.,.,.,2,37
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,7
SA35A,Agranulocytosis with CC Score 13+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA35B,Agranulocytosis with CC Score 9-12,1,.,7,.,.,.,.,.,.,.,.,.,.,3,.,7,18
SA35C,Agranulocytosis with CC Score 5-8,9,3,13,6,1,.,1,.,.,.,.,6,.,1,.,12,52
SA35D,Agranulocytosis with CC Score 2-4,15,2,30,8,.,.,1,.,.,.,.,2,.,5,.,12,75
SA35E,Agranulocytosis with CC Score 0-1,9,2,34,2,6,.,.,.,.,.,.,5,.,2,.,7,67
UZ01Z,Data Invalid for Grouping,241,24,731,20,70,64,.,59,.,.,22,271,9,16,.,88,"1,615"
VA10A,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",33,28,1,11,58,28,3,6,1,2,1,72,1,12,.,39,296
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",23,29,1,7,49,24,1,6,3,8,1,62,.,3,.,22,239
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",41,36,10,11,49,30,8,12,12,15,3,87,7,8,.,59,388
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",11,10,3,1,20,9,2,2,10,5,1,70,7,5,.,39,195
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",3,.,.,.,10,1,.,.,1,.,.,10,.,.,.,5,30
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",3,.,.,.,5,.,.,.,.,1,.,13,.,.,.,4,26
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",1,2,1,.,3,.,.,1,1,.,.,14,.,.,.,4,27
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",3,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,6
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",13,.,.,.,14,.,.,.,.,.,.,29,.,.,.,17,73
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",10,.,.,1,8,.,.,.,.,.,.,32,.,.,.,11,62
