HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
SA13A,370,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,761,.,279,.,294,.,.,.,.,.,.,.,.,.,.,.,.,336
SA13A,400,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,312,.,.,.,.,.,312
SA13A,430,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
SA13A,501,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
SA13A,502,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","2,028",.,.,.,.,613,.,.,.,.,.,.,416,.,.,.,.,.,"1,100"
SA13A,800,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",321,.,.,278,.,"1,316",.,.,.,.,.,.,.,.,.,.,652,.,484
SA13A,810,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,"1,772",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,772"
SA13A,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,659,.,.,.,.,.,.,485,.,.,.,.,.,657
SA13B,300,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,841,.,.,.,.,.,841
SA13B,303,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,486
SA13B,370,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,505,.,.,.,.,.,505
SA13B,420,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",676,.,.,.,.,.,.,.,.,.,.,.,862,.,.,.,.,.,800
SA13B,421,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,389",.,.,.,.,.,"1,389"
SA13B,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,.,485
SA14Z,300,"Plasma Exchanges, 2 to 9",.,.,.,.,.,537,.,.,.,.,.,.,.,.,.,.,.,.,537
SA14Z,361,"Plasma Exchanges, 2 to 9",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
SA17G,300,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA17G,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,"1,047",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,047"
SA17G,800,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83
SA17H,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,405,.,244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,286
SA17H,370,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
SA17H,800,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,130,.,"1,316",.,.,.,.,.,.,.,.,.,802,.,.,832
SA17H,823,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA24J,303,Acute Lymphoblastic Leukaemia with CC Score 0-1,329,.,.,575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,548
SA25K,303,Acute Myeloid Leukaemia with CC Score 4-5,.,.,.,149,.,.,.,.,.,.,.,.,.,.,.,.,525,.,400
SA25L,303,Acute Myeloid Leukaemia with CC Score 2-3,.,.,.,149,.,.,.,.,.,.,.,.,.,.,.,.,525,.,337
SA25M,300,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA25M,303,Acute Myeloid Leukaemia with CC Score 0-1,329,.,.,156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161
SA30C,303,Plasma Cell Disorders with CC Score 5-7,.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,445
SA30C,823,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA30D,303,Plasma Cell Disorders with CC Score 2-4,.,405,.,919,.,.,.,.,.,.,.,.,.,.,.,.,525,.,537
SA30D,823,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA30E,303,Plasma Cell Disorders with CC Score 0-1,328,405,.,902,.,.,.,.,.,.,.,.,.,.,.,.,525,.,719
SA30E,800,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,802,.,.,802
SA30E,823,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA31B,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA31C,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA31D,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA31D,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
SA31E,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,405,.,448,.,.,.,.,.,.,.,.,.,.,.,.,525,.,507
SA31E,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA31F,120,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,315,.,.,.,.,.,.,.,.,.,.,.,315
SA31F,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA31F,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",285,405,.,422,.,.,.,.,.,.,.,.,.,.,.,.,525,.,417
SA31F,800,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,119
SA31F,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA32B,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",.,.,.,149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,149
SA32C,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",276,.,.,568,.,.,.,.,.,.,.,.,.,.,.,.,525,.,507
SA32D,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",276,405,.,468,.,.,.,.,.,.,.,.,.,.,.,.,525,.,412
SA32D,823,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA33Z,110,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
SA33Z,171,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,.,.,.,.,702,.,.,.,.,.,702
SA33Z,303,Diagnostic Bone Marrow Extraction,355,405,.,127,.,.,137,.,.,.,.,.,.,.,.,.,525,.,246
SA33Z,340,Diagnostic Bone Marrow Extraction,.,.,.,.,.,222,.,.,.,.,.,.,.,.,.,.,.,.,222
SA33Z,370,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,.,.,.,.,505,.,.,.,.,.,505
SA33Z,800,Diagnostic Bone Marrow Extraction,.,.,.,72,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,694
SA33Z,823,Diagnostic Bone Marrow Extraction,.,.,.,.,.,659,.,.,.,.,.,.,485,.,.,.,.,.,600
SA34Z,303,Peripheral Blood Stem Cell Harvest,.,.,.,418,.,.,.,.,.,.,.,.,.,.,.,.,.,.,418
SA34Z,370,Peripheral Blood Stem Cell Harvest,.,.,.,.,.,.,.,.,.,.,.,.,505,.,.,.,.,.,505
SA35B,370,Agranulocytosis with CC Score 9-12,.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
SA35D,370,Agranulocytosis with CC Score 2-4,.,761,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,271
SA35E,303,Agranulocytosis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
SA35E,370,Agranulocytosis with CC Score 0-1,.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
SA37Z,303,Sickle Cell Anaemia without Crisis,.,.,.,101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,101
UZ01Z,100,Data Invalid for Grouping,305,346,.,859,957,528,399,.,.,.,132,.,378,.,"1,241",416,.,252,579
UZ01Z,101,Data Invalid for Grouping,173,.,.,237,476,278,.,.,.,.,107,.,.,.,.,.,.,.,238
UZ01Z,110,Data Invalid for Grouping,295,.,.,.,.,350,.,.,455,.,.,.,"1,978",.,.,.,.,.,602
UZ01Z,120,Data Invalid for Grouping,241,371,.,.,.,349,.,.,.,.,.,.,158,.,.,.,.,.,186
UZ01Z,130,Data Invalid for Grouping,396,.,.,.,.,.,.,.,.,.,139,.,393,209,188,.,.,.,236
UZ01Z,140,Data Invalid for Grouping,226,.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,.,.,89
UZ01Z,142,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,"1,129",.,.,.,.,.,"1,129"
UZ01Z,150,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,848,.,.,.,.,.,848
UZ01Z,171,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,646,.,.,.,.,.,646
UZ01Z,172,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,681,.,.,.,.,.,681
UZ01Z,191,Data Invalid for Grouping,444,.,.,875,.,.,.,.,.,.,.,.,.,.,.,982,.,.,850
UZ01Z,300,Data Invalid for Grouping,100,.,.,293,.,537,454,.,.,.,333,.,301,.,830,.,.,.,340
UZ01Z,301,Data Invalid for Grouping,.,632,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,270,410
UZ01Z,303,Data Invalid for Grouping,.,405,.,344,.,.,.,.,.,.,.,.,.,.,.,.,525,.,347
UZ01Z,320,Data Invalid for Grouping,259,.,.,241,.,363,"1,725",.,.,.,.,.,518,.,.,.,.,.,404
UZ01Z,330,Data Invalid for Grouping,.,.,.,.,.,75,.,.,.,.,.,.,.,.,.,.,.,.,75
UZ01Z,340,Data Invalid for Grouping,.,.,.,202,.,222,.,.,.,.,68,.,.,.,.,.,.,.,200
UZ01Z,361,Data Invalid for Grouping,.,.,.,519,.,.,920,.,.,.,.,.,389,.,.,.,.,.,584
UZ01Z,370,Data Invalid for Grouping,.,761,.,109,.,.,.,.,.,.,.,.,505,.,.,.,.,.,137
UZ01Z,400,Data Invalid for Grouping,.,.,.,.,.,371,.,.,.,.,.,.,312,.,.,.,.,.,320
UZ01Z,410,Data Invalid for Grouping,.,81,292,.,.,340,.,.,360,.,.,.,.,.,.,.,.,.,300
UZ01Z,420,Data Invalid for Grouping,180,.,.,.,.,849,.,.,.,.,.,.,797,575,.,.,.,.,613
UZ01Z,501,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
UZ01Z,502,Data Invalid for Grouping,772,.,.,75,"1,533",.,.,.,.,.,"1,158",.,.,.,588,.,.,.,613
UZ01Z,800,Data Invalid for Grouping,321,.,.,177,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,223
UZ01Z,810,Data Invalid for Grouping,.,.,.,"1,828",.,.,.,.,.,.,.,.,208,.,.,.,.,.,532
UZ01Z,823,Data Invalid for Grouping,.,.,.,.,.,659,.,.,.,.,.,.,485,.,.,.,.,.,621
WH01D,361,"Transplant Failure and Rejection, without Interventions, with CC Score 0-1",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,578
WH03B,300,Toxic Effect of Other Substance with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,266
WH03B,320,Toxic Effect of Other Substance with CC Score 0-1,259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259
WH05Z,340,Allergy or Adverse Allergic Reaction,.,.,.,.,.,222,.,.,.,.,.,.,.,.,.,.,.,.,222
WH05Z,800,Allergy or Adverse Allergic Reaction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
WH07G,100,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",611,.,.,.,.,516,.,.,.,.,.,.,.,.,698,.,.,.,608
WH07G,101,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
WH07G,160,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,105,.,.,.,.,.,105
WH07G,300,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
WH07G,320,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,299,.,.,.,.,.,.,.,.,.,.,.,.,.,.,299
WH07G,361,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
WH08A,191,Unspecified Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,350",.,.,.,.,"1,350"
WH08B,101,Unspecified Pain with CC Score 0,.,.,.,177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,177
WH08B,191,Unspecified Pain with CC Score 0,.,.,.,.,"1,836",.,.,.,.,.,.,.,.,"1,102",.,.,.,.,"1,154"
WH08B,300,Unspecified Pain with CC Score 0,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
WH09F,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,266
WH09F,361,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
WH09F,430,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
WH09G,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,.,454,.,.,581,.,.,.,.,.,.,.,.,517
WH09G,823,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
WH10B,300,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,537,.,.,.,.,.,.,.,.,.,.,.,.,537
WH10B,303,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
WH10B,361,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
WH10B,410,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
WH13B,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
WH13C,100,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
WH13C,101,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",173,.,.,175,392,.,.,.,.,.,.,.,.,.,.,.,.,.,283
WH13C,120,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,241
WH13C,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,537,454,.,.,.,.,.,110,.,.,.,266,.,397
WH13C,301,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
WH13C,303,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405
WH13C,340,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,222,.,.,.,.,.,.,.,.,.,.,.,.,222
WH13C,361,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,249,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,618
WH13C,430,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
WH13C,502,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,440,.,.,.,613,.,.,.,.,.,.,.,.,666,.,.,.,573
WH14D,100,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,.,516,.,.,.,.,.,.,.,.,.,.,.,.,516
WH14D,370,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84
WH14D,502,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,554,.,.,.,.,.,.,.,554
WH14D,800,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",321,.,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,194
WH14D,823,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,.,485
WH15Z,100,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,252,385
WH15Z,300,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,454,.,.,.,.,.,220,.,.,317,579,.,550
WH15Z,301,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,193,.,.,.,.,193
WH15Z,302,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,531,.,.,.,.,.,531
WH15Z,303,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
WH15Z,320,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,241,.,.,.,.,.,.,.,.,432,.,.,.,.,.,279
WH15Z,361,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
WH15Z,430,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,783,.,783
WH15Z,502,"Special Screening, Examinations or Other Genetic Disorders",982,.,.,370,"1,472",884,835,.,.,.,703,"2,156",.,.,593,560,.,.,859
WH16A,101,"Observation or Counselling, with CC Score 1+",.,.,.,176,.,278,.,.,.,.,.,.,.,.,.,.,.,.,182
WH16B,100,"Observation or Counselling, with CC Score 0",174,.,.,.,346,.,399,349,.,.,.,.,.,100,.,.,.,.,321
WH16B,101,"Observation or Counselling, with CC Score 0",173,.,.,176,215,278,.,.,.,.,.,.,.,.,.,.,392,.,185
WH16B,130,"Observation or Counselling, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,335,.,.,.,.,.,335
WH16B,300,"Observation or Counselling, with CC Score 0",201,.,.,170,.,537,454,.,.,.,.,.,110,.,.,.,266,.,208
WH16B,301,"Observation or Counselling, with CC Score 0",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
WH16B,303,"Observation or Counselling, with CC Score 0",.,.,.,113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,113
WH16B,320,"Observation or Counselling, with CC Score 0",.,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,.,363
WH16B,330,"Observation or Counselling, with CC Score 0",.,.,.,.,204,.,.,.,.,.,.,.,.,.,.,.,.,.,204
WH16B,340,"Observation or Counselling, with CC Score 0",.,.,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,185
WH16B,400,"Observation or Counselling, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,312,.,.,.,.,.,312
WH16B,410,"Observation or Counselling, with CC Score 0",.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
WH16B,502,"Observation or Counselling, with CC Score 0",.,"1,795",.,153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,974
WH16B,800,"Observation or Counselling, with CC Score 0",.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,652,.,325
WH17B,300,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
WH17C,300,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,.,454,.,.,581,.,.,.,.,.,.,749,.,507
WH17C,301,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,389
WH17C,410,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
WH18B,100,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,516,.,.,.,.,.,.,.,.,.,.,.,.,516
WH18B,101,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,175,215,278,.,.,.,.,.,.,.,.,.,.,.,.,177
WH18B,140,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,226
WH18B,160,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,492,.,.,.,.,.,492
WH18B,361,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
WH18B,400,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,238,.,.,.,.,.,238
WH18B,800,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,298,.,.,.,.,.,.,.,.,.,.,.,.,.,.,298
WH19Z,101,Potential Health Hazard Related to Communicable Diseases,173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,173
WH19Z,300,Potential Health Hazard Related to Communicable Diseases,.,.,.,.,.,.,.,.,.,419,.,.,.,.,.,.,.,.,419
WH50A,100,"Procedure Not Carried Out, for Medical or Patient Reasons",174,346,.,185,346,516,399,349,.,606,132,354,.,100,709,365,412,252,403
WH50A,101,"Procedure Not Carried Out, for Medical or Patient Reasons",173,.,.,175,215,278,.,355,.,407,107,.,.,104,.,260,392,.,216
WH50A,110,"Procedure Not Carried Out, for Medical or Patient Reasons",295,.,.,.,.,350,.,.,321,.,.,.,527,132,.,.,386,.,323
WH50A,120,"Procedure Not Carried Out, for Medical or Patient Reasons",241,371,.,.,.,349,315,.,.,501,.,289,234,337,.,642,432,.,375
WH50A,130,"Procedure Not Carried Out, for Medical or Patient Reasons",419,.,.,.,.,.,.,292,.,500,136,.,335,209,.,397,.,.,286
WH50A,140,"Procedure Not Carried Out, for Medical or Patient Reasons",226,.,.,.,.,.,494,473,.,.,.,.,.,.,.,.,826,.,434
WH50A,142,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"1,129",.,.,.,.,.,"1,129"
WH50A,150,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,848,.,.,.,.,.,848
WH50A,160,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,470,.,.,363,.,.,.,398,.,402
WH50A,171,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,646,.,.,.,633,.,640
WH50A,172,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,681,.,.,.,.,.,681
WH50A,191,"Procedure Not Carried Out, for Medical or Patient Reasons",444,.,.,145,"1,371",.,.,.,.,.,144,116,.,107,.,367,.,.,303
WH50A,300,"Procedure Not Carried Out, for Medical or Patient Reasons",107,.,.,170,313,537,454,310,.,419,135,.,110,.,604,317,273,.,262
WH50A,301,"Procedure Not Carried Out, for Medical or Patient Reasons",.,276,.,.,.,389,409,.,.,.,.,.,.,193,.,.,.,270,270
WH50A,303,"Procedure Not Carried Out, for Medical or Patient Reasons",276,405,.,149,.,.,137,.,.,.,.,.,.,.,.,.,525,.,469
WH50A,320,"Procedure Not Carried Out, for Medical or Patient Reasons",259,.,.,245,.,363,"1,725",.,.,.,542,.,419,.,.,.,.,.,369
WH50A,330,"Procedure Not Carried Out, for Medical or Patient Reasons",.,129,.,.,.,75,.,.,.,.,.,.,.,.,.,.,136,143,131
WH50A,340,"Procedure Not Carried Out, for Medical or Patient Reasons",.,480,.,185,.,222,328,.,.,.,68,.,.,.,.,.,.,.,307
WH50A,361,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
WH50A,370,"Procedure Not Carried Out, for Medical or Patient Reasons",.,761,.,108,.,.,.,.,.,.,.,.,505,.,.,.,.,.,729
WH50A,400,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,371,.,.,.,.,.,.,.,.,.,.,.,.,371
WH50A,410,"Procedure Not Carried Out, for Medical or Patient Reasons",.,81,292,.,.,340,.,.,360,.,.,.,.,360,.,.,.,.,301
WH50A,420,"Procedure Not Carried Out, for Medical or Patient Reasons",180,.,.,.,.,.,.,.,.,.,.,.,670,.,.,.,432,.,365
WH50A,502,"Procedure Not Carried Out, for Medical or Patient Reasons",772,440,.,75,511,613,331,.,.,947,554,480,.,133,556,456,757,.,486
WH50A,800,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,158,.,"1,316",.,.,.,.,.,.,.,.,.,.,652,.,634
WH50A,810,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,"1,828",.,.,.,.,.,.,.,.,208,.,.,.,.,.,"1,288"
