HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,.,"5,351","1,636",.,.,.,.,.,.,.,.,.,.,.,"4,166",.,"11,153"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,031","8,471",.,"6,151","11,722",537,.,.,.,581,.,.,.,.,.,.,"9,295",.,"37,788"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,097",.,"3,611"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,"1,734","5,019",.,.,"1,052",.,.,.,.,.,.,.,.,.,.,.,"6,835",.,"14,641"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"6,042","19,048",.,"5,151","3,570",927,.,.,.,"1,742",.,.,"9,190",.,.,.,"40,844",.,"86,514"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"27,018","80,590",.,"49,797","22,975","5,015",.,.,.,"4,064","12,028",.,"97,112",.,.,.,"154,618",.,"453,215"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,"1,254",.,677,.,.,.,.,.,.,.,.,.,.,.,.,749,.,"2,680"
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"2,037",.,.,"1,197",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,233"
GB11Z,Diagnostic Endoscopic Retrograde Cholangiopancreatography,"2,763","21,235",.,"3,179","8,914","6,162",.,.,.,581,.,.,"5,074",.,.,.,"11,586",.,"59,494"
GB12Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct, with Biopsy or Cytology",.,.,.,"26,264",.,"9,543",.,.,.,.,.,.,"47,668",.,.,.,.,.,"83,476"
GB13Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct",.,.,.,"31,771",.,"21,091",.,.,.,.,.,.,"59,845",.,.,.,.,.,"112,708"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,909,.,.,.,.,.,110,.,.,.,.,.,"1,019"
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,761,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,869
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,.,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,"2,282",.,"1,896",.,516,.,.,.,.,.,.,"1,944",.,.,.,"1,305",.,"7,943"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0","2,026",.,.,"8,825",.,"1,316",.,.,.,.,.,.,439,.,.,.,"11,615",.,"24,222"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,249,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,703
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,346,.,175,.,.,"1,762",.,.,.,.,.,993,.,604,.,652,.,"4,533"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","1,039",346,.,"1,236","2,334","4,588","3,126",.,.,.,"1,356",.,"23,749",548,.,.,"4,622",.,"42,944"
GC18B,Non-Obstructive Jaundice with CC Score 0-4,327,.,.,.,.,.,909,.,.,.,.,.,110,.,.,.,"1,177",.,"2,523"
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,645,.,.,.,.,.,.,.,.,.,645
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,674,.,.,674
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,340,.,.,"5,225",.,.,.,.,.,.,.,391,.,"5,956"
HC27J,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,"235,204",.,.,.,"1,291",.,.,.,.,"1,225",756,.,.,.,"238,477"
HC27M,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,736,.,.,.,.,.,.,.,"1,043",.,"1,779"
HC27N,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","4,783",.,875,872,"95,832","1,702",.,.,"35,044",.,.,806,"1,825","1,557",.,"7,298","12,516",.,"163,107"
HC28M,"Spinal Cord Conditions without Interventions, with CC Score 0-2","2,373",.,.,175,"2,673",.,.,.,"1,289",.,.,.,.,.,.,.,391,.,"6,900"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,"3,743",.,.,.,.,.,.,.,.,.,.,.,.,"3,743"
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,797,"1,612",.,.,.,"5,445",.,.,.,.,.,.,.,.,.,.,"3,463",.,"11,318"
HC31N,"Spinal Infection without Interventions, with CC Score 0-2",.,.,.,.,.,"5,176",.,.,.,.,.,.,.,.,.,.,.,.,"5,176"
HC32J,"Low Back Pain without Interventions, with CC Score 3-5",.,.,.,.,.,278,.,.,.,.,.,.,.,.,.,.,.,.,278
HC32K,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,"4,395",.,340,.,.,651,.,288,.,.,107,.,.,"1,172",.,"6,952"
HC54C,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,781,.,781
HC62C,Very Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,927,.,.,.,.,.,.,.,.,.,.,.,.,927
HC63C,Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,"2,331",.,.,.,.,.,.,.,"2,344",.,.,.,.,.,"4,675"
HC64C,Intermediate Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,"11,308",.,.,.,.,.,.,.,.,.,.,.,"1,553",.,"12,861"
HC65Z,Minor Extradural Spinal Procedures,"1,927",.,.,.,"3,983",.,.,.,"21,950",.,.,.,.,593,.,.,.,.,"28,452"
HC70B,Complex Intradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
HC71Z,Major Intradural Spinal Procedures,.,.,.,.,"5,957",.,.,.,.,.,.,"5,233",.,.,.,.,749,.,"11,939"
HC72A,"Diagnostic Spinal Puncture, 19 years and over",.,.,.,"1,655",.,"25,586",454,.,.,"2,903",.,"6,054","73,386",.,.,.,"27,402",.,"137,441"
HC72B,"Diagnostic Spinal Puncture, between 6 and 18 years",856,.,.,369,.,"2,810",.,.,.,.,.,.,"3,984",.,.,.,.,.,"8,018"
HC72C,"Diagnostic Spinal Puncture, 5 years and under",.,.,.,.,.,849,.,.,.,.,.,.,"3,327",.,.,.,.,.,"4,175"
HD21D,Soft Tissue Disorders with CC Score 12+,.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
HD21E,Soft Tissue Disorders with CC Score 9-11,.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
HD21F,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
HD21G,Soft Tissue Disorders with CC Score 3-5,295,.,583,.,.,"1,755",.,.,655,.,.,.,.,.,.,.,781,.,"4,069"
HD21H,Soft Tissue Disorders with CC Score 0-2,"8,494",.,"8,163","12,512",.,"10,976",454,"2,088","4,570",.,"1,859","1,474",.,"4,953",.,993,"20,474",.,"77,011"
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,681,.,.,.,.,.,.,.,.,.,.,.,.,681
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,161,.,.,.,"2,042",454,.,.,.,.,.,.,.,.,.,.,.,"2,657"
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,"1,290",.,.,.,"14,973",.,.,.,.,.,.,.,.,.,.,.,.,"16,263"
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"1,774","1,458",.,.,"30,627",.,.,.,.,.,.,.,360,.,.,"1,324",.,"35,542"
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","60,457","63,774","6,997","10,361",.,"110,529",.,.,.,.,"1,452",.,"12,796","2,379",.,.,"111,221",.,"379,966"
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,"1,004",.,.,.,.,320,.,.,.,.,.,.,.,712,.,"2,037"
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,276,.,502,.,.,.,.,.,.,.,.,.,.,.,.,712,.,"1,490"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,161,.,.,.,.,.,.,640,.,.,.,.,.,.,.,.,.,802
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4","1,291",484,292,160,.,"1,702",909,.,"1,281",419,.,.,.,360,.,.,"2,596",.,"9,491"
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","6,516","1,371","1,166",.,"6,103","8,472",.,.,"8,180",837,.,.,"2,276","1,079",.,.,"5,743",.,"41,742"
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,516,.,.,.,.,.,.,.,.,.,.,398,.,915
HD25G,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,149,.,516,.,.,.,.,.,.,.,.,.,.,.,.,665
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,"2,149","6,816",.,655,.,.,.,.,.,.,.,.,.,"9,621"
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,292,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,632
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","1,039",.,"2,041",497,.,"2,732",.,.,"1,615",.,.,.,.,360,.,.,"1,202",.,"9,485"
HD39G,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,868,.,868
HD39H,Pathological Fractures with CC Score 0-2,.,161,.,.,.,340,.,.,648,.,.,.,.,.,.,.,712,.,"1,862"
HD40F,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,"2,282",.,"1,310",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,592"
HD40G,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","8,026","22,058",.,"10,558",.,"3,948",.,.,.,.,.,.,.,.,.,.,"15,005",.,"59,595"
HD40H,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1","49,762","12,930",.,"13,143",.,.,.,.,.,.,.,.,.,.,.,"7,217","36,534",.,"119,587"
HE12D,"Other Injury of Hip without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,419,.,.,.,.,.,.,.,.,419
HE12E,"Other Injury of Hip without Interventions, with CC Score 0-2",858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,858
HE32E,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,554,.,.,.,.,.,.,.,554
HE41D,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,.,.,.,"1,634",.,.,.,.,665,.,.,.,.,.,"2,299"
HE51H,"Arm Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,665,.,.,.,386,.,"1,051"
HE52F,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,665,.,.,.,.,.,665
HE82D,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,.,.,.,.,.,.,.,"2,917",.,.,.,.,.,.,.,.,.,"2,917"
HE83C,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,537,.,.,.,.,.,.,.,.,.,.,.,.,537
HN13F,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,"1,918",.,.,"2,228",.,.,.,.,.,.,.,.,.,"4,146"
HN13H,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,501",.,.,.,.,.,"1,501"
HN14C,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,.,.,.,"1,057"
HN14E,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","8,498",.,.,.,.,"8,508",.,.,"5,273",.,.,.,"2,145",.,.,.,.,.,"24,424"
HN14F,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,667,.,.,.,.,.,.,.,.,.,667
HN14G,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,"5,634",.,.,.,"2,156",.,.,.,.,.,"7,790"
HN14H,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,"2,931",.,.,.,.,.,.,.,.,.,"2,931"
HN15A,"Minor Hip Procedures for Non-Trauma, 19 years and over","1,421",.,.,.,.,"1,103",.,.,"5,482",.,.,.,"4,568",832,.,.,"4,535",.,"17,941"
HN15B,"Minor Hip Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"4,317",.,.,.,"4,012",.,.,.,.,.,"10,312"
HN16A,"Minimal Hip Procedures, 19 years and over","10,947",.,"31,487",.,"54,029","43,890",.,.,"47,625",540,.,"1,396",.,"4,073",.,.,"3,588",.,"197,575"
HN16B,"Minimal Hip Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,"3,752",.,.,.,.,.,.,.,.,.,"3,752"
HN16C,"Minimal Hip Procedures, 5 years and under",.,.,.,.,.,.,.,.,"20,668",.,.,.,"18,357",.,.,.,.,.,"39,026"
HN22E,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"14,096",.,.,.,.,.,.,.,.,.,"14,096"
HN23B,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"5,862",.,.,.,.,.,.,.,.,.,"5,862"
HN23C,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","13,860",.,.,.,935,"2,133",.,.,"202,717",.,.,.,.,.,.,.,.,.,"219,644"
HN23E,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,"31,659",.,.,.,.,.,.,997,.,.,"32,656"
HN24A,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","2,547",.,.,.,.,"1,020",.,.,"7,845",.,.,.,.,.,.,.,.,.,"11,412"
HN24B,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","7,640",.,.,.,.,"5,604",.,.,"43,380",.,.,.,.,.,.,.,.,.,"56,624"
HN24C,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","275,371",.,.,.,.,"161,157",.,.,"516,093",.,.,.,"22,618","2,819",.,.,"1,174",.,"979,232"
HN24D,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,"1,207",.,.,.,"2,174",.,.,.,.,.,"3,381"
HN24E,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0","9,061",.,.,.,.,"4,136",.,.,"24,707",.,.,.,"18,627",.,.,.,"2,348",.,"58,878"
HN24F,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,"6,666",.,.,.,"5,372",.,.,.,.,.,"12,038"
HN25A,"Minor Knee Procedures for Non-Trauma, 19 years and over","40,532",.,292,.,.,"4,590",.,"1,961","65,702","1,011",.,.,"9,855","1,334",.,"1,851","3,355",.,"130,481"
HN25B,"Minor Knee Procedures for Non-Trauma, 18 years and under","3,404",.,.,.,.,.,.,.,"21,141",.,.,.,"16,074",.,.,.,859,.,"41,478"
HN26A,"Minimal Knee Procedures, 19 years and over","16,857",.,"40,525",.,"2,234","127,099",.,.,"111,858","2,228",.,.,.,"4,385",.,.,.,.,"305,186"
HN26B,"Minimal Knee Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,828,.,.,.,.,.,.,.,.,.,828
HN26C,"Minimal Knee Procedures, 5 years and under",.,.,.,.,.,.,.,.,961,.,.,.,.,.,.,.,.,.,961
HN32C,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"6,678",.,.,.,.,.,.,.,.,.,"6,678"
HN33B,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"2,217",.,.,.,.,.,.,.,.,.,"2,217"
HN33C,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,"39,730",.,.,.,"3,230",.,.,"3,702",.,.,"46,661"
HN33D,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,"1,232",.,.,.,.,.,.,.,.,.,"1,232"
HN34B,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,847,.,.,.,.,"7,966",.,.,.,.,.,.,.,.,.,"8,813"
HN34C,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","47,877",731,.,.,.,"10,293",.,"4,050","111,582",.,.,.,"29,281","1,163",.,.,"3,522",.,"208,500"
HN34D,"Intermediate Foot Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"11,454",.,.,.,"17,834",.,.,.,"3,680",.,"34,952"
HN35A,"Minor Foot Procedures for Non-Trauma, 19 years and over","13,323",.,.,.,"5,710","6,231",.,811,"42,411","1,120",.,"3,074","11,338","2,938",.,"1,212","7,783",.,"95,951"
HN35B,"Minor Foot Procedures for Non-Trauma, 18 years and under","5,951",.,.,.,557,.,.,.,"4,302",.,.,.,"3,503",.,.,.,.,.,"14,313"
HN36Z,Minimal Foot Procedures,"6,861",.,"7,289",.,.,"4,376",.,.,"28,649",.,.,.,"2,659",360,.,.,.,.,"50,193"
HN42A,Very Major Hand Procedures for Non-Trauma with CC Score 2+,"5,902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,902"
HN42B,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,"3,967",.,.,.,.,.,.,.,"14,315",.,.,.,"5,047",.,.,.,"2,297",.,"25,627"
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,"1,096",.,.,.,.,.,.,.,.,.,"1,096"
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","32,236",.,.,.,.,"11,945",.,"2,543","58,382",.,.,.,"4,463","4,366",.,.,"10,800",.,"124,734"
HN43C,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"53,010",.,.,.,"1,174",.,"54,184"
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,896,.,.,.,"14,829",.,.,.,.,.,.,.,"9,297",.,"25,022"
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","45,813",.,.,.,"3,339","15,979",.,"8,202","87,242","1,215",.,.,"32,760","7,163","1,107",.,"88,160",.,"290,979"
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years","5,951",.,.,.,.,.,.,"2,088","4,627",.,.,.,"18,385",.,.,.,"2,376",.,"33,428"
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,924,.,.,.,"32,738",.,.,.,"3,727",.,"37,389"
HN45A,"Minor Hand Procedures for Non-Trauma, 19 years and over","102,852","54,019",.,.,"185,597","57,203","48,299","33,496","302,066","125,968",665,"12,200","41,089","177,019","19,243","59,295","132,076",.,"1,351,086"
HN45B,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years","2,841",521,.,.,.,880,.,.,"8,173","3,704",.,"1,353","5,642","3,183",.,.,386,.,"26,683"
HN45C,"Minor Hand Procedures for Non-Trauma, 5 years and under","2,547",.,.,.,.,.,.,.,"10,515",.,.,.,"9,481",.,.,.,.,.,"22,543"
HN46Z,Minimal Hand Procedures,858,.,"43,441",.,.,"33,843",.,"2,965","33,564",.,.,.,.,"7,196",.,"1,565","3,434",.,"126,866"
HN52B,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,"5,210",.,.,.,.,.,.,.,.,.,.,.,.,"5,210"
HN52C,Very Major Shoulder Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"6,463",.,.,.,.,.,.,.,.,.,"6,463"
HN53B,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,"1,984",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,984"
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"7,640",.,.,.,.,"25,601",.,.,"1,052",.,.,.,"5,199",.,.,.,.,.,"39,493"
HN54B,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,984",.,.,.,.,"2,235",.,.,"1,485",.,.,.,.,.,.,.,.,.,"5,704"
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","19,837",.,.,.,.,"25,425",.,.,"17,262",.,.,.,"2,990",548,.,.,"1,767",.,"67,830"
HN54D,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"2,010",.,.,.,.,.,.,.,.,.,"3,994"
HN55Z,Minor Shoulder Procedures for Non-Trauma,"13,323",.,292,.,.,"8,525",.,.,"18,148","1,897",.,.,"3,262","4,536",.,.,"9,356",.,"59,339"
HN56Z,Minimal Shoulder Procedures,"2,573",.,"54,811",.,.,"66,766",.,.,"42,261",743,.,.,.,"8,738",.,.,391,.,"176,282"
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,"5,657",.,.,.,.,.,.,.,"2,240",.,.,.,.,.,.,.,.,.,"7,896"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+","1,984",.,.,.,.,.,.,.,"2,477",.,.,.,.,.,.,.,.,.,"4,460"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,967",.,.,.,.,"12,327",.,"4,050","20,040",.,.,.,"3,004",.,.,997,"3,589",.,"47,975"
HN64C,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years","9,919",.,.,.,.,.,.,.,"10,953",.,.,.,"16,403",.,.,.,"7,044",.,"44,318"
HN64D,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under","3,967",.,.,.,.,.,.,.,"2,420",.,.,.,"14,759",.,.,.,"3,522",.,"24,669"
HN65Z,Minor Elbow Procedures for Non-Trauma,"6,514",.,.,.,.,"4,264",.,"2,543","12,887",.,.,.,"4,859","1,115",.,.,"6,619",.,"38,800"
HN66Z,Minimal Elbow Procedures,.,.,"4,665",.,.,"4,491",.,"2,965","3,306",.,.,.,.,"1,439",.,.,.,.,"16,865"
HN86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,822",.,"1,822"
HN93Z,"Other Muscle, Tendon, Fascia or Ligament Procedures","2,547",.,292,"1,168","10,372","1,827",.,.,"4,530","1,285",.,"2,917",.,"16,889","1,224",.,"16,563",.,"59,613"
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,866,.,.,.,.,.,.,.,.,.,866
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,118",.,.,.,.,.,"3,118"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,"2,279",.,.,.,.,.,.,.,.,.,"2,279"
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,"1,142",.,.,.,.,.,.,.,"1,174",.,"2,316"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"10,472",.,.,.,"4,744",.,.,.,.,.,"15,216"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,"3,188",.,.,.,"4,807",.,.,.,.,.,"7,994"
HT25Z,Minor Knee Procedures for Trauma,.,.,.,.,.,.,.,.,551,.,.,.,"2,813",.,.,.,.,.,"3,363"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"1,881",.,.,.,.,.,.,.,.,.,"1,881"
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,665",.,.,.,.,.,.,.,.,.,"1,665"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"25,363",.,.,.,.,.,"25,363"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"3,328",.,.,.,"48,565",.,.,.,.,.,"51,893"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,"1,230",.,.,.,"1,706",.,.,.,"1,568",.,"4,503"
HT35Z,Minor Foot Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"1,614",.,.,.,.,.,"1,614"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,"3,293",.,"42,356","1,648",.,.,.,"162,223",.,.,.,"10,598",.,"220,118"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,"8,353","3,676",.,.,.,"40,410",.,.,.,"16,031",.,"68,470"
HT43E,"Major Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,688",.,.,.,"2,821",.,"5,508"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,448",.,.,.,.,.,"1,448"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","6,514",.,.,.,.,.,.,"17,768","5,730","1,402",.,.,"89,892",.,.,.,"12,878",.,"134,183"
