HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1","13,397","7,109",712,"3,742","13,012","6,602",528,.,.,.,692,866,"17,196",.,"8,001",.,"7,402","79,258"
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0","82,894","36,409",.,"24,675","26,462","12,001","1,055",.,.,.,530,"1,733","39,732",.,"45,514",.,"46,365","317,371"
PD15A,Paediatric Acute Bronchiolitis with CC Score 5+,.,"1,828",.,.,"2,602",.,.,.,.,.,.,.,752,.,"1,000",.,.,"6,183"
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,"3,049",.,.,.,"8,675","3,668",.,.,.,.,.,433,"6,017",.,.,.,"2,706","24,547"
PD15C,Paediatric Acute Bronchiolitis with CC Score 1,"9,147","12,186",.,"2,161","10,410","7,335",.,.,.,.,.,"1,300","9,778",.,"3,001",.,"4,329","59,646"
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,"70,127","44,480",.,"23,047","27,759","12,470",.,.,.,.,.,"3,032","25,692",.,"58,010",.,"62,775","327,393"
PD65A,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,"1,525",.,.,.,"1,735",.,.,.,.,.,.,433,"2,115",.,.,.,541,"6,349"
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,"7,623","1,828",.,"1,440","6,072","3,668",.,.,.,.,.,.,"5,265",.,502,.,"4,329","30,727"
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,"16,770","2,437",.,720,"8,675","1,467",.,.,.,.,.,866,"6,769",.,"5,001",.,"3,788","46,493"
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,"34,301","16,294",.,"5,762","4,289","1,467",.,.,.,.,.,"1,733","20,369",.,"10,002",.,"18,854","113,071"
PE23B,Paediatric Cardiac Conditions with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,752
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,762,.,.,.,.,734,.,.,.,.,.,.,"1,030",.,.,.,.,"2,526"
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,.,422,404,.,867,.,.,.,.,.,.,.,"3,091",.,.,.,.,"4,785"
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,"4,574",.,404,"1,440","1,579",.,.,.,.,.,.,433,"8,278",.,"3,001",.,"1,854","21,563"
PE23F,Paediatric Cardiac Conditions with CC Score 0,"2,287","2,437",955,720,327,734,701,.,.,.,453,.,"5,334",.,"2,000",552,"4,870","21,370"
PE24A,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+","2,829","1,386",404,.,"1,735",734,.,.,.,.,"1,664",.,"1,504",.,.,"1,104","1,636","12,996"
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1","3,090",422,404,547,"1,735",734,528,.,.,.,.,.,"1,030",.,"1,000",552,541,"10,583"
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0","4,427","2,298",568,720,712,.,.,.,.,.,"2,453",866,"1,641",.,"9,508","2,760","4,888","30,842"
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+","3,926","5,719",.,"2,614","4,835",734,.,.,376,.,225,.,"4,738",.,"2,000",.,"3,824","28,991"
PE62B,"Paediatric Syncope and Collapse, with CC Score 1","5,240","5,906",568,"3,255","2,987","1,825",528,.,376,.,453,433,"2,523",.,.,.,"4,714","28,808"
PE62C,"Paediatric Syncope and Collapse, with CC Score 0","9,512","12,863",568,"4,629","2,388","1,768",528,.,.,.,"1,226",433,"5,256",.,"12,006","1,104","10,407","62,689"
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+","38,795","18,653",.,"12,964","53,819","26,765","1,055",.,.,.,912,433,"61,699",.,"17,944",.,"27,617","260,658"
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0","182,886","87,067",532,"46,815","69,407","63,289",.,.,.,.,"2,439",433,"31,067",.,"125,257",.,"87,861","697,053"
PF25A,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,"1,627",.,.,.,.,"1,627"
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,734,.,.,.,.,.,.,"1,140",.,.,.,"5,325","7,199"
PF25D,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,914,"2,032",.,.,"1,735",.,.,.,.,.,.,.,"1,916",.,.,.,"1,082","7,679"
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,"1,657","4,265",404,"1,440",876,"1,129",.,.,.,.,525,.,"5,015",.,"4,150",.,"2,165","21,627"
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,"3,049","3,656",.,.,867,.,.,.,.,.,.,433,"2,794",.,.,.,541,"11,341"
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,"40,474","11,840","2,081","6,482","12,009","9,800",.,.,376,.,"1,882","1,300","16,269",.,"8,594",.,"16,080","127,185"
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,"70,768","43,028","1,616","14,091","17,437","15,689",.,.,.,.,"1,801","6,498","15,877",.,"77,337",.,"38,286","302,428"
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,762,.,404,.,327,.,.,.,.,.,.,.,"2,709",.,.,.,"1,100","5,302"
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,"1,963","1,016",808,"1,480",.,.,.,.,376,.,.,.,"4,635",.,"3,648",.,367,"14,292"
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+","1,525",.,.,720,867,.,.,.,.,.,.,.,792,.,.,.,.,"3,904"
PF28B,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5","1,525","1,219",.,.,"1,735",734,.,.,.,.,.,.,"1,544",.,.,.,"2,165","8,920"
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3","5,030","2,437",.,"5,762","3,797","2,934",.,.,.,.,.,"1,300","10,042",.,"2,000",.,"6,861","40,163"
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1","23,152","10,358",.,"2,161","5,205",734,.,.,.,.,.,"5,198","11,827",.,"9,002",.,"17,858","85,494"
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0","51,525","47,571",.,"14,405","27,176","12,865",.,.,.,.,.,"17,327","39,364",.,"73,515",.,"31,583","315,331"
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,452,532,.,.,.,.,.,.,.,.,.,"1,890",.,.,.,.,"2,874"
PG71B,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,859,"1,616",.,"1,306",.,.,.,.,.,"1,051",.,"1,936",.,"1,647",.,"1,082","9,497"
PH34A,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+","3,683",.,.,.,867,.,.,.,.,.,.,.,"1,030",.,.,.,.,"5,581"
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",958,"2,235",.,720,867,734,.,.,.,.,.,.,"2,503",.,502,.,541,"9,060"
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2","7,012","6,286",.,"4,026","5,738","2,934",.,608,.,.,225,"1,733","6,519",.,"1,647",.,"4,048","40,775"
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0","16,984","20,351",.,"7,922","3,503","4,401",.,"2,464",.,.,.,"3,899","8,540",.,"9,504",.,"17,442","95,009"
PJ35A,Paediatric Skin Disorders with CC Score 4+,762,.,.,.,.,.,.,.,.,.,.,.,"1,504",.,.,.,.,"2,267"
PJ35B,Paediatric Skin Disorders with CC Score 2-3,"1,525","1,219",.,720,"3,797","1,467",.,.,.,.,.,.,792,.,.,.,385,"9,904"
PJ35C,Paediatric Skin Disorders with CC Score 1,"3,487","1,828",.,.,"2,602","1,467",.,.,.,.,.,433,"1,504",.,.,.,"2,531","13,854"
PJ35D,Paediatric Skin Disorders with CC Score 0,"27,360","12,330",.,"7,202","8,177",.,.,.,.,.,.,"3,032","11,133",.,"11,649",.,"16,986","97,869"
PJ66A,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 3+","3,049",.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,541,"4,458"
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2","5,336","1,219",.,"1,440","2,602",734,.,.,.,.,.,.,"1,544",.,"4,001",.,"4,870","21,746"
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0","19,056","9,140",.,"3,601","1,735",.,.,.,.,.,773,"3,465","2,296",.,"7,001",.,"10,282","57,350"
PK36A,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",438,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,"1,190"
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,813,.,.,"2,182",.,.,.,.,.,.,.,.,.,.,.,.,"2,995"
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",762,.,.,.,"1,744",.,.,.,.,.,"1,547",.,.,.,.,.,"1,623","5,677"
PK67A,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",877,813,.,"2,161","1,848",409,.,.,.,.,"1,161",.,"2,765",.,.,.,367,"10,400"
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0","2,191","4,469",.,907,"2,929","3,969",.,.,.,.,"2,572",.,"6,384",.,502,.,"7,630","31,555"
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+","2,287",609,.,.,"2,173",734,528,.,.,.,.,.,752,.,502,.,.,"7,584"
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2","3,163","6,500",.,"1,440","8,675","1,467",.,.,.,.,773,433,"6,424",.,.,.,"3,439","32,315"
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0","3,926","6,702",.,"4,055","7,807","1,467",528,.,.,.,388,.,"4,249",.,"8,001",.,"10,649","47,772"
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,420,.,.,.,.,.,.,.,.,.,.,.,.,420
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,"1,408",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,408"
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,720,.,301,.,.,.,.,.,.,"2,076",.,.,.,.,"3,097"
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,609,.,720,.,.,.,.,.,.,.,.,.,.,.,.,541,"1,871"
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,772,.,.,.,"1,537","2,309"
PL69B,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,609,.,.,894,.,.,.,.,.,.,.,.,.,.,.,"8,223","9,727"
PL69C,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",438,"1,016",.,.,"2,042",791,.,.,376,.,387,.,"2,303",.,"1,502",.,"6,338","15,192"
PL70A,Paediatric Other Renal Diseases with CC Score 4+,762,.,.,.,420,"2,201",.,.,.,.,.,.,"1,627",.,.,.,.,"5,010"
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,"2,287","1,066",.,573,"2,593",.,.,.,.,.,.,.,752,.,647,.,908,"8,825"
PL70C,Paediatric Other Renal Diseases with CC Score 1,"2,590","2,732",675,"2,733","2,481","1,129",.,.,.,.,860,.,"2,380",.,647,.,"3,160","19,386"
PL70D,Paediatric Other Renal Diseases with CC Score 0,"15,864","11,705","4,724","7,250","6,397","1,581",.,.,.,.,"1,576",433,"2,725",.,"14,708",.,"9,498","76,462"
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"1,180",.,.,.,.,"1,180"
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,.,720
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,.,720
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,867
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"1,185"
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,867
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,"1,473",.,.,327,.,.,.,.,.,.,.,752,.,.,.,541,"3,093"
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,"1,467",.,.,.,.,.,.,.,.,.,.,.,"1,467"
PN47B,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,000",.,.,"2,000"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,"2,669","1,423",712,.,867,"1,467",.,.,.,.,.,433,"1,460",.,.,.,"2,357","11,388"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,"2,725","3,047",.,.,.,.,.,.,.,.,.,.,"1,524",.,"2,000",.,"5,953","15,249"
PN49A,Paediatric Coagulation Disorders with CC Score 1+,"5,336","1,219",.,720,"4,664",.,.,.,.,.,.,433,"2,578",.,"1,000",.,"1,082","17,033"
PN49B,Paediatric Coagulation Disorders with CC Score 0,"7,623","1,219",712,720,"4,337",.,.,.,.,.,.,866,"4,592",.,"6,001",.,"7,943","34,014"
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,968,609,.,720,.,.,.,.,.,.,.,.,"2,482",.,.,.,541,"5,321"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,"7,740","4,875",.,"1,440",867,.,.,.,.,.,388,.,"5,634",.,"3,800",.,"3,073","27,817"
PR01A,Paediatric Nervous System Disorders with CC Score 8+,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,"1,219",.,.,867,.,.,.,.,.,.,.,.,.,"1,000",.,367,"3,453"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,"1,201","1,219",.,"1,440","2,602","2,201",528,.,.,.,.,866,"9,167",.,.,.,"3,073","22,296"
PR01D,Paediatric Nervous System Disorders with CC Score 1,"3,926","1,219",.,"1,440","2,827","1,768",.,.,752,.,.,.,"5,297",.,502,552,541,"18,824"
PR01E,Paediatric Nervous System Disorders with CC Score 0,"22,651","11,272",.,"4,775","8,559","2,502",.,.,.,.,387,433,"13,625",.,"9,504",.,"11,749","85,456"
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,.,"1,219",.,.,867,.,.,.,.,.,.,.,"5,532",.,.,.,.,"7,618"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"16,560","6,772",.,"2,881","3,797","2,934",.,.,.,.,305,866,"22,476",.,"9,512",.,"6,494","72,598"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"6,860","8,024",.,"4,148","6,399","1,467",528,.,.,.,773,.,"13,133",.,"9,006",.,"13,024","63,362"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,"4,717",.,.,"2,602",734,.,.,.,.,.,.,"5,261",.,"1,000",.,734,"15,048"
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,"27,784","24,766",.,"11,257","35,567","9,274",.,.,376,.,773,.,"14,477",.,"17,505",.,"21,701","163,480"
PR03C,Paediatric Febrile Convulsions with CC Score 0,"31,157","32,917",.,"10,803","17,489","8,802",.,.,752,.,387,.,"30,837",.,"28,507",.,"19,500","181,151"
PR04A,"Paediatric Headaches or Migraines, with CC Score 4+","5,774",.,.,.,.,.,.,.,.,.,.,.,"4,183",.,"2,000",.,.,"11,957"
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3","16,711","6,714",465,"6,669","4,299","1,768",.,.,752,.,"2,944",433,"11,077",.,"8,653",.,"9,061","69,546"
PR04C,"Paediatric Headaches or Migraines, with CC Score 0","15,264","17,318",.,"4,321","4,477","2,803",.,.,"1,503",.,387,"1,300","3,435",.,"13,006",.,"6,879","70,693"
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,"1,000"
PR05B,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,327,301,.,.,.,.,.,.,.,.,.,.,.,628
PR05C,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,301,.,.,.,.,.,.,.,.,.,.,541,842
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,"2,580",.,.,.,541,"3,121"
PR06C,Paediatric Intracranial Injury with CC Score 0,.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,541,936
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,"13,859","18,162",.,"4,894","6,116","3,048",.,.,.,.,750,.,"11,249",.,"2,149",.,"11,191","71,418"
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,"9,445","33,189",.,"30,527","14,284","10,387",.,.,.,.,"1,585",.,"36,647",.,"3,942",.,"17,028","157,034"
PT52A,Paediatric Behavioural Disorders with CC Score 1+,"2,725","2,859",.,720,"8,027",301,528,.,376,.,"3,103",.,"1,364",.,"1,000",.,908,"21,911"
PT52B,Paediatric Behavioural Disorders with CC Score 0,"4,478","7,225",808,.,"9,982","1,336",.,.,.,.,"6,055",433,"13,343",.,"9,006",.,"5,989","58,655"
PT53A,Paediatric Eating Disorders with CC Score 1+,438,813,404,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,467","3,123"
PT53B,Paediatric Eating Disorders with CC Score 0,"1,315",457,"1,212",.,.,.,.,.,.,.,.,.,386,.,.,.,.,"3,370"
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",519,.,.,"1,440","3,094",.,.,608,.,.,998,.,"1,587",.,.,.,.,"8,246"
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0","2,534","3,193",.,"1,865","4,722",395,.,.,.,.,.,.,"23,560",.,"2,000",.,"4,285","42,555"
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+","1,801",.,.,.,.,.,.,.,.,.,.,.,"1,338",.,"1,294",.,400,"4,834"
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0","2,078",913,.,720,"2,629",395,.,608,.,.,.,.,"3,012",.,"1,294",.,"1,483","13,133"
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,813,.,.,"1,287",.,.,.,.,.,.,.,"1,627",.,.,.,"2,200","5,928"
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2","6,248","5,718",.,"1,145","18,931","5,118",.,.,.,.,"1,060",.,"19,274",.,647,.,"13,007","71,147"
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0","35,798","29,224",.,"14,663","41,579","14,655",.,.,.,.,974,"1,300","54,280",.,"26,051",.,"53,459","271,984"
PW16A,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,752
PW16C,Paediatric Major Infections with CC Score 2-4,.,374,.,"1,894",.,734,.,.,.,.,.,.,"2,014",.,.,.,"1,082","6,098"
PW16D,Paediatric Major Infections with CC Score 1,"3,049","3,420",.,"4,321",867,.,.,.,376,.,.,.,.,.,"6,001",.,"4,696","22,731"
PW16E,Paediatric Major Infections with CC Score 0,"1,525","18,497",.,"14,829",867,"1,467",.,.,.,.,387,"3,899","2,316",.,"35,508",.,"13,635","92,930"
PW17A,Paediatric Intermediate Infections with CC Score 6+,762,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,372"
PW17B,Paediatric Intermediate Infections with CC Score 3-5,"2,287","1,219",.,.,"3,470",734,.,.,.,.,773,.,"5,074",.,.,.,"1,082","14,638"
PW17C,Paediatric Intermediate Infections with CC Score 1-2,"21,423","16,903",808,"4,321","19,665","5,192",.,.,.,.,"1,160",866,"18,913",.,"11,324",.,"11,400","111,976"
PW17D,Paediatric Intermediate Infections with CC Score 0,"49,331","36,630","1,212","12,402","23,138","8,578",.,.,376,.,387,"2,166","24,132",.,"44,074",.,"30,601","233,027"
PW18A,Paediatric Minor Infections with CC Score 2+,"1,981",.,.,.,867,.,.,.,376,.,.,.,792,.,"3,001",.,"1,082","8,099"
PW18B,Paediatric Minor Infections with CC Score 1,"4,268","4,875",.,720,"3,848",.,.,.,.,.,.,433,.,.,"2,000",.,"2,165","18,309"
PW18C,Paediatric Minor Infections with CC Score 0,"13,721","7,152",.,"4,321","3,848",734,.,.,.,.,387,.,"3,435",.,"8,001",.,"4,870","46,469"
PW19A,Paediatric Viral Infections with CC Score 3+,"8,385","3,656",.,.,"4,337","9,536",.,.,.,.,.,433,"18,131",.,"3,001",.,"7,769","55,247"
PW19B,Paediatric Viral Infections with CC Score 1-2,"107,000","86,127",.,"48,828","40,342","37,711",.,.,376,.,"1,107","6,498","73,242",.,"83,015",.,"78,119","562,364"
PW19C,Paediatric Viral Infections with CC Score 0,"54,139","92,415",869,"38,626","18,795","19,072",528,.,376,.,.,"6,064","13,113",.,"99,461",.,"44,044","387,500"
PW20A,Paediatric Fever Unspecified with CC Score 3+,"2,287",609,.,.,"1,735","1,467",.,.,.,.,.,.,"3,287",.,.,.,541,"9,926"
PW20B,Paediatric Fever Unspecified with CC Score 1-2,"7,056","2,185",.,454,"3,470","1,467",528,.,.,.,.,433,"9,105",.,.,.,"3,788","28,485"
PW20C,Paediatric Fever Unspecified with CC Score 0,"10,366","1,828",.,.,"1,735","1,467",.,.,.,.,.,866,"3,761",.,"1,000",.,"4,870","25,894"
PX22A,Paediatric Chest Pain with CC Score 1+,"11,036","3,027",.,"1,174","3,882",.,528,.,376,.,453,.,"5,230",.,"2,000","2,760","2,379","32,845"
PX22B,Paediatric Chest Pain with CC Score 0,"8,175","3,402",568,.,.,"1,035",701,.,.,.,"1,130",.,"1,221",.,"4,503","15,457","6,322","42,515"
PX29A,Paediatric Abdominal Pain with CC Score 3+,"3,771",609,.,.,"1,254","2,735",.,.,.,.,.,.,"7,360",.,"1,294",.,996,"18,019"
PX29B,Paediatric Abdominal Pain with CC Score 1-2,"39,741","6,633","1,669","11,142","12,222","17,100",.,.,.,.,"3,458","1,733","32,135",.,"6,236",.,"10,710","142,778"
PX29C,Paediatric Abdominal Pain with CC Score 0,"64,389","41,071","2,734","30,103","29,178","16,317",.,608,.,.,"6,940","1,300","55,689",.,"43,742",.,"23,202","315,271"
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,"2,287",609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,541,"3,437"
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,762,.,.,720,"2,602","1,467",.,.,.,.,.,.,.,.,"2,000",.,.,"7,552"
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,"2,287","4,265",.,.,.,301,.,.,.,.,.,"2,166",.,.,"3,001",.,"5,953","17,972"
PX50A,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+","1,315","4,689",808,"2,268","3,096","2,222",.,.,752,.,"1,332",.,"4,899",.,502,.,"2,568","24,450"
PX50B,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3","16,084","38,210","3,603","4,349","34,049","8,338","3,693",.,"3,382",.,"12,363",.,"46,641",.,"9,822",.,"19,542","200,074"
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0","24,735","54,532",569,"14,591","25,517","6,135","1,055",.,376,.,"10,177",.,"51,749",.,"32,010",.,"20,793","242,238"
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),762,609,.,.,.,734,.,.,.,.,.,.,.,.,.,.,.,"2,105"
PX54Z,Paediatric Convalescent or Other Relief Care,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,"1,000"
PX55Z,Paediatric Respite Care,"14,483",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,483"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+","10,804","3,047",.,"1,440","2,394","2,201",.,.,.,.,.,866,"17,339",.,.,.,"2,706","40,797"
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0","22,982","8,220",.,"2,881","5,205","2,201",.,.,.,.,.,"3,465","8,071",.,"1,000",.,"9,025","63,050"
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",457,.,.,.,867,.,.,.,.,.,.,433,.,.,"1,000",.,.,"2,758"
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3","6,687","6,550",532,"5,762","3,209",734,.,.,.,.,.,"5,198","4,921",.,.,.,"7,639","41,232"
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0","40,497","32,255",.,"12,244","30,638","3,668",.,.,.,.,525,"9,097","35,208",.,"19,651",.,"66,455","250,238"
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,"1,525",.,.,720,.,.,.,.,.,.,.,.,"1,074",.,.,.,"1,623","4,943"
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,609,.,.,.,.,.,.,.,.,.,433,792,.,"1,000",.,541,"3,376"
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,457,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,066"
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,762,"3,047",.,720,.,734,.,.,.,.,.,.,"1,566",.,.,.,.,"6,828"
PX60C,Paediatric Other Congenital Conditions with CC Score 0,762,"11,345",.,"1,440",867,.,.,.,.,.,.,.,865,.,676,.,"3,846","19,801"
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,813,.,.,.,.,.,.,.,.,.,.,386,.,.,.,"1,100","2,300"
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",438,.,"1,424",454,.,301,.,.,.,.,.,.,.,.,.,.,"1,100","3,718"
