HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"3,340",.,.,.,.,.,"3,340"
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,"1,072",.,.,.,"1,441",.,.,.,.,.,"1,146"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,"1,002",.,.,.,"1,139",.,.,.,.,.,"1,019"
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","1,318","1,030",365,.,.,"1,762",.,"1,729","1,008",.,.,.,"1,246",.,.,.,"1,066",.,"1,159"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC","1,398",.,.,.,.,"1,896",.,.,849,.,.,.,"1,890",.,.,.,"1,238",.,"1,282"
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,080",.,.,.,.,.,.,.,"1,145",.,"1,113"
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC","1,163","1,455",365,.,923,649,572,.,981,962,.,"1,398","1,232",586,.,958,"1,165",.,978
HB39Z,Minimal Foot Procedures for Non-Trauma,693,.,365,.,.,254,.,.,707,.,.,.,513,.,.,.,.,.,485
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2","2,095",.,.,.,.,"3,287",.,.,"1,492",.,.,.,"4,801","2,838",.,.,"1,015",.,"1,894"
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,770",.,.,.,.,.,.,.,.,.,"1,770"
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC",975,.,.,.,.,.,.,.,"1,596",.,.,.,.,.,.,735,.,.,"1,448"
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2","1,116",.,.,.,887,"2,278",.,.,"1,492",.,.,.,"4,069","1,773",.,.,"1,829",.,"1,556"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"1,864","1,207",.,.,.,"4,151",329,.,.,"1,336",.,"1,383"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC","1,342","1,390",.,.,"1,185","1,261",.,"2,003","1,039",.,.,"1,322","1,732",593,"1,448",.,"1,375",.,"1,208"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC","1,144","1,327",.,944,"1,057",942,839,"1,045",717,913,937,.,"1,638",658,"1,448",958,"1,199",.,899
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","1,091","1,254",365,"1,033","1,170","1,307",681,"1,271",810,940,894,"1,348","1,247",714,"1,448",945,"1,213",.,"1,012"
HB56B,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,103",.,.,.,.,.,.,.,.,.,"1,103"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",975,.,.,.,.,"2,732",.,.,973,.,.,.,"1,903","1,851",.,623,904,.,"1,068"
HB59Z,Minimal Hand Procedures for Non-Trauma,.,.,365,.,.,243,.,"1,338",658,.,.,.,.,587,.,.,895,.,382
HB61B,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,"2,623",.,.,.,.,.,.,.,.,.,"2,623"
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","1,728",.,.,.,.,"4,403",.,.,"1,738",.,.,.,.,.,.,.,.,.,"2,878"
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","1,257",.,.,.,.,.,.,.,"1,149",.,.,.,.,.,.,.,.,.,"1,185"
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","1,275",.,365,.,.,"2,186",.,.,"1,275",.,.,.,"1,599",505,.,.,"1,216",.,"1,467"
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","1,283",87,.,.,.,"1,829",.,.,"1,102",.,.,.,"1,254","1,539","1,283",846,975,.,"1,234"
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",724,.,365,.,.,389,.,.,701,694,.,.,"1,469",471,.,.,.,.,425
HB71C,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,"1,260",.,.,.,.,.,.,.,.,.,"1,260"
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","1,314",.,.,.,.,"1,416",.,.,"1,106",.,.,.,"1,604",.,.,.,"1,216",.,"1,318"
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","1,257",.,.,.,.,"1,671",.,.,"1,118","1,110",.,.,"1,794","1,904",.,.,"1,165",.,"1,161"
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",693,.,365,.,.,358,.,.,705,.,.,.,.,505,.,.,.,.,396
HB91Z,Other Non-Trauma Diagnosis without Procedure,.,.,365,.,"1,093",.,.,.,.,.,.,.,.,.,.,.,"1,139",.,934
HB99Z,Other Procedures for Non-Trauma,348,.,365,"1,296",.,657,442,"1,965","1,166",996,.,768,787,477,"1,117",809,625,.,619
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,"1,729",.,.,"1,234","2,608",.,.,.,.,.,"1,857"
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,606,.,.,.,960,.,.,.,606,56,.,.,.,.,649
HC05E,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,"1,196",.,.,.,.,.,.,.,.,.,"1,196"
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,365,.,820,229,.,.,"1,199",.,.,.,.,.,.,.,.,.,"1,039"
HC06Z,Extradural Spine Minor 1,540,.,365,.,664,229,.,.,608,.,.,.,.,328,.,.,.,.,588
HC07B,Intradural Spine Major with CC Score 0-2,.,.,.,"1,059",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,059"
HC12Z,Intradural Spine Minor 1,.,.,.,251,593,532,376,.,.,552,.,710,284,.,.,.,698,.,346
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,645,.,.,.,.,.,.,.,.,.,645
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,365,.,.,614,.,.,610,.,.,.,.,.,.,.,383,.,457
HC27F,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,229,.,.,523,.,.,.,.,.,.,.,383,.,380
HC27G,Degenerative Spinal Conditions with CC Score 0-2,582,.,.,.,507,262,.,.,569,.,92,"1,334",520,336,.,.,383,.,485
HC28G,Spinal Cord Conditions with CC Score 0-2,667,.,.,.,.,.,.,.,322,.,.,.,241,.,.,.,.,.,377
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,329,87,365,.,.,229,.,.,.,.,.,.,.,.,.,.,267,.,201
HC32E,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,383,.,469
HC32F,Low Back Pain with CC Score 0-2,.,.,.,478,.,.,.,.,644,.,487,.,232,974,.,.,383,.,456
HD21G,Soft Tissue Disorders with CC Score 3-5,.,233,.,.,.,229,.,.,639,.,.,.,241,721,.,.,638,.,559
HD21H,Soft Tissue Disorders with CC Score 0-2,306,388,365,319,.,229,226,.,605,.,295,"1,332",241,419,.,.,660,.,454
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,87,.,518,.,229,.,.,.,.,.,.,.,.,.,.,.,.,194
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,98,365,240,.,229,.,.,.,.,.,.,.,.,.,.,267,.,171
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",331,87,365,.,.,233,226,.,.,.,.,.,440,505,.,.,278,.,218
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,87,.,518,.,.,.,.,813,.,.,.,.,.,.,.,.,.,376
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",667,111,365,.,.,229,.,.,770,552,.,.,.,.,.,.,819,.,509
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",357,87,365,.,.,348,376,.,746,552,389,.,715,"1,233",.,.,685,.,490
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
HD25G,"Infections of Bones or Joints, with CC Score 2-4",.,87,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,298
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,"1,261",.,629
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,232,.,.,.,.,.,.,.,.,.,.,.,.,232
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",975,.,365,.,.,242,376,.,639,.,311,.,.,"1,085",.,.,383,.,535
HD39H,Pathological Fractures with CC Score 0-2,.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,233,.,141,.,.,.,.,.,.,.,.,.,.,.,.,636,.,301
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",335,233,.,136,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,292
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",335,233,.,141,.,"2,350",.,.,.,.,.,.,520,.,.,.,636,.,299
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,"2,286",.,.,.,.,.,.,.,"1,147",.,"1,716"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,"2,430",.,.,"2,263",.,.,.,"3,636",.,.,.,"1,147",.,"2,590"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,"2,938",.,.,.,.,.,.,.,.,.,"2,938"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less","1,257",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,257"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,233,.,133,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,991
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,233,.,132,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,707
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",335,233,.,137,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,733
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",335,233,.,137,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,476
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,226,.,.,.,.,.,.,.,.,.,933,.,580
JA18Z,Unilateral Minor Breast Procedures,459,966,.,"1,313","1,141","1,200",.,.,.,913,.,"1,072",873,377,"1,448",.,"1,311",159,965
JA19Z,Bilateral Minor Breast Procedures,459,.,.,.,766,"1,560",.,.,.,.,.,.,.,.,.,.,.,.,928
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,952,.,"1,869",.,"1,718",.,.,.,.,.,.,.,.,.,.,.,.,"1,655"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,557,"1,007",.,"2,195","1,336","1,372",.,.,.,863,.,"1,520",.,.,.,.,"1,326",.,"1,599"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,"1,954",.,.,.,.,.,.,.,.,.,.,.,.,"1,390",.,"1,672"
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,"1,408",.,"4,840",.,.,.,.,.,.,.,"1,932",.,.,.,.,"1,630",.,"1,986"
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,747,.,"1,970",.,"1,393",.,.,.,"1,209",.,.,.,.,.,.,"1,390",.,"1,284"
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,543,"1,201",.,"1,423","1,031","1,205",946,"1,309",.,"1,092",.,"1,401","1,573",906,"1,448",834,"1,348",.,"1,168"
JA25Z,Bilateral Intermediate Breast Procedures,.,"1,489",.,"2,498",.,"1,280",918,.,.,.,.,"2,051",.,.,.,.,.,.,"1,572"
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,"2,761",.,.,.,.,.,.,.,.,.,.,.,.,"2,761"
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"1,489",.,.,.,.,.,"1,489"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,603",.,.,.,.,.,"1,603"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,863,.,.,"1,085",.,.,.,.,.,"1,048"
JB33C,Other Burn without Skin Procedure,.,"1,442",.,.,.,229,845,.,.,.,"1,382",.,.,.,.,.,.,.,919
JC41Z,Major Skin Procedures,"1,223",.,.,.,.,.,.,.,.,.,817,.,530,462,.,.,"1,298",.,603
JC42A,"Intermediate Skin Procedures, 13 years and over",519,971,.,"1,422","1,091",780,472,815,879,"1,143",903,984,"1,092",643,"1,250",779,242,159,356
JC42B,"Intermediate Skin Procedures, 12 years and under",696,.,.,.,.,820,.,.,.,.,.,.,"1,886",.,.,.,170,.,455
JC43A,"Minor Skin Procedures, 13 years and over",420,"1,075",.,432,590,673,819,857,781,931,940,"1,091",810,545,"1,279",646,"1,046",163,750
JC43B,"Minor Skin Procedures, 12 years and under",594,"1,173",.,.,960,938,691,574,639,765,.,.,"1,487",733,"1,283",623,"1,075",159,"1,216"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",.,309,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,234,.,.,.,.,.,.,.,.,.,.,.,.,.,.,234
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",.,87,.,125,181,960,.,.,.,552,.,.,.,.,.,.,636,.,486
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",333,87,365,116,181,266,311,.,639,.,788,338,439,203,.,289,296,159,276
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,729,.,.,.,.,.,.,.,.,.,.,.,.,729
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
KA05D,Anterior Pituitary Disorders with CC Score 0-1,339,.,.,.,.,614,.,.,.,.,.,.,720,.,.,.,.,.,601
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,116,.,"1,967",376,.,.,.,.,.,535,.,.,.,731,.,"1,307"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,630,.,.,.,.,614,.,.,.,.,.,.,447,.,.,.,.,.,480
KA08C,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,422,688,.,.,.,.,.,.,.,.,.,696,.,624
KA09D,Thyroid Procedures with CC Score 2-3,.,"1,599",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599"
KA09E,Thyroid Procedures with CC Score 0-1,.,756,.,.,.,660,.,.,.,.,.,.,"2,122",.,.,.,933,.,"1,118"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,696,.,482
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,317,.,614,376,.,.,.,.,.,.,.,.,.,378,.,402
KB04Z,Continuous Subcutaneous Insulin Infusion,.,233,.,.,.,.,376,.,.,.,.,.,.,.,.,.,696,.,435
KC04A,Inborn Errors of Metabolism with CC Score 3+,.,220,.,243,.,958,688,.,.,.,.,.,.,.,.,.,519,280,345
KC04B,Inborn Errors of Metabolism with CC Score 0-2,328,288,.,250,314,346,429,.,.,.,.,.,136,.,.,.,615,278,292
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,362,.,.,.,.,.,.,.,.,.,.,.,.,696,.,418
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",358,332,.,322,.,"2,350",688,.,.,552,.,.,.,.,.,.,.,.,449
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",358,.,.,207,.,641,632,.,.,550,.,.,.,.,.,.,696,.,479
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,332,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,224
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,246,.,527,.,.,.,.,.,.,.,.,.,.,.,.,303
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,232,.,244,376,.,.,.,.,.,.,.,.,.,511,.,280
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,529,.,.,"1,060",.,.,.,.,.,.,.,"1,172",.,.,.,903
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,233,.,518,.,.,480,.,.,.,.,.,.,.,.,.,.,.,461
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,.,.,"1,088",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,088"
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,240,.,518,.,.,688,.,.,.,.,.,.,.,.,.,.,.,286
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,489,.,318,.,.,.,.,.,.,.,.,.,.,.,.,474
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,399,.,.,688,.,.,.,.,.,.,.,.,.,.,.,472
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",323,.,.,459,.,244,616,.,.,.,.,.,.,.,.,.,700,.,502
LA13A,"Examination for Post-Transplantation of Kidney of Recipient, 19 years and over",.,.,.,"1,605",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,605"
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",.,.,.,573,.,.,.,.,.,.,.,.,.,.,.,.,.,.,573
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",.,.,.,570,.,"1,247",.,.,.,.,.,.,.,.,.,.,.,.,705
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",.,.,.,817,379,"1,242",.,.,.,.,.,.,.,.,.,.,.,.,884
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,116,.,.,.,.,.,.,.,.,.,.,785,.,.,.,451
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,135,.,.,.,.,.,.,.,.,.,.,.,.,636,.,148
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,127,.,435,.,.,.,.,.,.,.,.,.,.,660,.,151
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",335,.,.,134,.,872,226,.,.,.,.,.,.,104,.,.,608,.,153
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,831,362,"1,166",.,.,.,.,.,.,"2,374",678,.,.,"1,075",.,"1,858"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over",860,"2,739",.,"1,041",591,867,312,.,.,.,.,.,.,276,.,325,"1,038",.,930
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,026",.,.,.,.,.,"3,026"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,"1,690","2,702",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,028"
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,.,.,.,.,.,.,.,675,.,.,.,.,.,.,.,.,675
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,689,.,.,.,.,.,292,.,.,.,.,484,"1,239",.,676
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,"1,258",.,.,171,513,.,.,.,.,.,292,.,.,.,.,484,"1,157",.,636
LB14Z,Intermediate Endoscopic Bladder Procedures,632,"2,003",.,417,567,914,611,785,.,"1,104",964,.,"2,484","1,103",.,.,827,.,866
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,245,.,883,.,.,.,.,.,.,683,.,.,.,664,.,658
LB15E,"Minor Bladder Procedures, 19 years and over",439,.,.,189,604,497,468,790,.,628,292,.,292,788,.,.,717,.,426
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,336,.,336
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,163,.,.,226,.,.,.,.,.,.,.,.,.,336,.,192
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",154,407,.,163,564,.,.,.,.,.,.,.,.,.,.,.,417,.,313
LB17Z,Introduction of Therapeutic Substance into Bladder,606,.,.,175,.,"1,096",877,.,.,.,455,"1,484",.,.,.,.,"1,075",.,653
LB18Z,Attention to Suprapubic Bladder Catheter,477,.,.,178,498,736,448,.,.,561,.,"1,463",603,.,"1,117",703,747,.,436
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,.,163,.,.,.,.,.,.,.,.,.,.,785,.,.,.,474
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,.,163,923,.,.,.,.,.,.,.,.,.,.,.,.,.,271
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,163,530,244,.,.,.,.,.,.,241,.,.,.,336,.,249
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",.,.,.,163,.,244,.,.,.,.,.,.,.,.,.,.,.,.,203
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,969,.,.,.,.,.,.,.,969
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,"1,697",498,"1,587",.,.,.,.,.,.,.,.,.,.,.,.,956
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,.,.,720,747,.,.,.,.,.,.,.,.,.,.,.,.,.,729
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,"2,347",.,728,519,843,.,.,.,.,"1,135","2,247",.,701,856,.,829,.,794
LB27Z,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)",456,.,.,894,696,"1,017",.,.,.,509,.,.,.,.,.,.,583,.,691
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,353,.,.,.,.,.,.,.,.,353
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",154,.,.,163,512,.,.,.,.,353,.,.,.,.,.,.,.,.,431
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,582
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"4,323",.,.,.,"1,309",.,"4,040"
LB29D,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,396",.,.,.,"1,300",.,"1,521"
LB33Z,Vasectomy Procedures,487,"1,199",.,720,"1,269",991,603,840,.,863,.,"1,268",.,786,"1,227",958,"1,053",.,923
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",.,.,.,133,.,.,.,.,.,.,.,.,.,.,785,.,.,.,215
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",154,.,.,287,.,.,226,.,813,.,.,902,.,285,.,.,.,.,335
LB36Z,Extracorporeal Lithotripsy,.,.,.,286,628,747,.,.,.,.,.,.,.,.,.,.,.,.,440
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,.,.,.,317,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317
