HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs
PM43B,300,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PM43B,350,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM43B,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,3,.,.,.,.,.,.,.,.,36,.,.,.,.,39
PM43B,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PM43C,120,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PM43C,171,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PM43C,300,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
PM43C,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,28
PM43C,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PM44Z,370,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PM44Z,420,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PM44Z,823,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PM45A,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM45B,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM45B,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PM45C,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PM45C,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM45D,303,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PM45D,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PM45D,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PN48A,370,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PN48A,823,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PN48B,303,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PN48B,350,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,21
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,1,.,.,.,.,.,.,.,.,5,1,.,2,.,1,10
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,32
PN48C,300,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,5,1,.,.,.,.,6
PN49A,350,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PN49A,420,Paediatric Coagulation Disorders with CC Score 1+,1,.,.,.,.,1,.,.,.,.,2,1,.,.,.,.,5
PN49A,823,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,.,.,.,1,.,3,.,.,.,.,5,.,.,1,.,.,10
PN49B,823,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PP64A,421,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PP64B,100,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PP64B,130,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,1,.,.,.,1,.,.,.,.,1,.,.,.,.,.,3
PP64B,421,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01A,171,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01A,420,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PR01A,421,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01B,171,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR01B,320,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01B,420,Paediatric Nervous System Disorders with CC Score 5-7,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,3
PR01B,421,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PR01C,110,Paediatric Nervous System Disorders with CC Score 2-4,1,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,3
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01C,420,Paediatric Nervous System Disorders with CC Score 2-4,.,3,.,.,.,1,.,.,.,.,3,1,.,1,.,.,9
PR01C,421,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PR01D,110,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
PR01D,150,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01D,172,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01D,400,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR01D,420,Paediatric Nervous System Disorders with CC Score 1,.,.,.,3,.,.,.,.,.,.,1,4,.,.,.,.,8
PR01D,421,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PR01E,101,Paediatric Nervous System Disorders with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR01E,110,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,5
PR01E,172,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01E,400,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR01E,420,Paediatric Nervous System Disorders with CC Score 0,2,2,.,2,.,.,.,.,.,.,22,5,.,2,.,.,35
PR01E,421,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
PR02A,420,Paediatric Epilepsy Syndrome with CC Score 6+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR02A,421,Paediatric Epilepsy Syndrome with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PR02B,150,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR02B,400,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR02B,420,Paediatric Epilepsy Syndrome with CC Score 1-5,5,.,.,1,1,2,.,.,.,.,2,.,.,.,.,1,12
PR02B,421,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,19
PR02C,420,Paediatric Epilepsy Syndrome with CC Score 0,2,2,.,2,.,.,.,.,.,.,.,.,.,3,.,1,10
PR02C,421,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PR03A,420,Paediatric Febrile Convulsions with CC Score 4+,1,1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,4
PR03B,400,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PR03B,420,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,1,.,.,2,.,.,3
PR03C,420,Paediatric Febrile Convulsions with CC Score 0,4,1,.,1,.,1,.,.,.,.,1,2,.,1,.,.,11
PR04A,150,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04A,370,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PR04A,823,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04B,150,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04B,302,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04B,361,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR04B,420,"Paediatric Headaches or Migraines, with CC Score 1-3",.,2,.,.,.,1,.,.,.,.,9,4,.,1,.,.,17
PR04C,420,"Paediatric Headaches or Migraines, with CC Score 0",1,.,.,1,.,.,.,.,.,.,8,.,.,2,.,.,12
PR04C,421,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR05B,420,Paediatric Developmental Disorders with CC Score 1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
PR05B,421,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR05C,421,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PT52A,370,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PT52A,420,Paediatric Behavioural Disorders with CC Score 1+,1,1,.,.,.,.,.,.,.,.,1,1,.,.,.,.,4
PT52A,421,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PT52B,420,Paediatric Behavioural Disorders with CC Score 0,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2
PT53A,300,Paediatric Eating Disorders with CC Score 1+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PT53A,420,Paediatric Eating Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PV08A,823,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV08B,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,2,.,.,.,1,.,.,.,1,4
PV08B,130,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV31A,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV31A,171,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PV31B,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
PV31B,171,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32B,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV32B,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
PV32B,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32B,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32B,370,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32B,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2,3
PV32C,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PV32C,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,2,.,.,.,4,.,.,.,1,7
PV32C,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PV32C,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
PV32C,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PW16C,110,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,2,.,.,.,1,.,.,.,.,3
PW16C,350,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16C,370,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW16C,420,Paediatric Major Infections with CC Score 2-4,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
PW16D,303,Paediatric Major Infections with CC Score 1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW16D,420,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16D,823,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW16E,110,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16E,400,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16E,420,Paediatric Major Infections with CC Score 0,.,1,.,1,.,.,.,.,.,.,11,.,.,.,.,.,13
PW17A,171,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17A,361,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17B,171,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17B,350,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17B,361,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
PW17B,420,Paediatric Intermediate Infections with CC Score 3-5,1,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,4
PW17C,101,Paediatric Intermediate Infections with CC Score 1-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW17C,120,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PW17C,150,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PW17C,320,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17C,350,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17C,361,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PW17C,370,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17C,420,Paediatric Intermediate Infections with CC Score 1-2,3,.,.,.,.,1,.,.,.,.,8,4,.,1,.,.,17
PW17D,100,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PW17D,101,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PW17D,110,Paediatric Intermediate Infections with CC Score 0,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
PW17D,120,Paediatric Intermediate Infections with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW17D,171,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17D,320,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17D,420,Paediatric Intermediate Infections with CC Score 0,2,2,.,.,.,1,.,.,.,.,7,.,.,1,.,.,13
PW18A,120,Paediatric Minor Infections with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18A,340,Paediatric Minor Infections with CC Score 2+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18A,350,Paediatric Minor Infections with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PW18A,420,Paediatric Minor Infections with CC Score 2+,.,.,.,.,.,.,.,.,.,.,1,3,.,1,.,.,5
PW18B,150,Paediatric Minor Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW18B,350,Paediatric Minor Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW18B,420,Paediatric Minor Infections with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18C,340,Paediatric Minor Infections with CC Score 0,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PW18C,350,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW18C,420,Paediatric Minor Infections with CC Score 0,.,.,.,13,.,12,.,.,.,.,1,.,.,.,.,.,26
PW19A,420,Paediatric Viral Infections with CC Score 3+,3,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,5
PW19B,420,Paediatric Viral Infections with CC Score 1-2,.,2,.,.,.,3,.,.,.,.,12,.,.,1,.,1,19
PW19C,420,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,1,.,.,.,.,3,.,.,2,.,.,6
PW20A,370,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PW20A,420,Paediatric Fever Unspecified with CC Score 3+,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PW20A,823,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW20B,171,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW20B,300,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PW20B,350,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW20B,370,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PW20B,420,Paediatric Fever Unspecified with CC Score 1-2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW20B,823,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
PW20C,420,Paediatric Fever Unspecified with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,1,.,1,.,.,3
PX22A,420,Paediatric Chest Pain with CC Score 1+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX22B,420,Paediatric Chest Pain with CC Score 0,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
PX29A,100,Paediatric Abdominal Pain with CC Score 3+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX29A,420,Paediatric Abdominal Pain with CC Score 3+,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PX29B,100,Paediatric Abdominal Pain with CC Score 1-2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX29B,171,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PX29B,361,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX29B,370,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,1,.,.,.,.,.,.,2,1,.,1,.,1,6
PX29C,100,Paediatric Abdominal Pain with CC Score 0,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
PX29C,420,Paediatric Abdominal Pain with CC Score 0,.,.,.,2,.,.,.,.,.,.,10,1,.,1,.,1,15
PX30A,100,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX30A,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,1,.,.,.,.,.,.,2,.,1,.,1,5
PX30B,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,.,4,.,1,.,.,.,.,.,.,4,1,.,.,.,1,11
PX30C,100,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,1,4,.,.,.,.,.,.,.,.,25,2,.,1,.,1,34
PX50A,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
PX50C,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX51Z,420,Paediatric Child Safeguarding (Welfare and Protection),.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX55Z,361,Paediatric Respite Care,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX55Z,420,Paediatric Respite Care,60,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,62
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",1,1,.,.,.,.,.,.,.,.,7,1,.,.,.,.,10
PX56A,421,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56B,410,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",1,1,.,1,.,.,.,.,.,.,3,.,.,.,.,.,6
PX57A,110,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57A,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX57A,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,1,.,1,.,.,.,.,12,6,.,.,.,1,21
PX57A,421,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,100,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57B,101,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX57B,110,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,4
PX57B,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PX57B,160,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,171,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PX57B,302,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PX57B,350,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PX57B,361,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PX57B,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",6,.,.,4,.,12,.,.,.,.,115,4,.,.,.,2,143
PX57B,502,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57B,823,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
