HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","140,845","156,310","622,187","106,197","177,085","18,737",.,.,.,.,.,.,.,"8,333",.,"92,220","1,321,913"
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","6,762","6,167","35,328","17,717","18,548","4,646",.,.,.,"3,019",.,.,.,"2,924",.,"43,435","138,546"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","18,834","21,462","45,322","13,466","47,170","41,927",.,.,.,.,.,.,.,"5,293",.,"22,958","216,433"
MA11Z,Intermediate Open Upper Genital Tract Procedures,"21,372","14,223","26,222","15,059","46,150","6,223",.,.,.,.,.,.,.,"17,894",.,"50,022","197,166"
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,"100,286","75,108","39,526","33,663","91,429","36,987",.,.,.,"1,907",.,.,.,"17,329",.,"56,384","452,619"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation","14,186",.,"1,115",.,"35,859","2,755",.,.,.,.,.,.,.,"41,362",.,"1,846","97,123"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",.,"1,277",.,.,"1,650",.,.,.,.,.,.,.,.,"4,279",.,.,"7,205"
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation","14,117",775,.,.,"1,247",.,.,.,.,.,.,.,.,"1,239",.,.,"17,378"
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation","1,603","2,325",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,927"
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation","40,484","8,512",.,.,"6,735","7,966",.,.,.,.,.,.,.,"1,239",.,"17,973","82,908"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation","1,603","5,592",.,.,"1,516",.,.,.,.,.,.,.,.,.,.,.,"8,710"
MA22Z,Minor Lower Genital Tract Procedures,"12,911","10,007","26,109","5,294","23,404","8,171",.,.,.,"4,116",.,.,.,"3,603",.,"6,446","100,061"
MA23Z,Minimal Lower Genital Tract Procedures,"12,608","8,307","29,981","10,363","39,199","5,574",.,.,.,.,.,"1,094",.,"16,215",.,"10,316","133,656"
MA24Z,Minor Upper Genital Tract Procedures,"7,800","5,584","10,587","1,258","30,274","25,527",.,.,.,.,.,.,.,"3,783",.,"7,671","92,483"
MA25Z,Minimal Upper Genital Tract Procedures,"1,861",.,"5,105",.,"6,390","3,041",.,.,.,.,.,.,.,"2,477",.,"4,236","23,110"
MA26A,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 5+",.,"23,435","37,129",.,.,.,.,.,.,.,.,.,.,.,.,"8,436","69,001"
MA26B,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-4","10,794","28,486","256,976",.,"2,781",.,.,.,.,.,.,.,.,.,.,"1,907","300,945"
MA26C,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1","11,570","25,891","688,003",.,"26,552",.,.,.,.,.,.,.,.,.,.,"14,626","766,643"
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy",.,"2,491","70,047","3,443","1,305",.,.,.,.,"1,967",.,.,.,"2,365",.,"3,918","85,537"
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","93,422","20,430","66,905",.,"28,849",.,.,.,.,.,.,.,.,.,.,"8,773","218,378"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,"22,055","9,584","82,659","10,565","13,504",.,.,.,.,.,.,.,.,.,.,"16,050","154,417"
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,"38,189","22,616","29,564","14,281","21,885",.,.,.,.,.,.,.,.,.,.,"7,416","133,952"
MA31Z,Diagnostic Hysteroscopy,"13,855","14,607","20,355","13,618","73,731","13,600",.,.,.,.,.,.,.,"2,365",.,"15,976","168,108"
MA32Z,Diagnostic Hysteroscopy with Biopsy,"50,803","44,617","51,576","6,340","34,670","9,684",.,.,.,"4,086",.,.,.,"66,999",.,"55,421","324,196"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,"11,546","18,496","9,299","1,537","21,604","4,001",.,.,.,"1,960",.,.,.,"18,467",.,"27,407","114,318"
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,"2,309",.,.,"2,762","23,810","7,800",.,.,.,.,.,.,.,"4,729",.,"1,997","43,408"
MA35Z,Implantation of Intrauterine Device,"2,616","3,861","4,367",.,"2,418",.,.,.,.,.,.,.,.,"1,802",.,"2,542","17,605"
MA36Z,Transvaginal Ultrasound,"5,232",.,.,.,"2,627",.,.,.,.,.,.,.,.,.,.,"2,541","10,400"
MA39Z,Diagnostic Colposcopy with Biopsy,.,.,.,.,"1,592",.,.,.,.,.,.,.,.,.,.,.,"1,592"
MB05D,"Malignant Gynaecological Disorders with Interventions, with CC Score 6-8",.,.,.,.,"2,098",.,.,.,.,.,.,.,.,.,.,"2,782","4,880"
MB05E,"Malignant Gynaecological Disorders with Interventions, with CC Score 3-5",.,.,"17,271",.,"3,532",.,.,.,.,.,.,.,.,.,.,"4,730","25,533"
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2","10,370","13,374","118,722",.,"2,130",.,.,.,.,.,.,.,.,.,.,"12,610","157,207"
MB05G,"Malignant Gynaecological Disorders without Interventions, with CC Score 10+",.,.,"32,208",.,.,.,.,.,.,.,.,.,.,.,.,.,"32,208"
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",.,.,"111,160",.,.,"4,821",.,.,.,.,.,.,.,.,.,"16,321","132,302"
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,"1,550","31,908",.,"3,648",.,.,.,.,.,.,.,.,.,.,"4,352","41,458"
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1","1,437",.,"129,452",.,.,.,.,.,.,.,.,.,.,.,.,.,"130,890"
MB08A,"Threatened or Spontaneous Miscarriage, with Interventions","3,205",.,.,.,.,"1,601",.,.,.,.,.,.,.,.,.,.,"4,807"
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",.,775,.,.,"1,459",.,.,.,.,.,.,.,.,"4,729",.,"1,632","8,595"
MB09A,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 6+","12,893","2,000","2,307","5,877","6,717",.,.,.,.,.,.,.,.,.,.,.,"29,794"
MB09B,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 3-5","35,682","31,765","22,883","6,956","8,080","3,852",.,.,.,.,.,.,.,.,.,"12,898","122,116"
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2","178,291","105,693","142,672","19,219","43,768","11,120",.,.,.,.,.,.,.,"15,997",.,"141,668","658,427"
MB09D,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 6+",.,.,"5,735","7,942",.,.,.,.,.,.,.,.,.,.,.,"11,425","25,102"
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",589,775,"10,061",.,"9,925",.,.,.,.,.,.,.,.,.,.,544,"21,894"
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2","12,365","7,280","45,659","3,177","3,648",726,.,.,.,449,.,"3,615",.,"7,431",.,"10,433","94,784"
MC06Z,Collection of Sperm,.,.,"6,961",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,961"
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,027",.,.,"2,027"
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,589,775,.,.,.,.,.,.,.,.,.,.,.,.,.,544,"1,908"
NZ19A,Ante-Natal Major Disorders with CC Score 2+,.,.,.,.,420,.,.,.,.,.,.,.,.,.,.,.,420
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,"2,192","4,465",.,"2,383","2,189","1,453",.,.,.,.,.,"1,303",.,.,.,"4,731","18,716"
NZ20B,Ante-Natal Other Disorders with CC Score 0-1,.,.,.,.,342,.,.,.,.,.,.,.,.,.,.,.,342
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",.,"4,228",.,"4,389","6,926",.,.,.,.,.,.,.,.,.,.,"4,177","19,720"
NZ26B,Post-Natal Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,053",.,"2,631","6,684"
NZ27Z,Post-Natal Therapeutic Procedures,.,"1,189",.,.,.,"5,384",.,.,.,.,.,.,.,"6,080",.,"1,467","14,120"
NZ51A,Emergency Caesarean Section with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"7,604",.,.,.,.,"7,604"
PB01Z,Major Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,866,"28,250",.,.,.,.,"29,116"
PB02Z,Minor Neonatal Diagnoses,.,"9,749",.,"5,042",.,734,.,.,.,.,"48,949","20,766",.,.,.,"4,870","90,109"
PC63A,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"9,253",.,.,.,.,"9,253"
PC63B,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5","3,811",.,.,720,.,"6,602",.,.,.,.,.,"24,652",.,.,.,.,"35,785"
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2","1,302",609,.,.,.,"1,467",.,.,.,.,"4,332","12,969",.,.,.,541,"21,220"
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0","7,970","3,255",.,720,"1,890","1,467",.,.,.,.,"3,899","14,784",.,.,.,"5,856","39,840"
PD11A,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+","3,049","2,437",.,720,.,.,.,.,.,.,"1,300","1,482",.,.,.,.,"8,988"
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3","5,336",.,.,.,867,"5,135",.,.,.,.,"2,166",753,.,.,.,.,"14,256"
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0","3,049",.,.,.,.,.,.,.,.,.,"2,599",769,.,"1,000",.,.,"7,418"
PD12A,"Paediatric Asthma or Wheezing, with CC Score 4+","1,525",.,.,.,.,"2,934",.,.,.,.,.,"3,664",.,.,.,.,"8,122"
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",762,.,.,.,.,"2,201",.,.,.,.,"2,166","4,423",.,.,.,.,"9,552"
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,"1,735",.,.,.,.,.,"4,765",.,.,.,.,.,"6,500"
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,"19,838",.,.,.,.,.,.,.,.,"294,829",.,.,.,.,"314,666"
PD13B,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,"10,325",.,.,.,.,.,.,.,.,"272,317",.,.,.,.,"282,641"
PD13C,Paediatric Cystic Fibrosis with CC Score 1,.,.,"11,101",.,.,.,.,.,.,.,.,"44,714",.,.,.,.,"55,816"
PD13D,Paediatric Cystic Fibrosis with CC Score 0,.,.,"8,306",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,306"
PD14A,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,"11,317",.,.,.,.,"11,317"
PD14B,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 8-10","3,049",.,.,.,.,"3,668",.,.,.,.,.,"9,569",.,.,.,.,"16,285"
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7","20,581","6,093","13,016",720,.,"46,946",.,.,.,.,.,"40,885",.,.,.,"3,788","132,029"
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3","28,966",.,.,.,.,"2,201",.,.,.,.,433,"19,109",.,.,.,.,"50,709"
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1","7,400",.,"4,141",.,.,.,.,.,.,.,"3,032","5,686",.,.,.,.,"20,259"
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0","6,555",.,"2,807","2,161",.,.,.,.,.,.,"2,599","11,482",.,.,.,.,"25,604"
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,"4,574",.,.,.,.,.,.,.,.,.,433,"1,535",.,.,.,541,"7,083"
PD15C,Paediatric Acute Bronchiolitis with CC Score 1,"1,525","2,437",.,.,.,.,.,.,.,.,866,.,.,.,.,.,"4,828"
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,"3,049","1,219",.,.,.,.,.,.,.,.,"2,166",753,.,.,.,"2,165","9,351"
PD65A,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,"9,147",.,.,.,.,734,.,.,.,.,.,"12,882",.,.,.,"1,623","24,386"
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,"2,287",899,.,.,"1,254",.,.,.,.,.,.,.,.,.,.,.,"4,441"
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,"1,525",.,.,.,.,.,.,.,.,.,.,"4,293",.,.,.,"1,082","6,900"
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,"2,287","1,349",.,720,.,.,.,.,.,.,"2,599","1,505",.,.,.,"5,614","14,074"
PE23A,Paediatric Cardiac Conditions with CC Score 13+,.,.,.,.,.,734,.,.,.,.,.,"22,831",.,.,.,.,"23,565"
PE23B,Paediatric Cardiac Conditions with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,"67,218",.,.,.,.,"67,218"
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,"232,560",.,.,.,.,"232,560"
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,"3,049",.,.,.,.,.,.,.,.,.,.,"149,905",.,.,.,.,"152,954"
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,"4,321",867,.,.,.,.,.,866,"106,071",.,.,.,.,"112,126"
PE23F,Paediatric Cardiac Conditions with CC Score 0,.,.,.,"1,440",.,.,.,"3,234",.,.,"1,300","38,022",.,"1,000",.,.,"44,996"
PE24A,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,720
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"1,751",.,.,.,541,"2,292"
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",762,.,.,720,.,.,.,.,.,.,866,.,.,.,.,.,"2,349"
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+","3,049",.,.,.,.,.,.,.,.,.,.,"6,912",.,.,.,.,"9,961"
PE62B,"Paediatric Syncope and Collapse, with CC Score 1",.,.,.,.,.,.,.,.,884,.,.,.,.,.,.,.,884
PE62C,"Paediatric Syncope and Collapse, with CC Score 0",.,.,.,.,.,301,.,.,.,.,"1,300","3,821",.,.,.,.,"5,422"
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+","9,909",609,.,720,.,"2,201",.,.,.,.,.,"40,721",.,.,.,"1,082","55,243"
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0","3,811",.,.,.,.,"1,467",.,.,.,.,.,"4,751",.,"3,001",.,541,"13,571"
PF25A,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,"125,355",.,.,.,.,"125,355"
PF25B,Paediatric Major Gastrointestinal Disorders with CC Score 5-6,.,.,.,.,.,"5,135",.,.,.,.,.,"49,327",.,.,.,.,"54,462"
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,"51,710",.,.,.,.,"51,710"
PF25D,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,.,.,.,.,.,.,"4,822",.,.,.,"55,071",.,.,.,.,"59,893"
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,.,.,.,.,756,.,.,.,.,.,.,"66,010",.,.,.,.,"66,766"
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,"17,532",.,.,.,"2,602","13,203",.,.,.,.,.,"81,751",.,.,.,.,"115,088"
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,"8,924",.,.,"2,161","8,675","2,201",.,.,.,.,"10,396","44,231",.,"1,000",.,.,"77,587"
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,"4,268","2,437",.,"10,803",867,"2,201",.,.,.,.,"20,793","7,753",.,"4,648",.,"6,657","60,428"
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,"7,623",.,"7,511","3,788",.,.,.,.,.,.,.,"105,560",.,.,.,.,"124,482"
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,"1,525",.,"1,406","7,202","3,505",.,.,.,.,.,.,"104,739",.,"1,502",.,455,"120,333"
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+","1,525",.,.,.,.,"8,069",.,.,.,.,.,"17,431",.,.,.,.,"27,024"
PF28B,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5","2,287",.,.,.,.,734,.,.,.,.,"1,300","37,688",.,.,.,.,"42,008"
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3","3,811","3,656",.,"4,321",.,"4,401",.,.,.,.,"11,696","32,874",.,"6,001",.,.,"66,760"
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1","3,049",.,.,720,.,.,.,.,.,.,"61,511","4,684",.,"1,000",.,541,"71,506"
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0","2,287","1,828",.,"3,601",867,734,.,.,.,.,"53,281","3,111",.,"2,000",.,"1,082","68,791"
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,866,"9,143",.,.,.,.,"10,009"
PG71B,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"2,941",.,.,.,.,"2,941"
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"7,647",.,"1,000",.,.,"8,647"
PH34A,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",762,.,"1,987",.,.,.,.,"5,351",.,.,433,"23,681",.,.,.,.,"32,214"
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,"4,401",.,"18,509",.,.,.,"41,041",.,.,.,.,"63,951"
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",762,609,.,.,.,.,.,"8,731",.,.,"1,300","18,586",.,.,.,"2,898","32,886"
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0","2,078",.,.,.,"2,083",.,.,"11,782",.,.,"9,530","3,834",.,"1,000",.,.,"30,307"
PJ35A,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,"3,417","1,467",.,.,.,.,.,"15,968",.,.,.,.,"20,852"
PJ35B,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,"8,543",.,.,.,.,.,.,"6,227",.,.,.,.,"14,771"
PJ35C,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,866,"11,716",.,.,.,.,"12,582"
PJ35D,Paediatric Skin Disorders with CC Score 0,"19,333",.,"4,228","4,007","18,506",.,.,.,.,.,"2,166","27,780",.,"3,001",.,"1,169","80,189"
PJ66A,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,866,.,.,.,.,.,866
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",762,"1,219",740,.,.,.,.,.,.,.,"1,733",.,.,.,.,.,"4,454"
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"15,561",.,.,.,.,"15,561"
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,720,.,.,.,.,.,.,"3,465","1,489",.,.,.,"2,073","7,748"
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"2,941",.,.,.,.,"2,941"
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2","2,287",.,.,.,.,.,.,.,.,.,.,"7,091",.,.,.,.,"9,378"
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",.,"9,749",.,"8,643",.,.,.,.,.,.,.,"30,999",.,"3,001",.,"1,623","54,015"
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,734,.,.,.,.,.,"4,318",.,.,.,.,"5,051"
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"9,081",.,.,.,.,"9,081"
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"2,412",.,.,.,.,"2,412"
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",555,.,.,.,.,.,.,.,.,.,.,"31,635",.,.,.,.,"32,190"
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,433,"7,797",.,.,.,.,"8,230"
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",762,.,.,.,.,.,.,.,.,.,.,"18,844",.,.,.,.,"19,607"
PL69C,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,.,734,.,.,.,.,.,882,.,.,.,.,"1,615"
PL70A,Paediatric Other Renal Diseases with CC Score 4+,"1,525",.,.,.,.,.,.,.,.,.,.,"14,210",.,.,.,.,"15,735"
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,720,"2,224",.,.,.,.,.,433,"4,946",.,"1,000",.,.,"9,324"
PL70C,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,"1,733",814,.,.,.,.,"2,546"
PL70D,Paediatric Other Renal Diseases with CC Score 0,"2,096",609,"8,737",720,.,.,.,.,.,.,"1,300","9,249",.,.,.,"1,543","24,254"
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,"9,792",.,.,.,.,.,.,.,.,"72,775",.,.,.,.,"82,567"
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"22,656",.,.,.,.,"22,656"
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,"27,048",.,.,.,.,.,.,.,.,"26,954",.,.,.,.,"54,002"
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,"54,195",.,.,.,.,.,.,.,.,"47,557",.,.,.,.,"101,752"
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"83,271",.,.,.,.,"83,271"
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,"42,195",.,.,.,.,"42,195"
PM43A,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"41,818",.,.,.,.,"41,818"
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,"6,319",.,.,.,.,"1,647",.,.,.,"230,245",.,.,.,734,"238,945"
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"148,972",.,.,.,"2,568","151,540"
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,720,.,.,.,.,.,.,.,"4,579",.,.,.,.,"5,299"
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"69,259",.,.,.,.,"69,259"
PM45B,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"56,773",.,.,.,.,"56,773"
PM45C,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"43,338",.,.,.,.,"43,338"
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,"15,124",.,.,.,.,.,.,.,.,"53,623",.,.,.,.,"68,747"
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"99,565",.,.,.,.,"99,565"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,.,609,"6,060",.,.,.,.,.,.,.,"2,166","249,427",.,"7,001",.,"3,247","268,511"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,"2,166",769,.,.,.,367,"3,301"
PN49A,Paediatric Coagulation Disorders with CC Score 1+,762,.,.,.,.,734,.,.,.,.,866,"5,948",.,.,.,.,"8,311"
PN49B,Paediatric Coagulation Disorders with CC Score 0,.,.,.,720,.,"2,201",.,.,.,.,"2,166","6,295",.,"1,000",.,.,"12,382"
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,762,.,.,.,.,.,.,.,.,.,.,"12,578",.,.,.,.,"13,340"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,609,.,.,.,"2,934",.,.,.,.,433,"9,276",.,.,.,455,"13,707"
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,"1,735",.,.,.,.,.,.,"23,168",.,.,.,.,"24,903"
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,"4,574",.,.,.,.,.,.,.,.,.,.,"50,791",.,"4,001",.,.,"59,365"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,519,"1,828",.,.,.,"4,401",.,588,.,.,"1,300","17,867",.,"4,001",.,.,"30,504"
PR01D,Paediatric Nervous System Disorders with CC Score 1,.,.,.,"2,161",.,.,.,"5,539",.,.,433,"57,530",.,.,.,.,"65,663"
PR01E,Paediatric Nervous System Disorders with CC Score 0,"5,281","1,828",.,"1,440",.,.,.,"2,942",.,.,"9,530","62,457",.,"2,000",.,.,"85,479"
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,762,.,.,.,.,.,.,.,.,.,.,"15,273",.,.,.,.,"16,036"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"11,434",.,.,720,867,"8,069",.,.,.,.,866,"96,248",.,.,.,541,"118,746"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"5,336","1,828",.,"2,161",.,.,.,.,.,.,.,"40,435",.,"8,001",.,541,"58,302"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,762,"1,219",.,.,.,"1,467",.,.,.,.,.,.,.,.,.,.,"3,448"
