HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,2,.,.,.,.,.,.,.,1,.,1,.,1,.,.,.,4,9
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,4,1,5,.,1,.,.,.,.,.,3,.,.,.,.,.,4,18
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,11,1,6,2,.,.,.,.,1,.,12,.,1,.,.,.,6,40
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,53,8,15,4,1,3,.,.,1,.,14,.,2,.,.,.,15,116
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,7,2,11,2,5,2,.,.,3,.,2,.,1,.,1,.,4,40
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+",3,6,2,1,.,.,.,.,1,.,.,.,2,.,1,.,10,26
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",23,27,.,.,.,4,.,.,4,.,2,.,1,.,4,.,22,87
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,4,2,.,.,.,.,.,.,.,1,.,7,.,1,.,1,16
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",7,7,16,.,1,.,.,.,.,.,1,.,23,.,3,.,11,69
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",6,12,15,1,7,.,.,.,1,.,3,.,20,.,2,.,11,78
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",3,3,5,1,3,1,.,.,1,.,1,.,11,.,1,.,8,38
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",2,6,2,.,2,3,.,.,1,.,.,.,30,.,1,.,9,56
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",10,19,12,3,8,13,.,.,.,.,8,.,77,.,4,.,37,191
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",65,84,36,10,44,36,3,.,1,.,48,.,218,.,29,.,118,692
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",143,149,35,33,141,72,2,.,10,.,90,.,465,.,49,1,154,"1,344"
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC",1,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,4,10
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC",.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,1,6
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC",1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,4,8
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC",1,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,5
HA13C,"Intermediate Hip Procedures for Trauma, without CC",2,.,.,.,5,.,.,.,.,.,.,.,4,.,.,.,4,15
HA14C,"Minor Hip Procedures for Trauma, without CC",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HA19Z,Minimal Hip Procedures for Trauma,4,.,.,.,1,.,.,.,.,.,.,.,3,.,.,.,1,9
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC",3,.,.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,7
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC",5,.,.,.,1,.,.,.,.,.,.,.,4,.,.,.,.,10
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC",3,.,.,.,8,.,.,.,.,.,.,.,5,.,.,.,.,16
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HA29Z,Minimal Knee Procedures for Trauma,5,.,.,.,.,.,.,.,1,.,.,.,2,.,.,.,4,12
HA31B,"Major Foot Procedures for Trauma, with CC",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HA31C,"Major Foot Procedures for Trauma, without CC",20,.,.,.,5,.,.,.,.,.,.,.,9,.,.,.,2,36
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2",6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,7
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1",6,.,.,.,3,.,.,1,.,.,.,.,3,.,.,.,6,19
HA34Z,"Minor Foot Procedures for Trauma, Category 2",4,.,.,.,2,.,.,.,.,.,.,.,7,.,.,.,.,13
HA35Z,"Minor Foot Procedures for Trauma, Category 1",7,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,1,10
HA39Z,Minimal Foot Procedures for Trauma,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
HA51Z,"Major Hand Procedures for Trauma, Category 2",13,.,.,.,11,.,.,.,.,.,.,.,1,.,.,.,44,69
HA52Z,"Major Hand Procedures for Trauma, Category 1",2,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,48,55
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2",4,.,.,.,31,.,.,.,.,.,.,.,.,.,.,.,46,81
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,260,262
HA55Z,"Minor Hand Procedures for Trauma, Category 2",3,.,.,1,10,.,.,.,.,.,.,.,.,.,.,.,125,139
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",8,.,.,.,28,.,.,.,.,.,.,.,1,.,.,.,29,66
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",7,.,.,.,9,.,.,.,.,.,.,.,8,.,.,.,13,37
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HA61B,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HA61C,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC",6,.,.,.,17,.,.,.,.,.,.,.,1,.,.,.,3,27
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma",15,2,.,.,6,.,.,.,.,.,.,.,4,.,.,.,1,28
HA69Z,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,2
HA71B,"Major, Elbow or Lower Arm Procedures for Trauma, with CC",1,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,4,7
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",86,.,.,.,26,.,.,1,.,.,.,.,99,.,.,.,38,250
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma",5,.,.,.,3,.,.,.,1,.,3,.,2,.,.,.,27,41
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",77,2,.,.,5,.,.,.,.,.,.,.,134,.,.,.,70,288
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",6,4,.,.,6,.,1,.,1,.,2,.,2,.,.,.,7,29
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma",4,.,.,.,.,.,.,1,.,.,.,.,4,.,.,.,.,9
HA81A,"Sprains, Strains or Minor Open Wounds, with Major CC",7,33,2,1,31,8,.,.,7,.,2,.,68,.,3,.,74,236
HA81B,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",8,28,4,1,26,2,1,.,2,.,5,.,128,.,1,.,38,244
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",51,165,12,14,137,23,6,1,12,.,45,.,324,.,16,.,112,918
HA83A,Head Injury with Major CC,2,14,3,2,10,3,1,.,.,.,5,.,49,.,.,.,11,100
HA83B,Head Injury with Intermediate CC,7,39,.,7,21,5,.,.,.,.,12,.,55,.,.,.,11,157
HA83C,Head Injury without CC,31,210,.,12,73,25,.,.,.,.,87,.,242,.,1,.,24,705
HA91Z,Hip Trauma Diagnosis without Procedure,100,71,18,38,125,38,2,8,2,1,3,.,100,2,35,.,90,633
HA92Z,Knee Trauma Diagnosis without Procedure,55,15,1,11,36,7,.,10,.,.,3,.,25,.,4,.,27,194
HA93Z,Foot Trauma Diagnosis without Procedure,40,22,3,4,28,3,.,4,4,.,6,.,41,.,1,.,25,181
HA94Z,Arm Trauma Diagnosis without Procedure,43,77,4,2,111,9,1,1,4,1,34,.,194,.,7,.,79,567
HA95Z,Hand Trauma Diagnosis without Procedure,6,11,.,1,21,2,.,.,1,.,1,.,24,.,2,.,11,80
HA96Z,Multiple Trauma Diagnoses without Procedure,5,3,1,.,4,3,.,.,.,.,.,.,12,.,.,.,10,38
HA97Z,Other Trauma Diagnosis without Procedure,12,33,3,6,24,6,.,.,1,.,8,.,41,.,6,1,25,166
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,2,6
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,2,4
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",5,.,.,.,1,.,.,.,.,.,.,.,5,.,.,.,2,13
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,1,3
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,3
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,2
HB19Z,Minimal Hip Procedures for Non-Trauma,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,2
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",1,1,1,.,1,.,.,.,.,.,.,.,2,.,1,.,.,7
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC",2,1,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,11
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",1,1,2,1,1,4,.,.,.,.,.,.,8,.,.,.,1,19
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",4,8,.,.,6,.,.,1,.,.,2,.,9,.,.,.,.,30
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",2,.,.,.,3,.,.,.,.,.,.,.,1,.,.,.,.,6
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HB29Z,Minimal Knee Procedures for Non-Trauma,1,1,1,.,3,.,.,.,.,.,.,.,.,.,.,.,1,7
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",3,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,10
HB34F,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,17,19
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,1,.,.,.,.,.,1,.,1,.,.,.,2,5
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",3,2,.,.,6,.,.,.,.,.,3,.,.,.,.,.,14,28
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4,7
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,6
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,1,.,.,2,1,.,1,.,.,.,.,.,.,.,.,.,5
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",1,.,.,.,1,.,.,.,.,.,1,.,2,.,.,.,.,5
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
HB91Z,Other Non-Trauma Diagnosis without Procedure,10,16,1,2,14,4,.,10,.,.,.,.,15,.,.,.,10,82
HB99Z,Other Procedures for Non-Trauma,6,.,.,1,2,.,.,1,.,.,.,.,.,.,.,.,12,22
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC02D,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC02E,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC02F,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HC06Z,Extradural Spine Minor 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC07B,Intradural Spine Major with CC Score 0-2,.,1,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,7
HC11Z,Intradural Spine Minor 2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC12Z,Intradural Spine Minor 1,96,98,3,31,42,19,12,.,10,.,38,.,171,.,50,.,76,646
HC20D,"Vertebral Column Injury without Procedure, with CC Score 6+",2,6,.,.,.,.,.,.,.,.,.,.,1,.,1,.,12,22
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5",1,14,5,1,2,8,.,.,.,.,.,.,13,.,.,.,8,52
HC20F,"Vertebral Column Injury without Procedure, with CC Score 1-2",6,9,1,1,12,.,.,.,2,.,2,.,15,.,4,.,12,64
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0",1,9,.,2,16,2,.,2,.,.,3,.,13,.,4,.,6,58
HC21D,"Spinal Cord Injury without Procedure, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,1,3
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",1,3,1,.,.,.,.,.,.,.,.,.,4,.,.,.,3,12
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",1,.,2,.,1,.,.,.,.,.,.,.,2,.,.,.,.,6
HC27E,Degenerative Spinal Conditions with CC Score 6-8,1,.,1,.,1,1,.,.,1,.,.,.,1,.,1,.,3,10
HC27F,Degenerative Spinal Conditions with CC Score 3-5,5,11,12,2,6,.,3,.,5,.,5,.,17,.,4,2,23,95
HC27G,Degenerative Spinal Conditions with CC Score 0-2,42,67,16,9,72,8,4,.,4,.,22,.,101,.,13,10,35,403
HC28D,Spinal Cord Conditions with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC28F,Spinal Cord Conditions with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HC28G,Spinal Cord Conditions with CC Score 0-2,2,.,.,.,.,.,.,.,1,.,.,.,6,.,1,.,1,11
HC29A,Inflammatory Spinal Conditions with CC Score 2+,1,2,.,.,.,.,1,1,.,.,.,.,1,.,.,.,.,6
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,1,2,1,.,3,1,.,.,.,.,.,.,28,.,.,.,3,39
HC31D,Spinal Infection with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC31E,Spinal Infection with CC Score 4-6,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HC31F,Spinal Infection with CC Score 1-3,2,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
HC31G,Spinal Infection with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,4
HC32D,Low Back Pain with CC Score 6+,1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
HC32E,Low Back Pain with CC Score 3-5,.,1,1,1,8,1,.,.,.,1,.,.,3,.,.,.,.,16
HC32F,Low Back Pain with CC Score 0-2,19,15,6,4,14,6,.,1,3,.,8,.,35,.,8,1,8,128
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD21D,Soft Tissue Disorders with CC Score 12+,.,.,.,.,.,1,.,.,1,.,.,.,.,.,1,.,.,3
HD21E,Soft Tissue Disorders with CC Score 9-11,1,.,3,.,.,.,.,.,.,.,.,.,.,.,1,.,6,11
HD21F,Soft Tissue Disorders with CC Score 6-8,3,5,3,.,6,3,.,.,4,.,6,.,8,.,4,2,10,54
HD21G,Soft Tissue Disorders with CC Score 3-5,19,41,4,3,10,8,1,.,.,.,11,.,20,.,9,24,19,169
HD21H,Soft Tissue Disorders with CC Score 0-2,31,72,9,11,23,15,.,.,2,.,21,.,23,.,16,143,41,407
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,.,1,.,.,.,.,.,3,.,.,.,4,.,.,.,1,9
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,3,.,.,2,.,.,.,1,.,.,.,2,.,2,.,10,20
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",2,4,4,1,.,.,.,2,.,.,1,.,8,.,2,.,12,36
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",7,8,11,1,1,.,1,.,2,.,3,.,4,.,3,.,17,58
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",5,30,8,3,9,6,2,3,3,.,11,.,29,.,2,1,29,141
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",29,45,18,6,17,10,1,3,5,.,17,.,37,.,8,2,30,228
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",3,3,.,.,2,1,.,.,.,.,.,.,1,.,.,.,2,12
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,6,.,.,2,1,.,.,1,.,.,.,6,.,.,.,.,16
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",3,4,3,1,4,1,.,.,1,.,.,.,6,.,3,.,3,29
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",4,9,.,1,4,3,1,.,1,.,6,.,19,.,2,.,6,56
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",10,10,1,.,4,1,1,.,1,.,1,.,25,.,2,.,1,57
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,1,.,.,.,4,.,1,.,6,12
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,3,1,.,3,1,.,.,1,.,.,.,2,.,.,.,5,16
HD25F,"Infections of Bones or Joints, with CC Score 5-8",7,3,8,3,3,2,.,.,2,.,1,.,7,.,5,.,3,44
HD25G,"Infections of Bones or Joints, with CC Score 2-4",5,5,2,1,1,.,.,1,2,.,.,.,12,.,2,.,9,40
HD25H,"Infections of Bones or Joints, with CC Score 0-1",2,2,1,1,2,.,.,.,.,.,1,.,3,.,.,.,3,15
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",2,4,.,.,2,1,.,.,1,.,.,.,4,.,1,.,6,21
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",6,11,4,.,12,3,.,.,1,.,.,.,28,.,5,1,11,82
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",17,29,4,4,13,5,1,.,2,.,14,.,32,.,2,3,7,133
HD39E,Pathological Fractures with CC Score 8-10,.,.,.,.,5,.,1,.,.,1,.,.,.,.,.,.,.,7
HD39F,Pathological Fractures with CC Score 6-7,.,.,.,.,6,.,.,.,1,.,.,.,3,.,.,.,1,11
HD39G,Pathological Fractures with CC Score 3-5,1,9,2,.,5,.,.,.,1,.,.,.,10,.,1,.,3,32
HD39H,Pathological Fractures with CC Score 0-2,2,3,.,.,.,.,.,.,.,.,1,.,16,.,.,.,1,23
HD40D,"Malignancy of Bone or Connective Tissue, with CC Score 12+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,4
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",2,4,1,.,.,.,.,.,.,.,1,.,4,.,.,.,10,22
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",3,8,3,.,.,.,.,.,2,.,.,.,4,.,.,.,10,30
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",1,1,3,2,.,1,1,.,.,.,.,.,7,.,.,.,6,22
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",2,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,1,8
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,5
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",1,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,4
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",1,6,1,.,.,.,.,.,.,.,1,.,1,.,.,.,2,12
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",1,3,3,.,2,1,.,.,.,.,.,.,1,.,.,.,5,16
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",3,2,1,.,1,.,.,.,.,.,.,.,.,.,1,.,2,10
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,6,1,2,.,.,.,.,.,1,.,1,.,2,.,3,16
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",1,4,5,.,.,.,.,.,.,.,2,.,.,.,.,.,1,13
JA13A,Non-Malignant Breast Disorders with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
