HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost,
WH09B,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 3+",.,.,.,"6,795",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,795",
WH09C,400,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"5,560",.,.,.,.,"5,560",
WH09F,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364,
WH09F,361,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,"1,250",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,250",
WH09G,150,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,002",.,.,.,.,"2,002",
WH09G,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,"3,207",.,.,.,.,.,.,.,.,.,.,.,.,"3,598",.,.,"6,805",
WH09G,430,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,"1,133",.,.,.,.,.,.,.,"1,133",
WH10B,100,Unspecified Oedema with CC Score 0-1,.,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,444,
WH10B,300,Unspecified Oedema with CC Score 0-1,.,"1,003",.,.,.,.,.,.,740,.,321,.,.,.,.,.,.,"2,064",
WH10B,320,Unspecified Oedema with CC Score 0-1,.,.,.,.,"1,718",.,.,.,.,.,.,.,.,.,.,.,.,"1,718",
WH13A,101,"Abnormal Findings without Diagnosis, with Interventions","6,693",.,.,"7,947",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,639",
WH13A,320,"Abnormal Findings without Diagnosis, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"1,583",.,.,.,.,"1,583",
WH13A,502,"Abnormal Findings without Diagnosis, with Interventions","1,446",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,446",
WH13B,101,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,773,.,.,.,.,.,.,.,.,.,.,.,.,.,.,773,
WH13B,340,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,"1,148",.,.,.,.,.,.,.,.,.,"1,202",.,.,.,.,"2,350",
WH13C,100,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,893,
WH13C,101,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0","1,508",.,"1,958",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,466",
WH13C,170,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,117",.,.,.,.,"2,117",
WH13C,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0","1,784",802,.,.,.,.,.,.,370,.,.,.,.,.,.,.,.,"2,955",
WH13C,301,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,"1,867",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,867",
WH13C,340,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438,
WH14A,100,"Other or Unspecified Neoplasm, with Interventions, with CC Score 2+",.,.,"1,012",.,"7,793",.,.,.,.,.,.,.,.,.,.,.,.,"8,805",
WH14A,300,"Other or Unspecified Neoplasm, with Interventions, with CC Score 2+","2,976",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,976",
WH14B,100,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"6,126",.,.,.,.,.,.,"6,126",
WH14B,110,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,"1,755",.,.,.,.,.,.,.,.,.,"1,755",
WH14B,120,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",.,.,.,.,"5,469",.,.,.,.,.,.,.,.,.,.,.,.,"5,469",
WH14B,172,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"6,664",.,.,.,.,"6,664",
WH14C,120,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+","17,881",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,881",
WH14D,120,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577,
WH14D,370,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,"7,492",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,492",
WH14D,502,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,"7,872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,872",
WH14D,800,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,"17,222",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,222",
WH15Z,100,"Special Screening, Examinations or Other Genetic Disorders",893,.,"1,011","27,350",.,.,.,.,.,.,.,.,.,.,.,.,.,"29,253",
WH15Z,140,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,679","2,679",
WH15Z,300,"Special Screening, Examinations or Other Genetic Disorders","2,229",.,.,.,.,.,.,.,.,.,.,.,"2,225",.,.,.,.,"4,455",
WH15Z,302,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,"27,516",.,.,.,.,"27,516",
WH15Z,320,"Special Screening, Examinations or Other Genetic Disorders",.,.,"2,284",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,284",
WH15Z,502,"Special Screening, Examinations or Other Genetic Disorders",806,.,605,.,"1,043",.,.,.,.,.,474,.,.,.,"1,269",.,"3,864","8,061",
WH16A,100,"Observation or Counselling, with CC Score 1+",893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,893,
WH16A,101,"Observation or Counselling, with CC Score 1+",.,.,"4,283","4,675","3,183",.,.,.,.,.,.,.,.,.,.,.,.,"12,140",
WH16A,172,"Observation or Counselling, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"3,717",.,.,.,.,"3,717",
WH16A,300,"Observation or Counselling, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,056",.,.,"2,056",
WH16A,303,"Observation or Counselling, with CC Score 1+",.,.,"1,186",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,186",
WH16A,340,"Observation or Counselling, with CC Score 1+",.,.,"2,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,750",
WH16A,410,"Observation or Counselling, with CC Score 1+",.,.,.,.,.,.,.,"1,051",.,.,.,.,.,.,.,.,.,"1,051",
WH16B,100,"Observation or Counselling, with CC Score 0",446,.,.,.,878,.,.,.,.,.,.,.,"1,402",.,.,.,.,"2,726",
WH16B,101,"Observation or Counselling, with CC Score 0",.,.,"5,723",.,"5,712",.,.,.,.,.,.,.,.,.,.,.,"1,249","12,683",
WH16B,120,"Observation or Counselling, with CC Score 0",.,.,.,.,834,.,.,.,.,.,.,.,.,.,.,.,.,834,
WH16B,300,"Observation or Counselling, with CC Score 0",.,"2,770","3,336",468,.,.,515,.,.,.,.,.,"1,568",.,"3,598",.,364,"12,620",
WH16B,302,"Observation or Counselling, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,035",.,.,.,.,"2,035",
WH16B,320,"Observation or Counselling, with CC Score 0",.,.,.,"1,422",.,.,.,.,.,.,.,.,668,.,.,.,.,"2,091",
WH16B,340,"Observation or Counselling, with CC Score 0",.,.,"2,908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,908",
WH16B,361,"Observation or Counselling, with CC Score 0",.,.,"2,038",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,038",
WH16B,370,"Observation or Counselling, with CC Score 0",.,.,"2,277",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,277",
WH16B,502,"Observation or Counselling, with CC Score 0",.,.,548,.,.,.,.,.,.,.,474,.,.,.,.,.,.,"1,022",
WH16B,823,"Observation or Counselling, with CC Score 0",.,.,.,.,"2,762",.,.,.,.,.,.,.,.,.,.,.,.,"2,762",
WH17A,300,Admission Related to Social Factors with Interventions,.,"1,604",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,604",
WH17A,400,Admission Related to Social Factors with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"4,031",.,.,.,.,"4,031",
WH17A,410,Admission Related to Social Factors with Interventions,.,.,.,.,.,.,.,"1,538",.,.,.,.,.,.,.,.,.,"1,538",
WH17B,300,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,734,.,.,.,.,734,
WH17B,350,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,619,.,.,.,.,619,
WH17B,361,"Admission Related to Social Factors without Interventions, with CC Score 1+","2,185",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,185",
WH17C,300,"Admission Related to Social Factors without Interventions, with CC Score 0",892,"1,203",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,094",
WH17C,400,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,381",.,.,.,.,"2,381",
WH18A,100,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions","2,339",.,"3,310",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,649",
WH18A,101,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions","32,040",.,.,"1,186","4,745",.,.,.,.,.,.,.,.,.,.,.,"2,497","40,468",
WH18A,110,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,565","1,565",
WH18A,320,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",.,.,"2,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,485",
WH18A,361,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",.,.,"11,540",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,540",
WH18A,400,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"3,154",.,.,.,.,"3,154",
WH18A,502,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,506","1,506",
WH18B,100,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",446,.,.,"2,745",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,191",
WH18B,101,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,"1,786",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,786",
WH18B,110,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,.,.,"20,364",.,.,.,.,.,.,.,.,.,"20,364",
WH18B,300,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
WH18B,361,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,"11,486",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,486",
WH18B,370,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,"9,577",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,577",
WH50A,100,"Procedure Not Carried Out, for Medical or Patient Reasons","9,818","8,850","20,784","1,647",.,"3,890",.,.,.,.,"8,383",.,"17,036",.,"22,307",.,"6,642","99,355",
WH50A,101,"Procedure Not Carried Out, for Medical or Patient Reasons","3,518",.,"36,054","5,454","4,566",.,.,.,.,.,.,.,.,.,.,.,"4,360","53,951",
WH50A,110,"Procedure Not Carried Out, for Medical or Patient Reasons","25,549",.,.,.,"9,707",.,.,"73,982",.,.,.,.,"3,380",.,.,.,"2,483","115,101",
WH50A,120,"Procedure Not Carried Out, for Medical or Patient Reasons","14,420",.,.,.,816,.,.,.,.,.,.,.,"3,005",.,.,.,735,"18,975",
WH50A,130,"Procedure Not Carried Out, for Medical or Patient Reasons",440,.,.,.,.,.,.,.,.,.,.,.,"1,749",.,.,.,.,"2,189",
WH50A,140,"Procedure Not Carried Out, for Medical or Patient Reasons","3,506",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,511","6,017",
WH50A,150,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"7,951",.,.,.,.,"7,951",
WH50A,160,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,"1,455",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,285","6,740",
WH50A,170,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"3,176",.,.,.,.,"3,176",
WH50A,171,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"6,226",.,.,.,.,"6,226",
WH50A,172,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"16,067",.,.,.,.,"16,067",
WH50A,300,"Procedure Not Carried Out, for Medical or Patient Reasons","2,229",401,"1,024",468,.,.,.,.,.,.,.,.,"1,115",.,514,.,364,"6,116",
WH50A,301,"Procedure Not Carried Out, for Medical or Patient Reasons",.,"2,614",.,.,.,451,.,.,.,.,.,.,.,.,.,.,.,"3,064",
WH50A,303,"Procedure Not Carried Out, for Medical or Patient Reasons",564,.,"2,083",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,648",
WH50A,320,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,"7,097",948,.,558,.,.,.,.,.,.,"9,476",.,.,.,457,"18,537",
WH50A,340,"Procedure Not Carried Out, for Medical or Patient Reasons",.,351,.,.,.,.,.,.,.,.,334,.,.,.,.,.,.,685,
WH50A,350,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,757,.,.,.,.,757,
WH50A,361,"Procedure Not Carried Out, for Medical or Patient Reasons",546,338,"6,126",.,.,.,.,.,.,.,.,.,"1,251",.,.,.,.,"8,261",
WH50A,370,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"1,087",.,.,.,.,"1,087",
WH50A,400,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,855,.,.,.,.,855,
WH50A,410,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,"1,735",.,.,.,.,.,.,.,.,.,"1,735",
WH50A,420,"Procedure Not Carried Out, for Medical or Patient Reasons",.,"1,116",.,.,.,.,.,.,.,.,.,807,691,.,.,.,.,"2,614",
WH50A,430,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,507,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507,
WH50A,502,"Procedure Not Carried Out, for Medical or Patient Reasons","7,580","2,482","16,468",.,"4,781",387,.,.,.,.,.,.,.,.,"2,123",.,"4,162","37,983",
WH50A,800,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,"1,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,778",
WH50B,100,"Procedure Not Carried Out, for Other or Unspecified Reasons","11,603","3,110","27,218","1,647","10,536","8,168",.,.,.,.,"12,851",.,"17,946",.,"5,905",.,"7,085","106,069",
WH50B,101,"Procedure Not Carried Out, for Other or Unspecified Reasons","3,518",.,"40,559","3,896","11,622",.,.,.,.,.,.,.,.,.,.,.,"6,581","66,176",
WH50B,110,"Procedure Not Carried Out, for Other or Unspecified Reasons","17,858",.,.,.,"18,090",.,.,"56,561",.,.,.,.,"15,120",.,.,.,"7,449","115,077",
WH50B,120,"Procedure Not Carried Out, for Other or Unspecified Reasons","10,382",.,.,.,"5,709",.,.,.,.,.,.,.,"31,916",.,.,.,.,"48,007",
WH50B,130,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"4,783",.,.,.,.,"4,783",
WH50B,140,"Procedure Not Carried Out, for Other or Unspecified Reasons","1,753",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,883","3,636",
WH50B,150,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"19,151",.,.,.,.,"19,151",
WH50B,160,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,711,.,.,.,"5,285","5,996",
WH50B,170,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"32,335",.,.,.,.,"32,335",
WH50B,171,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"6,906",.,.,.,.,"6,906",
WH50B,172,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"21,894",.,.,.,.,"21,894",
WH50B,300,"Procedure Not Carried Out, for Other or Unspecified Reasons",446,.,857,.,376,.,.,.,370,.,642,.,"6,335",.,514,.,"2,550","12,090",
WH50B,301,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,747,.,.,.,451,.,.,.,.,.,.,.,.,.,.,.,"1,198",
WH50B,302,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,496,.,.,.,.,496,
WH50B,303,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,"1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389",
WH50B,320,"Procedure Not Carried Out, for Other or Unspecified Reasons","1,160",.,"4,913",474,.,.,.,.,.,.,.,.,"25,903",.,.,.,.,"32,452",
WH50B,340,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,351,.,.,.,353,.,.,.,.,.,.,.,.,.,.,.,704,
WH50B,361,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,"14,948",.,.,.,.,.,.,.,.,.,"1,251",.,.,.,.,"16,199",
WH50B,370,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,"4,558",.,.,.,.,.,.,.,.,.,"1,087",.,.,.,.,"5,646",
WH50B,400,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"1,711",.,.,.,.,"1,711",
WH50B,420,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"2,068",.,.,.,.,"2,068",
WH50B,421,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"2,999",.,.,.,.,"2,999",
WH50B,430,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,378,.,.,.,.,.,.,.,378,
WH50B,502,"Procedure Not Carried Out, for Other or Unspecified Reasons","4,738","3,309","39,988",.,"15,935","4,258",.,.,.,.,474,.,.,.,"6,369",.,"7,135","82,207",
WH50B,800,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,"1,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,778",
WH51Z,361,"Admission Related to Donation, of Organ or Tissue",.,.,"1,246",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,246",
WH52A,101,"Follow-Up Examination for Malignant Neoplasm, with Interventions","43,984",.,"10,090",.,"3,867",.,.,.,.,.,.,.,.,.,.,.,"4,921","62,862",
WH52A,160,"Follow-Up Examination for Malignant Neoplasm, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"17,023",.,.,.,.,"17,023",
WH52A,172,"Follow-Up Examination for Malignant Neoplasm, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"7,211",.,.,.,.,"7,211",
WH52A,502,"Follow-Up Examination for Malignant Neoplasm, with Interventions",.,.,"1,334",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,334",
WH52B,100,"Follow-Up Examination for Malignant Neoplasm, without Interventions","4,981",889,.,.,.,.,.,.,.,.,.,.,"1,453",.,"2,624",.,886,"10,832",
WH52B,101,"Follow-Up Examination for Malignant Neoplasm, without Interventions","1,961",.,621,.,"3,736",.,.,.,.,.,.,.,.,.,.,.,.,"6,317",
WH52B,300,"Follow-Up Examination for Malignant Neoplasm, without Interventions",.,.,"1,187",.,.,.,.,.,.,.,.,.,368,.,514,.,.,"2,070",
WH52B,302,"Follow-Up Examination for Malignant Neoplasm, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"15,930",.,.,.,.,"15,930",
WH52B,502,"Follow-Up Examination for Malignant Neoplasm, without Interventions",474,.,"2,705",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,179",
WH53A,100,"Follow-Up Examination for Other Conditions, with Interventions",.,.,"4,416","2,550","5,862",.,.,.,.,.,.,.,.,.,.,.,"2,673","15,501",
WH53A,101,"Follow-Up Examination for Other Conditions, with Interventions","6,688",.,"9,645",.,"2,988",.,.,.,.,.,.,.,.,.,.,.,"1,091","20,412",
WH53A,160,"Follow-Up Examination for Other Conditions, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"5,743",.,.,.,.,"5,743",
WH53A,172,"Follow-Up Examination for Other Conditions, with Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"2,952",.,.,.,.,"2,952",
WH53A,301,"Follow-Up Examination for Other Conditions, with Interventions",.,"1,904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,904",
WH53A,361,"Follow-Up Examination for Other Conditions, with Interventions","2,185",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,185",
WH53A,502,"Follow-Up Examination for Other Conditions, with Interventions","1,612",.,.,"2,186",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,798",
WH53B,100,"Follow-Up Examination for Other Conditions, without Interventions","7,284","1,777",.,549,439,389,.,.,.,.,.,.,.,.,"1,968",.,.,"12,406",
WH53B,101,"Follow-Up Examination for Other Conditions, without Interventions",.,.,"1,243",.,.,.,.,.,.,.,.,.,.,.,.,.,387,"1,630",
WH53B,172,"Follow-Up Examination for Other Conditions, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,834,.,.,.,.,834,
WH53B,300,"Follow-Up Examination for Other Conditions, without Interventions",446,.,857,.,.,.,.,.,.,.,.,.,734,.,514,.,.,"2,551",
WH53B,301,"Follow-Up Examination for Other Conditions, without Interventions",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747,
WH53B,302,"Follow-Up Examination for Other Conditions, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,"5,613",.,.,.,.,"5,613",
WH53B,361,"Follow-Up Examination for Other Conditions, without Interventions",.,.,679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,679,
WH53B,800,"Follow-Up Examination for Other Conditions, without Interventions",.,.,593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,593,
WH54A,100,Procedures on the Lymphatic System with CC Score 1+,"2,644",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,902","5,546",
WH54A,120,Procedures on the Lymphatic System with CC Score 1+,"2,728",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,728",
WH54A,300,Procedures on the Lymphatic System with CC Score 1+,.,.,"2,713",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,713",
WH54B,100,Procedures on the Lymphatic System with CC Score 0,.,.,"8,511",.,"3,170",.,.,.,.,.,.,.,.,.,.,.,"1,574","13,255",
WH54B,101,Procedures on the Lymphatic System with CC Score 0,.,.,"20,237",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,237",
WH54B,120,Procedures on the Lymphatic System with CC Score 0,.,.,.,.,"1,242",.,.,.,.,.,.,.,"5,639",.,.,.,.,"6,881",
WH54B,160,Procedures on the Lymphatic System with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,890","1,890",
WH54B,172,Procedures on the Lymphatic System with CC Score 0,.,.,"2,306",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,306",
WH54B,300,Procedures on the Lymphatic System with CC Score 0,.,"8,820",.,.,"3,759",.,.,.,.,.,.,.,.,.,.,.,.,"12,579",
WH54B,303,Procedures on the Lymphatic System with CC Score 0,.,.,"12,459",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,459",
WH54B,502,Procedures on the Lymphatic System with CC Score 0,.,.,"15,445",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,307","16,752",
WJ01A,340,Complex Infectious Diseases with Multiple Interventions,.,"7,729",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,729",
WJ01B,340,Complex Infectious Diseases with Single Intervention,.,.,922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,922,
WJ02B,300,Major Infectious Diseases with Single Intervention,.,.,.,.,.,.,.,.,.,.,.,.,"3,719",.,.,.,.,"3,719",
WJ02C,361,"Major Infectious Diseases without Interventions, with CC Score 6+",.,.,"12,195",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,195",
WJ02E,300,"Major Infectious Diseases without Interventions, with CC Score 0-2",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
WJ02E,340,"Major Infectious Diseases without Interventions, with CC Score 0-2",.,.,"2,569",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,569",
WJ02E,361,"Major Infectious Diseases without Interventions, with CC Score 0-2",.,.,"6,317",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,317",
WJ03B,361,"Standard Infectious Diseases with Single Intervention, with CC Score 4+",.,.,"3,421",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,421",
WJ03C,101,"Standard Infectious Diseases with Single Intervention, with CC Score 0-3",.,.,.,"1,714",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,714",
WJ03C,330,"Standard Infectious Diseases with Single Intervention, with CC Score 0-3",.,.,.,.,"1,541",.,.,.,.,.,.,.,.,.,.,.,.,"1,541",
WJ03D,361,"Standard Infectious Diseases without Interventions, with CC Score 7+",.,.,679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,679,
WJ03E,300,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,.,.,"3,383",.,.,.,.,.,.,.,.,.,.,.,.,"3,383",
WJ03E,303,"Standard Infectious Diseases without Interventions, with CC Score 4-6","3,387",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,387",
WJ03E,340,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,"6,527",.,.,.,.,.,.,.,"2,130",.,.,.,.,.,.,"8,658",
WJ03E,361,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,"22,659",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"22,659",
WJ03F,300,"Standard Infectious Diseases without Interventions, with CC Score 2-3",446,.,.,.,.,.,.,.,.,.,.,.,"1,912",.,.,.,.,"2,358",
WJ03F,340,"Standard Infectious Diseases without Interventions, with CC Score 2-3",.,.,"3,699",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,699",
