HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
PX01D,110,Paediatric Congenital Nervous System Conditions with CC Score 0,.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
PX01D,150,Paediatric Congenital Nervous System Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"3,079",.,.,.,.,.,"3,079"
PX01D,420,Paediatric Congenital Nervous System Conditions with CC Score 0,180,.,.,.,.,.,.,.,.,.,.,.,670,.,.,.,.,.,849
PX02C,120,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,283,.,.,.,.,.,283
PX02C,171,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,739,.,.,.,.,.,739
PX03A,171,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,646,.,.,.,.,.,646
PX03B,171,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"3,232",.,.,.,.,.,"3,232"
PX03B,420,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,009",.,.,.,.,.,"2,009"
PX04A,110,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
PX04A,420,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,670,.,.,.,.,.,670
PX04B,110,Paediatric Congenital Spinal Conditions with CC Score 0,.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
PX04B,150,Paediatric Congenital Spinal Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,770,.,.,.,.,.,770
PX04B,420,Paediatric Congenital Spinal Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,432,.,432
PX05A,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,640,.,.,.,.,.,.,.,.,.,640
PX05B,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,.,.,.,.,.,.,.,961,.,.,.,.,.,.,.,.,.,961
PX05C,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,.,.,.,.,.,"8,333",.,.,.,"2,109",.,.,.,.,.,"10,442"
PX05C,410,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,.,.,"1,021",.,.,.,.,.,.,.,.,.,.,.,.,"1,021"
PX05C,420,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,"4,887",.,.,.,.,.,.,.,.,.,.,.,.,"1,150",.,.,.,.,"6,036"
PX06B,420,Paediatric Congenital Skin Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,575,.,.,.,.,575
PX07B,171,Paediatric Congenital Renal Conditions with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,646,.,.,.,.,.,646
PX07C,420,Paediatric Congenital Renal Conditions with CC Score 0,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,180
PX08C,100,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,.,.,.,.,775,.,.,.,.,.,.,.,.,.,.,.,.,775
PX10A,110,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
PX10A,150,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,770,.,.,.,.,.,770
PX10B,110,Paediatric Congenital Other Conditions with CC Score 0,.,.,.,.,.,.,.,.,640,.,.,.,.,.,.,.,.,.,640
PX10B,130,Paediatric Congenital Other Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,653,.,.,.,.,.,653
PX10B,370,Paediatric Congenital Other Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,011",.,.,.,.,.,"1,011"
PX10B,810,Paediatric Congenital Other Conditions with CC Score 0,.,.,.,"1,785",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,785"
PX22B,320,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,382,.,.,.,.,.,382
PX29A,823,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,.,485
PX29C,301,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
PX29C,420,Paediatric Abdominal Pain with CC Score 0,180,.,.,.,.,849,.,.,.,.,.,.,.,575,.,.,.,.,"1,603"
PX30C,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,299",.,.,"1,295",.,"3,594"
PX50B,320,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,191,.,.,.,.,.,191
PX50B,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,849,.,.,.,.,.,.,.,.,.,.,.,.,849
PX50C,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0","1,519",.,.,.,.,849,.,.,.,.,.,.,670,575,.,.,"4,317",.,"7,929"
PX55Z,420,Paediatric Respite Care,"3,052",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,052"
PX56A,410,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",262,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,262
PX56A,823,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,.,485
PX56B,160,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,492,.,.,.,.,.,492
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",773,.,.,.,.,.,.,.,.,.,.,.,.,"2,874",.,.,.,.,"3,647"
PX57A,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,573,.,.,.,.,.,573
PX57A,361,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,389,.,.,.,.,.,389
PX57A,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,670,.,.,.,"4,317",.,"4,987"
PX57B,110,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
PX57B,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,283,.,.,.,.,.,283
PX57B,160,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,984,.,.,.,.,.,984
PX57B,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
PX57B,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,167",.,.,.,.,.,"1,167"
PX57B,370,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,516",.,.,.,.,.,"1,516"
PX57B,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",566,.,.,.,.,"1,697",.,.,.,.,.,.,"3,399","4,023",.,.,"39,716",.,"49,402"
PX57B,823,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,361",.,.,.,.,.,"4,361"
PX57C,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
PX57C,101,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,"1,398",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,398"
PX57C,110,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",295,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,615
PX57C,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,425,.,.,.,"2,590",.,"3,014"
PX57C,130,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,327
PX57C,150,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,540",.,.,.,.,.,"1,540"
PX57C,171,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,633,.,633
PX57C,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,909,.,.,.,.,.,662,.,.,.,"2,996",.,"4,566"
PX57C,302,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,126",.,.,.,.,.,"2,126"
PX57C,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,191,.,.,.,.,.,191
PX57C,370,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,033",.,.,.,.,.,"3,033"
PX57C,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0","20,985",.,.,.,.,"7,637",.,.,.,.,.,.,"6,028","14,369",.,.,"56,984",.,"106,003"
PX57C,823,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,876",.,.,.,.,.,"3,876"
SA01G,361,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,249
SA01J,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405
SA01K,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,"4,882",.,.,.,.,.,.,.,.,.,.,.,.,525,.,"5,407"
SA02H,303,Coagulation Defect with CC Score 2-4,.,.,.,708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,708
SA02J,303,Coagulation Defect with CC Score 0-1,"8,000",.,.,"31,468",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"39,468"
SA02J,823,Coagulation Defect with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"10,180",.,.,.,.,.,"10,180"
SA03G,303,Haemolytic Anaemia with CC Score 3+,.,"1,620",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,099",.,"3,720"
SA03H,303,Haemolytic Anaemia with CC Score 0-2,829,"10,938",.,"4,607",.,.,.,.,.,.,.,.,.,.,.,.,525,.,"16,898"
SA03H,823,Haemolytic Anaemia with CC Score 0-2,.,.,.,.,.,"1,977",.,.,.,.,.,.,.,.,.,.,.,.,"1,977"
SA04H,110,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
SA04H,430,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
SA04J,101,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392,.,392
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,251,.,.,.,.,.,454,.,.,"1,256",.,.,.,.,.,.,533,.,"2,494"
SA04J,301,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
SA04J,430,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,849",.,"2,849"
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,516,633,.,.,.,.,.,.,217,.,.,.,.,"1,366"
SA04K,110,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,640,.,.,.,.,.,.,.,.,.,640
SA04K,160,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,398,.,398
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,"1,256",.,.,.,.,537,"2,726",.,.,"5,860",135,.,.,.,.,.,"1,015",.,"11,530"
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,460,736
SA04K,303,Iron Deficiency Anaemia with CC Score 2-5,.,"3,646",.,112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,758"
SA04K,340,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,328,.,.,.,.,.,.,.,.,.,.,.,328
SA04K,361,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,"4,598",.,.,.,.,.,.,.,.,.,.,.,"4,598"
SA04K,430,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,122",.,"7,122"
SA04K,502,Iron Deficiency Anaemia with CC Score 2-5,.,440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,514",.,"1,953"
SA04K,800,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
SA04K,823,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,"2,635",.,.,.,.,.,.,.,.,.,.,.,.,"2,635"
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,516,399,.,.,.,.,.,.,.,.,.,"3,298",.,"4,213"
SA04L,110,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,640,.,.,.,.,.,.,.,"1,159",.,"1,799"
SA04L,140,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,826,.,826
SA04L,300,Iron Deficiency Anaemia with CC Score 0-1,"26,224",.,.,.,.,"4,299","8,179",.,.,"16,744",.,.,"1,208",.,"1,310","2,019","6,661",.,"66,644"
SA04L,301,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,"1,168","1,042",.,.,.,.,.,.,193,.,.,.,.,"2,403"
SA04L,303,Iron Deficiency Anaemia with CC Score 0-1,"3,948","15,799",.,"9,013",.,.,.,.,.,.,.,.,.,.,.,.,"3,149",.,"31,909"
SA04L,340,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,521,.,.,.,.,.,521
SA04L,361,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,"1,839",.,.,.,.,.,.,.,.,.,.,.,"1,839"
SA04L,410,Iron Deficiency Anaemia with CC Score 0-1,.,564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564
SA04L,430,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,107",.,"12,107"
SA04L,502,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,331,.,.,.,554,.,.,.,.,.,"3,784",.,"4,669"
SA04L,823,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,"5,271",.,.,.,.,.,.,.,.,.,.,.,.,"5,271"
SA05J,300,Megaloblastic Anaemia with CC Score 0-3,451,.,.,.,.,.,.,.,.,.,.,.,110,.,.,.,.,.,560
SA05J,303,Megaloblastic Anaemia with CC Score 0-3,553,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,"1,077"
SA06H,303,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,575",.,"1,575"
SA06H,823,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,"3,953",.,.,.,.,.,.,.,.,.,.,.,.,"3,953"
SA06J,303,Myelodysplastic Syndrome with CC Score 2-4,.,"3,241",.,"21,428",.,.,.,.,.,.,.,.,.,.,.,.,"11,547",.,"36,215"
SA06J,823,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,.,.,"1,977",.,.,.,.,.,.,.,.,.,.,.,.,"1,977"
SA06K,303,Myelodysplastic Syndrome with CC Score 0-1,"17,289","71,703",.,"34,336",.,.,.,.,.,.,.,.,.,.,.,.,"12,596",.,"135,925"
SA06K,823,Myelodysplastic Syndrome with CC Score 0-1,.,.,.,.,.,"1,977",.,.,.,.,.,.,.,.,.,.,.,.,"1,977"
SA07H,303,Myeloproliferative Disorder with CC Score 4-6,.,"3,646",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,646"
SA07H,823,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,.,"1,318"
SA07J,100,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,.,412
SA07J,300,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,745",.,"3,745"
SA07J,303,Myeloproliferative Disorder with CC Score 0-3,"17,497","66,437",.,"8,954",.,.,.,.,.,.,.,.,.,.,.,.,"49,860",.,"142,747"
SA07J,340,Myeloproliferative Disorder with CC Score 0-3,.,"2,401",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,401"
SA07J,823,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,.,"81,696",.,.,.,.,.,.,.,.,.,.,.,.,"81,696"
SA08G,340,"Other Haematological or Splenic Disorders, with CC Score 6+",.,.,.,.,.,.,328,.,.,.,.,.,.,.,.,.,.,.,328
SA08G,370,"Other Haematological or Splenic Disorders, with CC Score 6+",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
SA08H,430,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
SA08H,823,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA08J,140,"Other Haematological or Splenic Disorders, with CC Score 0-2",226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,226
SA08J,160,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,873,.,873
SA08J,301,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,551
SA08J,303,"Other Haematological or Splenic Disorders, with CC Score 0-2","2,961","2,431",.,"10,714",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,106"
SA09G,300,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA09H,300,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA09J,100,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,412,252,"1,063"
SA09J,300,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,266
SA09J,301,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469,469
SA09J,303,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,575",.,"1,575"
SA09J,361,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
SA09J,430,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,849",.,"2,849"
SA09K,100,Other Red Blood Cell Disorders with CC Score 2-5,829,.,.,.,.,516,399,.,.,.,.,.,.,.,.,.,824,504,"3,073"
SA09K,101,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
SA09K,300,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,170,.,.,454,.,.,837,135,.,"2,416",.,.,339,"2,081",.,"6,433"
SA09K,301,Other Red Blood Cell Disorders with CC Score 2-5,.,358,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507,866
SA09K,303,Other Red Blood Cell Disorders with CC Score 2-5,.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,248",.,"5,654"
SA09K,361,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,502,.,.,"2,759",.,.,.,.,.,.,.,.,.,.,.,"3,261"
SA09K,370,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,217
SA09K,430,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,424",.,"1,424"
SA09K,502,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,757,.,757
SA09K,800,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161
SA09L,100,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,160,.,516,798,.,.,.,.,.,124,.,"1,049",.,"4,534",.,"7,181"
SA09L,300,Other Red Blood Cell Disorders with CC Score 0-1,"9,545",.,.,170,.,"1,612","3,181",.,.,"2,512",.,.,659,.,655,339,"29,789",.,"48,462"
SA09L,303,Other Red Blood Cell Disorders with CC Score 0-1,987,"2,836",.,"1,436",.,.,.,.,.,.,.,.,.,.,.,.,"1,575",.,"6,833"
SA09L,320,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120",.,.,"1,120"
SA09L,340,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,521,.,.,.,.,.,521
SA09L,361,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,.,"4,598",.,.,.,.,.,.,.,.,.,.,.,"4,598"
SA09L,430,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,849",.,"2,849"
SA09L,502,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,613,661,.,.,.,.,.,.,.,.,.,"2,271",.,"3,545"
SA09L,800,Other Red Blood Cell Disorders with CC Score 0-1,321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
SA09L,823,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,"3,294",.,.,.,.,.,.,.,.,.,.,.,.,"3,294"
SA11Z,300,Thalassaemia,.,.,.,.,.,.,"1,818",.,.,.,.,.,.,.,.,.,.,.,"1,818"
SA11Z,303,Thalassaemia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
SA11Z,320,Thalassaemia,.,.,.,.,.,.,"3,449",.,.,.,.,.,.,.,.,.,.,.,"3,449"
SA12H,303,Thrombocytopenia with CC Score 5-7,.,.,.,"1,548",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,548"
SA12J,300,Thrombocytopenia with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,655
SA12J,303,Thrombocytopenia with CC Score 2-4,.,"4,051",.,112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,163"
SA12J,823,Thrombocytopenia with CC Score 2-4,.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
SA12K,300,Thrombocytopenia with CC Score 0-1,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
SA12K,303,Thrombocytopenia with CC Score 0-1,"24,696","49,018",.,"26,302",.,.,.,.,.,.,.,.,.,.,.,.,"4,199",.,"104,214"
SA12K,823,Thrombocytopenia with CC Score 0-1,.,.,.,.,.,"21,083",.,.,.,.,.,.,.,.,.,.,.,.,"21,083"
SA13A,100,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,"3,615","2,795",.,.,.,132,.,"3,764",.,.,.,412,.,"10,717"
SA13A,101,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,"2,077",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,077"
SA13A,110,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,527,.,.,.,.,.,527
SA13A,172,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,681,.,.,.,.,.,681
SA13A,191,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,"30,723",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"30,723"
SA13A,300,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","2,014",.,.,.,.,"18,807","85,427",.,.,"7,535",.,.,"1,094,170",.,706,.,"26,939",.,"1,235,598"
SA13A,301,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,"1,168",.,.,.,.,.,.,.,.,.,.,.,.,"1,168"
SA13A,302,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,063",.,.,.,.,.,"1,063"
SA13A,303,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","143,527","31,598",.,"1,157,786",.,.,"8,880",.,.,.,.,.,.,.,.,.,"186,844",.,"1,528,635"
SA13A,320,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,"6,899",.,.,.,.,.,"1,727",.,.,.,.,.,"8,626"
SA13A,340,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,562",.,.,.,.,.,"1,562"
SA13A,361,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,"8,855",.,.,"3,678",.,.,.,.,.,.,.,.,.,.,.,"12,533"
