HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs,
PX57A,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
PX57A,150,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57A,171,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
PX57A,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
PX57A,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
PX57A,340,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
PX57A,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,5,1,.,.,.,1,8,
PX57B,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
PX57B,110,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,4,
PX57B,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2,
PX57B,150,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57B,170,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57B,171,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
PX57B,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2,
PX57B,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,1,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5,
PX57B,350,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57B,361,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57B,370,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57B,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",2,2,.,2,.,2,.,.,.,.,.,169,8,.,.,.,3,188,
PX57B,823,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57C,101,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
PX57C,110,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,2,
PX57C,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",2,.,.,.,2,.,.,.,.,.,.,.,2,.,.,.,7,13,
PX57C,171,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57C,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
PX57C,302,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57C,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57C,370,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
PX57C,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",2,5,.,4,1,.,.,.,.,.,.,171,3,.,2,.,6,194,
SA01G,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA01G,361,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA01H,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA01H,361,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA01J,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2,
SA01J,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA02G,823,Coagulation Defect with CC Score 5+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA02H,160,Coagulation Defect with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA03G,300,Haemolytic Anaemia with CC Score 3+,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,2,4,
SA03G,303,Haemolytic Anaemia with CC Score 3+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA03G,823,Haemolytic Anaemia with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA03H,303,Haemolytic Anaemia with CC Score 0-2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA04H,300,Iron Deficiency Anaemia with CC Score 10-13,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA04H,361,Iron Deficiency Anaemia with CC Score 10-13,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA04J,100,Iron Deficiency Anaemia with CC Score 6-9,.,1,1,.,1,.,.,.,.,.,.,.,.,.,1,.,.,4,
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,3,.,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,6,
SA04J,301,Iron Deficiency Anaemia with CC Score 6-9,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA04J,410,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,1,.,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,5,
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,5,.,3,.,.,1,.,.,.,.,.,.,.,.,2,.,.,11,
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA04L,101,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA04L,300,Iron Deficiency Anaemia with CC Score 0-1,17,.,.,1,.,1,.,.,.,.,1,.,.,.,2,.,.,22,
SA04L,301,Iron Deficiency Anaemia with CC Score 0-1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA04L,502,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA05J,300,Megaloblastic Anaemia with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA06G,300,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2,
SA06G,823,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA06H,300,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA06J,300,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,
SA06J,303,Myelodysplastic Syndrome with CC Score 2-4,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA06K,823,Myelodysplastic Syndrome with CC Score 0-1,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA07J,303,Myeloproliferative Disorder with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA07J,823,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA08G,300,"Other Haematological or Splenic Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2,
SA08G,303,"Other Haematological or Splenic Disorders, with CC Score 6+",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA08H,110,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA08H,140,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA08H,300,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA08H,340,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA08H,370,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA08J,100,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,1,1,.,.,.,.,.,.,.,.,.,.,1,.,.,3,
SA08J,120,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA08J,140,"Other Haematological or Splenic Disorders, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA08J,172,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA08J,300,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,2,.,2,.,.,4,
SA08J,303,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA08J,340,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
SA09G,100,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA09H,100,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,
SA09H,101,Other Red Blood Cell Disorders with CC Score 10-13,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA09J,100,Other Red Blood Cell Disorders with CC Score 6-9,.,.,2,.,.,.,.,.,.,.,.,.,.,.,4,.,.,6,
SA09J,101,Other Red Blood Cell Disorders with CC Score 6-9,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA09J,300,Other Red Blood Cell Disorders with CC Score 6-9,2,2,.,.,.,1,.,.,.,.,.,.,1,.,1,.,1,8,
SA09J,361,Other Red Blood Cell Disorders with CC Score 6-9,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA09J,410,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
SA09J,430,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1,.,.,2,
SA09K,100,Other Red Blood Cell Disorders with CC Score 2-5,.,2,.,.,3,1,.,.,.,.,.,.,.,.,2,.,.,8,
SA09K,101,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA09K,300,Other Red Blood Cell Disorders with CC Score 2-5,3,1,.,.,.,2,.,.,3,.,.,.,4,.,6,.,1,20,
SA09K,301,Other Red Blood Cell Disorders with CC Score 2-5,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA09K,340,Other Red Blood Cell Disorders with CC Score 2-5,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA09K,361,Other Red Blood Cell Disorders with CC Score 2-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA09K,410,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
SA09K,430,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1,.,.,2,
SA09L,100,Other Red Blood Cell Disorders with CC Score 0-1,1,2,.,.,4,.,.,.,.,.,.,.,.,.,4,.,.,11,
SA09L,300,Other Red Blood Cell Disorders with CC Score 0-1,1,1,.,.,1,3,.,.,.,.,.,.,.,.,2,.,.,8,
SA09L,303,Other Red Blood Cell Disorders with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA09L,320,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
SA12G,303,Thrombocytopenia with CC Score 8+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA12G,800,Thrombocytopenia with CC Score 8+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA12H,100,Thrombocytopenia with CC Score 5-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA12H,300,Thrombocytopenia with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA12H,303,Thrombocytopenia with CC Score 5-7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA12J,101,Thrombocytopenia with CC Score 2-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA12J,300,Thrombocytopenia with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA12J,303,Thrombocytopenia with CC Score 2-4,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,
SA12J,370,Thrombocytopenia with CC Score 2-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA12K,303,Thrombocytopenia with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA13A,100,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",3,.,1,.,4,.,.,.,.,.,.,.,2,.,.,.,.,10,
SA13A,101,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,3,.,3,.,.,.,.,.,.,.,.,.,.,.,.,6,
SA13A,300,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",6,.,2,.,1,10,.,.,7,.,.,.,9,.,11,.,4,50,
SA13A,303,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,
SA13A,320,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,
SA13A,340,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA13A,361,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA13A,370,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA13A,410,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3,
SA13A,430,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,
SA13A,502,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,1,5,
SA13A,800,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,
SA13A,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,8,
SA13B,100,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA13B,350,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
SA13B,370,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
SA13B,420,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,1,.,.,.,.,.,.,.,.,1,.,1,.,1,4,
SA13B,421,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA13B,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
SA14Z,361,"Plasma Exchanges, 2 to 9",3,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
SA14Z,400,"Plasma Exchanges, 2 to 9",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
SA15Z,361,"Plasma Exchanges, 10 to 19",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA17G,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA17G,502,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA17G,800,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA17H,100,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA17H,160,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA17H,300,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA17H,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA17H,800,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
SA18Z,303,Bone Marrow Harvest,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA24G,303,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA24J,303,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,
SA25G,303,Acute Myeloid Leukaemia with CC Score 12+,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,
SA25H,300,Acute Myeloid Leukaemia with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA25H,303,Acute Myeloid Leukaemia with CC Score 9-11,.,2,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
SA25H,823,Acute Myeloid Leukaemia with CC Score 9-11,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA25J,300,Acute Myeloid Leukaemia with CC Score 6-8,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2,
SA25J,303,Acute Myeloid Leukaemia with CC Score 6-8,4,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,
SA25K,303,Acute Myeloid Leukaemia with CC Score 4-5,1,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,
SA25K,823,Acute Myeloid Leukaemia with CC Score 4-5,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA25L,300,Acute Myeloid Leukaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA25L,303,Acute Myeloid Leukaemia with CC Score 2-3,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,
SA25M,300,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,3,
SA25M,303,Acute Myeloid Leukaemia with CC Score 0-1,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,
SA25M,340,Acute Myeloid Leukaemia with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA25M,823,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA26A,303,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,
SA26B,303,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA26B,370,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
SA26B,823,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA30A,300,Plasma Cell Disorders with CC Score 11+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30A,303,Plasma Cell Disorders with CC Score 11+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30A,823,Plasma Cell Disorders with CC Score 11+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30B,300,Plasma Cell Disorders with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
SA30B,303,Plasma Cell Disorders with CC Score 8-10,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30B,361,Plasma Cell Disorders with CC Score 8-10,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30C,300,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
SA30C,303,Plasma Cell Disorders with CC Score 5-7,3,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,
SA30C,340,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,3,
SA30C,800,Plasma Cell Disorders with CC Score 5-7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30C,823,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30D,300,Plasma Cell Disorders with CC Score 2-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3,
SA30D,303,Plasma Cell Disorders with CC Score 2-4,4,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,
SA30D,320,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
SA30D,800,Plasma Cell Disorders with CC Score 2-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30D,823,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,8,
SA30E,300,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,
SA30E,303,Plasma Cell Disorders with CC Score 0-1,3,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
SA30E,361,Plasma Cell Disorders with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA30E,800,Plasma Cell Disorders with CC Score 0-1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA31A,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA31A,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA31B,100,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA31B,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA31B,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA31B,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3,
SA31C,110,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
SA31C,120,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
SA31C,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,5,7,
