HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
PW17C,361,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17C,420,Paediatric Intermediate Infections with CC Score 1-2,25,27,.,6,18,6,.,.,.,.,.,2,11,.,10,.,17,122
PW17C,502,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PW17D,100,Paediatric Intermediate Infections with CC Score 0,3,5,.,2,11,5,.,.,.,.,.,.,7,.,14,.,1,48
PW17D,101,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PW17D,110,Paediatric Intermediate Infections with CC Score 0,2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
PW17D,120,Paediatric Intermediate Infections with CC Score 0,4,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,2,9
PW17D,130,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17D,160,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PW17D,171,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17D,180,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,2,.,.,.,.,.,.,.,11,.,.,.,.,13
PW17D,300,Paediatric Intermediate Infections with CC Score 0,3,4,3,1,1,.,.,.,1,.,1,.,8,.,4,.,2,28
PW17D,302,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17D,350,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17D,420,Paediatric Intermediate Infections with CC Score 0,57,53,.,15,17,9,.,.,.,.,.,5,13,.,33,.,51,253
PW17D,823,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18A,100,Paediatric Minor Infections with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18A,300,Paediatric Minor Infections with CC Score 2+,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
PW18A,350,Paediatric Minor Infections with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW18A,420,Paediatric Minor Infections with CC Score 2+,2,.,.,.,1,.,.,.,.,.,.,.,.,.,3,.,2,8
PW18B,100,Paediatric Minor Infections with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18B,120,Paediatric Minor Infections with CC Score 1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PW18B,420,Paediatric Minor Infections with CC Score 1,5,8,.,1,4,.,.,.,.,.,.,1,.,.,2,.,4,25
PW18C,120,Paediatric Minor Infections with CC Score 0,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
PW18C,300,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,.,5,.,.,.,.,6
PW18C,420,Paediatric Minor Infections with CC Score 0,18,11,.,6,4,1,.,.,.,.,.,.,2,.,8,.,9,59
PW19A,300,Paediatric Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,2,6
PW19A,350,Paediatric Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW19A,420,Paediatric Viral Infections with CC Score 3+,11,6,.,.,5,13,.,.,.,.,.,1,21,.,3,.,13,73
PW19B,100,Paediatric Viral Infections with CC Score 1-2,3,1,.,1,1,.,.,.,.,.,.,.,1,.,.,.,.,7
PW19B,300,Paediatric Viral Infections with CC Score 1-2,1,.,.,.,.,1,.,.,1,.,3,.,6,.,.,.,2,14
PW19B,350,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW19B,420,Paediatric Viral Infections with CC Score 1-2,138,140,.,67,46,51,.,.,.,.,.,15,90,.,83,.,143,773
PW19B,421,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW19B,430,Paediatric Viral Infections with CC Score 1-2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW19C,100,Paediatric Viral Infections with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,4,.,3,.,.,8
PW19C,180,Paediatric Viral Infections with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PW19C,300,Paediatric Viral Infections with CC Score 0,7,4,1,1,3,.,1,.,1,.,.,.,4,.,1,.,5,28
PW19C,340,Paediatric Viral Infections with CC Score 0,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW19C,350,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
PW19C,420,Paediatric Viral Infections with CC Score 0,67,149,.,53,19,26,.,.,.,.,.,14,7,.,97,.,78,510
PW20A,320,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW20A,420,Paediatric Fever Unspecified with CC Score 3+,3,1,.,.,2,2,.,.,.,.,.,.,3,.,.,.,1,12
PW20B,110,Paediatric Fever Unspecified with CC Score 1-2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW20B,300,Paediatric Fever Unspecified with CC Score 1-2,1,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,3
PW20B,303,Paediatric Fever Unspecified with CC Score 1-2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW20B,350,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW20B,420,Paediatric Fever Unspecified with CC Score 1-2,8,3,.,.,4,2,.,.,.,.,.,1,10,.,.,.,7,35
PW20C,100,Paediatric Fever Unspecified with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW20C,420,Paediatric Fever Unspecified with CC Score 0,13,3,.,.,2,2,.,.,.,.,.,2,5,.,1,.,9,37
PX22A,180,Paediatric Chest Pain with CC Score 1+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX22A,300,Paediatric Chest Pain with CC Score 1+,1,1,.,1,.,.,1,.,1,.,.,.,2,.,.,.,4,11
PX22A,320,Paediatric Chest Pain with CC Score 1+,1,1,.,.,1,.,.,.,.,.,1,.,3,.,.,5,2,14
PX22A,420,Paediatric Chest Pain with CC Score 1+,13,3,.,1,3,.,.,.,.,.,.,.,1,.,2,.,.,23
PX22A,430,Paediatric Chest Pain with CC Score 1+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX22A,823,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX22B,180,Paediatric Chest Pain with CC Score 0,.,3,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4
PX22B,300,Paediatric Chest Pain with CC Score 0,3,2,.,.,.,1,.,.,.,.,.,.,.,.,1,.,1,8
PX22B,320,Paediatric Chest Pain with CC Score 0,.,.,1,.,.,.,1,.,.,.,2,.,2,.,.,28,.,34
PX22B,420,Paediatric Chest Pain with CC Score 0,9,2,.,.,.,1,.,.,.,.,.,.,.,.,4,.,10,26
PX22B,502,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX29A,100,Paediatric Abdominal Pain with CC Score 3+,1,.,.,.,2,6,.,.,.,.,.,.,2,.,2,.,1,14
PX29A,120,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX29A,150,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX29A,171,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PX29A,300,Paediatric Abdominal Pain with CC Score 3+,1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PX29A,350,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX29A,420,Paediatric Abdominal Pain with CC Score 3+,3,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,7
PX29A,502,Paediatric Abdominal Pain with CC Score 3+,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
PX29B,100,Paediatric Abdominal Pain with CC Score 1-2,56,9,1,10,21,34,.,.,.,.,6,.,26,.,5,.,12,180
PX29B,101,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
PX29B,171,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,19
PX29B,300,Paediatric Abdominal Pain with CC Score 1-2,1,1,.,1,.,.,.,.,.,.,1,.,4,.,.,.,.,8
PX29B,302,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX29B,320,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX29B,350,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,18,1,.,3,3,4,.,.,.,.,.,4,5,.,3,.,9,50
PX29B,501,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PX29B,502,Paediatric Abdominal Pain with CC Score 1-2,.,2,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,6
PX29C,100,Paediatric Abdominal Pain with CC Score 0,112,65,3,40,59,32,.,.,.,.,11,.,68,.,49,.,30,469
PX29C,110,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,2
PX29C,171,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,28
PX29C,180,Paediatric Abdominal Pain with CC Score 0,.,3,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,7
PX29C,300,Paediatric Abdominal Pain with CC Score 0,.,2,.,.,.,.,.,.,.,.,2,.,1,.,2,.,1,8
PX29C,420,Paediatric Abdominal Pain with CC Score 0,16,15,.,10,3,5,.,.,.,.,.,3,5,.,9,.,17,83
PX29C,430,Paediatric Abdominal Pain with CC Score 0,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
PX29C,501,Paediatric Abdominal Pain with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
PX29C,502,Paediatric Abdominal Pain with CC Score 0,.,.,2,.,1,.,.,.,.,.,.,.,.,.,3,.,.,6
PX30A,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5
PX30B,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,1,.,.,1,3,2,.,.,.,.,.,.,.,.,2,.,.,9
PX30C,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,3,7,.,.,.,.,.,.,.,.,.,5,.,.,3,.,11,29
PX50A,180,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,1,.,.,2,.,.,.,.,.,1,.,1,.,.,.,.,5
PX50A,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",3,8,2,5,4,5,.,.,2,.,3,.,8,.,1,.,7,48
PX50A,320,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
PX50A,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PX50A,430,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX50B,180,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,33,.,.,19,.,.,.,.,.,7,.,65,.,.,.,.,124
PX50B,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",28,41,7,4,23,18,7,.,9,.,28,.,38,.,10,.,40,253
PX50B,301,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX50B,320,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,2,.,.,.,.,.,.,.,.,.,.,1,.,.,3
PX50B,340,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX50B,350,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX50B,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",5,10,.,2,11,3,.,.,.,.,.,.,15,.,4,.,9,59
PX50B,430,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
PX50C,100,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PX50C,171,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX50C,180,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,30,.,.,13,.,.,.,.,.,7,.,51,.,.,.,.,101
PX50C,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",6,15,.,2,8,7,2,.,1,.,21,.,35,.,2,.,8,107
PX50C,320,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX50C,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",29,57,.,19,13,5,.,.,.,.,.,.,29,.,31,.,33,216
PX50C,430,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PX50C,502,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX51Z,420,Paediatric Child Safeguarding (Welfare and Protection),1,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
PX54Z,420,Paediatric Convalescent or Other Relief Care,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PX55Z,420,Paediatric Respite Care,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
PX56A,100,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX56A,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX56A,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",13,5,.,2,2,3,.,.,.,.,.,2,22,.,.,.,5,54
PX56A,823,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX56B,100,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX56B,180,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX56B,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
PX56B,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",29,12,.,4,6,3,.,.,.,.,.,8,8,.,1,.,16,87
PX56B,421,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57A,100,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57A,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,1,.,.,1,.,.,3
PX57B,100,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
PX57B,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,3,.,.,.,.,.,.,.,1,.,.,.,5,9
PX57B,171,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,180,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57B,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,3
PX57B,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",8,10,.,8,1,1,.,.,.,.,.,12,3,.,.,.,8,51
PX57B,502,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57C,100,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",1,3,.,.,2,.,.,.,.,.,1,.,1,.,1,.,.,9
PX57C,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",29,14,.,.,53,.,.,.,.,.,.,.,42,.,.,.,30,168
PX57C,140,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
PX57C,160,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX57C,180,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57C,300,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57C,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",32,38,.,17,10,5,.,.,.,.,.,21,6,.,19,.,80,228
PX57C,502,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX59B,420,Paediatric Major Congenital Conditions with CC Score 3-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX59C,150,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX59C,420,Paediatric Major Congenital Conditions with CC Score 1-2,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3,6
PX59D,350,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX59D,420,Paediatric Major Congenital Conditions with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,1,.,.,1,.,1,4
PX60A,100,Paediatric Other Congenital Conditions with CC Score 3+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX60A,420,Paediatric Other Congenital Conditions with CC Score 3+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX60B,171,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX60B,420,Paediatric Other Congenital Conditions with CC Score 1-2,1,5,.,1,.,1,.,.,.,.,.,.,1,.,.,.,.,9
PX60C,100,Paediatric Other Congenital Conditions with CC Score 0,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PX60C,130,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX60C,140,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX60C,420,Paediatric Other Congenital Conditions with CC Score 0,1,14,.,2,1,.,.,.,.,.,.,.,.,.,.,.,6,24
PX60C,501,Paediatric Other Congenital Conditions with CC Score 0,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PX60C,502,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
SA01G,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3,6
SA01H,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",1,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,3,6
SA01H,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA01J,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",1,1,.,.,.,.,.,.,.,.,2,.,2,.,2,.,3,11
SA01K,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,2,.,2,.,1,.,1,7
SA01K,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02G,300,Coagulation Defect with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
SA02H,100,Coagulation Defect with CC Score 2-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02H,300,Coagulation Defect with CC Score 2-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02H,303,Coagulation Defect with CC Score 2-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02J,303,Coagulation Defect with CC Score 0-1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA03G,300,Haemolytic Anaemia with CC Score 3+,.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,4
SA03G,303,Haemolytic Anaemia with CC Score 3+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA03G,430,Haemolytic Anaemia with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
SA03H,300,Haemolytic Anaemia with CC Score 0-2,.,1,.,.,1,1,1,.,.,.,.,.,.,.,.,.,.,4
SA03H,303,Haemolytic Anaemia with CC Score 0-2,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA04G,300,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5
SA04H,300,Iron Deficiency Anaemia with CC Score 10-13,.,3,.,.,.,.,.,.,.,.,2,.,7,.,1,.,4,17
SA04H,303,Iron Deficiency Anaemia with CC Score 10-13,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04H,430,Iron Deficiency Anaemia with CC Score 10-13,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,13,15,7,1,1,.,.,.,3,.,1,.,10,.,4,.,17,72
SA04J,301,Iron Deficiency Anaemia with CC Score 6-9,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04J,303,Iron Deficiency Anaemia with CC Score 6-9,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04J,320,Iron Deficiency Anaemia with CC Score 6-9,1,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA04J,430,Iron Deficiency Anaemia with CC Score 6-9,1,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,4
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,2,.,.,.,.,3,.,.,.,.,.,.,1,.,.,.,1,7
SA04K,180,Iron Deficiency Anaemia with CC Score 2-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,31,21,17,5,4,3,.,.,14,.,22,.,28,.,9,.,54,208
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
SA04K,320,Iron Deficiency Anaemia with CC Score 2-5,.,3,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,5
SA04K,430,Iron Deficiency Anaemia with CC Score 2-5,1,2,.,.,.,.,.,.,.,1,6,.,1,.,.,.,7,18
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,1,.,.,.,.,2,.,.,.,.,.,4,7
SA04L,101,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
SA04L,180,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
SA04L,300,Iron Deficiency Anaemia with CC Score 0-1,34,10,19,2,2,2,.,.,5,.,11,.,21,.,6,.,9,121
SA04L,301,Iron Deficiency Anaemia with CC Score 0-1,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA04L,430,Iron Deficiency Anaemia with CC Score 0-1,1,2,.,.,.,.,.,.,1,.,1,.,.,.,.,.,6,11
SA05G,100,Megaloblastic Anaemia with CC Score 8+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
SA05G,300,Megaloblastic Anaemia with CC Score 8+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
SA05G,320,Megaloblastic Anaemia with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
SA05H,300,Megaloblastic Anaemia with CC Score 4-7,2,1,3,.,.,.,.,.,1,.,3,.,2,.,.,.,3,15
SA05H,320,Megaloblastic Anaemia with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
SA05H,430,Megaloblastic Anaemia with CC Score 4-7,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA05J,300,Megaloblastic Anaemia with CC Score 0-3,2,3,4,.,.,.,.,.,.,.,1,.,6,.,1,.,4,21
