HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma","1,539",.,.,.,.,.,.,"1,864","3,123",.,.,.,.,.,.,.,.,.,"6,527"
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,"2,704",.,.,.,.,.,.,.,901,.,"3,604"
HA69Z,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,941,.,.,.,.,.,.,.,.,.,.,.,.,941
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","4,336",.,.,.,.,.,.,"3,930","1,350",.,.,.,"10,977",.,.,.,"1,261",.,"21,855"
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,"9,289",.,.,.,.,.,.,.,.,.,"9,289"
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,"1,662",801,.,.,.,"24,605",.,.,.,"3,197",.,"30,265"
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"4,087",.,.,.,.,.,"4,087"
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,"1,325","1,917",.,.,.,"1,618",.,.,.,.,.,"4,860"
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,163,.,.,226,.,.,.,.,.,837,.,.,.,.,.,"1,225"
HA83C,Head Injury without CC,291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,291
HA94Z,Arm Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,418,.,.,.,928,.,"1,346"
HA95Z,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,418,.,.,.,928,.,"1,346"
HA96Z,Multiple Trauma Diagnoses without Procedure,.,.,.,.,.,.,751,.,275,.,.,.,.,.,.,.,.,.,"1,026"
HA99Z,Other Procedures for Trauma,"2,797",.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,"3,609"
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,"3,063",.,.,.,.,.,.,.,.,.,"3,063"
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,"1,033",.,.,.,.,.,.,.,.,.,"1,033"
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,790,.,.,.,.,.,.,.,.,.,790
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC","2,514",.,.,.,.,"3,673",.,.,"20,590",.,.,.,"5,054",.,.,.,383,.,"32,214"
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,982,.,.,.,.,.,.,.,.,.,982
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC","2,514",.,.,959,.,711,572,.,"4,181",.,.,.,"1,438","1,859",.,.,"4,729",.,"16,963"
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,.,"1,029",.,.,.,626,.,.,.,.,.,"1,655"
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",.,.,.,.,.,.,.,.,"28,619",.,.,.,"6,905",.,.,.,.,.,"35,523"
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"2,287",.,.,.,"1,599",.,.,.,511,.,"4,397"
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",975,.,.,"2,222",.,"1,983",.,.,"7,564",.,.,983,"22,150","1,177",.,.,"12,692",.,"49,748"
HB19Z,Minimal Hip Procedures for Non-Trauma,"8,560",.,"43,410",.,"8,925","49,091",.,.,"83,953",.,553,"3,987","12,849","1,728",.,"1,759","28,373",.,"243,186"
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,"16,759",.,.,.,.,.,.,.,.,.,"16,759"
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"2,422",.,.,.,.,.,.,.,.,.,"2,422"
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC","6,440",.,.,.,.,"7,374",.,.,"206,108",.,.,.,"2,754",386,.,.,.,.,"223,062"
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,"1,094",.,.,"6,477",.,"1,729","42,447",.,.,.,.,.,.,.,.,.,"51,748"
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC","108,453",.,"12,038",.,.,"237,674",.,"3,458","828,527",619,.,.,"26,441",.,.,.,"1,147",.,"1,218,357"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,"1,244",.,.,"5,376",.,.,.,.,.,.,.,.,.,"6,621"
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","33,661",.,.,.,572,"18,915",.,.,"109,129",.,.,.,"16,960",.,.,.,"7,039",.,"186,277"
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC","1,257",.,.,.,.,.,.,.,"2,938",.,.,.,.,.,.,.,.,.,"4,195"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","8,236",.,.,.,"2,103","5,555",.,"1,729","40,490",863,934,246,"7,010",.,.,.,.,.,"67,166"
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,.,"1,951",.,.,.,.,.,.,.,.,.,"1,951"
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC","1,257",.,.,.,.,.,.,"1,729","8,354",.,.,.,"7,033",.,.,.,.,.,"18,374"
HB29Z,Minimal Knee Procedures for Non-Trauma,"10,390",.,"53,989",.,783,"121,811",376,.,"117,005",.,"1,642",.,"2,833","1,515",.,.,.,.,"310,343"
HB31Z,Major Foot Procedures for Non-Trauma,"2,669",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,669"
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over","5,747",240,.,863,.,.,.,.,"11,466",.,.,.,.,.,.,.,"1,147",.,"19,463"
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC","1,539",.,.,.,.,"1,350",.,.,"2,389",.,.,.,.,.,.,.,.,.,"5,278"
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","15,959",.,.,.,.,.,.,.,"31,149",.,.,.,"5,624",.,.,"1,470","2,156",.,"56,357"
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"3,340",.,.,.,.,.,"3,340"
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,"4,287",.,.,.,"1,441",.,.,.,.,.,"5,728"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,"7,011",.,.,.,"1,139",.,.,.,.,.,"8,150"
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","36,894","1,030",730,.,.,"21,140",.,"3,458","82,686",.,.,.,"21,176",.,.,.,"2,131",.,"169,245"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC","2,797",.,.,.,.,"3,792",.,.,"16,978",.,.,.,"22,679",.,.,.,"2,477",.,"48,722"
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,080",.,.,.,.,.,.,.,"1,145",.,"2,225"
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC","3,489","1,455",730,.,"6,461","1,298",572,.,"33,346","4,810",.,"1,398","6,162","1,757",.,958,"6,989",.,"69,424"
HB39Z,Minimal Foot Procedures for Non-Trauma,"4,156",.,"15,321",.,.,"7,874",.,.,"34,644",.,.,.,"1,540",.,.,.,.,.,"63,535"
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2","6,286",.,.,.,.,"13,148",.,.,"67,126",.,.,.,"14,404","25,546",.,.,"6,087",.,"132,597"
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"3,540",.,.,.,.,.,.,.,.,.,"3,540"
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC",975,.,.,.,.,.,.,.,"12,768",.,.,.,.,.,.,735,.,.,"14,478"
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2","6,696",.,.,.,"14,187","4,556",.,.,"29,842",.,.,.,"12,207","1,773",.,.,"36,577",.,"105,839"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"1,864","7,244",.,.,.,"4,151",659,.,.,"2,673",.,"16,590"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC","12,082","2,780",.,.,"1,185","5,046",.,"6,009","54,018",.,.,"2,645","17,317","3,557","1,448",.,"21,993",.,"128,079"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC","5,721","10,613",.,944,"24,305","3,769","4,195","8,356","49,499","7,301",937,.,"1,638","19,746","2,897","5,746","32,368",.,"178,034"
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","42,538","121,665",365,"1,033","231,716","112,382","39,506","39,396","323,278","47,918","7,154","12,132","100,986","121,457","44,897","42,535","186,844",.,"1,475,799"
HB56B,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"3,309",.,.,.,.,.,.,.,.,.,"3,309"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","1,950",.,.,.,.,"2,732",.,.,"22,370",.,.,.,"3,805","3,703",.,"1,247","9,044",.,"44,851"
HB59Z,Minimal Hand Procedures for Non-Trauma,.,.,"84,996",.,.,"28,702",.,"5,353","29,632",.,.,.,.,"5,874",.,.,"3,579",.,"158,137"
HB61B,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,"2,623",.,.,.,.,.,.,.,.,.,"2,623"
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","5,183",.,.,.,.,"39,627",.,.,"15,639",.,.,.,.,.,.,.,.,.,"60,448"
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","1,257",.,.,.,.,.,.,.,"2,299",.,.,.,.,.,.,.,.,.,"3,556"
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","20,397",.,"1,094",.,.,"28,421",.,.,"22,950",.,.,.,"38,385","1,010",.,.,"3,648",.,"115,904"
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","14,111",87,.,.,.,"12,802",.,.,"26,455",.,.,.,"2,509","10,770","1,283","1,692","6,824",.,"76,533"
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma","2,172",.,"101,776",.,.,"92,085",.,.,"55,343","2,774",.,.,"1,469","8,004",.,.,.,.,"263,624"
HB71C,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,"2,520",.,.,.,.,.,.,.,.,.,"2,520"
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","13,136",.,.,.,.,"2,832",.,.,"25,429",.,.,.,"28,869",.,.,.,"4,863",.,"75,128"
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","8,800",.,.,.,.,"5,013",.,.,"20,127","93,232",.,.,"1,794","5,711",.,.,"11,646",.,"146,323"
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",693,.,"16,780",.,.,"4,656",.,.,"3,525",.,.,.,.,505,.,.,.,.,"26,159"
HB91Z,Other Non-Trauma Diagnosis without Procedure,.,.,365,.,"1,093",.,.,.,.,.,.,.,.,.,.,.,"2,279",.,"3,736"
HB99Z,Other Procedures for Non-Trauma,"25,749",.,"11,673","1,296",.,"11,828","2,653","7,860","38,492","1,991",.,"1,536","28,342","17,657","2,234","4,855","63,096",.,"219,262"
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,"1,729",.,.,"1,234","2,608",.,.,.,.,.,"5,571"
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,"4,244",.,.,.,"2,880",.,.,.,606,56,.,.,.,.,"7,786"
HC05E,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,"2,392",.,.,.,.,.,.,.,.,.,"2,392"
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,365,.,"1,641",229,.,.,"14,390",.,.,.,.,.,.,.,.,.,"16,624"
HC06Z,Extradural Spine Minor 1,540,.,365,.,"5,975",229,.,.,"6,078",.,.,.,.,328,.,.,.,.,"13,515"
HC07B,Intradural Spine Major with CC Score 0-2,.,.,.,"1,059",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,059"
HC12Z,Intradural Spine Minor 1,.,.,.,"1,756",593,"31,896",376,.,.,"1,104",.,"3,551","110,256",.,.,.,"21,629",.,"171,160"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,"1,290",.,.,.,.,.,.,.,.,.,"1,290"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,365,.,.,614,.,.,"1,220",.,.,.,.,.,.,.,"1,917",.,"4,117"
HC27F,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,229,.,.,523,.,.,.,.,.,.,.,767,.,"1,519"
HC27G,Degenerative Spinal Conditions with CC Score 0-2,"1,164",.,.,.,"6,587","2,360",.,.,"34,112",.,183,"5,335",520,"3,699",.,.,"16,870",.,"70,830"
HC28G,Spinal Cord Conditions with CC Score 0-2,"3,334",.,.,.,.,.,.,.,"2,894",.,.,.,"1,687",.,.,.,.,.,"7,916"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,917,.,.,.,.,.,.,.,.,.,.,.,.,917
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,"1,974","1,735",365,.,.,"4,125",.,.,.,.,.,.,.,.,.,.,"3,466",.,"11,665"
HC32E,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,767,.,"1,406"
HC32F,Low Back Pain with CC Score 0-2,.,.,.,"3,824",.,.,.,.,"7,088",.,487,.,232,"2,923",.,.,"19,171",.,"33,725"
HD21G,Soft Tissue Disorders with CC Score 3-5,.,233,.,.,.,229,.,.,"3,196",.,.,.,482,"2,882",.,.,"1,914",.,"8,936"
HD21H,Soft Tissue Disorders with CC Score 0-2,"7,032",388,"14,956",639,.,"6,187",452,.,"6,657",.,"9,732","19,974",482,"3,767",.,.,"16,495",.,"86,762"
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,458,.,.,.,.,.,.,.,.,.,.,.,.,458
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,868,.,518,.,"4,812",.,.,.,.,.,.,.,.,.,.,.,.,"6,197"
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"4,105",730,240,.,"10,082",.,.,.,.,.,.,.,.,.,.,267,.,"15,423"
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","170,004","62,562","6,201",.,.,"75,415",226,.,.,.,.,.,"20,678","1,010",.,.,"87,413",.,"423,509"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,174,.,518,.,.,.,.,813,.,.,.,.,.,.,.,.,.,"1,504"
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",667,667,730,.,.,687,.,.,"6,157",552,.,.,.,.,.,.,"3,277",.,"12,737"
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","7,504","1,215","2,918",.,.,"6,958",376,.,"20,877",552,389,.,"1,430","1,233",.,.,"14,375",.,"57,827"
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,480,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
HD25G,"Infections of Bones or Joints, with CC Score 2-4",.,87,.,.,.,807,.,.,.,.,.,.,.,.,.,.,.,.,894
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,"1,878",.,.,.,.,.,.,.,.,.,"2,522",.,"4,400"
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,232,.,.,.,.,.,.,.,.,.,.,.,.,232
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",975,.,"1,459",.,.,"1,209",376,.,"2,556",.,622,.,.,"4,338",.,.,767,.,"12,303"
HD39H,Pathological Fractures with CC Score 0-2,.,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,260
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,"2,565",.,"1,688",.,.,.,.,.,.,.,.,.,.,.,.,"5,084",.,"9,338"
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4","2,012","6,530",.,"7,454",.,"4,701",.,.,.,.,.,.,.,.,.,.,"10,804",.,"31,500"
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1","32,856","5,597",.,"20,503",.,"9,402",.,.,.,.,.,.,520,.,.,.,"23,514",.,"92,392"
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,"4,572",.,.,.,.,.,.,.,"2,294",.,"6,866"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,"4,859",.,.,"2,263",.,.,.,"7,271",.,.,.,"1,147",.,"15,540"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,"2,938",.,.,.,.,.,.,.,.,.,"2,938"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less","1,257",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,257"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,466,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,466
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,"2,798",.,"1,062",.,"28,206",.,.,.,.,.,.,.,.,.,.,636,.,"32,702"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,700,.,"3,704",.,"25,855",.,.,.,.,.,.,.,.,.,.,"5,084",.,"35,343"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3","1,006","1,632",.,"11,401",.,"82,266",.,.,.,.,.,.,.,.,.,.,"15,888",.,"112,193"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1","1,006","6,297",.,"10,406",.,"32,907",.,.,.,.,.,.,.,.,.,.,"26,056",.,"76,671"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,226,.,.,.,.,.,.,.,.,.,933,.,"1,159"
JA18Z,Unilateral Minor Breast Procedures,"3,671","5,798",.,"3,940","9,129","9,599",.,.,.,"1,825",.,"5,361","3,491","1,130","1,448",.,"6,554",159,"52,105"
JA19Z,Bilateral Minor Breast Procedures,459,.,.,.,766,"1,560",.,.,.,.,.,.,.,.,.,.,.,.,"2,785"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,952,.,"5,606",.,"1,718",.,.,.,.,.,.,.,.,.,.,.,.,"8,276"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,"1,115","6,041",.,"48,288","5,343","13,724",.,.,.,863,.,"3,039",.,.,.,.,"15,918",.,"94,331"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,"1,954",.,.,.,.,.,.,.,.,.,.,.,.,"1,390",.,"3,343"
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,"4,225",.,"4,840",.,.,.,.,.,.,.,"1,932",.,.,.,.,"4,891",.,"15,887"
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,"1,495",.,"1,970",.,"2,787",.,.,.,"2,417",.,.,.,.,.,.,"4,169",.,"12,837"
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,"11,410","31,219",.,"48,381","10,311","77,121","16,090","1,309",.,"78,651",.,"18,210","4,720","2,718","1,448","3,336","70,087",.,"375,011"
JA25Z,Bilateral Intermediate Breast Procedures,.,"2,978",.,"2,498",.,"2,559",918,.,.,.,.,"2,051",.,.,.,.,.,.,"11,006"
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,"5,522",.,.,.,.,.,.,.,.,.,.,.,.,"5,522"
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"4,467",.,.,.,.,.,"4,467"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"9,619",.,.,.,.,.,"9,619"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,863,.,.,"5,425",.,.,.,.,.,"6,288"
JB33C,Other Burn without Skin Procedure,.,"1,442",.,.,.,229,"3,379",.,.,.,"1,382",.,.,.,.,.,.,.,"6,433"
JC41Z,Major Skin Procedures,"13,453",.,.,.,.,.,.,.,.,.,817,.,"55,125",462,.,.,"1,298",.,"71,155"
JC42A,"Intermediate Skin Procedures, 13 years and over","71,584","14,571",.,"8,531","54,562","62,365","13,695","1,631","2,636","178,329","11,736","3,936","140,921","5,791","20,004","38,156","801,287","2,861","1,432,597"
JC42B,"Intermediate Skin Procedures, 12 years and under","1,391",.,.,.,.,820,.,.,.,.,.,.,"66,016",.,.,.,"30,410",.,"98,637"
JC43A,"Minor Skin Procedures, 13 years and over","232,647","281,765",.,"16,861","499,490","480,588","305,336","119,952","11,721","539,999","129,730","243,365","306,354","171,158","180,283","305,565","748,902","39,440","4,613,155"
JC43B,"Minor Skin Procedures, 12 years and under","7,131","1,173",.,.,"9,601","17,828","2,765","1,149",639,"1,529",.,.,"162,130","3,663","11,543",623,"45,157",159,"265,089"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",.,309,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,514
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,938,.,.,.,.,.,.,.,.,.,.,.,.,.,.,938
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",.,87,.,375,181,"2,879",.,.,.,552,.,.,.,.,.,.,"1,271",.,"5,344"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1","4,324",87,365,"1,622","7,231","17,040","2,180",.,639,.,"2,365",338,"12,291",405,.,289,"12,434","1,908","63,519"
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,729,.,.,.,.,.,.,.,.,.,.,.,.,729
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
KA05D,Anterior Pituitary Disorders with CC Score 0-1,339,.,.,.,.,"1,229",.,.,.,.,.,.,"1,440",.,.,.,.,.,"3,007"
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,116,.,"13,769",376,.,.,.,.,.,535,.,.,.,"2,192",.,"16,988"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,788,.,.,.,.,.,788
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,630,.,.,.,.,"2,458",.,.,.,.,.,.,"9,386",.,.,.,.,.,"12,474"
KA08C,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,844,"2,753",.,.,.,.,.,.,.,.,.,"1,393",.,"4,990"
KA09D,Thyroid Procedures with CC Score 2-3,.,"1,599",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599"
KA09E,Thyroid Procedures with CC Score 0-1,.,756,.,.,.,660,.,.,.,.,.,.,"2,122",.,.,.,933,.,"4,472"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,751,.,.,.,.,.,.,.,.,.,696,.,"1,447"
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,634,.,"1,229","3,004",.,.,.,.,.,.,.,.,.,757,.,"5,624"
KB04Z,Continuous Subcutaneous Insulin Infusion,.,233,.,.,.,.,376,.,.,.,.,.,.,.,.,.,696,.,"1,305"
KC04A,Inborn Errors of Metabolism with CC Score 3+,.,"10,778",.,972,.,"3,831","1,377",.,.,.,.,.,.,.,.,.,"11,944","2,518","31,419"
KC04B,Inborn Errors of Metabolism with CC Score 0-2,"236,843","32,257",.,"54,972","3,136","221,690","27,477",.,.,.,.,.,"192,955",.,.,.,"310,023","35,010","1,114,361"
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,"1,812",.,.,.,.,.,.,.,.,.,.,.,.,696,.,"2,508"
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","8,228",332,.,645,.,"2,350","1,377",.,.,552,.,.,.,.,.,.,.,.,"13,484"
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1","44,061",.,.,413,.,"3,205","56,259",.,.,"1,649",.,.,.,.,.,.,"2,089",.,"107,676"
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,332,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,448
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,986,.,527,.,.,.,.,.,.,.,.,.,.,.,.,"1,513"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,"3,248",.,"4,140","4,131",.,.,.,.,.,.,.,.,.,511,.,"12,030"
