HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"5,459",.,.,.,.,"5,459"
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",438,685,"1,620",.,.,.,.,.,687,.,714,.,"1,728",.,.,.,821,761
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
FZ90B,Abdominal Pain without Interventions,484,481,500,687,468,433,552,.,376,.,439,.,387,.,638,552,450,462
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,"6,254",.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,"3,656"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,584,.,.,.,.,.,.,.,.,.,.,.,"2,636",.,.,"1,610"
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",457,.,.,.,438,406,.,.,.,.,525,.,.,.,.,.,367,423
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",452,401,584,536,397,372,.,.,411,.,420,.,413,.,524,.,370,442
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",444,406,466,520,413,379,528,.,376,.,422,.,399,.,553,552,380,418
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",458,424,457,534,447,374,597,.,381,.,424,.,394,.,586,552,400,429
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",438,407,404,.,438,301,.,.,.,.,.,.,.,.,.,.,389,398
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",444,405,471,573,378,394,528,.,376,.,421,.,435,.,599,.,367,420
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",442,402,567,547,401,348,.,.,376,.,387,.,387,.,502,.,377,445
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",444,405,568,573,428,395,.,.,376,.,454,.,394,.,502,.,379,447
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"2,973",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,973"
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,"3,996",.,.,.,.,.,.,"3,996"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,301,.,.,.,.,.,.,.,.,.,.,.,301
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,"3,574",.,.,.,.,.,.,.,.,.,.,.,.,"3,574"
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,"6,303",358,.,.,.,.,.,.,"3,721",.,.,.,"1,347","3,090"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,"1,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,172"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,610",.,.,.,.,"2,610"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"2,597",.,.,.,.,"2,597"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","4,470",370,"1,946",.,"2,180","2,687",.,.,.,.,.,.,"2,670",.,.,.,"2,712","2,592"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+",.,.,.,.,.,"3,975",.,.,.,.,.,.,.,.,.,.,"2,712","3,133"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2","4,470",.,.,.,"3,013","4,892",.,.,.,.,.,.,.,.,.,.,.,"4,125"
GA11Z,Pancreatic Necrosectomy,.,.,.,.,.,.,.,.,.,.,"10,592",.,.,.,.,.,.,"10,592"
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,"1,528",.,.,.,.,"1,528"
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"2,817",.,.,.,.,.,.,.,.,.,"2,727",.,.,.,.,"2,750"
GB03C,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 8+",.,627,.,.,.,"4,870",.,.,.,.,.,.,"4,500",.,.,.,.,"3,333"
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,"3,135",.,"1,845",.,.,.,.,"2,006"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",438,"1,181",879,878,.,"1,401",.,.,.,.,.,.,"1,366",.,.,.,"1,303","1,177"
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",438,.,.,.,.,"1,264",.,.,.,.,"2,361",.,"1,238",.,.,.,.,"1,179"
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",871,.,810,.,"1,406",.,.,.,.,.,420,.,484,.,"2,563",.,.,966
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,"1,431",.,.,.,.,.,.,.,"2,349",.,.,.,.,.,"1,426","1,658"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,438,.,"1,923","1,412",.,.,.,.,.,.,"2,343",.,.,.,.,.,.,"1,649"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,438,.,.,.,.,.,.,.,998,.,"1,419",.,"2,246",.,.,.,"1,275","1,182"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,614,374,"1,475",.,"1,406",.,.,.,.,.,"1,458",.,.,.,.,.,"1,275","1,171"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,566,374,"1,932",454,.,.,.,.,"1,310",.,"1,533",.,"1,382",.,.,.,"1,363","1,209"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,611,384,"1,648",551,"1,406",301,.,.,"1,050",.,"1,591",.,"1,805",.,.,.,"1,335",963
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,604,"1,433","1,229",546,"1,167","1,554",.,.,"1,050",.,"1,174",.,"1,766",.,"3,299",.,"1,364","1,167"
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,"1,142",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,577","1,360"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,"1,142",.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,.,798
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,142","1,349","1,776",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,511"
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+",438,390,404,454,.,.,.,.,376,.,.,.,386,.,502,.,367,394
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",438,393,.,.,.,325,.,.,376,.,346,.,386,.,502,.,367,398
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,407,404,.,.,.,.,.,.,.,387,.,424,.,502,.,367,416
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",441,402,404,.,438,.,.,.,.,.,525,.,383,.,550,.,367,403
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",441,404,586,454,438,.,.,.,376,.,433,.,386,.,502,.,375,440
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",438,562,465,454,438,301,.,.,376,.,525,.,386,.,502,.,367,421
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,.,793,.,.,.,.,.,.,.,.,.,.,.,.,.,.,793
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,791
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",438,407,554,.,438,400,.,.,376,.,.,.,393,.,502,.,377,403
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",444,410,479,485,396,388,.,.,.,.,422,.,392,.,575,.,379,406
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",450,420,429,564,419,383,643,.,376,.,426,.,391,.,537,.,386,415
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",470,435,453,560,437,380,528,.,376,.,435,.,389,.,567,552,423,427
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,066","2,066"
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC","3,748",457,.,.,"3,486",.,.,.,.,.,.,.,.,.,.,.,"1,999","2,615"
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC",.,.,.,.,"4,559",.,.,.,.,.,.,.,.,.,.,.,"1,931","4,121"
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC","2,305",.,.,.,.,.,.,.,.,.,.,.,"3,335",.,.,.,"1,547","2,312"
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC","3,198",.,.,.,"3,144",.,.,.,.,.,.,.,.,.,.,.,.,"3,155"
HA13C,"Intermediate Hip Procedures for Trauma, without CC","2,305",.,.,.,"2,864",.,.,.,.,.,.,.,"3,625",.,.,.,"1,599","2,655"
HA14C,"Minor Hip Procedures for Trauma, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HA19Z,Minimal Hip Procedures for Trauma,"1,263",.,.,.,363,.,.,.,.,.,.,.,"1,610",.,.,.,817,"1,229"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC","2,535",.,.,.,"4,031",.,.,.,.,.,.,.,"2,864",.,.,.,.,"2,890"
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,804",.,.,.,.,"4,804"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC","2,189",.,.,.,"1,386",.,.,.,.,.,.,.,"2,575",.,.,.,.,"2,263"
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"2,316",.,.,.,.,"2,316"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC","2,156",.,.,.,"1,978",.,.,.,.,.,.,.,"2,899",.,.,.,.,"2,299"
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,863,.,.,.,"2,171","1,517"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,847,.,.,.,.,.,.,.,"6,088",.,.,.,.,"4,341"
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HA29Z,Minimal Knee Procedures for Trauma,878,.,.,.,.,.,.,.,687,.,.,.,"1,793",.,.,.,783,983
HA31B,"Major Foot Procedures for Trauma, with CC","2,477",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,477"
HA31C,"Major Foot Procedures for Trauma, without CC","2,853",.,.,.,"1,776",.,.,.,.,.,.,.,"2,600",.,.,.,"2,005","2,593"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2","3,406",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,171","3,230"
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1","1,859",.,.,.,"1,978",.,.,"2,273",.,.,.,.,"2,948",.,.,.,"1,670","2,012"
HA34Z,"Minor Foot Procedures for Trauma, Category 2","2,194",.,.,.,"2,926",.,.,.,.,.,.,.,"3,079",.,.,.,.,"2,783"
HA35Z,"Minor Foot Procedures for Trauma, Category 1","1,667",.,.,.,"1,103",.,.,.,.,.,.,.,.,.,.,.,956,"1,483"
HA39Z,Minimal Foot Procedures for Trauma,"1,412",.,.,.,.,.,.,.,687,.,.,.,.,.,.,.,.,"1,050"
HA51Z,"Major Hand Procedures for Trauma, Category 2","2,091",.,.,.,"2,551",.,.,.,.,.,.,.,"3,628",.,.,.,"2,148","2,223"
HA52Z,"Major Hand Procedures for Trauma, Category 1","2,305",.,.,.,"3,090",.,.,.,.,.,.,.,.,.,.,.,"1,851","1,980"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2","2,751",.,.,.,"2,470",.,.,.,.,.,.,.,.,.,.,.,"1,744","2,072"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,413","1,416"
HA55Z,"Minor Hand Procedures for Trauma, Category 2","2,901",.,.,"1,008","2,011",.,.,.,.,.,.,.,.,.,.,.,"1,461","1,529"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over","2,026",.,.,.,"2,226",.,.,.,.,.,.,.,"1,220",.,.,.,"1,590","1,907"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under","2,050",.,.,.,"2,130",.,.,.,.,.,.,.,"2,073",.,.,.,"1,458","1,867"
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,792,792
HA61B,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,012",.,.,.,.,"4,012"
HA61C,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC","3,331",.,.,.,"2,986",.,.,.,.,.,.,.,"3,703",.,.,.,"1,747","2,952"
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma","2,008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,008"
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma","1,734",457,.,.,"1,514",.,.,.,.,.,.,.,"1,463",.,.,.,"1,061","1,533"
HA69Z,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,673,.,.,.,687,.,.,.,.,.,.,.,.,680
HA71B,"Major, Elbow or Lower Arm Procedures for Trauma, with CC","2,305",.,.,.,"2,776",.,.,.,.,.,.,.,"3,144",.,.,.,"1,772","2,188"
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","2,736",.,.,.,"2,726",.,.,"2,601",.,.,.,.,"3,321",.,.,.,"1,804","2,825"
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma","2,127",.,.,.,"1,536",.,.,.,791,.,303,.,"1,855",.,.,.,"1,734","1,645"
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under","1,834",457,.,.,"1,352",.,.,.,.,.,.,.,"1,586",.,.,.,965,"1,490"
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over","1,859",457,.,.,"1,163",.,"1,538",.,791,.,301,.,"1,377",.,.,.,"1,339","1,207"
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma","1,263",.,.,.,.,.,.,"2,052",.,.,.,.,"1,315",.,.,.,.,"1,374"
HA81A,"Sprains, Strains or Minor Open Wounds, with Major CC",440,402,499,454,409,325,.,.,376,.,387,.,445,.,502,.,369,405
HA81B,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",472,418,631,573,507,355,528,.,376,.,411,.,465,.,"1,973",.,403,462
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",541,444,503,603,716,447,629,"1,796",376,.,330,.,433,.,726,.,598,509
HA83A,Head Injury with Major CC,438,413,527,454,369,333,528,.,.,.,295,.,436,.,.,.,361,412
HA83B,Head Injury with Intermediate CC,442,444,.,539,570,376,.,.,.,.,333,.,412,.,.,.,367,438
HA83C,Head Injury without CC,451,450,.,563,608,388,.,.,.,.,308,.,344,.,502,.,384,410
HA91Z,Hip Trauma Diagnosis without Procedure,508,406,536,541,409,367,528,608,376,360,387,.,479,407,635,.,388,456
HA92Z,Knee Trauma Diagnosis without Procedure,515,474,499,573,464,357,.,608,.,.,306,.,518,.,610,.,389,486
HA93Z,Foot Trauma Diagnosis without Procedure,510,417,536,543,591,301,.,608,373,.,346,.,521,.,647,.,383,488
HA94Z,Arm Trauma Diagnosis without Procedure,619,429,475,573,638,426,823,608,534,360,267,.,452,.,647,.,421,487
HA95Z,Hand Trauma Diagnosis without Procedure,548,443,.,454,575,348,.,.,376,.,388,.,522,.,647,.,557,526
HA96Z,Multiple Trauma Diagnoses without Procedure,519,411,404,.,622,349,.,.,.,.,.,.,453,.,.,.,370,445
HA97Z,Other Trauma Diagnosis without Procedure,451,433,459,553,559,380,.,.,376,.,400,.,444,.,575,552,366,452
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,006",.,.,.,.,"4,006"
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,475",.,.,.,.,"1,475"
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,931","1,931"
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,581",.,.,.,"5,564","2,909"
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,"3,584",.,.,.,.,.,.,.,"1,585",.,.,.,"1,233","1,909"
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC","1,575",.,.,.,"3,807",.,.,.,.,.,.,.,"3,347",.,.,.,"1,233","2,375"
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,"1,301",.,.,.,.,406,.,.,.,"1,233",980
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,407,.,.,.,.,.,"1,909",.,.,.,.,.,.,.,.,.,908
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC","2,752",.,.,.,.,.,.,.,.,.,.,.,"2,294",.,.,.,.,"2,523"
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,"3,439",.,.,.,.,.,.,.,.,"1,048","2,243"
HB19Z,Minimal Hip Procedures for Non-Trauma,521,.,.,.,.,.,.,"2,099",.,.,.,.,.,.,.,.,.,"1,310"
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",438,407,436,.,"1,678",.,.,.,.,.,.,.,"2,224",.,502,.,.,"1,130"
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC","2,305",407,.,.,"1,424",.,.,.,.,.,.,.,.,.,.,.,.,"1,492"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",438,407,462,454,"1,213",315,.,.,.,.,.,.,406,.,.,.,"1,275",485
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","1,149",405,.,.,474,.,.,714,.,.,242,.,531,.,.,.,.,555
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC","1,859",.,.,.,.,.,.,.,.,.,.,.,"5,187",.,.,.,.,"3,523"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,859",.,.,.,"1,295",.,.,.,.,.,.,.,"1,273",.,.,.,.,"1,479"
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC","1,859",.,.,.,"1,106",.,.,.,.,.,.,.,.,.,.,.,.,"1,483"
HB29Z,Minimal Knee Procedures for Non-Trauma,328,407,400,.,622,.,.,.,.,.,.,.,.,.,.,.,821,546
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","1,859",.,.,.,"1,260",.,.,.,.,.,.,.,.,.,.,.,.,"1,440"
HB34F,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,980",.,.,.,.,"1,980"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,949,.,.,.,.,.,.,.,.,.,.,.,.,949
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,406,.,.,.,.,406
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,515","1,515"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,"1,845",.,.,.,.,.,.,.,.,.,.,.,"1,423","1,468"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,"1,280",.,.,.,.,.,406,.,406,.,.,.,"1,314",944
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","1,710",407,.,.,"1,610",.,.,.,.,.,242,.,.,.,.,.,"1,723","1,445"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","1,412",.,.,.,925,.,.,.,.,.,.,.,.,.,.,.,"1,489","1,387"
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,"3,086",.,.,.,.,.,.,.,.,.,.,.,"1,847","2,467"
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,"1,770",.,.,.,.,.,.,.,.,.,.,.,.,"1,770"
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,407,.,.,620,301,.,714,.,.,.,.,.,.,.,.,.,532
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,400,.,.,.,.,.,.,.,.,.,"1,198",.,.,.,.,799
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","1,859",.,.,.,"1,290",.,.,.,.,.,.,.,.,.,.,.,.,"1,669"
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",438,.,.,.,"1,213",.,.,.,.,.,814,.,406,.,.,.,.,656
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,821,629
HB91Z,Other Non-Trauma Diagnosis without Procedure,503,439,404,573,477,395,.,608,.,.,.,.,437,.,.,.,506,482
HB99Z,Other Procedures for Non-Trauma,802,.,.,"1,517","1,474",.,.,714,.,.,.,.,.,.,.,.,"1,509","1,277"
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"9,081",.,.,.,.,"9,081"
HC02D,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"2,906",.,.,.,.,"2,906"
HC02E,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"5,059",.,.,.,.,"5,059"
HC02F,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"3,769",.,.,.,.,"3,769"
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"4,023",.,.,.,.,"4,023"
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"2,497",.,.,.,.,"2,497"
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,"4,106",.,.,.,.,.,.,.,.,.,"4,106"
HC06Z,Extradural Spine Minor 1,"1,412",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,412"
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"4,967",.,.,.,.,"4,967"
HC07B,Intradural Spine Major with CC Score 0-2,.,407,.,.,.,.,.,.,.,.,.,.,"5,979",.,.,.,.,"5,183"
HC11Z,Intradural Spine Minor 2,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
HC12Z,Intradural Spine Minor 1,454,414,400,475,407,330,"1,134",.,843,.,492,.,454,.,511,.,"1,048",537
HC20D,"Vertebral Column Injury without Procedure, with CC Score 6+",438,401,.,.,.,.,.,.,.,.,.,.,386,.,502,.,367,390
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5",438,405,461,454,327,419,.,.,.,.,.,.,454,.,.,.,371,418
HC20F,"Vertebral Column Injury without Procedure, with CC Score 1-2",495,406,404,454,570,.,.,.,376,.,306,.,541,.,538,.,367,474
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0",519,442,.,573,866,395,.,608,.,.,306,.,481,.,647,.,389,579
HC21D,"Spinal Cord Injury without Procedure, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,387,.,.,.,.,.,367,380
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",519,407,404,.,.,.,.,.,.,.,.,.,509,.,.,.,367,440
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",438,.,404,.,374,.,.,.,.,.,.,.,520,.,.,.,.,443
HC27E,Degenerative Spinal Conditions with CC Score 6-8,438,.,404,.,327,301,.,.,376,.,.,.,386,.,502,.,367,383
HC27F,Degenerative Spinal Conditions with CC Score 3-5,455,408,433,500,333,.,528,.,376,.,413,.,460,.,502,552,367,419
HC27G,Degenerative Spinal Conditions with CC Score 0-2,472,439,436,480,814,425,571,.,376,.,350,.,478,.,560,552,381,517
