HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
VA10A,172,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"10,199",.,.,.,.,"10,199"
VA10A,180,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,"7,764",.,.,"8,943",.,.,.,.,.,.,"3,159",.,.,.,.,"19,867"
VA10A,300,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","1,753","8,539",.,"2,721","3,921","7,532",.,.,.,.,.,"3,471",.,"3,013",.,"5,869","36,819"
VA10A,301,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
VA10A,420,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,"1,219",.,.,.,"1,467",.,.,.,.,.,"4,398",.,.,.,.,"7,083"
VA10A,430,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,"9,261","2,404",.,.,"5,978",.,.,.,"6,473",.,"9,799","4,886",.,.,"3,581","42,382"
VA10A,501,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,"4,051",.,.,.,.,.,.,.,.,.,.,"4,051"
VA10B,100,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","10,050","28,385",928,"26,908","17,961","13,501",.,.,.,.,.,"1,369",.,"54,359",.,"16,363","169,823"
VA10B,110,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","43,109",.,.,.,"26,158",.,.,"29,812",.,.,.,"118,515",.,.,.,"37,665","255,259"
VA10B,150,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"2,149",.,.,.,.,"2,149"
VA10B,171,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"3,996",.,.,.,.,"3,996"
VA10B,172,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"19,806",.,.,.,.,"19,806"
VA10B,180,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,913,.,.,"1,789",.,.,.,.,.,.,527,.,.,.,.,"3,229"
VA10B,300,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","10,519","32,122",.,"7,257","23,526","10,846","11,078",.,"7,827",.,734,"7,876",.,"5,021",.,"4,768","121,576"
VA10B,430,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","4,788","10,002","12,811",.,"7,613","31,299","9,880",.,"24,033","31,289","2,787","13,978","3,664","18,669",.,"7,759","178,571"
VA10C,100,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","42,330","27,934",.,"30,343","43,455","37,218",.,.,.,.,.,"17,881",.,"90,614",.,"9,090","298,866"
VA10C,101,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,"2,518",.,.,.,.,.,.,.,.,.,.,.,"2,518"
VA10C,110,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","21,295",.,.,.,"17,190",.,.,"24,656",.,.,.,"195,140",.,.,.,"51,645","309,925"
VA10C,140,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,568","15,568"
VA10C,150,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"29,801",.,.,.,.,"29,801"
VA10C,170,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"10,218",.,.,.,.,"10,218"
VA10C,171,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"14,515",.,.,.,.,"14,515"
VA10C,172,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"42,633",.,.,.,.,"42,633"
VA10C,180,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,913,.,.,"8,048",.,.,.,.,.,.,.,.,.,.,.,"8,962"
VA10C,300,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","9,204","44,727",.,"19,504","19,932","16,872","17,935",.,"9,395",.,.,"27,151",.,.,.,"20,540","185,261"
VA10C,320,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,"6,756",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,756"
VA10C,400,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"7,833",.,.,.,.,"7,833"
VA10C,420,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"4,398",.,.,.,.,"4,398"
VA10C,430,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","13,629","14,447","4,046",.,"15,588","28,134","30,462",.,"19,755","68,691",.,"15,807","28,908","41,845",.,"28,350","309,661"
VA10D,100,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","4,415",.,.,"8,015","20,151","17,490",.,.,.,.,.,"9,279",.,.,.,"4,545","63,895"
VA10D,110,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","18,179",.,.,.,"2,990",.,.,"9,682",.,.,.,"110,325",.,.,.,"28,425","169,600"
VA10D,140,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,593","3,593"
VA10D,150,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"13,870",.,.,.,.,"13,870"
VA10D,170,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"1,981",.,.,.,.,"1,981"
VA10D,172,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"23,625",.,.,.,.,"23,625"
VA10D,300,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","7,451","3,253","8,431","16,329","4,575",.,"2,110",.,"1,439",.,.,"6,388",.,.,.,"8,803","58,777"
VA10D,320,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,.,.,.,.,848,.,.,.,.,.,848
VA10D,430,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","8,840","1,111","11,287",.,"12,325","25,321","7,410",.,"60,983","85,234",.,"4,833","33,794",.,.,"57,448","308,585"
VA11A,100,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8","2,055","1,356",.,.,.,.,.,.,.,.,.,.,.,"5,919",.,.,"9,330"
VA11A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8","17,158",.,.,.,"10,731",.,.,.,.,.,.,"10,173",.,.,.,"21,385","59,447"
VA11A,140,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,834","4,834"
VA11A,150,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,"11,570",.,.,.,.,"11,570"
VA11A,172,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,"5,064",.,.,.,.,"5,064"
VA11A,180,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,"5,366",.,.,.,.,.,.,.,.,.,.,.,"5,366"
VA11A,300,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,.,603,.,.,.,.,.,.,.,.,.,"2,148","2,751"
VA11B,100,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,"4,971",.,.,.,"2,699",.,.,.,.,.,.,.,.,.,.,"7,671"
VA11B,110,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8","5,048",.,.,.,"11,667",.,.,.,.,.,.,"26,949",.,.,.,"8,089","51,753"
VA11B,160,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,659","1,659"
VA11B,172,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,"7,399",.,.,.,.,"7,399"
VA11B,300,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,"1,506",.,.,"4,225",.,.,.,.,.,.,.,"5,731"
VA11B,430,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,"8,440",.,.,.,.,.,.,.,.,.,.,"8,440"
VA11C,100,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8","5,823","3,462",.,.,.,.,.,.,.,.,.,.,.,"5,872",.,.,"15,157"
VA11C,110,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8","6,606",.,.,.,"17,898",.,.,"13,485",.,.,.,"32,509",.,.,.,"4,052","74,550"
VA11C,172,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,"1,220",.,.,.,.,"1,220"
VA11C,300,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",.,.,.,.,.,.,.,.,"1,594",.,.,.,.,.,.,.,"1,594"
VA11D,100,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",.,.,.,"21,756",.,.,.,.,.,.,"2,038",.,.,.,.,.,"23,794"
VA11D,110,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8","9,130",.,.,.,.,.,.,.,.,.,.,"32,967",.,.,.,.,"42,097"
VA11D,171,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,"6,376",.,.,.,.,"6,376"
VA11D,340,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,"13,258",.,.,.,.,"13,258"
VA11D,430,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",.,.,.,.,.,.,.,.,"13,583",.,.,.,.,.,.,.,"13,583"
VA12A,100,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",.,.,.,"10,613","3,971",.,.,.,.,.,.,"8,408",.,"4,562",.,.,"27,554"
VA12A,101,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","7,890",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,890"
VA12A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","97,959",.,.,.,"87,032",.,.,.,.,.,.,"251,526",.,.,.,"74,067","510,585"
VA12A,140,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,243","3,243"
VA12A,150,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"7,151",.,.,.,.,"7,151"
VA12A,160,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,975","17,975"
VA12B,100,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,"3,028",.,.,.,.,.,.,.,.,.,.,.,"1,787","4,814"
VA12B,110,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18","98,701",.,.,.,"40,652",.,.,.,.,.,.,"207,686",.,.,.,"36,669","383,707"
VA12B,140,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,283","8,283"
VA12B,150,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"7,738",.,.,.,.,"7,738"
VA12B,172,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"8,156",.,.,.,.,"8,156"
VA12B,180,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"3,947",.,.,.,.,"3,947"
VA12C,110,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18","78,444",.,.,.,"39,443",.,.,.,.,.,.,"372,435",.,.,.,"113,462","603,785"
VA12C,140,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18","5,577",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,747","15,324"
VA12C,150,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"26,969",.,.,.,.,"26,969"
VA12C,300,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18","1,315",.,.,.,.,603,.,.,.,.,.,.,.,.,.,.,"1,917"
VA12C,340,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"4,501",.,.,.,.,"4,501"
VA12D,110,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18","47,776",.,.,.,"29,535",.,.,.,.,.,.,"80,276",.,.,.,"40,628","198,216"
VA12D,150,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"10,399",.,.,.,.,"10,399"
VA13A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29","35,505",.,.,.,"4,712",.,.,.,.,.,.,"73,824",.,.,.,"9,906","123,947"
VA13A,160,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,222","4,222"
VA13B,110,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29","16,097",.,.,.,"5,653",.,.,.,.,.,.,"95,191",.,.,.,"6,393","123,334"
VA13B,140,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,107","2,107"
VA13C,110,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29","17,162",.,.,.,"9,092",.,.,.,.,.,.,"86,733",.,.,.,"20,878","133,864"
VA13C,140,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,192","5,192"
VA13D,110,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,"29,935",.,.,.,"9,371","39,306"
VA13D,150,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,"11,834",.,.,.,.,"11,834"
VA14A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,527","3,527"
VA14A,160,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,987","13,987"
VA14B,110,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44","6,460",.,.,.,.,.,.,.,.,.,.,"28,441",.,.,.,"2,434","37,335"
VA14D,110,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,"10,467",.,.,.,.,"10,467"
VA15A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,125","12,125"
VA15B,160,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,727","9,727"
VA15C,110,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,"20,132",.,.,.,.,"20,132"
VA15D,110,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,"108,365",.,.,.,.,"108,365"
VA15D,140,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45","4,963",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,963"
WA01W,300,"Manifestations of HIV or AIDS, with CC Score of 1+",.,.,.,.,"1,634",.,.,.,.,.,.,.,.,.,.,.,"1,634"
WA02Z,300,Disorders of Immunity without HIV or AIDS,.,"3,253",.,.,.,.,.,.,.,.,.,.,.,"1,506",.,.,"4,759"
WA03A,100,Septicaemia with CC Score 4+,.,"4,971",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,971"
WA03A,300,Septicaemia with CC Score 4+,.,"13,905",.,"2,721","28,428",.,"12,537",.,"6,012",.,.,.,.,.,.,"25,267","88,871"
WA03A,301,Septicaemia with CC Score 4+,.,"16,446",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,446"
WA03A,303,Septicaemia with CC Score 4+,"14,430",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,430"
WA03A,320,Septicaemia with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"19,575",.,"10,391",.,.,"29,966"
WA03A,340,Septicaemia with CC Score 4+,.,.,835,.,.,.,.,.,.,.,.,.,.,.,.,.,835
WA03A,350,Septicaemia with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"5,442",.,.,.,.,"5,442"
WA03A,430,Septicaemia with CC Score 4+,.,.,880,.,.,.,.,.,"3,293","7,552",.,.,"3,257","63,733",.,"1,492","80,207"
WA03B,100,Septicaemia with CC Score 2-3,.,.,.,.,"24,094","5,631",.,.,.,.,.,715,.,.,.,"4,529","34,970"
WA03B,101,Septicaemia with CC Score 2-3,.,.,"10,358",.,"4,616",.,.,.,.,.,.,.,.,.,.,.,"14,974"
WA03B,120,Septicaemia with CC Score 2-3,"11,331",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,331"
WA03B,300,Septicaemia with CC Score 2-3,"39,885","57,738","8,878","37,193","66,985","28,020","30,675",.,"33,380",.,.,"33,528",.,"52,588",.,"74,099","462,970"
WA03B,301,Septicaemia with CC Score 2-3,.,"6,354",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,354"
WA03B,302,Septicaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"10,935",.,.,.,.,"10,935"
WA03B,303,Septicaemia with CC Score 2-3,"23,309","35,361","11,408",.,.,.,.,.,.,.,.,.,.,.,.,.,"70,078"
WA03B,320,Septicaemia with CC Score 2-3,.,.,.,"11,486",.,.,.,.,"1,311",.,.,.,.,.,.,.,"12,797"
WA03B,340,Septicaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,707",.,.,.,.,"1,707"
WA03B,350,Septicaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"6,177",.,.,.,.,"6,177"
WA03B,360,Septicaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"11,866",.,.,.,.,"11,866"
WA03B,361,Septicaemia with CC Score 2-3,"10,941",.,"13,897",.,.,"4,913",.,.,.,.,.,.,.,.,.,.,"29,750"
WA03B,370,Septicaemia with CC Score 2-3,.,.,"25,466",.,.,.,.,.,.,.,.,.,.,.,.,.,"25,466"
WA03B,430,Septicaemia with CC Score 2-3,"4,420","4,816","2,404",.,"26,100",.,"1,647",.,.,"7,552",.,.,"17,508","2,575",.,"21,486","88,508"
WA03B,502,Septicaemia with CC Score 2-3,.,.,.,.,.,"7,949",.,.,.,.,.,.,.,.,.,.,"7,949"
WA03B,823,Septicaemia with CC Score 2-3,.,.,.,.,"18,452",.,.,.,.,.,.,.,.,.,.,.,"18,452"
WA03C,100,Septicaemia with CC Score 0-1,"21,928","13,559","23,486","37,213","4,819","30,653",.,.,.,.,.,"13,120",.,.,.,"9,999","154,776"
WA03C,101,Septicaemia with CC Score 0-1,"4,519",.,"6,869",.,"4,196",.,.,.,.,.,.,.,.,.,.,"5,776","21,360"
WA03C,120,Septicaemia with CC Score 0-1,"5,030",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,030"
WA03C,180,Septicaemia with CC Score 0-1,.,"2,284",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,284"
WA03C,300,Septicaemia with CC Score 0-1,"208,630","238,974","33,598","25,400","159,457","103,642","42,729",.,"27,378",.,"14,418","89,383",.,"112,481",.,"191,298","1,247,387"
WA03C,301,Septicaemia with CC Score 0-1,.,"22,800",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"22,800"
WA03C,302,Septicaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"15,177",.,.,.,.,"15,177"
WA03C,303,Septicaemia with CC Score 0-1,"74,368","94,210","83,566",.,.,.,.,.,.,.,.,.,.,.,.,.,"252,144"
WA03C,320,Septicaemia with CC Score 0-1,.,"6,756",.,"1,641","4,620","3,213",.,.,.,.,.,"8,150",.,"3,997",.,"15,313","43,690"
WA03C,330,Septicaemia with CC Score 0-1,.,.,"5,119",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,119"
WA03C,340,Septicaemia with CC Score 0-1,.,.,"19,094",.,.,.,.,.,.,.,.,"21,559",.,.,.,.,"40,652"
WA03C,350,Septicaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"32,661",.,.,.,.,"32,661"
WA03C,361,Septicaemia with CC Score 0-1,.,"13,700","14,401",.,.,"11,053",.,.,.,.,.,.,.,.,.,"6,132","45,286"
WA03C,370,Septicaemia with CC Score 0-1,.,.,"199,816",.,.,.,.,.,.,.,.,.,.,.,.,.,"199,816"
WA03C,410,Septicaemia with CC Score 0-1,.,.,.,.,.,.,.,"3,578",.,.,.,.,.,.,.,.,"3,578"
WA03C,430,Septicaemia with CC Score 0-1,"44,937","35,561","23,307",.,"53,288","12,660",.,.,.,"29,131","1,340","17,527","5,700","37,982",.,"38,319","299,752"
WA03C,502,Septicaemia with CC Score 0-1,.,.,.,"3,971","2,189",.,.,.,.,.,.,.,.,.,.,"5,440","11,601"
WA03C,823,Septicaemia with CC Score 0-1,.,.,.,.,"60,629",.,.,.,.,.,.,.,.,.,.,.,"60,629"
WA04Z,100,Acute Febrile Illness with length of stay 4 days or less,.,.,.,.,.,.,.,.,.,.,.,"1,369",.,.,.,.,"1,369"
WA04Z,110,Acute Febrile Illness with length of stay 4 days or less,"1,039",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,039"
WA04Z,300,Acute Febrile Illness with length of stay 4 days or less,"23,668","16,671","1,551",.,"4,575",904,"2,110",.,"3,382",.,"1,081","3,196",.,"4,017",.,"14,392","75,546"
WA04Z,303,Acute Febrile Illness with length of stay 4 days or less,.,"2,143","6,949",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,092"
WA04Z,320,Acute Febrile Illness with length of stay 4 days or less,"1,378",.,.,.,.,.,.,.,.,.,.,"1,072",.,"2,398",.,.,"4,847"
WA04Z,350,Acute Febrile Illness with length of stay 4 days or less,.,.,.,.,.,.,.,.,.,.,.,"5,008",.,.,.,.,"5,008"
WA04Z,360,Acute Febrile Illness with length of stay 4 days or less,.,.,.,.,.,.,.,.,.,.,.,"2,372",.,.,.,.,"2,372"
WA04Z,361,Acute Febrile Illness with length of stay 4 days or less,"1,042",.,.,.,.,819,.,.,.,.,.,.,.,.,.,.,"1,861"
WA04Z,370,Acute Febrile Illness with length of stay 4 days or less,.,.,"3,301",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,301"
WA04Z,430,Acute Febrile Illness with length of stay 4 days or less,.,.,.,.,"1,088",.,.,.,.,.,.,.,"2,850",.,.,.,"3,938"
WA04Z,501,Acute Febrile Illness with length of stay 4 days or less,.,"1,910",.,.,.,.,.,.,.,.,.,"2,369",.,.,.,.,"4,280"
WA04Z,502,Acute Febrile Illness with length of stay 4 days or less,.,.,.,"3,177","2,919",.,.,.,.,.,.,.,.,"1,351",.,.,"7,447"
WA04Z,823,Acute Febrile Illness with length of stay 4 days or less,.,.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,"1,318"
WA05Z,100,Pyrexia of Unknown Origin with length of stay 5 days or more,.,.,.,.,"2,628",.,.,.,.,.,.,.,.,"9,707",.,"4,091","16,426"
WA05Z,110,Pyrexia of Unknown Origin with length of stay 5 days or more,"14,023",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,023"
WA05Z,300,Pyrexia of Unknown Origin with length of stay 5 days or more,"71,881","35,782","7,306","9,525","29,081","4,519","29,541",.,.,.,"2,138",.,.,"4,017",.,"26,776","220,565"
WA05Z,301,Pyrexia of Unknown Origin with length of stay 5 days or more,.,"3,364",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,364"
WA05Z,303,Pyrexia of Unknown Origin with length of stay 5 days or more,"3,885","1,786","16,218",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,889"
WA05Z,320,Pyrexia of Unknown Origin with length of stay 5 days or more,"8,266",.,"4,720",.,.,.,"3,504",.,.,.,.,.,.,.,.,"13,946","30,436"
WA05Z,340,Pyrexia of Unknown Origin with length of stay 5 days or more,.,.,"3,727",.,.,.,.,.,.,.,.,"2,404",.,.,.,.,"6,130"
WA05Z,350,Pyrexia of Unknown Origin with length of stay 5 days or more,.,.,.,.,.,.,.,.,.,.,.,"7,646",.,.,.,.,"7,646"
WA05Z,361,Pyrexia of Unknown Origin with length of stay 5 days or more,.,"2,652","2,846",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,498"
WA05Z,370,Pyrexia of Unknown Origin with length of stay 5 days or more,.,.,"2,594",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,594"
WA05Z,430,Pyrexia of Unknown Origin with length of stay 5 days or more,"1,842",.,.,.,"7,975",.,.,.,.,"10,789",.,.,"4,072",.,.,"8,657","33,334"
WA06A,300,Other Viral Illness with CC Score 2+,.,"2,033",.,"4,989","4,575",.,"5,275",.,"4,134",.,"2,122","6,113",.,"1,004",.,.,"30,246"
WA06A,303,Other Viral Illness with CC Score 2+,"2,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,220"
WA06A,350,Other Viral Illness with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"8,420",.,.,.,.,"8,420"
WA06A,430,Other Viral Illness with CC Score 2+,.,"1,111",.,.,.,.,.,.,"5,488",.,.,.,.,.,.,.,"6,599"
WA06B,100,Other Viral Illness with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"4,187",.,.,.,.,"4,187"
WA06B,120,Other Viral Illness with CC Score 1,"2,158",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,158"
WA06B,300,Other Viral Illness with CC Score 1,"5,698","10,165","1,955","2,721","12,090","3,314","6,858",.,"2,630",.,"6,744","6,653",.,.,.,"4,768","63,597"
WA06B,303,Other Viral Illness with CC Score 1,"8,880",.,"2,851",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,731"
WA06B,320,Other Viral Illness with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,796",.,"2,735","7,531"
WA06B,330,Other Viral Illness with CC Score 1,.,.,"2,597",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,597"
WA06B,340,Other Viral Illness with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"1,532",.,.,.,.,"1,532"
WA06B,361,Other Viral Illness with CC Score 1,.,.,.,.,.,"2,456",.,.,.,.,.,.,.,.,.,"3,449","5,906"
WA06B,430,Other Viral Illness with CC Score 1,.,.,.,.,"2,175",.,.,.,.,.,"4,888",.,.,.,.,"2,686","9,749"
WA06C,100,Other Viral Illness with CC Score 0,.,"2,712",.,.,"3,066","1,140",.,.,.,.,.,715,.,.,.,.,"7,633"
