HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
PD14E,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,738
PD14E,501,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,"1,128",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,128"
PD14F,100,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",457,.,.,.,438,395,.,.,.,.,.,.,388,.,.,.,.,420
PD14F,120,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,684",.,.,.,.,"1,684"
PD14F,180,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,457,.,.,.,.,.,.,.,.,225,.,306,.,.,.,.,323
PD14F,300,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",438,407,.,454,.,301,528,.,.,.,305,.,386,.,502,.,367,416
PD14F,340,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
PD14F,350,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PD14F,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,721
PD15A,420,Paediatric Acute Bronchiolitis with CC Score 5+,.,609,.,.,867,.,.,.,.,.,.,.,752,.,"1,000",.,.,773
PD15B,420,Paediatric Acute Bronchiolitis with CC Score 2-4,762,.,.,.,867,734,.,.,.,.,.,433,752,.,.,.,541,744
PD15C,420,Paediatric Acute Bronchiolitis with CC Score 1,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,710
PD15D,350,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PD15D,420,Paediatric Acute Bronchiolitis with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,710
PD65A,320,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,611,.,.,.,.,611
PD65A,420,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,762,.,.,.,867,.,.,.,.,.,.,433,752,.,.,.,541,717
PD65B,300,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
PD65B,420,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,762,609,.,720,867,734,.,.,.,.,.,.,752,.,.,.,541,720
PD65C,420,Paediatric Upper Respiratory Tract Disorders with CC Score 1,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,750
PD65D,100,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,455,453
PD65D,120,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,819,.,.,.,.,.,.,.,.,.,.,.,.,819
PD65D,171,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PD65D,420,Paediatric Upper Respiratory Tract Disorders with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,695
PE23B,420,Paediatric Cardiac Conditions with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,752
PE23C,320,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,"1,030",.,.,.,.,"1,030"
PE23C,420,Paediatric Cardiac Conditions with CC Score 6-9,762,.,.,.,.,734,.,.,.,.,.,.,.,.,.,.,.,748
PE23D,300,Paediatric Cardiac Conditions with CC Score 3-5,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,.,.,404
PE23D,320,Paediatric Cardiac Conditions with CC Score 3-5,.,422,.,.,.,.,.,.,.,.,.,.,"1,030",.,.,.,.,878
PE23D,420,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,867
PE23E,160,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,490,490
PE23E,300,Paediatric Cardiac Conditions with CC Score 1-2,.,.,404,.,327,.,.,.,.,.,.,.,.,.,.,.,367,366
PE23E,320,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,385,.,.,.,.,.,.,.,960,.,.,.,456,825
PE23E,361,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,882,.,.,.,.,882
PE23E,420,Paediatric Cardiac Conditions with CC Score 1-2,762,.,.,720,867,.,.,.,.,.,.,433,752,.,"1,000",.,541,774
PE23F,180,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
PE23F,300,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,327,.,.,.,.,.,.,.,386,.,.,.,.,356
PE23F,320,Paediatric Cardiac Conditions with CC Score 0,.,.,955,.,.,.,701,.,.,.,453,.,890,.,.,552,.,762
PE23F,340,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
PE23F,420,Paediatric Cardiac Conditions with CC Score 0,762,609,.,720,.,734,.,.,.,.,.,.,752,.,"1,000",.,541,661
PE24A,300,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",.,407,404,.,.,.,.,.,.,.,305,.,.,.,.,.,367,371
PE24A,320,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",689,.,.,.,.,.,.,.,.,.,453,.,.,.,.,552,728,584
PE24A,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",762,609,.,.,867,734,.,.,.,.,.,.,752,.,.,.,541,736
PE24A,430,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370
PE24B,300,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",438,.,404,.,.,.,528,.,.,.,.,.,.,.,.,.,.,452
PE24B,320,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",689,422,.,547,.,.,.,.,.,.,.,.,"1,030",.,.,552,.,648
PE24B,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",762,.,.,.,867,734,.,.,.,.,.,.,.,.,"1,000",.,541,791
PE24C,300,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,327,.,.,.,.,.,387,.,.,.,502,.,367,409
PE24C,320,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",689,422,568,.,385,.,.,.,.,.,453,.,821,.,.,552,.,549
PE24C,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",762,609,.,720,.,.,.,.,.,.,.,433,.,.,"1,000",.,541,741
PE24C,430,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,.,.,388
PE62A,180,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,225,.,.,.,.,.,.,225
PE62A,300,"Paediatric Syncope and Collapse, with CC Score 2+",438,.,.,454,327,.,.,.,376,.,.,.,386,.,.,.,367,377
PE62A,302,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
PE62A,320,"Paediatric Syncope and Collapse, with CC Score 2+",.,422,.,.,385,.,.,.,.,.,.,.,611,.,.,.,.,490
PE62A,420,"Paediatric Syncope and Collapse, with CC Score 2+",762,609,.,720,867,734,.,.,.,.,.,.,752,.,"1,000",.,541,720
PE62B,100,"Paediatric Syncope and Collapse, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,388
PE62B,180,"Paediatric Syncope and Collapse, with CC Score 1",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PE62B,300,"Paediatric Syncope and Collapse, with CC Score 1",438,407,.,.,.,.,528,.,376,.,.,.,386,.,.,.,367,410
PE62B,320,"Paediatric Syncope and Collapse, with CC Score 1",.,.,568,547,385,358,.,.,.,.,453,.,611,.,.,.,.,496
PE62B,420,"Paediatric Syncope and Collapse, with CC Score 1",762,609,.,720,867,734,.,.,.,.,.,433,752,.,.,.,541,666
PE62B,430,"Paediatric Syncope and Collapse, with CC Score 1",.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370
PE62C,180,"Paediatric Syncope and Collapse, with CC Score 0",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PE62C,300,"Paediatric Syncope and Collapse, with CC Score 0",438,407,.,454,327,301,528,.,.,.,387,.,386,.,502,.,367,397
PE62C,320,"Paediatric Syncope and Collapse, with CC Score 0",689,422,568,547,.,.,.,.,.,.,453,.,611,.,.,552,456,541
PE62C,420,"Paediatric Syncope and Collapse, with CC Score 0",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,704
PE62C,501,"Paediatric Syncope and Collapse, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,479,.,.,.,.,479
PF21A,100,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",457,.,.,.,438,395,.,.,.,.,525,.,388,.,647,.,.,468
PF21A,180,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
PF21A,300,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",438,.,.,.,.,301,528,.,.,.,387,.,386,.,.,.,367,404
PF21A,301,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
PF21A,350,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF21A,361,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,882,.,.,.,.,882
PF21A,420,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,736
PF21B,100,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",457,452,532,.,438,395,.,.,.,.,.,.,388,.,647,.,455,482
PF21B,120,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,540
PF21B,171,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF21B,300,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",438,407,.,.,.,301,.,.,.,.,348,.,386,.,.,.,367,384
PF21B,350,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF21B,420,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,734
PF21B,501,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",.,.,.,.,.,"1,013",.,.,.,.,.,.,.,.,.,.,.,"1,013"
PF25A,171,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF25C,100,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,388,.,.,.,455,421
PF25C,420,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,734,.,.,.,.,.,.,752,.,.,.,541,578
PF25D,100,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,457,.,.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,416
PF25D,300,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
PF25D,420,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,609,.,.,867,.,.,.,.,.,.,.,752,.,.,.,541,684
PF25E,100,Paediatric Major Gastrointestinal Disorders with CC Score 0,457,.,.,.,438,395,.,.,.,.,525,.,388,.,647,.,.,429
PF25E,300,Paediatric Major Gastrointestinal Disorders with CC Score 0,438,.,404,.,.,.,.,.,.,.,.,.,386,.,502,.,.,417
PF25E,420,Paediatric Major Gastrointestinal Disorders with CC Score 0,762,609,.,720,.,734,.,.,.,.,.,.,752,.,"1,000",.,541,690
PF26A,171,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF26A,300,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
PF26A,361,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,842,.,.,.,.,842
PF26A,420,Paediatric Other Gastrointestinal Disorders with CC Score 4+,762,609,.,.,867,.,.,.,.,.,.,433,752,.,.,.,541,664
PF26B,100,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,457,452,.,.,.,395,.,.,.,.,525,.,388,.,647,.,455,462
PF26B,120,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,378,.,.,.,.,.,.,.,.,.,.,.,.,378
PF26B,171,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF26B,180,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
PF26B,300,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,438,407,404,.,327,301,.,.,376,.,305,.,383,.,502,.,367,392
PF26B,301,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
PF26B,340,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,465
PF26B,420,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,708
PF26C,100,Paediatric Other Gastrointestinal Disorders with CC Score 0,457,452,.,573,438,395,.,.,.,.,525,.,388,.,647,.,455,512
PF26C,120,Paediatric Other Gastrointestinal Disorders with CC Score 0,540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,540
PF26C,171,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF26C,180,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,457,.,.,894,.,.,.,.,.,225,.,.,.,.,.,.,525
PF26C,300,Paediatric Other Gastrointestinal Disorders with CC Score 0,438,.,404,.,.,.,.,.,.,.,.,.,386,.,502,.,367,398
PF26C,350,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF26C,420,Paediatric Other Gastrointestinal Disorders with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,710
PF27A,100,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,388
PF27A,300,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,404,.,327,.,.,.,.,.,.,.,386,.,.,.,367,375
PF27A,420,Paediatric Inflammatory Bowel Disease with CC Score 1+,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PF27B,100,Paediatric Inflammatory Bowel Disease with CC Score 0,.,.,.,573,.,.,.,.,.,.,.,.,388,.,647,.,.,536
PF27B,300,Paediatric Inflammatory Bowel Disease with CC Score 0,438,407,404,454,.,.,.,.,376,.,.,.,386,.,.,.,367,397
PF27B,420,Paediatric Inflammatory Bowel Disease with CC Score 0,762,609,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,856
PF28A,350,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF28A,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",762,.,.,720,867,.,.,.,.,.,.,.,.,.,.,.,.,778
PF28B,350,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF28B,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5",762,609,.,.,867,734,.,.,.,.,.,.,752,.,.,.,541,677
PF28C,100,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PF28C,171,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF28C,300,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,367,347
PF28C,350,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF28C,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,686
PF28D,100,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PF28D,300,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",438,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,412
PF28D,350,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF28D,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,668
PF28E,100,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",457,.,.,.,438,395,.,.,.,.,.,.,.,.,.,.,.,445
PF28E,120,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,450,.,.,378,.,.,.,.,.,.,.,820,.,.,.,.,549
PF28E,300,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,407,.,.,327,.,.,.,.,.,.,.,386,.,502,.,367,393
PF28E,350,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PF28E,361,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,882,.,.,.,.,882
PF28E,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,718
PF28E,421,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
PF28E,502,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,544,544
PG71A,100,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,452,532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,492
PG71A,300,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
PG71A,420,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,752
PG71B,100,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
PG71C,100,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,452,.,.,438,.,.,.,.,.,525,.,388,.,647,.,.,469
PG71C,300,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,407,404,.,.,.,.,.,.,.,.,.,386,.,.,.,.,399
PG71C,420,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,867,.,.,.,.,.,.,.,.,.,"1,000",.,541,737
PH34A,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,519
PH34A,300,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
PH34A,320,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"1,030",.,.,.,.,"1,030"
PH34A,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",762,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,789
PH34B,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",519,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,.,603
PH34B,300,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",438,407,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,449
PH34B,320,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,611,.,.,.,.,611
PH34B,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,609,.,720,867,734,.,.,.,.,.,.,.,.,.,.,541,670
PH34C,100,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",457,.,.,573,.,.,.,.,.,.,.,.,388,.,647,.,.,516
PH34C,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,374,.,.,608,.,.,.,.,661,.,.,.,400,565
PH34C,180,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,225,.,.,.,.,.,.,225
PH34C,300,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,407,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,353
PH34C,410,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,395
PH34C,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,679
PH34D,100,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PH34D,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",519,.,.,.,"1,768",.,.,821,.,.,.,.,819,.,.,.,.,892
PH34D,160,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,942,942
PH34D,180,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,457,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,381
PH34D,300,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,407,.,.,.,.,.,.,.,.,.,.,386,.,502,.,.,411
PH34D,350,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PH34D,410,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,395
PH34D,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,664
PH34D,502,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,544,544
PJ35A,420,Paediatric Skin Disorders with CC Score 4+,762,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,756
PJ35B,101,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385,385
PJ35B,300,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
PJ35B,350,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PJ35B,420,Paediatric Skin Disorders with CC Score 2-3,762,609,.,720,867,734,.,.,.,.,.,.,.,.,.,.,.,764
PJ35C,300,Paediatric Skin Disorders with CC Score 1,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,403
PJ35C,420,Paediatric Skin Disorders with CC Score 1,762,609,.,.,867,734,.,.,.,.,.,433,752,.,.,.,541,687
PJ35D,100,Paediatric Skin Disorders with CC Score 0,457,.,.,.,883,.,.,.,.,.,.,.,.,.,647,.,.,662
PJ35D,120,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,820,.,.,.,.,820
PJ35D,130,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,865,.,.,.,.,865
PJ35D,160,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,821,.,.,.,.,821
PJ35D,180,Paediatric Skin Disorders with CC Score 0,.,.,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,600
PJ35D,300,Paediatric Skin Disorders with CC Score 0,438,407,.,.,327,.,.,.,.,.,.,.,.,.,.,.,367,376
PJ35D,330,Paediatric Skin Disorders with CC Score 0,328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,328
PJ35D,400,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
PJ35D,420,Paediatric Skin Disorders with CC Score 0,762,609,.,720,867,.,.,.,.,.,.,433,752,.,"1,000",.,541,694
PJ35D,501,Paediatric Skin Disorders with CC Score 0,.,955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,955
PJ66A,420,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 3+",762,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,541,743
PJ66B,350,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PJ66B,420,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",762,609,.,720,867,734,.,.,.,.,.,.,752,.,"1,000",.,541,723
PJ66C,300,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",.,.,.,.,.,.,.,.,.,.,387,.,.,.,.,.,.,387
PJ66C,350,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PJ66C,420,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",762,609,.,720,867,.,.,.,.,.,.,433,752,.,"1,000",.,541,672
