Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Mar-2014,South Eastern,Dermatology,Acute Services,79,41,0,0,--,,,0,0,--,--,--,120,,
31-Mar-2014,South Eastern,Nephrology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Mar-2014,South Eastern,Paediatrics,Acute Services,5,0,0,0,--,,,0,0,--,--,--,5,,
31-Mar-2014,South Eastern,Geriatric Medicine,Elderly Care,18,1,0,0,--,,,0,0,--,--,--,19,,
31-Mar-2014,South Eastern,Gynaecology,Acute Services,103,35,14,2,--,,,1,0,--,--,--,155,,
31-Mar-2014,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,--,,,0,0,--,--,--,4,,
31-Mar-2014,Southern,General Surgery,Acute Services,740,605,299,130,--,,,0,0,--,--,--,"1,774",,
31-Mar-2014,Southern,Urology,Acute Services,201,183,120,30,--,,,22,84,--,--,--,640,,
31-Mar-2014,Southern,T & O Surgery,Acute Services,137,150,127,33,--,,,0,0,--,--,--,447,,
31-Mar-2014,Southern,ENT,Acute Services,242,161,53,1,--,,,0,0,--,--,--,457,,
31-Mar-2014,Southern,Ophthalmology,Acute Services,175,83,0,0,--,,,0,0,--,--,--,258,,
31-Mar-2014,Southern,Oral Surgery,Acute Services,15,18,19,4,--,,,0,2,--,--,--,58,,
31-Mar-2014,Southern,Pain Management,Acute Services,57,109,124,56,--,,,0,0,--,--,--,346,,
31-Mar-2014,Southern,General Medicine,Acute Services,12,2,0,0,--,,,0,0,--,--,--,14,,
31-Mar-2014,Southern,Gastroenterology,Acute Services,324,84,0,0,--,,,0,0,--,--,--,408,,
31-Mar-2014,Southern,Haematology (Clinical),Acute Services,18,0,0,0,--,,,0,0,--,--,--,18,,
31-Mar-2014,Southern,Cardiology,Acute Services,187,58,0,0,--,,,0,0,--,--,--,245,,
31-Mar-2014,Southern,Dermatology,Acute Services,111,103,0,0,--,,,0,0,--,--,--,214,,
31-Mar-2014,Southern,Thoracic Medicine,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,,
31-Mar-2014,Southern,Medical Oncology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Mar-2014,Southern,Neurology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
31-Mar-2014,Southern,Rheumatology,Acute Services,191,122,89,35,--,,,0,0,--,--,--,437,,
31-Mar-2014,Southern,Gynaecology,Acute Services,148,68,0,0,--,,,0,0,--,--,--,216,,
31-Mar-2014,Southern,GP Other,Acute Services,57,12,6,0,--,,,0,0,--,--,--,75,,
31-Mar-2014,Southern,Clinical Oncology,Acute Services,19,0,0,0,--,,,0,0,--,--,--,19,,
31-Mar-2014,Southern,Other,Acute Services,165,90,0,0,--,,,0,0,--,--,--,255,,
31-Mar-2014,Western,General Surgery,Acute Services,617,336,286,93,--,,,57,101,--,--,--,"1,490",,
31-Mar-2014,Western,Urology,Acute Services,156,87,0,0,--,,,0,0,--,--,--,243,,
31-Mar-2014,Western,T & O Surgery,Acute Services,216,255,193,98,--,,,29,69,--,--,--,860,,
31-Mar-2014,Western,ENT,Acute Services,63,52,53,12,--,,,0,0,--,--,--,180,,
31-Mar-2014,Western,Ophthalmology,Acute Services,428,308,39,0,--,,,0,0,--,--,--,775,,
31-Mar-2014,Western,Oral Surgery,Acute Services,94,34,4,0,--,,,0,0,--,--,--,132,,
31-Mar-2014,Western,Pain Management,Acute Services,116,82,27,0,--,,,0,0,--,--,--,225,,
31-Mar-2014,Western,General Medicine,Acute Services,877,112,0,0,--,,,0,0,--,--,--,989,,
31-Mar-2014,Western,Cardiology,Acute Services,36,2,0,0,--,,,0,0,--,--,--,38,,
31-Mar-2014,Western,Gynaecology,Acute Services,179,134,98,13,--,,,0,0,--,--,--,424,,
31-Mar-2014,Western,GP Other,Acute Services,100,34,0,0,--,,,0,0,--,--,--,134,,
30-Jun-2014,Belfast,General Surgery,Acute Services,670,465,402,197,686,,,--,--,--,--,--,"2,420",,
30-Jun-2014,Belfast,Urology,Acute Services,584,242,246,117,678,,,--,--,--,--,--,"1,867",,
30-Jun-2014,Belfast,T & O Surgery,Acute Services,60,263,187,75,29,,,--,--,--,--,--,614,,
30-Jun-2014,Belfast,ENT,Acute Services,240,182,138,104,217,,,--,--,--,--,--,881,,
30-Jun-2014,Belfast,Ophthalmology,Acute Services,793,673,643,138,153,,,--,--,--,--,--,"2,400",,
30-Jun-2014,Belfast,Oral Surgery,Acute Services,74,54,11,3,0,,,--,--,--,--,--,142,,
30-Jun-2014,Belfast,Restorative Dentistry,Acute Services,39,16,6,0,1,,,--,--,--,--,--,62,,
30-Jun-2014,Belfast,Paediatric Dentistry,Acute Services,64,16,2,0,0,,,--,--,--,--,--,82,,
30-Jun-2014,Belfast,Neurosurgery,Acute Services,14,24,14,1,3,,,--,--,--,--,--,56,,
30-Jun-2014,Belfast,Plastic Surgery,Acute Services,62,67,47,26,38,,,--,--,--,--,--,240,,
30-Jun-2014,Belfast,Cardiac Surgery,Acute Services,0,0,1,0,0,,,--,--,--,--,--,1,,
30-Jun-2014,Belfast,Paediatric Surgery,Acute Services,49,82,99,65,41,,,--,--,--,--,--,336,,
30-Jun-2014,Belfast,Pain Management,Acute Services,118,196,183,100,231,,,--,--,--,--,--,828,,
30-Jun-2014,Belfast,General Medicine,Acute Services,2,1,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2014,Belfast,Gastroenterology,Acute Services,718,408,68,4,0,,,--,--,--,--,--,"1,198",,
30-Jun-2014,Belfast,Endocrinology,Acute Services,7,10,0,0,0,,,--,--,--,--,--,17,,
30-Jun-2014,Belfast,Cardiology,Acute Services,200,102,52,11,9,,,--,--,--,--,--,374,,
30-Jun-2014,Belfast,Dermatology,Acute Services,30,16,14,1,6,,,--,--,--,--,--,67,,
30-Jun-2014,Belfast,Nephrology,Acute Services,19,9,0,1,0,,,--,--,--,--,--,29,,
30-Jun-2014,Belfast,Neurology,Acute Services,37,1,1,0,0,,,--,--,--,--,--,39,,
30-Jun-2014,Belfast,Rheumatology,Acute Services,1,10,1,0,1,,,--,--,--,--,--,13,,
30-Jun-2014,Belfast,Paediatrics,Acute Services,37,61,30,0,0,,,--,--,--,--,--,128,,
30-Jun-2014,Belfast,Gynaecology,Acute Services,181,183,112,40,35,,,--,--,--,--,--,551,,
30-Jun-2014,Belfast,GP Other,Acute Services,2,1,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2014,Belfast,Radiology,Acute Services,22,4,2,0,0,,,--,--,--,--,--,28,,
30-Jun-2014,Northern,General Surgery,Acute Services,939,343,133,51,17,,,--,--,--,--,--,"1,483",,
30-Jun-2014,Northern,Urology,Acute Services,272,216,155,37,60,,,--,--,--,--,--,740,,
30-Jun-2014,Northern,ENT,Acute Services,162,60,39,0,0,,,--,--,--,--,--,261,,
30-Jun-2014,Northern,Oral Surgery,Acute Services,4,1,6,3,1,,,--,--,--,--,--,15,,
30-Jun-2014,Northern,Pain Management,Acute Services,115,100,1,0,0,,,--,--,--,--,--,216,,
30-Jun-2014,Northern,General Medicine,Acute Services,4,3,0,0,0,,,--,--,--,--,--,7,,
30-Jun-2014,Northern,Gastroenterology,Acute Services,673,188,0,0,0,,,--,--,--,--,--,861,,
30-Jun-2014,Northern,Cardiology,Acute Services,111,77,2,0,0,,,--,--,--,--,--,190,,
30-Jun-2014,Northern,Dermatology,Acute Services,48,24,0,0,0,,,--,--,--,--,--,72,,
30-Jun-2014,Northern,Thoracic Medicine,Acute Services,12,0,0,0,0,,,--,--,--,--,--,12,,
30-Jun-2014,Northern,Gynaecology,Acute Services,277,141,139,45,19,,,--,--,--,--,--,621,,
30-Jun-2014,Northern,GP Other,Acute Services,149,122,17,0,0,,,--,--,--,--,--,288,,
30-Jun-2014,South Eastern,General Surgery,Acute Services,610,273,122,35,22,,,--,--,--,--,--,"1,062",,
30-Jun-2014,South Eastern,Urology,Acute Services,298,126,80,30,40,,,--,--,--,--,--,574,,
30-Jun-2014,South Eastern,T & O Surgery,Acute Services,7,2,0,0,0,,,--,--,--,--,--,9,,
30-Jun-2014,South Eastern,ENT,Acute Services,105,95,12,0,0,,,--,--,--,--,--,212,,
30-Jun-2014,South Eastern,Ophthalmology,Acute Services,152,128,37,0,0,,,--,--,--,--,--,317,,
30-Jun-2014,South Eastern,Oral Surgery,Acute Services,56,27,5,3,0,,,--,--,--,--,--,91,,
30-Jun-2014,South Eastern,Plastic Surgery,Acute Services,197,88,46,16,11,,,--,--,--,--,--,358,,
30-Jun-2014,South Eastern,Paediatric Surgery,Acute Services,18,38,25,0,5,,,--,--,--,--,--,86,,
30-Jun-2014,South Eastern,Pain Management,Acute Services,52,25,0,0,0,,,--,--,--,--,--,77,,
30-Jun-2014,South Eastern,General Medicine,Acute Services,460,172,45,0,0,,,--,--,--,--,--,677,,
30-Jun-2014,South Eastern,Gastroenterology,Acute Services,43,5,0,0,0,,,--,--,--,--,--,48,,
30-Jun-2014,South Eastern,Haematology (Clinical),Acute Services,9,0,0,0,0,,,--,--,--,--,--,9,,
30-Jun-2014,South Eastern,Cardiology,Acute Services,106,86,3,0,0,,,--,--,--,--,--,195,,
30-Jun-2014,South Eastern,Dermatology,Acute Services,102,16,0,0,0,,,--,--,--,--,--,118,,
30-Jun-2014,South Eastern,Nephrology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2014,South Eastern,Paediatrics,Acute Services,3,1,0,0,0,,,--,--,--,--,--,4,,
30-Jun-2014,South Eastern,Geriatric Medicine,Elderly Care,23,0,0,0,0,,,--,--,--,--,--,23,,
30-Jun-2014,South Eastern,Gynaecology,Acute Services,110,27,18,3,0,,,--,--,--,--,--,158,,
30-Jun-2014,South Eastern,Clinical Oncology,Acute Services,8,0,0,0,0,,,--,--,--,--,--,8,,
30-Jun-2014,Southern,General Surgery,Acute Services,972,558,303,92,25,,,--,--,--,--,--,"1,950",,
30-Jun-2014,Southern,Urology,Acute Services,222,147,103,47,153,,,--,--,--,--,--,672,,
30-Jun-2014,Southern,T & O Surgery,Acute Services,192,114,103,56,31,,,--,--,--,--,--,496,,
30-Jun-2014,Southern,ENT,Acute Services,230,144,41,0,0,,,--,--,--,--,--,415,,
30-Jun-2014,Southern,Ophthalmology,Acute Services,88,72,56,2,0,,,--,--,--,--,--,218,,
30-Jun-2014,Southern,Oral Surgery,Acute Services,20,19,13,0,3,,,--,--,--,--,--,55,,
30-Jun-2014,Southern,Pain Management,Acute Services,71,115,106,68,1,,,--,--,--,--,--,361,,
30-Jun-2014,Southern,General Medicine,Acute Services,7,3,0,0,0,,,--,--,--,--,--,10,,
30-Jun-2014,Southern,Gastroenterology,Acute Services,267,154,17,0,0,,,--,--,--,--,--,438,,
30-Jun-2014,Southern,Haematology (Clinical),Acute Services,21,0,0,0,0,,,--,--,--,--,--,21,,
30-Jun-2014,Southern,Cardiology,Acute Services,236,53,0,0,0,,,--,--,--,--,--,289,,
30-Jun-2014,Southern,Dermatology,Acute Services,109,71,0,0,0,,,--,--,--,--,--,180,,
30-Jun-2014,Southern,Thoracic Medicine,Acute Services,9,0,0,0,0,,,--,--,--,--,--,9,,
30-Jun-2014,Southern,Medical Oncology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Jun-2014,Southern,Neurology,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2014,Southern,Rheumatology,Acute Services,115,105,64,4,0,,,--,--,--,--,--,288,,
30-Jun-2014,Southern,Gynaecology,Acute Services,144,76,4,0,0,,,--,--,--,--,--,224,,
30-Jun-2014,Southern,GP Other,Acute Services,82,32,5,0,0,,,--,--,--,--,--,119,,
30-Jun-2014,Southern,Clinical Oncology,Acute Services,22,2,0,0,0,,,--,--,--,--,--,24,,
30-Jun-2014,Southern,Other,Acute Services,149,107,13,0,0,,,--,--,--,--,--,269,,
30-Jun-2014,Western,General Surgery,Acute Services,582,341,296,97,145,,,--,--,--,--,--,"1,461",,
30-Jun-2014,Western,Urology,Acute Services,177,43,0,0,0,,,--,--,--,--,--,220,,
30-Jun-2014,Western,T & O Surgery,Acute Services,180,240,169,76,126,,,--,--,--,--,--,791,,
30-Jun-2014,Western,ENT,Acute Services,85,60,41,7,9,,,--,--,--,--,--,202,,
30-Jun-2014,Western,Ophthalmology,Acute Services,462,276,74,0,0,,,--,--,--,--,--,812,,
30-Jun-2014,Western,Oral Surgery,Acute Services,73,29,6,2,0,,,--,--,--,--,--,110,,
30-Jun-2014,Western,Pain Management,Acute Services,89,119,58,0,0,,,--,--,--,--,--,266,,
30-Jun-2014,Western,General Medicine,Acute Services,737,152,2,0,0,,,--,--,--,--,--,891,,
30-Jun-2014,Western,Cardiology,Acute Services,47,14,0,0,0,,,--,--,--,--,--,61,,
30-Jun-2014,Western,Gynaecology,Acute Services,189,110,80,19,5,,,--,--,--,--,--,403,,
30-Jun-2014,Western,GP Other,Acute Services,114,25,0,0,0,,,--,--,--,--,--,139,, 
30-Sep-2014,Belfast,Cardiac Surgery,Acute Services,0,3,0,1,0,,,--,--,--,--,--,4,,
30-Sep-2014,Belfast,Cardiology,Acute Services,204,137,90,8,27,,,--,--,--,--,--,466,,
30-Sep-2014,Belfast,Dermatology,Acute Services,10,19,23,2,1,,,--,--,--,--,--,55,,
30-Sep-2014,Belfast,Endocrinology,Acute Services,6,4,2,2,0,,,--,--,--,--,--,14,,
30-Sep-2014,Belfast,ENT,Acute Services,173,169,224,95,227,,,--,--,--,--,--,888,,
30-Sep-2014,Belfast,Gastroenterology,Acute Services,697,494,347,40,1,,,--,--,--,--,--,1579,,
30-Sep-2014,Belfast,General Medicine,Acute Services,6,2,1,0,0,,,--,--,--,--,--,9,,
30-Sep-2014,Belfast,General Surgery,Acute Services,537,554,500,195,826,,,--,--,--,--,--,2612,,
30-Sep-2014,Belfast,GP Other,Acute Services,6,0,1,0,0,,,--,--,--,--,--,7,,
30-Sep-2014,Belfast,Gynaecology,Acute Services,195,144,124,45,40,,,--,--,--,--,--,548,,
30-Sep-2014,Belfast,Nephrology,Acute Services,15,1,0,0,0,,,--,--,--,--,--,16,,
30-Sep-2014,Belfast,Neurology,Acute Services,24,7,0,0,0,,,--,--,--,--,--,31,,
30-Sep-2014,Belfast,Neurosurgery,Acute Services,44,24,13,3,16,,,--,--,--,--,--,100,,
30-Sep-2014,Belfast,Ophthalmology,Acute Services,770,803,624,186,247,,,--,--,--,--,--,2630,,
30-Sep-2014,Belfast,Oral Surgery,Acute Services,104,81,39,6,2,,,--,--,--,--,--,232,,
30-Sep-2014,Belfast,Paediatric Dentistry,Acute Services,48,53,5,1,0,,,--,--,--,--,--,107,,
30-Sep-2014,Belfast,Paediatric Surgery,Acute Services,27,53,74,48,93,,,--,--,--,--,--,295,,
30-Sep-2014,Belfast,Paediatrics,Acute Services,21,42,50,6,0,,,--,--,--,--,--,119,,
30-Sep-2014,Belfast,Pain Management,Acute Services,132,226,232,116,255,,,--,--,--,--,--,961,,
30-Sep-2014,Belfast,Plastic Surgery,Acute Services,52,50,75,31,38,,,--,--,--,--,--,246,,
30-Sep-2014,Belfast,Radiology,Acute Services,20,5,7,0,0,,,--,--,--,--,--,32,,
30-Sep-2014,Belfast,Restorative Dentistry,Acute Services,35,13,13,2,4,,,--,--,--,--,--,67,,
30-Sep-2014,Belfast,Rheumatology,Acute Services,2,1,4,4,1,,,--,--,--,--,--,12,,
30-Sep-2014,Belfast,T & O Surgery,Acute Services,54,211,203,46,66,,,--,--,--,--,--,580,,
30-Sep-2014,Belfast,Urology,Acute Services,535,177,202,102,774,,,--,--,--,--,--,1790,,
30-Sep-2014,Northern,Cardiology,Acute Services,111,93,1,0,0,,,--,--,--,--,--,205,,
30-Sep-2014,Northern,Dermatology,Acute Services,72,16,0,0,0,,,--,--,--,--,--,88,,
30-Sep-2014,Northern,ENT,Acute Services,143,57,27,0,0,,,--,--,--,--,--,227,,
30-Sep-2014,Northern,Gastroenterology,Acute Services,746,335,0,0,0,,,--,--,--,--,--,1081,,
30-Sep-2014,Northern,General Medicine,Acute Services,1,3,0,0,0,,,--,--,--,--,--,4,,
30-Sep-2014,Northern,General Surgery,Acute Services,964,337,134,12,26,,,--,--,--,--,--,1473,,
30-Sep-2014,Northern,GP Other,Acute Services,148,141,38,3,0,,,--,--,--,--,--,330,,
30-Sep-2014,Northern,Gynaecology,Acute Services,219,159,150,30,18,,,--,--,--,--,--,576,,
30-Sep-2014,Northern,Oral Surgery,Acute Services,2,0,1,1,5,,,--,--,--,--,--,9,,
30-Sep-2014,Northern,Pain Management,Acute Services,181,135,18,4,0,,,--,--,--,--,--,338,,
30-Sep-2014,Northern,Thoracic Medicine,Acute Services,18,1,0,0,0,,,--,--,--,--,--,19,,
30-Sep-2014,Northern,Urology,Acute Services,191,88,61,24,72,,,--,--,--,--,--,436,,
30-Sep-2014,South Eastern,Cardiology,Acute Services,85,60,19,0,0,,,--,--,--,--,--,164,,
30-Sep-2014,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
30-Sep-2014,South Eastern,Dermatology,Acute Services,95,54,7,0,0,,,--,--,--,--,--,156,,
30-Sep-2014,South Eastern,ENT,Acute Services,30,89,36,8,3,,,--,--,--,--,--,166,,
30-Sep-2014,South Eastern,Gastroenterology,Acute Services,41,4,0,0,0,,,--,--,--,--,--,45,,
30-Sep-2014,South Eastern,General Medicine,Acute Services,523,260,107,24,1,,,--,--,--,--,--,915,,
30-Sep-2014,South Eastern,General Surgery,Acute Services,493,394,142,25,61,,,--,--,--,--,--,1115,,
30-Sep-2014,South Eastern,Geriatric Medicine,Elderly Care,24,2,0,0,0,,,--,--,--,--,--,26,,
30-Sep-2014,South Eastern,Gynaecology,Acute Services,140,49,37,10,4,,,--,--,--,--,--,240,,
30-Sep-2014,South Eastern,Haematology (Clinical),Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
30-Sep-2014,South Eastern,Nephrology,Acute Services,3,0,0,0,0,,,--,--,--,--,--,3,,
30-Sep-2014,South Eastern,Neurology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Sep-2014,South Eastern,Ophthalmology,Acute Services,220,99,47,7,2,,,--,--,--,--,--,375,,
30-Sep-2014,South Eastern,Oral Surgery,Acute Services,56,48,35,4,0,,,--,--,--,--,--,143,,
30-Sep-2014,South Eastern,Paediatric Surgery,Acute Services,13,26,48,7,7,,,--,--,--,--,--,101,,
30-Sep-2014,South Eastern,Paediatrics,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Sep-2014,South Eastern,Pain Management,Acute Services,53,17,1,0,0,,,--,--,--,--,--,71,,
30-Sep-2014,South Eastern,Plastic Surgery,Acute Services,208,136,90,32,17,,,--,--,--,--,--,483,,
30-Sep-2014,South Eastern,Rheumatology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Sep-2014,South Eastern,T & O Surgery,Acute Services,3,1,1,0,0,,,--,--,--,--,--,5,,
30-Sep-2014,South Eastern,Urology,Acute Services,240,154,64,22,73,,,--,--,--,--,--,553,,
30-Sep-2014,Southern,Cardiology,Acute Services,208,133,1,0,0,,,--,--,--,--,--,342,,
30-Sep-2014,Southern,Clinical Oncology,Acute Services,12,0,0,0,0,,,--,--,--,--,--,12,,
30-Sep-2014,Southern,Dermatology,Acute Services,110,84,21,0,0,,,--,--,--,--,--,215,,
30-Sep-2014,Southern,ENT,Acute Services,243,127,39,1,0,,,--,--,--,--,--,410,,
30-Sep-2014,Southern,Gastroenterology,Acute Services,327,130,19,0,2,,,--,--,--,--,--,478,,
30-Sep-2014,Southern,General Medicine,Acute Services,9,2,1,0,0,,,--,--,--,--,--,12,,
30-Sep-2014,Southern,General Surgery,Acute Services,1046,569,348,85,16,,,--,--,--,--,--,2064,,
30-Sep-2014,Southern,GP Other,Acute Services,70,18,5,6,0,,,--,--,--,--,--,99,,
30-Sep-2014,Southern,Gynaecology,Acute Services,121,49,0,0,0,,,--,--,--,--,--,170,,
30-Sep-2014,Southern,Haematology (Clinical),Acute Services,27,0,0,0,0,,,--,--,--,--,--,27,,
30-Sep-2014,Southern,Medical Oncology,Acute Services,6,0,0,0,0,,,--,--,--,--,--,6,,
30-Sep-2014,Southern,Neurology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Sep-2014,Southern,Ophthalmology,Acute Services,90,68,8,0,1,,,--,--,--,--,--,167,,
30-Sep-2014,Southern,Oral Surgery,Acute Services,18,17,13,3,6,,,--,--,--,--,--,57,,
30-Sep-2014,Southern,Other,Acute Services,86,84,3,0,0,,,--,--,--,--,--,173,,
30-Sep-2014,Southern,Pain Management,Acute Services,85,77,132,67,49,,,--,--,--,--,--,410,,
30-Sep-2014,Southern,Rheumatology,Acute Services,108,61,2,0,0,,,--,--,--,--,--,171,,
30-Sep-2014,Southern,T & O Surgery,Acute Services,94,79,159,47,99,,,--,--,--,--,--,478,,
30-Sep-2014,Southern,Thoracic Medicine,Acute Services,15,2,0,0,0,,,--,--,--,--,--,17,,
30-Sep-2014,Southern,Urology,Acute Services,217,154,115,40,117,,,--,--,--,--,--,643,,
30-Sep-2014,Western,Cardiology,Acute Services,21,30,0,0,0,,,--,--,--,--,--,51,,
30-Sep-2014,Western,ENT,Acute Services,80,63,45,12,3,,,--,--,--,--,--,203,,
30-Sep-2014,Western,General Medicine,Acute Services,797,171,0,0,0,,,--,--,--,--,--,968,,
30-Sep-2014,Western,General Surgery,Acute Services,644,395,271,72,37,,,--,--,--,--,--,1419,,
30-Sep-2014,Western,GP Other,Acute Services,70,17,1,0,0,,,--,--,--,--,--,88,,
30-Sep-2014,Western,Gynaecology,Acute Services,185,82,108,16,4,,,--,--,--,--,--,395,,
30-Sep-2014,Western,Ophthalmology,Acute Services,401,336,69,5,0,,,--,--,--,--,--,811,,
30-Sep-2014,Western,Oral Surgery,Acute Services,137,63,9,1,0,,,--,--,--,--,--,210,,
30-Sep-2014,Western,Pain Management,Acute Services,85,123,59,2,0,,,--,--,--,--,--,269,,
30-Sep-2014,Western,T & O Surgery,Acute Services,178,211,237,111,115,,,--,--,--,--,--,852,,
30-Sep-2014,Western,Urology,Acute Services,223,103,0,0,0,,,--,--,--,--,--,326,,
31-Dec-2014,Belfast,General Surgery,Acute Services,600,528,402,223,"1,010",,,--,--,--,--,--,"2,763",,
31-Dec-2014,Belfast,Urology,Acute Services,602,296,183,78,801,,,--,--,--,--,--,"1,960",,
31-Dec-2014,Belfast,T & O Surgery,Acute Services,72,315,215,79,143,,,--,--,--,--,--,824,,
31-Dec-2014,Belfast,ENT,Acute Services,125,255,179,94,290,,,--,--,--,--,--,943,,
31-Dec-2014,Belfast,Ophthalmology,Acute Services,547,"1,009",489,109,260,,,--,--,--,--,--,"2,414",,
31-Dec-2014,Belfast,Oral Surgery,Acute Services,98,98,53,3,5,,,--,--,--,--,--,257,,
31-Dec-2014,Belfast,Restorative Dentistry,Acute Services,27,8,8,1,8,,,--,--,--,--,--,52,,
31-Dec-2014,Belfast,Paediatric Dentistry,Acute Services,50,30,20,1,1,,,--,--,--,--,--,102,,
31-Dec-2014,Belfast,Neurosurgery,Acute Services,19,19,18,7,4,,,--,--,--,--,--,67,,
31-Dec-2014,Belfast,Plastic Surgery,Acute Services,79,58,64,43,78,,,--,--,--,--,--,322,,
31-Dec-2014,Belfast,Paediatric Surgery,Acute Services,27,63,76,44,133,,,--,--,--,--,--,343,,
31-Dec-2014,Belfast,Thoracic Surgery,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Dec-2014,Belfast,Pain Management,Acute Services,147,259,249,103,422,,,--,--,--,--,--,"1,180",,
31-Dec-2014,Belfast,General Medicine,Acute Services,7,9,0,1,0,,,--,--,--,--,--,17,,
31-Dec-2014,Belfast,Gastroenterology,Acute Services,586,483,418,132,108,,,--,--,--,--,--,"1,727",,
31-Dec-2014,Belfast,Endocrinology,Acute Services,4,7,0,0,0,,,--,--,--,--,--,11,,
31-Dec-2014,Belfast,Cardiology,Acute Services,157,138,49,10,17,,,--,--,--,--,--,371,,
31-Dec-2014,Belfast,Dermatology,Acute Services,20,19,32,6,4,,,--,--,--,--,--,81,,
31-Dec-2014,Belfast,Thoracic Medicine,Acute Services,7,1,0,0,0,,,--,--,--,--,--,8,,
31-Dec-2014,Belfast,Nephrology,Acute Services,13,4,2,0,0,,,--,--,--,--,--,19,,
31-Dec-2014,Belfast,Neurology,Acute Services,10,9,2,0,0,,,--,--,--,--,--,21,,
31-Dec-2014,Belfast,Rheumatology,Acute Services,0,1,1,0,8,,,--,--,--,--,--,10,,
31-Dec-2014,Belfast,Paediatrics,Acute Services,30,61,58,20,7,,,--,--,--,--,--,176,,
31-Dec-2014,Belfast,Gynaecology,Acute Services,243,197,148,48,35,,,--,--,--,--,--,671,,
31-Dec-2014,Belfast,GP Other,Acute Services,1,0,1,0,0,,,--,--,--,--,--,2,,
31-Dec-2014,Belfast,Radiology,Acute Services,28,8,9,0,0,,,--,--,--,--,--,45,,
31-Dec-2014,Northern,General Surgery,Acute Services,731,384,113,23,9,,,--,--,--,--,--,"1,260",,
31-Dec-2014,Northern,Urology,Acute Services,110,194,79,18,10,,,--,--,--,--,--,411,,
31-Dec-2014,Northern,ENT,Acute Services,137,69,44,3,6,,,--,--,--,--,--,259,,
31-Dec-2014,Northern,Pain Management,Acute Services,97,104,100,3,5,,,--,--,--,--,--,309,,
31-Dec-2014,Northern,Gastroenterology,Acute Services,576,204,0,0,0,,,--,--,--,--,--,780,,
31-Dec-2014,Northern,Cardiology,Acute Services,105,97,11,0,0,,,--,--,--,--,--,213,,
31-Dec-2014,Northern,Dermatology,Acute Services,88,27,0,0,0,,,--,--,--,--,--,115,,
31-Dec-2014,Northern,Thoracic Medicine,Acute Services,16,0,0,0,0,,,--,--,--,--,--,16,,
31-Dec-2014,Northern,Gynaecology,Acute Services,198,121,77,26,33,,,--,--,--,--,--,455,,
31-Dec-2014,Northern,GP Other,Acute Services,108,161,62,3,3,,,--,--,--,--,--,337,,
31-Dec-2014,South Eastern,General Surgery,Acute Services,672,412,204,84,60,,,--,--,--,--,--,"1,432",,
31-Dec-2014,South Eastern,Urology,Acute Services,249,126,33,20,97,,,--,--,--,--,--,525,,
31-Dec-2014,South Eastern,T & O Surgery,Acute Services,7,2,0,1,0,,,--,--,--,--,--,10,,
31-Dec-2014,South Eastern,ENT,Acute Services,63,33,17,6,6,,,--,--,--,--,--,125,,
31-Dec-2014,South Eastern,Ophthalmology,Acute Services,175,142,71,0,0,,,--,--,--,--,--,388,,
31-Dec-2014,South Eastern,Oral Surgery,Acute Services,42,30,31,2,11,,,--,--,--,--,--,116,,
31-Dec-2014,South Eastern,Plastic Surgery,Acute Services,165,123,138,44,108,,,--,--,--,--,--,578,,
31-Dec-2014,South Eastern,Paediatric Surgery,Acute Services,14,34,15,5,12,,,--,--,--,--,--,80,,
31-Dec-2014,South Eastern,Pain Management,Acute Services,39,37,2,1,0,,,--,--,--,--,--,79,,
31-Dec-2014,South Eastern,General Medicine,Acute Services,507,282,205,80,15,,,--,--,--,--,--,"1,089",,
31-Dec-2014,South Eastern,Gastroenterology,Acute Services,41,12,1,0,0,,,--,--,--,--,--,54,,
31-Dec-2014,South Eastern,Haematology (Clinical),Acute Services,5,0,0,0,0,,,--,--,--,--,--,5,,
31-Dec-2014,South Eastern,Cardiology,Acute Services,90,31,11,2,4,,,--,--,--,--,--,138,,
