HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost
PL70B,100,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,"2,224",.,.,.,.,.,.,.,.,.,.,.,"2,224"
PL70B,171,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"3,609",.,.,.,.,"3,609"
PL70B,420,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,720,.,.,.,.,.,.,433,"1,337",.,"1,000",.,.,873
PL70C,171,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PL70C,420,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
PL70D,100,Paediatric Other Renal Diseases with CC Score 0,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PL70D,101,Paediatric Other Renal Diseases with CC Score 0,"1,640",.,"8,737",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,188"
PL70D,171,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PL70D,361,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,163",.,.,.,.,"2,163"
PL70D,420,Paediatric Other Renal Diseases with CC Score 0,.,609,.,720,.,.,.,.,.,.,433,.,.,.,.,.,526
PL70D,502,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,543","1,543"
PL70D,823,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"4,110",.,.,.,.,"4,110"
PM40A,303,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,"9,792",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,792"
PM40A,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"24,258",.,.,.,.,"24,258"
PM40B,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"4,531",.,.,.,.,"4,531"
PM40C,303,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,"13,524",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,524"
PM40C,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,369",.,.,.,.,"3,369"
PM41Z,303,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,"13,549",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,549"
PM41Z,823,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,"7,926",.,.,.,.,"7,926"
PM42A,150,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,521",.,.,.,.,"3,521"
PM42A,370,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"6,059",.,.,.,.,"6,059"
PM42B,150,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,"2,666",.,.,.,.,"2,666"
PM42B,370,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,"2,425",.,.,.,.,"2,425"
PM43A,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"8,907",.,.,.,.,"8,907"
PM43A,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"6,192",.,.,.,.,"6,192"
PM43B,110,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,"1,647",.,.,.,.,.,.,.,.,"1,647"
PM43B,171,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,"3,514",.,.,.,.,"3,514"
PM43B,300,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,734,734
PM43B,350,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,769,.,.,.,.,769
PM43B,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,"2,106",.,.,.,.,.,.,.,.,"4,437",.,.,.,.,"4,257"
PM43B,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,"6,428",.,.,.,.,"6,428"
PM43C,120,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,923",.,.,.,.,"2,923"
PM43C,171,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"6,689",.,.,.,.,"6,689"
PM43C,300,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,856,856
PM43C,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,842",.,.,.,.,"3,842"
PM43C,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,973",.,.,.,.,"3,973"
PM44Z,370,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"1,185"
PM44Z,420,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,720
PM44Z,823,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,"1,023",.,.,.,.,"1,023"
PM45A,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"34,630",.,.,.,.,"34,630"
PM45B,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"3,704",.,.,.,.,"3,704"
PM45B,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"16,455",.,.,.,.,"16,455"
PM45C,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"6,979",.,.,.,.,"6,979"
PM45C,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"7,710",.,.,.,.,"7,710"
PM45D,303,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,"15,124",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,124"
PM45D,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"5,216",.,.,.,.,"5,216"
PM45D,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"14,397",.,.,.,.,"14,397"
PN48A,370,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"18,269",.,.,.,.,"18,269"
PN48A,823,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"4,110",.,.,.,.,"4,110"
PN48B,303,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,"6,060",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,060"
PN48B,350,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,"1,475",.,.,.,.,"1,475"
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,"5,120",.,.,.,.,"5,120"
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,609,.,.,.,.,.,.,.,.,433,"2,941",.,"3,501",.,"3,247","1,596"
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,"3,790",.,.,.,.,"3,790"
PN48C,300,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,433,769,.,.,.,.,489
PN49A,350,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"3,149",.,.,.,.,"3,149"
PN49A,420,Paediatric Coagulation Disorders with CC Score 1+,762,.,.,.,.,734,.,.,.,.,433,753,.,.,.,.,623
PN49A,823,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"1,023",.,.,.,.,"1,023"
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,.,.,.,720,.,734,.,.,.,.,433,.,.,"1,000",.,.,609
PN49B,823,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,259",.,.,.,.,"1,259"
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PP64A,421,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"6,289",.,.,.,.,"6,289"
PP64B,100,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,455,455
PP64B,130,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,865,.,.,.,.,865
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,609,.,.,.,"2,934",.,.,.,.,433,.,.,.,.,.,"1,326"
PP64B,421,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"7,546",.,.,.,.,"7,546"
PR01A,171,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,"10,338",.,.,.,.,"10,338"
PR01A,420,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,"1,735",.,.,.,.,.,.,.,.,.,.,.,"1,735"
PR01A,421,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,"12,830",.,.,.,.,"12,830"
PR01B,171,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"8,793",.,.,.,.,"8,793"
PR01B,320,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"1,751",.,.,.,.,"1,751"
PR01B,420,Paediatric Nervous System Disorders with CC Score 5-7,"2,287",.,.,.,.,.,.,.,.,.,.,.,.,"4,001",.,.,"2,858"
PR01B,421,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"7,864",.,.,.,.,"7,864"
PR01C,110,Paediatric Nervous System Disorders with CC Score 2-4,519,.,.,.,.,.,.,588,.,.,.,669,.,.,.,.,592
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"5,226",.,.,.,.,"5,226"
PR01C,420,Paediatric Nervous System Disorders with CC Score 2-4,.,609,.,.,.,"4,401",.,.,.,.,433,"4,416",.,"4,001",.,.,"1,772"
PR01C,421,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"2,519",.,.,.,.,"2,519"
PR01D,110,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,"1,846",.,.,.,.,.,.,.,.,"1,846"
PR01D,150,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"5,226",.,.,.,.,"5,226"
PR01D,172,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,801,.,.,.,.,801
PR01D,400,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"1,832",.,.,.,.,"1,832"
PR01D,420,Paediatric Nervous System Disorders with CC Score 1,.,.,.,720,.,.,.,.,.,.,433,"2,077",.,.,.,.,"1,363"
PR01D,421,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"4,941",.,.,.,.,"4,941"
PR01E,101,Paediatric Nervous System Disorders with CC Score 0,"1,470",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,470"
PR01E,110,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,588,.,.,.,.,.,.,.,.,588
PR01E,172,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,801,.,.,.,.,801
PR01E,400,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,806,.,.,.,.,806
PR01E,420,Paediatric Nervous System Disorders with CC Score 0,"1,906",914,.,720,.,.,.,.,.,.,433,"1,638",.,"1,000",.,.,766
PR01E,421,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,762",.,.,.,.,"3,762"
PR02A,420,Paediatric Epilepsy Syndrome with CC Score 6+,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PR02A,421,Paediatric Epilepsy Syndrome with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"5,091",.,.,.,.,"5,091"
PR02B,150,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,"5,226",.,.,.,.,"5,226"
PR02B,400,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,"3,547",.,.,.,.,"3,547"
PR02B,420,Paediatric Epilepsy Syndrome with CC Score 1-5,"2,287",.,.,720,867,"4,034",.,.,.,.,433,.,.,.,.,541,"1,875"
PR02B,421,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,"4,417",.,.,.,.,"4,417"
PR02C,420,Paediatric Epilepsy Syndrome with CC Score 0,"2,668",914,.,"1,080",.,.,.,.,.,.,.,.,.,"2,667",.,541,"1,787"
PR02C,421,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"5,054",.,.,.,.,"5,054"
PR03A,420,Paediatric Febrile Convulsions with CC Score 4+,762,"1,219",.,.,.,734,.,.,.,.,.,.,.,.,.,.,862
PR03B,400,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,868,.,.,.,.,868
PR03B,420,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,433,.,.,"1,000",.,.,811
PR03C,420,Paediatric Febrile Convulsions with CC Score 0,762,609,.,720,.,734,.,.,.,.,433,753,.,"1,000",.,.,732
PR04A,150,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"5,179",.,.,.,.,"5,179"
PR04A,370,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"1,857",.,.,.,.,"1,857"
PR04A,823,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"6,167",.,.,.,.,"6,167"
PR04B,150,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,957,.,.,.,.,957
PR04B,302,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
PR04B,361,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
PR04B,420,"Paediatric Headaches or Migraines, with CC Score 1-3",.,609,.,.,.,734,.,.,.,.,433,757,.,"1,000",.,.,581
PR04C,420,"Paediatric Headaches or Migraines, with CC Score 0",762,.,.,720,.,.,.,.,.,.,433,.,.,"1,000",.,.,579
PR04C,421,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,438",.,.,.,.,"1,438"
PR05B,420,Paediatric Developmental Disorders with CC Score 1,.,"6,093",.,.,.,.,.,.,.,.,.,.,.,.,.,541,"3,317"
PR05B,421,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"2,519",.,.,.,.,"2,519"
PR05C,421,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
PT52A,370,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"4,208",.,.,.,.,"4,208"
PT52A,420,Paediatric Behavioural Disorders with CC Score 1+,"1,525",609,.,.,.,.,.,.,.,.,433,"2,212",.,.,.,.,"1,195"
PT52A,421,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"3,775",.,.,.,.,"3,775"
PT52B,420,Paediatric Behavioural Disorders with CC Score 0,762,.,.,.,.,734,.,.,.,.,.,.,.,.,.,.,748
PT53A,300,Paediatric Eating Disorders with CC Score 1+,.,.,"2,996",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,996"
PT53A,420,Paediatric Eating Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,001",.,.,"7,001"
PV08A,823,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,081",.,.,.,.,"3,081"
PV08B,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,588,.,.,.,"1,068",.,.,.,400,661
PV08B,130,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,730",.,.,.,.,"1,730"
PV31A,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"2,384",.,.,.,.,"2,384"
PV31A,171,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"16,723",.,.,.,.,"16,723"
PV31B,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,"3,106",.,.,.,.,.,.,.,.,"3,106"
PV31B,171,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,405",.,.,.,.,"2,405"
PV32B,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
PV32B,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,400,570
PV32B,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,838",.,.,.,.,"1,838"
PV32B,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PV32B,370,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"1,185"
PV32B,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,880,920
PV32C,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,"1,425",.,.,.,.,.,.,.,.,.,.,.,"1,425"
PV32C,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,588,.,.,.,648,.,.,.,"1,594",766
PV32C,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",540,.,.,.,.,.,.,.,.,.,.,"1,414",.,.,.,.,"1,123"
PV32C,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",614,.,.,.,.,.,.,.,.,.,.,.,.,.,.,599,606
PV32C,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PW16C,110,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,"3,570",.,.,.,"10,301",.,.,.,.,"5,814"
PW16C,350,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"7,908",.,.,.,.,"7,908"
PW16C,370,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"10,758",.,.,.,.,"10,758"
PW16C,420,Paediatric Major Infections with CC Score 2-4,"3,049","1,828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,235"
PW16D,303,Paediatric Major Infections with CC Score 1,.,.,728,.,.,.,.,.,.,.,.,.,.,.,.,.,728
PW16D,420,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"1,482",.,.,.,.,"1,482"
PW16D,823,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"9,976",.,.,.,.,"9,976"
PW16E,110,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,769",.,.,.,.,"3,769"
PW16E,400,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,547",.,.,.,.,"3,547"
PW16E,420,Paediatric Major Infections with CC Score 0,.,609,.,720,.,.,.,.,.,.,433,.,.,.,.,.,469
PW17A,171,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"3,587",.,.,.,.,"3,587"
PW17A,361,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"5,152",.,.,.,.,"5,152"
PW17B,171,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"5,570",.,.,.,.,"5,570"
PW17B,350,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"5,000",.,.,.,.,"5,000"
PW17B,361,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"3,627",.,.,.,.,"3,627"
PW17B,420,Paediatric Intermediate Infections with CC Score 3-5,"3,811",.,.,"3,241",.,.,.,.,.,.,.,"2,212",.,.,.,.,"3,126"
PW17C,101,Paediatric Intermediate Infections with CC Score 1-2,.,.,"3,201",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,201"
PW17C,120,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,"1,260",.,.,.,.,.,.,.,.,.,.,.,"1,260"
PW17C,150,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"4,208",.,.,.,.,"4,208"
PW17C,320,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"2,467",.,.,.,.,"2,467"
PW17C,350,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,959",.,.,.,.,"1,959"
PW17C,361,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"2,590",.,.,.,.,"2,590"
PW17C,370,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"3,200",.,.,.,.,"3,200"
PW17C,420,Paediatric Intermediate Infections with CC Score 1-2,"1,016",.,.,.,.,734,.,.,.,.,433,"1,823",.,"3,001",.,.,"1,032"
PW17D,100,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,647,.,.,647
PW17D,101,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,420,.,.,.,.,.,.,.,.,.,.,.,420
PW17D,110,Paediatric Intermediate Infections with CC Score 0,"4,015",.,.,.,.,.,.,"2,042",.,.,.,.,.,.,.,.,"3,028"
PW17D,120,Paediatric Intermediate Infections with CC Score 0,"1,079",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,079"
PW17D,171,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,007",.,.,.,.,"2,007"
PW17D,320,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,467",.,.,.,.,"2,467"
PW17D,420,Paediatric Intermediate Infections with CC Score 0,"1,525",609,.,.,.,734,.,.,.,.,433,.,.,"5,001",.,.,"1,003"
PW18A,120,Paediatric Minor Infections with CC Score 2+,"2,698",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,698"
PW18A,340,Paediatric Minor Infections with CC Score 2+,.,.,"2,202",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,202"
PW18A,350,Paediatric Minor Infections with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"2,885",.,.,.,.,"2,885"
PW18A,420,Paediatric Minor Infections with CC Score 2+,.,.,.,.,.,.,.,.,.,.,433,"2,608",.,"1,000",.,.,"1,851"
PW18B,150,Paediatric Minor Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"2,981",.,.,.,.,"2,981"
PW18B,350,Paediatric Minor Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,873,.,.,.,.,873
PW18B,420,Paediatric Minor Infections with CC Score 1,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PW18C,340,Paediatric Minor Infections with CC Score 0,.,.,788,.,.,.,.,.,.,.,.,.,.,.,.,.,788
PW18C,350,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,873,.,.,.,.,873
PW18C,420,Paediatric Minor Infections with CC Score 0,.,.,.,720,.,734,.,.,.,.,433,.,.,.,.,.,715
PW19A,420,Paediatric Viral Infections with CC Score 3+,762,609,.,.,.,.,.,.,.,.,433,.,.,.,.,.,666
PW19B,420,Paediatric Viral Infections with CC Score 1-2,.,609,.,.,.,734,.,.,.,.,433,.,.,"1,000",.,541,535
PW19C,420,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,734,.,.,.,.,433,.,.,"1,000",.,.,672
PW20A,370,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,529",.,.,.,.,"2,529"
PW20A,420,Paediatric Fever Unspecified with CC Score 3+,"1,143",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,143"
PW20A,823,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,052",.,.,.,.,"2,052"
PW20B,171,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"3,200",.,.,.,.,"3,200"
PW20B,300,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,"1,361",.,.,.,.,.,.,.,.,.,.,.,.,"1,361"
PW20B,350,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"3,942",.,.,.,.,"3,942"
PW20B,370,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,790",.,.,.,.,"1,790"
PW20B,420,Paediatric Fever Unspecified with CC Score 1-2,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PW20B,823,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,907",.,.,.,.,"1,907"
PW20C,420,Paediatric Fever Unspecified with CC Score 0,.,.,.,.,.,.,.,.,.,.,433,"2,228",.,"1,000",.,.,"1,220"
