HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
SA25K,823,Acute Myeloid Leukaemia with CC Score 4-5,.,.,.,.,"8,976",.,.,.,.,.,.,.,.,.,.,.,"8,976"
SA25L,100,Acute Myeloid Leukaemia with CC Score 2-3,.,"1,457",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,457"
SA25L,300,Acute Myeloid Leukaemia with CC Score 2-3,.,802,.,"9,829",.,.,.,.,.,.,.,.,.,.,.,"8,708","19,338"
SA25L,303,Acute Myeloid Leukaemia with CC Score 2-3,"9,596","6,788","196,396",.,.,.,.,.,.,.,.,.,.,.,.,.,"212,780"
SA25L,430,Acute Myeloid Leukaemia with CC Score 2-3,.,.,"2,246",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,246"
SA25L,823,Acute Myeloid Leukaemia with CC Score 2-3,.,.,.,.,"2,071",.,.,.,.,.,.,.,.,.,.,.,"2,071"
SA25M,120,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,.,"1,591",.,.,.,.,.,.,.,.,.,.,.,"1,591"
SA25M,300,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,"1,872","1,504","3,777",.,.,.,.,.,.,.,.,.,.,"7,153"
SA25M,303,Acute Myeloid Leukaemia with CC Score 0-1,"20,320",799,"120,976",.,.,.,.,.,.,.,.,.,.,.,.,.,"142,095"
SA26A,303,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"97,745",.,.,.,.,.,.,.,.,.,.,.,.,.,"97,745"
SA30A,300,Plasma Cell Disorders with CC Score 11+,.,.,.,.,.,.,"22,083",.,.,.,.,.,.,.,.,"6,192","28,275"
SA30A,302,Plasma Cell Disorders with CC Score 11+,.,.,.,.,.,.,.,.,.,.,"1,746",.,.,.,.,.,"1,746"
SA30A,303,Plasma Cell Disorders with CC Score 11+,"6,773","37,935","42,919",.,.,.,.,.,.,.,.,.,.,.,.,.,"87,627"
SA30A,361,Plasma Cell Disorders with CC Score 11+,.,.,"4,283",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,283"
SA30A,823,Plasma Cell Disorders with CC Score 11+,.,.,.,.,"73,880",.,.,.,.,.,.,.,.,.,.,.,"73,880"
SA30B,300,Plasma Cell Disorders with CC Score 8-10,.,"6,815",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,198","17,013"
SA30B,303,Plasma Cell Disorders with CC Score 8-10,"6,209","5,590","40,294",.,.,.,.,.,.,.,.,.,.,.,.,.,"52,093"
SA30B,340,Plasma Cell Disorders with CC Score 8-10,.,"4,919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,919"
SA30B,361,Plasma Cell Disorders with CC Score 8-10,.,.,"11,453",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,453"
SA30C,300,Plasma Cell Disorders with CC Score 5-7,.,"1,604",.,"34,166","1,504","6,683",.,.,.,.,.,.,.,.,.,"47,315","91,272"
SA30C,303,Plasma Cell Disorders with CC Score 5-7,"13,547","16,372","57,860",.,.,.,.,.,.,.,.,.,.,.,.,.,"87,779"
SA30C,800,Plasma Cell Disorders with CC Score 5-7,.,.,"6,940",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,940"
SA30C,823,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,"38,666",.,.,.,.,.,.,.,.,.,.,.,"38,666"
SA30D,300,Plasma Cell Disorders with CC Score 2-4,.,"1,604",.,"9,361","1,128","2,906",.,.,.,.,.,.,.,.,.,"23,531","38,528"
SA30D,303,Plasma Cell Disorders with CC Score 2-4,"31,044","13,577","160,894",.,.,.,.,.,.,.,.,.,.,.,.,.,"205,516"
SA30D,320,Plasma Cell Disorders with CC Score 2-4,.,.,.,"7,586","6,013",.,.,.,.,.,.,.,.,.,.,.,"13,599"
SA30D,361,Plasma Cell Disorders with CC Score 2-4,.,"1,013",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,013"
SA30D,430,Plasma Cell Disorders with CC Score 2-4,.,.,"15,052",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,052"
SA30D,823,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,"26,928",.,.,.,.,.,.,.,.,.,.,.,"26,928"
SA30E,100,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,968",.,.,"1,968"
SA30E,300,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,"2,219",.,.,.,.,"3,598",.,"12,019","17,837"
SA30E,303,Plasma Cell Disorders with CC Score 0-1,"1,129",.,"144,842",.,.,.,.,.,.,.,.,.,.,.,.,.,"145,971"
SA30E,430,Plasma Cell Disorders with CC Score 0-1,.,.,"1,732",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,732"
SA30E,800,Plasma Cell Disorders with CC Score 0-1,.,.,"12,769",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,769"
SA30E,823,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,"15,881",.,.,.,.,.,.,.,.,.,.,.,"15,881"
SA31A,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,"6,390",.,.,.,.,.,.,.,.,.,.,"29,077","35,467"
SA31A,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+","7,902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,902"
SA31A,320,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,"1,718",.,.,.,.,.,.,.,.,.,.,.,"1,718"
SA31A,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,"21,068",.,.,.,.,.,.,.,.,.,.,.,"21,068"
SA31A,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,"55,237",.,.,.,.,.,.,.,.,.,.,.,"55,237"
SA31B,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,"4,811",.,.,"1,504",.,.,.,"4,441",.,.,.,.,.,.,"27,063","37,818"
SA31B,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14","31,385",.,"24,776",.,.,.,.,.,.,.,.,.,.,.,.,.,"56,161"
SA31B,320,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,"24,655",.,.,.,.,.,.,.,.,.,.,.,.,"24,655"
SA31B,340,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,.,.,.,.,.,.,"9,200",.,.,.,.,"9,200"
SA31B,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,"8,277",.,.,.,"7,989",.,.,.,.,.,.,"7,151","23,417"
SA31B,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,"13,809",.,.,.,.,.,.,.,.,.,.,.,"13,809"
SA31C,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,"5,367",.,"4,212",.,872,.,.,.,.,.,"5,160",.,.,.,"43,088","58,699"
SA31C,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","51,364","9,584","186,141",.,.,.,.,.,.,.,.,.,.,.,.,.,"247,089"
SA31C,400,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,"9,273",.,.,.,.,"9,273"
SA31C,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","8,214",.,.,.,"1,881",.,.,.,.,"13,219",.,.,.,"18,377",.,"4,295","45,986"
SA31C,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,"38,666",.,.,.,.,.,.,.,.,.,.,.,"38,666"
SA31D,100,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,"1,777",.,.,"28,277",.,.,.,.,.,.,739,.,.,.,"1,771","32,565"
SA31D,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","4,354","2,501",.,.,.,.,.,.,.,.,.,.,.,"1,028",.,"40,189","48,072"
SA31D,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","27,093","20,128","159,388",.,.,.,.,.,.,.,.,.,.,.,.,.,"206,609"
SA31D,320,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,"1,897",.,.,.,.,.,.,.,.,.,.,.,.,"1,897"
SA31D,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,.,.,.,"10,953",.,.,.,.,.,.,"10,953"
SA31D,800,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,"18,279",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,279"
SA31D,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,"13,809",.,.,.,.,.,.,.,.,.,.,.,"13,809"
SA31E,100,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,"5,776",.,"3,293",.,.,.,.,.,.,.,.,.,.,.,.,"9,069"
SA31E,172,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"5,557",.,.,.,.,"5,557"
SA31E,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,"2,405","1,186",.,"8,270",.,.,.,.,.,.,"6,598",.,.,.,"33,317","51,776"
SA31E,301,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,"12,694",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,694"
SA31E,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","16,369","29,550","152,398",.,.,.,.,.,.,.,.,.,.,.,.,.,"198,317"
SA31E,320,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,"2,371",.,.,.,.,.,.,.,.,.,"3,234",.,.,"5,604"
SA31E,340,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,"1,405",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,405"
SA31E,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,"3,790","12,620",.,.,.,.,.,.,.,.,.,.,.,.,"7,828","24,239"
SA31E,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,"37,285",.,.,.,.,.,.,.,.,.,.,.,"37,285"
SA31F,100,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,"6,328","7,938","6,754",.,.,.,.,.,.,"1,090",.,.,.,.,"22,110"
SA31F,101,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,"3,044",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,044"
SA31F,120,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,"6,505",.,.,.,.,.,.,.,.,.,.,.,"6,505"
SA31F,172,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,960",.,.,.,.,"3,960"
SA31F,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","19,409",.,.,"9,658",.,"1,162",.,.,.,.,.,"3,516",.,.,.,"17,118","50,864"
SA31F,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","23,707","17,570","238,524",.,.,.,.,.,.,.,.,.,.,.,.,.,"279,800"
SA31F,330,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,"1,027",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,027"
SA31F,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,"12,418",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,418"
SA31F,800,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,"15,211",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,211"
SA31F,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,"29,000",.,.,.,.,.,.,.,.,.,.,.,"29,000"
SA32A,300,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",.,.,.,.,"8,646",.,.,.,.,.,.,.,.,.,.,"3,642","12,288"
SA32A,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+","3,951","8,785","17,716",.,.,.,.,.,.,.,.,.,.,.,.,.,"30,452"
SA32B,300,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",.,"1,203",.,"6,215",.,.,.,.,.,.,.,.,.,.,.,"8,741","16,159"
SA32B,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","7,338","9,983",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,321"
SA32B,430,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",.,.,.,.,.,.,.,.,.,.,.,.,"6,161",.,.,.,"6,161"
SA32C,100,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,.,.,.,878,.,.,.,.,.,.,.,.,.,.,.,878
SA32C,300,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,253",.,.,"9,253"
SA32C,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4","2,822",.,"8,893",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,716"
SA32C,340,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,.,807,.,.,.,.,.,.,.,.,.,.,.,.,.,807
SA32D,300,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",892,"1,203",.,"3,276",.,872,.,.,.,.,.,.,.,.,.,"3,626","9,868"
SA32D,301,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,"1,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,493"
SA32D,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","2,258","1,997","94,706",.,.,.,.,.,.,.,.,.,.,.,.,.,"98,960"
SA32D,800,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,"13,770",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,770"
SA32D,823,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,.,.,"11,047",.,.,.,.,.,.,.,.,.,.,.,"11,047"
SA34Z,303,Peripheral Blood Stem Cell Harvest,.,.,"18,305",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,305"
SA35A,370,Agranulocytosis with CC Score 13+,.,.,"2,269",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,269"
SA35B,300,Agranulocytosis with CC Score 9-12,"3,121",.,.,.,.,.,.,.,.,.,.,.,.,"15,421",.,"11,120","29,662"
SA35B,303,Agranulocytosis with CC Score 9-12,.,.,"5,766",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,766"
SA35B,370,Agranulocytosis with CC Score 9-12,.,.,"6,677",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,677"
SA35B,430,Agranulocytosis with CC Score 9-12,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,845",.,.,"9,845"
SA35C,300,Agranulocytosis with CC Score 5-8,"3,121","2,405",.,"19,486","2,255",.,"2,575",.,.,.,.,"7,971",.,"6,168",.,"17,483","61,464"
SA35C,303,Agranulocytosis with CC Score 5-8,"23,142","3,195","5,578",.,.,.,.,.,.,.,.,.,.,.,.,.,"31,915"
SA35C,361,Agranulocytosis with CC Score 5-8,.,.,"1,800",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,800"
SA35C,370,Agranulocytosis with CC Score 5-8,.,.,"35,108",.,.,.,.,.,.,.,.,.,.,.,.,.,"35,108"
SA35C,800,Agranulocytosis with CC Score 5-8,.,.,"7,292",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,292"
SA35D,100,Agranulocytosis with CC Score 2-4,.,.,.,"2,196",.,.,.,.,.,.,.,.,.,.,.,.,"2,196"
SA35D,300,Agranulocytosis with CC Score 2-4,"4,013","8,419",.,"11,701",.,.,"2,060",.,.,.,.,697,.,"13,879",.,"19,304","60,072"
SA35D,303,Agranulocytosis with CC Score 2-4,"38,946",.,"8,722",.,.,.,.,.,.,.,.,.,.,.,.,.,"47,668"
SA35D,320,Agranulocytosis with CC Score 2-4,.,.,.,"2,371",.,.,.,.,.,.,.,.,.,.,.,.,"2,371"
SA35D,360,Agranulocytosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"4,153",.,.,.,.,"4,153"
SA35D,361,Agranulocytosis with CC Score 2-4,"1,093",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,093"
SA35D,370,Agranulocytosis with CC Score 2-4,.,.,"64,446",.,.,.,.,.,.,.,.,.,.,.,.,.,"64,446"
SA35D,800,Agranulocytosis with CC Score 2-4,.,.,"17,400",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,400"
SA35E,100,Agranulocytosis with CC Score 0-1,.,.,.,.,"2,195",.,.,.,.,.,.,.,.,.,.,.,"2,195"
SA35E,300,Agranulocytosis with CC Score 0-1,"7,134",802,"1,187","3,276","7,894",.,.,.,.,.,.,"1,725",.,"5,654",.,"9,834","37,506"
SA35E,301,Agranulocytosis with CC Score 0-1,.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
SA35E,302,Agranulocytosis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"3,954",.,.,.,.,"3,954"
SA35E,303,Agranulocytosis with CC Score 0-1,"6,773",.,"18,392",.,.,.,.,.,.,.,.,.,.,.,.,.,"25,165"
SA35E,340,Agranulocytosis with CC Score 0-1,.,.,"1,903",.,.,.,.,.,.,.,.,"2,518",.,.,.,.,"4,421"
SA35E,370,Agranulocytosis with CC Score 0-1,.,.,"58,382",.,.,.,.,.,.,.,.,.,.,.,.,.,"58,382"
SA35E,430,Agranulocytosis with CC Score 0-1,.,.,.,.,"1,129",.,.,.,.,.,.,.,.,.,.,.,"1,129"
SA35E,800,Agranulocytosis with CC Score 0-1,.,.,"12,928",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,928"
UZ01Z,100,Data Invalid for Grouping,"147,264","12,885","191,908","5,278","64,531","73,905",.,.,.,.,"36,331","98,168",.,"32,804",.,"1,771","664,845"
UZ01Z,101,Data Invalid for Grouping,"1,508",.,"49,705",.,"6,641",.,.,.,.,.,.,.,.,.,.,.,"57,854"
UZ01Z,110,Data Invalid for Grouping,"30,463",.,.,.,"23,384",.,.,"414,493",.,.,.,"77,674",.,.,.,"37,247","583,260"
UZ01Z,120,Data Invalid for Grouping,.,"48,369",.,.,"4,893",.,.,.,.,.,.,"163,856",.,.,.,.,"217,118"
UZ01Z,130,Data Invalid for Grouping,"8,360",.,.,.,.,.,.,.,.,.,.,"20,787",.,.,.,.,"29,147"
UZ01Z,150,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"178,540",.,.,.,.,"178,540"
UZ01Z,160,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"7,946",.,.,.,"4,365","12,311"
UZ01Z,170,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"2,048",.,.,.,.,"2,048"
UZ01Z,171,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"3,719",.,.,.,.,"3,719"
UZ01Z,172,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"27,936",.,.,.,.,"27,936"
UZ01Z,180,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,418,.,.,.,.,.,418
UZ01Z,300,Data Invalid for Grouping,"241,671","9,221","405,727","5,148","19,547","55,207",.,.,.,.,"33,123","10,811",.,"31,870",.,"94,333","906,658"
UZ01Z,303,Data Invalid for Grouping,"85,231",.,"430,085",.,.,.,.,.,.,.,.,.,.,.,.,.,"515,316"
UZ01Z,320,Data Invalid for Grouping,"34,234","7,450","212,946","2,371","7,301","8,371",.,.,.,.,"2,167","250,529",.,.,.,"34,768","560,138"
UZ01Z,330,Data Invalid for Grouping,"2,485",.,"13,009",.,"8,858",.,.,.,.,.,.,.,.,.,.,.,"24,352"
UZ01Z,340,Data Invalid for Grouping,.,.,"264,583",.,.,.,.,.,.,.,"6,242",.,.,.,.,.,"270,826"
UZ01Z,350,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"3,244",.,.,.,.,"3,244"
UZ01Z,361,Data Invalid for Grouping,.,.,"54,393",.,.,"29,379",.,.,.,.,.,"3,509",.,.,.,"33,312","120,592"
UZ01Z,370,Data Invalid for Grouping,.,.,"195,757",.,.,.,.,.,.,.,.,.,.,.,.,.,"195,757"
UZ01Z,400,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"13,908",.,.,.,.,"13,908"
UZ01Z,410,Data Invalid for Grouping,.,.,.,.,.,.,.,"28,488",.,.,.,.,.,.,.,.,"28,488"
UZ01Z,420,Data Invalid for Grouping,"31,297","1,116",.,"3,572","36,975","22,091",.,.,.,.,.,"32,947",.,"2,331",.,"17,111","147,440"
UZ01Z,430,Data Invalid for Grouping,"47,139",.,"1,124,810",.,.,"17,997",.,.,.,.,960,"4,919","69,972","70,228",.,"12,272","1,348,295"
UZ01Z,501,Data Invalid for Grouping,"59,541","44,441",.,"62,119","30,810",.,.,.,.,.,"8,441","269,081",.,.,.,.,"474,434"
UZ01Z,502,Data Invalid for Grouping,.,.,"49,035",.,"7,171",.,.,.,.,.,.,.,.,.,.,.,"56,206"
UZ01Z,800,Data Invalid for Grouping,.,.,"176,377",.,.,.,.,.,.,.,.,.,.,.,.,.,"176,377"
UZ01Z,823,Data Invalid for Grouping,.,.,.,.,"4,143",.,.,.,.,.,.,"2,267",.,.,.,.,"6,409"
VA10A,100,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","23,652","18,244",.,"19,761","38,075","19,838",.,.,.,.,.,"13,125",.,"42,242",.,"11,972","186,908"
VA10A,110,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","36,485",.,.,.,"46,528",.,.,"15,151",.,.,.,"49,107",.,.,.,"34,350","181,622"
VA10A,120,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"1,187",.,.,.,.,"1,187"
VA10A,140,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,766","3,766"
VA10A,150,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"9,719",.,.,.,.,"9,719"
VA10A,160,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,910","2,910"
VA10A,170,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"7,327",.,.,.,.,"7,327"
VA10A,171,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"6,746",.,.,.,.,"6,746"
VA10A,172,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"7,040",.,.,.,.,"7,040"
VA10A,180,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,"4,040",.,.,"17,008",.,.,.,.,.,.,485,.,.,.,.,"21,533"
VA10A,300,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","6,242","2,405",.,"5,616","3,383","2,615",.,.,"1,479",.,"1,609","18,953",.,.,.,"5,463","47,767"
VA10A,301,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,"1,867",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,867"
VA10A,320,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,"1,897",.,.,.,.,.,.,.,.,.,.,.,.,"1,897"
VA10A,361,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,"6,780",.,.,.,.,.,.,.,.,.,.,"6,780"
VA10A,420,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"1,344",.,.,.,"1,141","2,485"
VA10A,430,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,"10,682","2,541",.,"4,891","2,454","7,070",.,.,"4,532",.,"18,448","2,200",.,.,.,"52,819"
VA10A,501,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,"2,193",.,.,.,.,.,.,.,.,.,.,"2,193"
VA10A,502,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,"2,390",.,.,.,.,.,.,.,.,.,.,.,"2,390"
VA10B,100,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","25,652","35,544",.,"6,038","21,511","30,100",.,.,.,.,.,"34,087",.,"6,687",.,"2,657","162,276"
VA10B,110,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","18,721",.,.,.,"52,504",.,.,"37,423",.,.,.,"48,829",.,.,.,"30,211","187,689"
VA10B,130,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"2,207",.,.,.,.,"2,207"
VA10B,140,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,766","3,766"
VA10B,150,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"3,327",.,.,.,.,"3,327"
VA10B,170,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"2,546",.,.,.,.,"2,546"
VA10B,171,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"3,719",.,.,.,.,"3,719"
VA10B,172,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"42,062",.,.,.,.,"42,062"
VA10B,180,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,"4,002",.,.,.,.,.,.,"1,186",.,.,.,.,"5,188"
VA10B,300,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","6,688","12,829",.,"15,445","31,575","1,743",.,.,"1,479",.,.,"10,042",.,"8,225",.,"18,939","106,966"
VA10B,301,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,"1,867",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,867"
VA10B,340,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,835,.,.,.,.,835
VA10B,400,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"8,236",.,.,.,.,"8,236"
