HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
PW20C,300,Paediatric Fever of Unknown Origin with CC Score 0,.,"1,604",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,604"
PW20C,350,Paediatric Fever of Unknown Origin with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,041",.,.,.,.,"2,041"
PW20C,420,Paediatric Fever of Unknown Origin with CC Score 0,"1,987","1,534",.,.,"1,804",.,.,.,.,.,.,"1,673",.,"2,914",.,"1,385","1,735"
PX01A,420,Paediatric Congenital Nervous System Conditions with CC Score 4+,.,"8,370",.,.,"1,804",.,.,.,.,.,.,"4,651",.,.,.,.,"4,942"
PX01B,150,Paediatric Congenital Nervous System Conditions with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,961",.,.,.,.,"1,961"
PX01C,150,Paediatric Congenital Nervous System Conditions with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"2,815",.,.,.,.,"2,815"
PX01C,420,Paediatric Congenital Nervous System Conditions with CC Score 1,.,.,.,.,"1,804",.,.,.,.,.,.,.,.,.,.,.,"1,804"
PX02A,420,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"14,581",.,"58,285",.,.,"43,717"
PX02B,420,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 1-2",.,"1,531",.,.,"2,706",.,.,.,.,.,.,.,.,.,.,.,"2,118"
PX02C,120,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0","3,004",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,004"
PX02C,420,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",.,.,.,"2,857",.,.,.,.,.,.,.,.,.,.,.,.,"2,857"
PX03A,171,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,984",.,.,.,.,"2,984"
PX03A,420,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"6,949",.,.,.,"1,711","5,203"
PX03B,171,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,984",.,.,.,.,"2,984"
PX03B,420,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,711","1,711"
PX04A,150,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"1,956",.,.,.,.,"1,956"
PX04A,420,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"3,996",.,.,.,.,"3,996"
PX04B,110,Paediatric Congenital Spinal Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,221",.,.,.,.,"1,221"
PX04B,420,Paediatric Congenital Spinal Conditions with CC Score 0,"1,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,490"
PX05A,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,"2,234",.,.,.,"2,847",.,.,.,.,"2,541"
PX05B,420,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,"1,116",.,"1,429",.,.,.,.,.,.,.,.,.,.,.,.,"1,272"
PX05C,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,.,.,.,.,620,.,.,.,.,.,.,.,.,620
PX05C,172,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,835,.,.,.,.,835
PX05C,420,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PX07A,361,Paediatric Congenital Renal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"74,924",.,.,.,.,"74,924"
PX07B,420,Paediatric Congenital Renal Conditions with CC Score 1,"1,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,490"
PX07C,420,Paediatric Congenital Renal Conditions with CC Score 0,.,.,.,.,.,"2,455",.,.,.,.,.,.,.,.,.,.,"2,455"
PX08A,171,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"6,663",.,.,.,.,"6,663"
PX08C,100,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,"1,512",.,.,.,.,.,.,.,.,.,.,.,"2,687",.,.,"2,100"
PX08C,420,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,"1,116",.,"1,429","1,804",.,.,.,.,.,.,.,.,.,.,.,"1,449"
PX09A,420,Paediatric Congenital Mental Health Conditions with CC Score 3+,.,.,.,.,"10,822",.,.,.,.,.,.,.,.,.,.,"17,681","15,395"
PX09B,420,Paediatric Congenital Mental Health Conditions with CC Score 1-2,.,"2,790",.,.,"8,117",.,.,.,.,.,.,.,.,"2,331",.,.,"4,413"
PX09C,420,Paediatric Congenital Mental Health Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,281","2,281"
PX10A,320,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"4,058",.,.,.,.,"4,058"
PX10A,420,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"9,608",.,.,.,.,"9,608"
PX22A,300,Paediatric Chest Pain with CC Score 1+,.,.,.,.,376,291,.,.,.,.,.,.,.,.,.,364,344
PX22A,320,Paediatric Chest Pain with CC Score 1+,580,.,.,474,.,.,.,.,.,.,.,731,.,.,.,.,629
PX22A,340,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,327
PX22A,420,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,818,.,.,.,.,.,.,.,.,.,.,818
PX22A,501,Paediatric Chest Pain with CC Score 1+,.,.,.,"1,225",.,.,.,.,.,.,.,.,.,.,.,.,"1,225"
PX22B,300,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
PX22B,420,Paediatric Chest Pain with CC Score 0,.,558,.,714,.,.,.,.,.,.,.,.,.,.,.,.,636
PX29A,100,Paediatric Abdominal Pain with CC Score 3+,"1,148","2,666",.,.,"1,171","1,070",.,.,.,.,.,"1,804",.,.,.,"1,476","1,371"
PX29A,171,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,258",.,.,.,.,"2,258"
PX29A,300,Paediatric Abdominal Pain with CC Score 3+,"1,561",.,.,.,.,.,.,.,.,.,.,"1,365",.,.,.,"2,185","1,607"
PX29A,420,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,"4,909",.,.,.,.,.,"3,973",.,.,.,"1,141","3,499"
PX29B,100,Paediatric Abdominal Pain with CC Score 1-2,"1,214","1,267",.,"1,568","1,125","1,149",.,.,.,.,.,"1,018",.,"1,640",.,"1,237","1,205"
PX29B,101,Paediatric Abdominal Pain with CC Score 1-2,.,.,"1,061",.,.,.,.,.,.,.,.,.,.,.,.,"1,549","1,305"
PX29B,171,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,790",.,.,.,.,"1,790"
PX29B,300,Paediatric Abdominal Pain with CC Score 1-2,.,.,"1,565",.,752,.,.,.,.,.,.,969,.,.,.,728,983
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,"2,981","1,116",.,.,"1,804","1,841",.,.,.,.,.,"2,123",.,.,.,"1,141","1,962"
PX29C,100,Paediatric Abdominal Pain with CC Score 0,"1,098","1,057",.,"1,250","1,043",963,.,.,.,.,.,952,.,"1,418",.,"1,132","1,131"
PX29C,101,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,592","1,592"
PX29C,171,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,645",.,.,.,.,"1,645"
PX29C,300,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,"1,298",.,.,.,.,.,"1,298"
PX29C,420,Paediatric Abdominal Pain with CC Score 0,"1,490","1,228",.,.,"1,804",.,.,.,.,.,.,"1,344",.,"2,331",.,"2,281","1,570"
PX29C,502,Paediatric Abdominal Pain with CC Score 0,.,"2,482",.,"3,630","1,594",.,.,.,.,.,.,.,.,"4,221",.,"1,487","2,700"
PX30A,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,"2,981",.,.,.,"3,788","4,909",.,.,.,.,.,"5,372",.,"12,823",.,"4,373","4,886"
PX30B,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,"2,675",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,675"
PX30B,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,"1,987","3,348",.,.,"3,427","3,273",.,.,.,.,.,"2,000",.,"2,331",.,"2,852","2,867"
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,745,558,.,714,902,.,.,.,.,.,.,691,.,"1,166",.,570,703
PX50A,101,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,"1,245",.,.,.,.,.,.,.,.,.,.,.,"1,245"
PX50A,180,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,485
PX50A,300,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",892,"1,203",.,"1,404","1,316",581,.,.,"1,479",.,"1,000",698,.,.,.,850,"1,019"
PX50A,301,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
PX50A,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+","1,490",.,.,"1,429",.,.,.,.,.,.,.,"1,344",.,.,.,.,"1,438"
PX50A,430,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,"1,254",.,.,.,.,.,"1,254"
PX50B,180,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,367,.,.,.,.,.,.,.,.,.,280,.,.,.,.,346
PX50B,300,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",446,401,.,468,376,.,.,.,370,.,344,367,.,514,.,364,397
PX50B,320,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,474,.,.,.,.,.,.,.,.,.,.,.,.,474
PX50B,340,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,342,.,.,.,.,.,342
PX50B,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",745,558,.,714,902,818,.,.,.,.,.,711,.,"1,166",.,.,773
PX50B,430,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,340
PX50C,171,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,801,.,.,.,.,801
PX50C,180,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",.,367,.,.,.,.,.,.,.,.,.,280,.,.,.,.,324
PX50C,300,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",446,401,.,.,.,291,.,.,.,.,.,366,.,.,.,364,385
PX50C,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,692,.,"1,166",.,570,758
PX51Z,420,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,"5,411","2,455",.,.,.,.,.,.,.,.,.,"4,563","4,777"
PX55Z,420,Paediatric Respite Care,"1,949","1,674",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,929"
PX56A,150,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"1,956",.,.,.,.,"1,956"
PX56A,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,740,.,.,"1,071",.,.,.,.,989
PX56A,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"1,608",.,.,.,.,"1,608"
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+","2,484","1,116",.,.,"2,405","1,636",.,.,.,.,.,"1,913",.,"4,080",.,"1,901","2,226"
PX56A,421,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,367",.,.,.,.,"3,367"
PX56B,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,291,.,.,.,.,.,366,.,.,.,.,328
PX56B,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,824,.,.,.,.,824
PX56B,400,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
PX56B,410,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,633,.,.,.,.,.,.,.,.,633
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",745,558,.,714,.,.,.,.,.,.,.,688,.,.,.,925,732
PX57A,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"3,340",.,.,.,.,"3,340"
PX57A,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"1,344",.,.,.,.,"1,344"
PX57B,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,444,.,.,.,"1,266",.,.,.,.,.,.,.,.,.,.,992
PX57B,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",577,.,.,.,.,.,.,.,.,.,.,635,.,.,.,.,596
PX57B,150,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PX57B,160,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"1,005",.,.,.,.,"1,005"
PX57B,171,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"1,204",.,.,.,.,"1,204"
PX57B,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
PX57B,350,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"2,656",.,.,.,.,"2,656"
PX57B,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",745,558,.,714,902,.,.,.,.,.,.,688,.,.,.,.,647
PX57B,502,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,392",.,.,"2,392"
PX57C,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,444,.,.,.,"1,384",.,.,.,.,.,.,.,.,.,.,679
PX57C,110,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0","1,389",.,.,.,.,.,.,664,.,.,.,.,.,.,.,.,"1,027"
PX57C,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",577,464,.,.,458,.,.,.,.,.,.,923,.,.,.,735,627
PX57C,170,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,024",.,.,.,.,"2,024"
PX57C,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
PX57C,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,688,.,"1,166",.,570,660
PX57C,501,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,509,.,.,.,.,509
PX57C,502,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,"1,555",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,555"
SA01G,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+","4,682","1,604",.,.,.,.,.,.,.,.,"5,247",.,.,.,.,"2,395","3,449"
SA01G,301,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,"2,614",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,614"
SA01G,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+","12,418",.,"1,166",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,792"
SA01G,430,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,.,.,.,"2,445",.,.,.,.,"3,777",.,.,.,.,.,.,"2,889"
SA01H,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7","2,006",.,"3,166",.,752,.,"2,575",.,.,.,.,.,.,.,.,"3,035","2,263"
SA01H,302,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"3,954",.,.,.,.,"3,954"
SA01H,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,"3,166",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,166"
SA01H,370,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,"5,381",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,381"
SA01J,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,802,"2,323",.,.,.,.,.,.,.,.,.,.,.,.,"1,697","1,659"
SA01J,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,.,"4,843",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,843"
SA01K,100,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1","1,562",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,562"
SA01K,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,.,940,.,.,.,.,.,.,.,.,.,.,"1,457","1,112"
SA01K,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,"3,151",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,151"
SA01K,430,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,"2,266",.,.,.,.,.,.,"2,266"
SA02G,100,Coagulation Defect with CC Score 5+,.,.,.,"2,196",.,.,.,.,.,.,.,.,.,.,.,"4,963","3,579"
SA02G,300,Coagulation Defect with CC Score 5+,"1,338",.,.,.,.,.,.,.,"2,589",.,.,"1,583",.,"1,028",.,.,"1,634"
SA02G,303,Coagulation Defect with CC Score 5+,.,.,"5,519",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,519"
SA02G,430,Coagulation Defect with CC Score 5+,.,.,"5,581",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,581"
SA02H,300,Coagulation Defect with CC Score 2-4,.,"4,410",.,.,.,.,.,.,740,.,.,"2,315",.,.,.,.,"2,488"
SA02H,303,Coagulation Defect with CC Score 2-4,.,.,"3,029",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,029"
SA02H,340,Coagulation Defect with CC Score 2-4,.,"1,054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,054"
SA02J,100,Coagulation Defect with CC Score 0-1,.,"1,333",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,333"
SA02J,300,Coagulation Defect with CC Score 0-1,"1,338",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,093","1,174"
SA02J,303,Coagulation Defect with CC Score 0-1,.,.,"3,123",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,123"
SA03G,300,Haemolytic Anaemia with CC Score 3+,.,"1,203",.,.,"1,504","1,453",.,.,.,.,.,.,.,"1,285",.,.,"1,310"
SA03G,303,Haemolytic Anaemia with CC Score 3+,"2,540","1,997","3,127",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,743"
SA03G,320,Haemolytic Anaemia with CC Score 3+,"1,160",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,160"
SA03G,361,Haemolytic Anaemia with CC Score 3+,.,675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,675
SA03G,430,Haemolytic Anaemia with CC Score 3+,.,.,"2,362",.,"2,634",.,.,.,.,.,.,.,.,"7,220",.,.,"3,644"
SA03G,823,Haemolytic Anaemia with CC Score 3+,.,.,.,.,"4,143",.,.,.,.,.,.,.,.,.,.,.,"4,143"
SA03H,100,Haemolytic Anaemia with CC Score 0-2,.,.,.,.,878,.,.,.,.,.,.,.,.,.,.,.,878
SA03H,300,Haemolytic Anaemia with CC Score 0-2,"1,338","1,804","1,219",.,.,872,.,.,.,.,.,.,.,.,.,"1,148","1,333"
SA03H,303,Haemolytic Anaemia with CC Score 0-2,.,"1,597","1,785",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,691"
SA03H,340,Haemolytic Anaemia with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,"1,016",.,.,.,.,.,"1,016"
SA04G,300,Iron Deficiency Anaemia with CC Score 14+,.,.,.,"5,499",.,.,.,.,"4,253",.,"2,887",.,.,.,.,"2,135","3,306"
SA04G,430,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,055","9,055"
SA04H,100,Iron Deficiency Anaemia with CC Score 10-13,"7,140",.,.,.,"3,073",.,.,.,.,.,.,.,.,.,.,.,"5,107"
SA04H,300,Iron Deficiency Anaemia with CC Score 10-13,"5,797","2,405","2,050","3,276","4,887","1,743","1,030",.,.,.,"1,305",.,.,.,.,"5,828","2,806"
SA04H,430,Iron Deficiency Anaemia with CC Score 10-13,"1,786","1,206","2,078",.,.,.,.,.,.,.,.,.,.,"10,501",.,614,"2,541"
SA04J,100,Iron Deficiency Anaemia with CC Score 6-9,893,.,.,.,"1,756",.,.,.,.,.,.,.,.,.,.,.,"1,324"
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,"1,561","2,004",.,"2,803","1,557",726,"3,605",.,740,.,"1,925","1,402",.,"2,056",.,"1,350","1,674"
SA04J,301,Iron Deficiency Anaemia with CC Score 6-9,.,"1,680",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,680"
SA04J,320,Iron Deficiency Anaemia with CC Score 6-9,"2,321",.,.,"1,185",.,.,.,.,.,.,.,.,.,.,.,.,"1,753"
SA04J,340,Iron Deficiency Anaemia with CC Score 6-9,.,"2,079",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,079"
SA04J,410,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,"2,438",.,.,.,.,.,.,.,.,"2,438"
SA04J,430,Iron Deficiency Anaemia with CC Score 6-9,"2,857","2,067",.,.,.,.,.,.,.,"3,399","1,577",.,.,.,.,"2,148","2,438"
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,"1,562",.,.,.,"1,317",778,.,.,.,.,.,.,.,.,.,"1,558","1,389"
SA04K,101,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,"1,245",.,.,.,.,.,.,.,.,.,.,.,"1,245"
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,"1,361","1,110",817,"1,404","1,065",944,"2,060",.,"1,572",.,974,987,.,"1,544",.,"1,024","1,183"
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,"1,073",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,073"
SA04K,303,Iron Deficiency Anaemia with CC Score 2-5,.,.,"2,147",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,147"
SA04K,320,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,"1,897",.,.,.,.,.,.,"1,410",.,.,.,.,.,"1,815"
SA04K,340,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,"1,332",.,.,.,.,.,"1,332"
SA04K,430,Iron Deficiency Anaemia with CC Score 2-5,"1,428",.,"1,196",.,.,.,.,.,"1,331",.,"1,313",.,"1,760",.,.,.,"1,342"
SA04K,501,Iron Deficiency Anaemia with CC Score 2-5,"2,372",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,372"
SA04K,823,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,"2,071",.,.,.,.,.,.,.,.,.,.,.,"2,071"
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,"2,147",439,"1,013",.,.,.,.,.,.,.,.,.,.,"1,010"
SA04L,300,Iron Deficiency Anaemia with CC Score 0-1,446,401,430,557,376,291,515,.,370,.,349,367,.,.,.,364,402
SA04L,303,Iron Deficiency Anaemia with CC Score 0-1,.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,676
SA04L,430,Iron Deficiency Anaemia with CC Score 0-1,.,.,520,.,376,.,.,.,.,.,.,.,.,.,.,.,472
SA05G,300,Megaloblastic Anaemia with CC Score 8+,.,"2,806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,806"
SA05H,300,Megaloblastic Anaemia with CC Score 4-7,.,"1,203",.,.,"1,128",581,.,.,.,.,"2,244","1,541",.,"2,827",.,"1,821","1,719"
SA05H,302,Megaloblastic Anaemia with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,"2,604",.,.,.,.,.,"2,604"
SA05H,303,Megaloblastic Anaemia with CC Score 4-7,.,799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,799
SA05H,430,Megaloblastic Anaemia with CC Score 4-7,.,"3,101",.,.,.,.,.,.,.,.,.,.,.,"5,907",.,.,"4,504"
SA05J,300,Megaloblastic Anaemia with CC Score 0-3,892,"1,069",.,.,.,872,.,.,925,.,977,"1,028",.,"1,542",.,.,"1,022"
SA05J,301,Megaloblastic Anaemia with CC Score 0-3,.,"1,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,493"
SA05J,302,Megaloblastic Anaemia with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,"1,048",.,.,.,.,.,"1,048"
SA06G,300,Myelodysplastic Syndrome with CC Score 8+,.,.,.,"13,105","5,826","2,034","6,180",.,.,.,.,.,.,.,.,"9,097","7,309"
SA06G,823,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,"17,262",.,.,.,.,.,.,.,.,.,.,.,"17,262"
SA06H,300,Myelodysplastic Syndrome with CC Score 5-7,.,"2,004",.,.,"1,879",581,"3,605",.,"5,917",.,.,.,.,"3,084",.,.,"2,845"
SA06H,303,Myelodysplastic Syndrome with CC Score 5-7,.,.,"8,068",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,068"
