HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
MB09C,101,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",.,.,.,171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,171
MB09E,101,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
MB09E,370,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
MB09E,502,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,689
MB09F,101,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",.,.,.,163,.,244,.,.,.,.,.,.,.,.,.,.,.,.,203
MB09F,300,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",359,.,.,.,.,614,376,.,.,.,.,.,.,.,.,.,.,.,417
MB09F,303,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",.,.,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
MB09F,420,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,584
MB09F,502,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",.,"1,213",.,462,999,453,220,.,.,"1,157",602,"1,541",.,.,737,614,820,.,749
NZ10Z,120,Diagnostic or Therapeutic Procedures on Fetus,630,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,630
NZ10Z,340,Diagnostic or Therapeutic Procedures on Fetus,.,.,.,182,.,.,.,.,.,.,.,.,.,.,.,.,.,.,182
NZ16Z,501,Ante-Natal Routine Observation,.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ17B,501,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ18B,300,Ante-Natal Complex Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
NZ19B,300,Ante-Natal Major Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,700,.,700
NZ19B,303,Ante-Natal Major Disorders with CC Score 0-1,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
NZ19B,501,Ante-Natal Major Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ23Z,501,"Ante-Natal Diagnostic Procedures, including Amniocentesis and Sampling of Chorionic Villus",.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,.,292
NZ24B,502,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",943,.,.,"2,785",.,785,.,.,.,.,.,.,.,.,940,.,.,.,"1,279"
NZ26B,502,Post-Natal Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,689
NZ27Z,502,Post-Natal Therapeutic Procedures,.,.,.,.,.,.,.,.,.,.,"1,244",.,.,.,.,.,.,.,"1,244"
PB02Z,320,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PB02Z,420,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,470
PC63A,370,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PC63B,120,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,291
PC63B,370,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PC63B,420,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,402
PC63B,823,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PC63C,120,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,434,.,339
PC63C,303,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
PC63C,370,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PC63C,420,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PC63C,823,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PC63D,120,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,"1,439",275,.,.,.,.,.,456,311,.,.,.,434,.,410
PC63D,140,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,.,412,.,.,.,.,.,.,367,.,.,.,771,.,580
PC63D,420,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD11B,420,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD11B,823,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PD11C,420,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD12B,420,"Paediatric Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,727,472,.,.,.,.,691
PD12C,420,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD13A,420,Paediatric Cystic Fibrosis with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,770,.,.,.,.,.,770
PD13B,420,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,772,.,.,.,.,.,772
PD13C,420,Paediatric Cystic Fibrosis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,794,.,.,.,.,.,794
PD13D,420,Paediatric Cystic Fibrosis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,834,.,.,.,.,.,834
PD14C,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",430,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,576
PD14D,320,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PD14D,370,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,.,.,.,502
PD14D,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PD14D,823,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,275,.,.,.,.,.,275
PD14E,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD14E,823,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,275,.,.,.,.,.,275
PD14F,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD15B,420,Paediatric Acute Bronchiolitis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,402
PD15D,420,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD65B,420,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,747,472,.,.,.,.,610
PD65B,823,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PD65C,420,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD65C,823,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PD65D,320,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PD65D,420,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,452
PE23C,320,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PE23C,420,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PE23D,320,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,210,.,.,.,.,.,210
PE23D,361,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PE23D,370,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PE23E,171,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PE23E,320,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,201,.,.,.,.,.,201
PE23E,361,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PE23E,420,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,350
PE23E,823,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PE23F,120,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,986",.,.,.,.,.,"1,986"
PE23F,150,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,596,.,.,.,.,.,596
PE23F,320,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PE23F,361,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PE23F,400,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
PE23F,420,Paediatric Cardiac Conditions with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,551
PE24B,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PE24C,320,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PE24C,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PE62A,420,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,747,.,.,.,.,.,747
PE62C,420,"Paediatric Syncope and Collapse, with CC Score 0",545,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,524
PF21A,150,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,615,.,.,.,.,.,615
PF21A,420,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PF21A,823,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PF21B,420,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",430,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,467
PF26A,370,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PF26B,300,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,374,.,.,.,.,614,376,.,.,.,.,.,.,.,.,.,.,.,455
PF26B,420,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,526,.,.,.,.,.,.,.,.,.,.,.,773,472,.,.,.,.,512
PF26C,100,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,117",.,.,.,"1,117"
PF26C,300,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,148,.,.,.,.,.,148
PF26C,301,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,332
PF26C,302,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
PF26C,420,Paediatric Other Gastrointestinal Disorders with CC Score 0,520,.,.,.,.,.,.,.,.,.,.,.,722,472,.,.,333,.,478
PF27A,300,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,.,.,.,.,376,.,.,.,.,.,144,.,.,.,.,.,169
PF27A,420,Paediatric Inflammatory Bowel Disease with CC Score 1+,430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430
PF27B,300,Paediatric Inflammatory Bowel Disease with CC Score 0,329,.,.,.,.,614,376,.,.,.,.,.,152,.,998,.,267,.,283
PF27B,301,Paediatric Inflammatory Bowel Disease with CC Score 0,.,.,.,.,.,243,.,.,.,.,.,.,.,.,.,.,.,.,243
PF27B,420,Paediatric Inflammatory Bowel Disease with CC Score 0,430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430
PF28A,320,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PF28C,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PF28C,823,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PF28D,301,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PF28D,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PF28E,300,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PF28E,301,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PF28E,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",430,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,471
PG71A,420,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PG71C,420,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PH34B,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,415,.,.,.,"1,071",.,.,.,464,.,556
PH34C,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,613,.,.,.,"1,015",.,.,.,.,.,649
PH34C,410,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PH34C,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,722,472,.,.,.,.,522
PH34C,823,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PH34D,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",410,.,.,.,.,.,.,.,967,.,.,.,432,.,.,.,464,.,867
PH34D,160,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,575,.,.,.,.,.,575
PH34D,410,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PH34D,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,722,472,.,.,.,.,555
PH34D,823,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
PJ35A,420,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PJ35A,823,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PJ35B,160,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
PJ35B,370,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PJ35B,420,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,773,472,.,.,.,.,572
PJ35C,160,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,769,.,.,.,.,.,769
PJ35C,420,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PJ35D,100,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,226,.,.,.,.,.,.,.,.,.,.,.,226
PJ35D,120,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,986",.,.,.,.,.,"1,986"
PJ35D,130,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PJ35D,140,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,672,.,.,.,.,.,672
PJ35D,160,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,764,.,.,.,.,.,764
PJ35D,330,Paediatric Skin Disorders with CC Score 0,.,.,.,.,181,.,.,.,.,.,.,.,.,.,.,.,121,.,145
PJ35D,420,Paediatric Skin Disorders with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,722,472,.,.,333,.,490
PJ35D,823,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PJ66B,370,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PJ66C,420,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",545,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,490
PK36B,302,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
PK36B,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",584,.,.,.,.,.,.,.,.,.,.,.,"1,454",.,.,.,.,.,"1,330"
PK36C,300,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PK36C,302,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
PK36C,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",603,.,.,.,.,.,.,.,.,.,.,.,"1,454",472,.,.,.,.,"1,297"
PK68A,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,771,.,.,.,.,.,771
PK68C,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,497
PK72A,110,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PK72B,420,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PK72C,110,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PK72C,300,Paediatric Metabolic Disorders with CC Score 0,339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,339
PK72C,303,Paediatric Metabolic Disorders with CC Score 0,323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,323
PK72C,361,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PK72C,420,Paediatric Metabolic Disorders with CC Score 0,430,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,701
PL38A,361,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
PL38B,361,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL38C,361,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,529,.,.,.,.,.,.,.,.,744,.,.,.,.,.,556
PL69A,361,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL69A,420,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PL70B,361,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL70B,420,Paediatric Other Renal Diseases with CC Score 2-3,545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,545
PL70C,101,Paediatric Other Renal Diseases with CC Score 1,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
PL70C,420,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"1,454",.,.,.,.,.,"1,454"
PL70D,100,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,.,.,291
PL70D,101,Paediatric Other Renal Diseases with CC Score 0,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
PL70D,171,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PL70D,370,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PL70D,420,Paediatric Other Renal Diseases with CC Score 0,584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,458
PL70D,502,Paediatric Other Renal Diseases with CC Score 0,858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,858
PM44Z,120,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,.,.,.,275
PM44Z,150,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,736,.,.,.,.,.,736
PM44Z,171,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PM44Z,303,Paediatric Neoplasm Diagnoses with length of stay 0 days,323,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,511,.,350
PM44Z,370,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,516,.,.,.,.,.,516
PM44Z,420,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PM44Z,823,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,305,.,.,.,.,.,305
PN48A,420,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PN48A,823,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PN48B,160,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,.,386
PN48B,300,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,.,.,.,552
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,499,.,.,.,.,.,499
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PN48C,300,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PN48C,303,Paediatric Blood Cell Disorders with CC Score 0,.,220,.,246,314,.,.,.,.,.,.,.,.,.,.,.,.,.,256
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PN48C,823,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,275,.,.,.,.,.,275
PN49A,823,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PN49B,303,Paediatric Coagulation Disorders with CC Score 0,323,.,.,242,.,.,.,.,.,.,.,.,.,.,.,.,.,.,282
PN49B,370,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
