HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost
SA09J,410,Other Red Blood Cell Disorders with CC Score 6-9,.,395,.,.,.,.,.,"1,823",.,.,.,.,.,.,.,.,"2,219"
SA09J,430,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,"1,098",.,.,.,.,.,.,.,"1,098"
SA09K,100,Other Red Blood Cell Disorders with CC Score 2-5,.,"2,712",.,.,"1,314","1,402",.,.,.,.,.,.,.,647,.,.,"6,075"
SA09K,300,Other Red Blood Cell Disorders with CC Score 2-5,"1,315",.,.,.,.,"3,013",.,.,.,"2,111",.,.,.,"2,511",.,"2,882","11,831"
SA09K,301,Other Red Blood Cell Disorders with CC Score 2-5,.,"1,121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,121"
SA09K,320,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,.,.,899,.,.,.,.,.,.,899
SA09K,361,Other Red Blood Cell Disorders with CC Score 2-5,.,"2,652","14,692",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,344"
SA09L,100,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,"3,069",.,.,.,.,.,.,414,.,.,.,.,"3,482"
SA09L,300,Other Red Blood Cell Disorders with CC Score 0-1,.,.,.,.,.,603,.,.,.,898,.,463,.,"2,009",.,"1,048","5,020"
SA09L,301,Other Red Blood Cell Disorders with CC Score 0-1,.,"2,834",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,834"
SA12G,303,Thrombocytopenia with CC Score 8+,555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
SA12H,300,Thrombocytopenia with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,857","1,857"
SA12H,303,Thrombocytopenia with CC Score 5-7,"3,885",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,885"
SA12J,300,Thrombocytopenia with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"1,804",.,.,.,367,"2,171"
SA12J,303,Thrombocytopenia with CC Score 2-4,"1,110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110"
SA12K,300,Thrombocytopenia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,834","1,834"
SA12K,303,Thrombocytopenia with CC Score 0-1,.,.,"2,328",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,328"
SA13A,100,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,"1,145","1,752",.,.,.,.,.,.,.,.,.,.,"1,364","4,261"
SA13A,300,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",438,.,168,.,327,"1,205",.,.,376,.,.,"2,004",.,"6,528",.,"1,467","12,513"
SA13A,301,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,675,.,.,.,.,.,.,.,.,.,.,.,675
SA13A,303,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,"1,788","4,320",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,109"
SA13A,370,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,"18,697",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,697"
SA13A,410,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,697,.,.,.,.,.,.,.,.,697
SA13A,430,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,363,.,.,.,"2,927",.,.,.,.,.,.,.,"3,289"
SA13A,502,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,775,.,.,730,.,.,.,.,.,.,.,.,.,.,.,"1,505"
SA13A,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,"3,295",.,.,.,.,.,.,.,.,.,.,.,"3,295"
SA13B,420,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under","3,811",.,.,.,.,"2,201",.,.,.,.,.,"1,537",.,.,.,.,"7,549"
SA13B,421,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"5,257",.,.,.,.,"5,257"
SA13B,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,145",.,.,.,.,"3,145"
SA14Z,400,"Plasma Exchanges, 2 to 9",.,.,.,.,.,.,.,.,.,.,.,"31,272",.,.,.,.,"31,272"
SA14Z,421,"Plasma Exchanges, 2 to 9",.,.,.,.,.,.,.,.,.,.,.,"6,601",.,.,.,.,"6,601"
SA17H,100,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,.,"3,327",.,.,.,.,.,.,.,.,.,.,.,"3,327"
SA17H,160,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,313","4,313"
SA17H,302,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,601",.,.,.,.,"3,601"
SA17H,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,"6,060",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,060"
SA17H,370,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,"6,319",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,319"
SA18Z,303,Bone Marrow Harvest,.,.,"4,289",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,289"
SA24G,303,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,"69,296",.,.,.,.,.,.,.,.,.,.,.,.,.,"69,296"
SA24G,823,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,.,.,"8,567",.,.,.,.,.,.,.,.,.,.,.,"8,567"
SA24H,300,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,637","10,637"
SA24H,303,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,"77,022",.,.,.,.,.,.,.,.,.,.,.,.,.,"77,022"
SA24J,303,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,"32,483",.,.,.,.,.,.,.,.,.,.,.,.,.,"32,483"
SA25G,300,Acute Myeloid Leukaemia with CC Score 12+,.,.,.,.,.,.,"13,715",.,.,.,.,.,.,.,.,.,"13,715"
SA25G,823,Acute Myeloid Leukaemia with CC Score 12+,.,.,.,.,"25,702",.,.,.,.,.,.,.,.,.,.,.,"25,702"
SA25H,303,Acute Myeloid Leukaemia with CC Score 9-11,.,.,"32,066",.,.,.,.,.,.,.,.,.,.,.,.,.,"32,066"
SA25J,303,Acute Myeloid Leukaemia with CC Score 6-8,.,.,"199,335",.,.,.,.,.,.,.,.,.,.,.,.,.,"199,335"
SA25K,303,Acute Myeloid Leukaemia with CC Score 4-5,.,.,"291,345",.,.,.,.,.,.,.,.,.,.,.,.,.,"291,345"
SA25L,100,Acute Myeloid Leukaemia with CC Score 2-3,.,.,"2,494",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,494"
SA25L,300,Acute Myeloid Leukaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,069","8,069"
SA25L,303,Acute Myeloid Leukaemia with CC Score 2-3,.,.,"436,863",.,.,.,.,.,.,.,.,.,.,.,.,.,"436,863"
SA25M,300,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,288","2,288"
SA25M,303,Acute Myeloid Leukaemia with CC Score 0-1,.,.,"338,367",.,.,.,.,.,.,.,.,.,.,.,.,.,"338,367"
SA26A,303,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"550,252",.,.,.,.,.,.,.,.,.,.,.,.,.,"550,252"
SA26B,370,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"172,199",.,.,.,.,"172,199"
SA26B,823,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"150,275",.,.,.,.,"150,275"
SA28A,303,"Peripheral Blood Stem Cell Transplant, Allogeneic, 19 years and over",.,.,"176,934",.,.,.,.,.,.,.,.,.,.,.,.,.,"176,934"
SA28B,420,"Peripheral Blood Stem Cell Transplant, Allogeneic, 18 years and under",.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
SA30B,303,Plasma Cell Disorders with CC Score 8-10,.,.,"21,183",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,183"
SA30B,361,Plasma Cell Disorders with CC Score 8-10,.,.,"1,772",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,772"
SA30B,430,Plasma Cell Disorders with CC Score 8-10,.,.,.,.,.,.,.,.,"5,853",.,.,.,.,.,.,.,"5,853"
SA30B,823,Plasma Cell Disorders with CC Score 8-10,.,.,.,.,"13,180",.,.,.,.,.,.,.,.,.,.,.,"13,180"
SA30C,303,Plasma Cell Disorders with CC Score 5-7,.,"3,572",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,572"
SA30C,823,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,"5,931",.,.,.,.,.,.,.,.,.,.,.,"5,931"
SA30D,110,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,.,.,.,"9,055",.,.,.,.,.,.,.,.,"9,055"
SA30D,300,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,834","1,834"
SA30D,303,Plasma Cell Disorders with CC Score 2-4,"1,110","2,143","8,244",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,497"
SA30E,101,Plasma Cell Disorders with CC Score 0-1,.,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,668
SA30E,300,Plasma Cell Disorders with CC Score 0-1,.,.,"1,810",.,.,.,.,.,.,.,.,.,.,.,.,"3,301","5,111"
SA30E,303,Plasma Cell Disorders with CC Score 0-1,555,.,"41,813",.,.,.,.,.,.,.,.,.,.,.,.,.,"42,368"
SA30E,370,Plasma Cell Disorders with CC Score 0-1,.,.,"6,319",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,319"
SA31A,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,549","6,549"
SA31A,361,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+","13,546",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,546"
SA31A,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,"19,111",.,.,.,.,.,.,.,.,.,.,.,"19,111"
SA31B,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,"5,715",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,715"
SA31B,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,"27,679",.,.,.,.,.,.,.,.,.,.,.,"27,679"
SA31C,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,004",.,"29,476","30,480"
SA31C,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","1,665","19,727","22,783",.,.,.,.,.,.,.,.,.,.,.,.,.,"44,174"
SA31D,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,506",.,"12,785","14,291"
SA31D,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","3,330","15,001","53,857",.,.,.,.,.,.,.,.,.,.,.,.,.,"72,188"
SA31D,430,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,"3,625",.,.,.,.,.,.,.,.,.,.,.,"3,625"
SA31D,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,"49,426",.,.,.,.,.,.,.,.,.,.,.,"49,426"
SA31E,100,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,.,.,.,.,.,"2,810",.,.,.,.,.,"1,567","4,377"
SA31E,120,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,"3,303",.,.,.,.,.,.,.,.,.,.,.,"3,303"
SA31E,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,196","20,196"
SA31E,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","12,765","21,074","93,061",.,.,.,.,.,.,.,.,.,.,.,.,.,"126,899"
SA31E,340,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,429,.,.,.,.,429
SA31E,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,"46,790",.,.,.,.,.,.,.,.,.,.,.,"46,790"
SA31F,100,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,"9,674",.,.,.,.,.,.,.,"4,166",.,.,.,.,"13,841"
SA31F,120,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","2,331",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,331"
SA31F,160,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,885","1,885"
SA31F,172,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"7,211",.,.,.,.,"7,211"
SA31F,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"33,295","33,295"
SA31F,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","4,995","60,006","160,188",.,.,.,.,.,.,.,.,.,.,.,.,.,"225,189"
SA31F,370,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,"9,345",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,345"
SA31F,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,"50,744",.,.,.,.,.,.,.,.,.,.,.,"50,744"
SA32B,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","1,665",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,665"
SA32C,300,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,502","5,502"
SA32C,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4","4,995",.,"37,978",.,.,.,.,.,.,.,.,.,.,.,.,.,"42,973"
SA32D,300,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,301","3,301"
SA32D,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","2,220",.,"18,473",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,693"
SA32D,823,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,.,"2,636"
SA33Z,303,Diagnostic Bone Marrow Extraction,.,.,"1,654",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,654"
SA33Z,370,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,.,.,.,"1,169",.,.,.,.,"1,169"
SA33Z,420,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,.,.,.,"1,530",.,.,.,.,"1,530"
SA34Z,303,Peripheral Blood Stem Cell Harvest,.,.,"5,176",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,176"
SA34Z,370,Peripheral Blood Stem Cell Harvest,.,.,.,.,.,.,.,.,.,.,.,"12,109",.,.,.,.,"12,109"
SA34Z,823,Peripheral Blood Stem Cell Harvest,.,.,.,.,.,.,.,.,.,.,.,"4,209",.,.,.,.,"4,209"
SA35C,300,Agranulocytosis with CC Score 5-8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,467","1,467"
SA35C,303,Agranulocytosis with CC Score 5-8,.,"1,429",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,429"
SA35D,100,Agranulocytosis with CC Score 2-4,.,.,.,"1,145",.,.,.,.,.,.,.,.,.,.,.,.,"1,145"
SA35D,300,Agranulocytosis with CC Score 2-4,.,"1,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,220"
SA35D,370,Agranulocytosis with CC Score 2-4,.,.,"1,640",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,640"
SA35E,100,Agranulocytosis with CC Score 0-1,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
SA35E,303,Agranulocytosis with CC Score 0-1,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,714
SB97Z,303,Same Day Chemotherapy Admission or Attendance,.,357,"4,369",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,726"
SB97Z,361,Same Day Chemotherapy Admission or Attendance,.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
SB97Z,370,Same Day Chemotherapy Admission or Attendance,.,.,"22,632",.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"23,817"
UZ01Z,100,Data Invalid for Grouping,"46,596","4,196","54,010","1,299",438,"3,953",.,.,.,"181,042",.,"76,980",.,"4,374",.,"2,430","375,318"
UZ01Z,101,Data Invalid for Grouping,"24,628",.,"100,503","7,831","5,455",.,.,.,.,.,.,.,.,.,.,.,"138,417"
UZ01Z,110,Data Invalid for Grouping,"35,838",.,.,.,"2,067",.,.,"245,258",.,.,.,"60,250",.,.,.,.,"343,413"
UZ01Z,120,Data Invalid for Grouping,"145,522",.,.,.,"14,204",.,.,.,.,.,.,"235,131",.,.,.,.,"394,857"
UZ01Z,130,Data Invalid for Grouping,103,.,.,.,.,.,.,.,.,"1,185",.,"6,898",.,.,.,.,"8,186"
UZ01Z,140,Data Invalid for Grouping,"58,316",.,.,.,.,.,.,.,.,.,.,"8,666",.,.,.,.,"66,982"
UZ01Z,150,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"37,664",.,.,.,.,"37,664"
UZ01Z,160,Data Invalid for Grouping,.,.,"1,663",.,.,.,.,.,.,.,.,"27,287",.,.,.,"2,352","31,303"
UZ01Z,170,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"3,475",.,.,.,.,"3,475"
UZ01Z,171,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"4,791",.,.,.,.,"4,791"
UZ01Z,172,Data Invalid for Grouping,.,.,534,.,.,.,.,.,.,.,.,"34,710",.,.,.,.,"35,244"
UZ01Z,180,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,199,.,.,.,.,.,.,199
UZ01Z,300,Data Invalid for Grouping,"8,766","4,066","1,695",.,.,"5,423",.,.,.,"10,639",.,.,.,"1,872",.,.,"32,460"
UZ01Z,303,Data Invalid for Grouping,"3,330",.,"254,940",.,.,.,.,.,.,.,.,.,.,.,.,.,"258,270"
UZ01Z,320,Data Invalid for Grouping,"7,578",.,.,.,.,.,.,.,.,"23,091",.,"112,629",.,.,.,.,"143,298"
UZ01Z,330,Data Invalid for Grouping,.,.,"4,512",.,"15,378",.,.,.,.,.,.,.,.,.,.,.,"19,889"
UZ01Z,340,Data Invalid for Grouping,.,.,"41,380",.,"1,691",.,.,.,.,.,.,.,.,.,.,.,"43,070"
UZ01Z,361,Data Invalid for Grouping,.,.,"57,972",.,.,.,.,.,.,.,.,.,.,.,.,.,"57,972"
UZ01Z,370,Data Invalid for Grouping,.,.,"33,048",.,.,.,.,.,.,.,.,.,.,.,.,.,"33,048"
UZ01Z,400,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"4,354",.,.,.,.,"4,354"
UZ01Z,410,Data Invalid for Grouping,.,.,.,.,.,.,.,"133,893",.,.,.,.,.,.,.,.,"133,893"
UZ01Z,420,Data Invalid for Grouping,"21,343",.,.,.,.,"18,338",.,.,.,.,.,"1,521",.,"1,000",.,541,"42,744"
UZ01Z,430,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,"1,464",.,.,.,.,.,.,"1,464"
UZ01Z,502,Data Invalid for Grouping,"27,109",.,"67,134",.,"1,459","1,453",.,.,.,.,.,.,.,.,.,.,"97,155"
UZ01Z,810,Data Invalid for Grouping,.,.,"6,604",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,604"
UZ01Z,823,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,"3,081",.,.,.,.,"3,081"
VA10A,110,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,588,.,.,.,"3,417",.,.,.,801,"4,806"
VA10A,172,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"3,731",.,.,.,.,"3,731"
VA10B,110,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,588,.,.,.,.,.,.,.,.,588
VA10B,150,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,.,.,.,.,"5,008",.,.,.,.,"5,008"
VA10C,100,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,"3,505",.,.,.,.,.,.,.,.,.,.,.,"3,505"
VA10C,110,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,.,.,"5,880",.,.,.,.,.,.,.,"2,402","8,282"
VA10C,361,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,.,"13,100",.,.,.,.,.,.,.,.,.,.,"13,100"
VA11A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,"10,036",.,.,.,.,.,.,"2,727",.,.,.,.,"12,763"
VA11B,140,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,600","3,600"
VA12A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","5,433",.,.,.,.,.,.,.,.,.,.,"3,728",.,.,.,"6,672","15,833"
VA12B,110,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"2,529",.,.,.,.,"2,529"
VA12B,150,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"9,849",.,.,.,.,"9,849"
VA12C,110,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"10,296",.,.,.,"5,266","15,562"
VA13A,110,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,"3,139",.,.,.,.,"3,139"
VA13B,140,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,304","3,304"
VA14B,110,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,"15,545",.,.,.,.,"15,545"
WA02Z,120,Disorders of Immunity without HIV or AIDS,.,.,.,.,.,.,.,.,.,.,.,"3,489",.,.,.,.,"3,489"
WA02Z,300,Disorders of Immunity without HIV or AIDS,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,004",.,.,"1,004"
WA02Z,330,Disorders of Immunity without HIV or AIDS,.,.,"3,441",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,441"
WA03B,300,Septicaemia with CC Score 2-3,"3,068","1,626",.,.,.,.,"3,693",.,.,"2,220",.,.,.,.,.,367,"10,974"
WA03B,303,Septicaemia with CC Score 2-3,.,"5,001","11,490",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,491"
WA03B,350,Septicaemia with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"7,643",.,.,.,.,"7,643"
WA03C,100,Septicaemia with CC Score 0-1,.,.,.,.,"13,582",.,.,.,.,.,.,.,.,.,.,.,"13,582"
WA03C,101,Septicaemia with CC Score 0-1,.,.,"5,027",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,027"
WA03C,300,Septicaemia with CC Score 0-1,"2,191","26,023",.,.,"9,803",.,.,.,.,.,.,.,.,.,.,"21,448","59,465"
WA03C,303,Septicaemia with CC Score 0-1,"3,330","28,931","21,987",.,.,.,.,.,.,.,.,.,.,.,.,.,"54,249"
WA03C,340,Septicaemia with CC Score 0-1,.,.,"16,205",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,205"
WA03C,361,Septicaemia with CC Score 0-1,.,.,"11,503",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,503"
WA03C,370,Septicaemia with CC Score 0-1,.,.,"4,213",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,213"
WA03C,823,Septicaemia with CC Score 0-1,.,.,.,.,"12,521",.,.,.,.,.,.,.,.,.,.,.,"12,521"
WA04Z,101,Acute Febrile Illness with length of stay 4 days or less,.,.,"1,090",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,090"
WA04Z,300,Acute Febrile Illness with length of stay 4 days or less,.,"4,066",288,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,354"
WA04Z,301,Acute Febrile Illness with length of stay 4 days or less,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
WA04Z,361,Acute Febrile Illness with length of stay 4 days or less,.,.,"1,237",.,.,.,.,.,.,.,.,.,.,.,.,767,"2,004"
WA05Z,300,Pyrexia of Unknown Origin with length of stay 5 days or more,"5,698",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,698"
WA05Z,303,Pyrexia of Unknown Origin with length of stay 5 days or more,.,"2,500",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,500"
WA05Z,320,Pyrexia of Unknown Origin with length of stay 5 days or more,.,.,.,.,.,.,.,.,.,.,.,"3,423",.,.,.,.,"3,423"
WA05Z,350,Pyrexia of Unknown Origin with length of stay 5 days or more,.,.,.,.,.,.,.,.,.,.,.,"3,972",.,.,.,.,"3,972"
WA06A,303,Other Viral Illness with CC Score 2+,555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
WA06A,361,Other Viral Illness with CC Score 2+,.,.,"7,289",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,289"
WA06B,300,Other Viral Illness with CC Score 1,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,"3,301","3,755"
WA06B,361,Other Viral Illness with CC Score 1,.,.,"10,299",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,299"
WA06C,100,Other Viral Illness with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,794","3,794"
