HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
NZ33B,501,"Normal Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 1","1,433",926,.,"2,000","1,102","1,292",.,.,.,.,.,.,"1,745",.,"3,364",.,"1,503","1,471"
NZ33C,501,"Normal Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 0","1,433",926,.,"1,225",.,"1,292",.,.,.,.,.,.,"1,678",.,"3,364",.,"1,503","1,580"
NZ34A,501,"Normal Delivery, with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 2+",.,.,.,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,"1,503","1,203"
NZ34B,501,"Normal Delivery, with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 1","1,433",.,.,.,"1,102","1,292",.,.,.,.,.,.,.,.,.,.,"1,503","1,359"
NZ34C,501,"Normal Delivery, with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 0","1,433",926,.,"1,225","1,102","1,292",.,.,.,.,.,.,.,.,.,.,"1,503","1,235"
NZ40A,501,Assisted Delivery with CC Score 2+,"2,272",926,.,"1,225",906,"1,096",.,.,.,.,.,.,"2,161",.,"3,364",.,"2,215","2,009"
NZ40B,501,Assisted Delivery with CC Score 1,"1,013",926,.,"1,225",906,"1,096",.,.,.,.,.,.,"2,084",.,"3,364",.,"2,096","1,591"
NZ40C,501,Assisted Delivery with CC Score 0,"1,091",926,.,"1,225",906,"1,096",.,.,.,.,.,.,"2,012",.,"3,364",.,"2,198","1,606"
NZ41A,501,"Assisted Delivery, with Epidural or Induction, with CC Score 2+","1,013",926,.,"1,225","1,102",.,.,.,.,.,.,.,"2,489",.,.,.,.,"1,433"
NZ41B,501,"Assisted Delivery, with Epidural or Induction, with CC Score 1","1,013",926,.,"1,225","1,102","1,292",.,.,.,.,.,.,"2,362",.,"3,364",.,"2,250","1,639"
NZ41B,502,"Assisted Delivery, with Epidural or Induction, with CC Score 1",.,827,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,827
NZ41C,501,"Assisted Delivery, with Epidural or Induction, with CC Score 0","1,079",926,.,"1,225","1,102","1,292",.,.,.,.,.,.,"2,308",.,"3,364",.,"2,274","1,579"
NZ42A,501,"Assisted Delivery, with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 2+",.,926,.,.,"1,102",.,.,.,.,.,.,.,.,.,"3,364",.,"1,940","1,594"
NZ42B,501,"Assisted Delivery, with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 1","1,013",926,.,"1,225","1,102","1,292",.,.,.,.,.,.,"2,490",.,"3,364",.,"2,155","1,412"
NZ42C,501,"Assisted Delivery, with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 0","1,013",926,.,"1,225","1,102","1,292",.,.,.,.,.,.,"2,393",.,"3,364",.,"2,234","1,570"
NZ43A,501,"Assisted Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 2+","2,272",.,.,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,"1,687"
NZ43B,501,"Assisted Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 1","1,642",926,.,"1,945",.,.,.,.,.,.,.,.,"2,380",.,.,.,"2,215","1,808"
NZ43C,501,"Assisted Delivery, with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 0",.,926,.,"1,225","1,102","1,292",.,.,.,.,.,.,.,.,.,.,"2,392","1,269"
NZ44A,501,"Assisted Delivery, with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 2+",.,926,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,926
NZ44B,501,"Assisted Delivery, with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 1","1,013",.,.,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,"1,072"
NZ44C,501,"Assisted Delivery, with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 0",.,926,.,"1,225","1,102",.,.,.,.,.,.,.,.,.,.,.,"2,037","1,405"
NZ50A,501,Planned Caesarean Section with CC Score 4+,.,926,.,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,"1,043"
NZ50B,501,Planned Caesarean Section with CC Score 2-3,"2,272",926,.,.,"1,102","1,292",.,.,.,.,.,.,"3,243",.,"3,886",.,"1,424","1,633"
NZ50C,501,Planned Caesarean Section with CC Score 0-1,"2,272",926,.,.,"1,102","1,292",.,.,.,.,.,.,"3,168",.,"3,886",.,"1,424","1,758"
NZ50C,502,Planned Caesarean Section with CC Score 0-1,.,.,.,.,.,768,.,.,.,.,.,.,.,.,.,.,.,768
NZ51A,501,Emergency Caesarean Section with CC Score 4+,.,926,.,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,"2,731","1,465"
NZ51B,501,Emergency Caesarean Section with CC Score 2-3,.,926,.,"1,225","1,102","1,292",.,.,.,.,.,.,.,.,.,.,"2,731","1,407"
NZ51C,501,Emergency Caesarean Section with CC Score 0-1,"2,272",926,.,"1,225","1,102","1,292",.,.,.,.,.,.,"4,582",.,"3,886",.,"2,731","1,735"
PB04C,420,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 1-3",.,558,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,572
PB04C,501,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 1-3",.,.,.,"1,225",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,225"
PB04D,420,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 0",745,558,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,595
PB04D,501,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 0",.,.,.,"1,225",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,225"
PB04D,502,"Neonatal Diagnoses, Admitted from Other Location or Born in Hospital, with CC Score 0",.,827,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,827
PB05B,320,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 1-5",.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,812
PB05B,420,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 1-5",.,558,.,714,902,818,.,.,.,.,.,.,688,.,.,.,570,697
PB05C,171,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PB05C,420,"Neonatal Diagnoses, Admitted from Other Hospital Provider, with CC Score 0",.,558,.,714,902,.,.,.,.,.,.,.,.,.,.,.,.,689
PB06B,420,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 4-5",.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,902
PB06D,420,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 2",745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,658
PB06E,420,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 1",745,558,.,.,902,.,.,.,.,.,.,.,688,.,.,.,.,759
PB06F,420,"Neonatal Diagnoses, Admitted from Home, with Interventions, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,.,688,.,.,.,570,702
PB06H,420,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 4-5",.,.,.,.,902,818,.,.,.,.,.,.,695,.,.,.,.,750
PB06J,320,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 3",.,.,.,.,.,.,.,.,.,.,.,.,828,.,.,.,.,828
PB06J,420,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 3",745,558,.,.,902,818,.,.,.,.,.,403,688,.,.,.,570,689
PB06K,320,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,812
PB06K,420,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 2",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,665
PB06L,350,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PB06L,420,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 1",745,558,.,714,902,818,.,.,.,.,.,403,690,.,"1,166",.,570,661
PB06M,130,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 0",440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,440
PB06M,420,"Neonatal Diagnoses, Admitted from Home, without Interventions, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,643
PC63A,420,"Paediatric, Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,.,"1,166"
PC63B,300,"Paediatric, Head, Neck or Ear Disorders, with CC Score 3-5",446,401,.,.,.,.,.,.,370,.,.,.,366,.,.,.,364,399
PC63B,420,"Paediatric, Head, Neck or Ear Disorders, with CC Score 3-5",745,558,.,714,902,818,.,.,.,.,.,403,693,.,"1,166",.,570,769
PC63C,100,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",446,444,.,549,439,.,.,.,.,.,.,.,390,.,656,.,.,512
PC63C,120,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",577,.,.,.,408,.,.,.,.,.,.,.,628,.,.,.,735,527
PC63C,140,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,746,746
PC63C,180,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,223,.,280,.,.,.,.,274
PC63C,300,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,515,.,370,.,345,.,373,.,.,.,364,382
PC63C,303,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
PC63C,350,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,657,.,.,.,.,657
PC63C,361,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",546,.,.,.,.,.,.,.,.,.,.,.,"1,252",.,.,.,.,"1,017"
PC63C,420,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",745,558,.,714,902,818,.,.,.,.,.,403,699,.,"1,166",.,570,730
PC63C,421,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,117",.,.,.,.,"1,117"
PC63C,430,"Paediatric, Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
PC63D,100,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",446,444,.,.,.,.,.,.,.,.,.,.,390,.,656,.,.,472
PC63D,120,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",577,464,.,.,408,.,.,.,.,.,.,.,618,.,.,.,.,480
PC63D,140,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0","2,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,845,"1,480"
PC63D,180,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",.,367,.,.,.,.,.,.,.,.,223,.,280,.,.,.,.,283
PC63D,300,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",446,401,.,.,.,291,.,.,.,.,344,.,368,.,514,.,364,377
PC63D,340,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",.,351,.,.,.,.,.,.,.,.,328,.,.,.,.,.,.,340
PC63D,350,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,.,655
PC63D,420,"Paediatric, Head, Neck or Ear Disorders, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,690,.,"1,166",.,570,719
PD11A,300,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
PD11A,350,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,743,.,.,.,.,743
PD11A,420,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",745,.,.,714,902,818,.,.,.,.,.,403,701,.,"1,166",.,570,751
PD11B,100,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PD11B,300,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",446,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,364,383
PD11B,320,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,812
PD11B,350,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,.,655
PD11B,420,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",745,558,.,714,902,818,.,.,.,.,.,403,689,.,"1,166",.,570,717
PD11C,120,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,624,.,.,.,735,679
PD11C,180,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,"1,000",.,.,.,.,.,.,.,280,.,.,.,.,520
PD11C,300,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,401,.,.,.,.,.,.,.,.,.,.,366,.,.,.,364,375
PD11C,350,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,651,.,.,.,.,651
PD11C,420,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,717
PD11C,421,"Paediatric, Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,117",.,.,.,.,"1,117"
PD12A,300,"Paediatric, Asthma or Wheezing, with CC Score 4+",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PD12A,420,"Paediatric, Asthma or Wheezing, with CC Score 4+",745,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,.,726
PD12B,300,"Paediatric, Asthma or Wheezing, with CC Score 1-3",446,401,.,.,376,291,.,.,.,.,344,.,.,.,.,.,364,375
PD12B,340,"Paediatric, Asthma or Wheezing, with CC Score 1-3",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
PD12B,350,"Paediatric, Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,.,655
PD12B,420,"Paediatric, Asthma or Wheezing, with CC Score 1-3",745,558,.,714,902,818,.,.,.,.,.,403,692,.,"1,166",.,570,762
PD12C,180,"Paediatric, Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,280,.,.,.,.,280
PD12C,300,"Paediatric, Asthma or Wheezing, with CC Score 0",446,401,.,.,376,.,.,.,.,.,346,.,367,.,.,.,.,393
PD12C,320,"Paediatric, Asthma or Wheezing, with CC Score 0",.,.,.,474,.,.,.,.,.,.,.,.,.,.,.,.,.,474
PD12C,340,"Paediatric, Asthma or Wheezing, with CC Score 0",.,351,.,.,.,.,.,.,.,.,340,.,485,.,.,.,.,404
PD12C,350,"Paediatric, Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,724,.,.,.,.,724
PD12C,420,"Paediatric, Asthma or Wheezing, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,706,.,"1,166",.,570,715
PD12C,430,"Paediatric, Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,340
PD14B,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 8-10",745,.,.,714,.,818,.,.,.,.,.,.,.,.,.,.,.,747
PD14C,300,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",.,.,.,.,376,.,.,.,.,.,.,.,366,.,.,.,.,369
PD14C,302,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
PD14C,340,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,328,.,.,.,.,.,.,328
PD14C,350,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,699,.,.,.,.,699
PD14C,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",745,558,.,.,902,818,.,.,.,.,.,.,692,.,"1,166",.,570,729
PD14D,100,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,.,656
PD14D,120,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,464
PD14D,180,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,280,.,.,.,.,280
PD14D,300,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",446,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,364,382
PD14D,320,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,613,.,.,.,.,613
PD14D,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",745,630,.,.,902,818,.,.,.,.,.,403,698,.,"1,166",.,570,791
PD14E,100,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,389
PD14E,180,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,"1,382",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,382"
PD14E,300,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",446,401,.,468,376,291,.,.,.,.,.,.,366,.,514,.,364,386
PD14E,302,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,331,.,.,.,.,.,.,331
PD14E,320,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,613,.,.,.,.,613
PD14E,340,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,351,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,345
PD14E,350,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,659,.,.,.,.,659
PD14E,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",745,558,.,714,902,818,.,.,.,.,.,.,691,.,"1,166",.,570,799
PD14F,100,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,444
PD14F,120,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,464,.,.,.,.,.,.,.,.,.,.,624,.,.,.,.,571
PD14F,180,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,367,.,313,.,.,.,.,.,.,.,.,280,.,.,.,.,310
PD14F,300,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",446,401,.,468,376,.,.,.,370,.,344,.,368,.,514,.,364,397
PD14F,302,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
PD14F,320,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,498
PD14F,340,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
PD14F,350,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
PD14F,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,692,.,"1,166",.,577,724
PD14F,430,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,340
PD15A,420,Paediatric Acute Bronchiolitis with CC Score 5+,745,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,570,827
PD15B,420,Paediatric Acute Bronchiolitis with CC Score 2-4,745,558,.,.,902,818,.,.,.,.,.,.,691,.,"1,166",.,570,726
PD15C,350,Paediatric Acute Bronchiolitis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PD15C,420,Paediatric Acute Bronchiolitis with CC Score 1,745,558,.,714,902,818,.,.,.,.,.,.,689,.,"1,166",.,570,766
PD15D,350,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PD15D,420,Paediatric Acute Bronchiolitis with CC Score 0,745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,722
PD65A,300,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,514
PD65A,320,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,812
PD65A,350,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,659,.,.,.,.,659
PD65A,420,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,745,.,.,.,.,818,.,.,.,.,.,.,716,.,.,.,570,726
PD65B,300,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
PD65B,420,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,745,.,.,714,902,818,.,.,.,.,.,.,689,.,"1,166",.,570,750
PD65C,420,Paediatric Upper Respiratory Tract Disorders with CC Score 1,745,558,.,714,902,818,.,.,.,.,.,403,689,.,"1,166",.,570,690
PD65D,120,Paediatric Upper Respiratory Tract Disorders with CC Score 0,577,464,.,.,.,.,.,.,.,.,.,.,924,.,.,.,"1,046",830
PD65D,180,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
PD65D,350,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PD65D,420,Paediatric Upper Respiratory Tract Disorders with CC Score 0,745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,691
PE23C,320,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,812
PE23C,420,Paediatric Cardiac Conditions with CC Score 6-9,745,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,.,955
PE23D,300,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,366
PE23D,320,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,839,.,.,.,.,839
PE23D,420,Paediatric Cardiac Conditions with CC Score 3-5,745,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652
PE23E,171,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PE23E,300,Paediatric Cardiac Conditions with CC Score 1-2,446,.,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,480
PE23E,320,Paediatric Cardiac Conditions with CC Score 1-2,580,392,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,641
PE23E,400,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
PE23E,420,Paediatric Cardiac Conditions with CC Score 1-2,745,558,.,714,902,.,.,.,.,.,.,403,688,.,.,.,570,607
PE23F,180,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,304,.,.,.,.,304
PE23F,300,Paediatric Cardiac Conditions with CC Score 0,.,.,.,468,.,.,.,.,.,.,.,.,366,.,.,.,.,391
PE23F,320,Paediatric Cardiac Conditions with CC Score 0,580,392,.,474,429,558,.,.,.,.,.,.,.,.,.,.,.,484
PE23F,350,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,706,.,.,.,.,706
PE23F,420,Paediatric Cardiac Conditions with CC Score 0,745,558,.,.,902,.,.,.,.,.,.,.,688,.,"1,166",.,570,616
PE23F,501,Paediatric Cardiac Conditions with CC Score 0,.,926,.,.,.,.,.,.,.,.,.,.,.,.,.,.,729,828
PE24A,300,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
PE24A,320,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 2+",580,.,.,.,.,.,.,.,.,.,.,.,812,.,.,498,457,569
PE24A,420,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 2+",745,.,.,.,902,.,.,.,.,.,.,.,690,.,"1,166",.,.,867
PE24B,180,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
PE24B,300,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 1",446,401,.,.,376,.,.,.,.,.,349,.,.,.,514,.,364,411
PE24B,320,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 1",580,392,.,.,429,.,.,.,.,.,471,.,812,.,.,498,457,496
PE24B,420,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 1",745,558,.,.,902,818,.,.,.,.,.,403,.,.,.,.,570,671
PE24C,300,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,468,.,.,.,.,.,.,.,.,366,.,.,.,364,386
PE24C,320,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 0",580,392,.,474,429,.,.,.,.,.,.,.,613,.,.,498,457,482
PE24C,420,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 0",745,558,.,714,.,818,.,.,.,.,.,.,688,.,"1,166",.,.,778
PE62A,100,"Paediatric, Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,.,656
