HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,"1,116",.,.,.,.,.,.,.,.,.,"2,396",.,.,.,.,"2,236"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,"1,987","1,674",.,"2,857","3,156","1,399",.,.,.,.,837,"2,195",.,"4,663",.,.,"2,226"
PR01D,Paediatric Nervous System Disorders with CC Score 1,"2,286","1,395",.,.,"3,607",.,.,.,.,.,.,"2,936",.,.,.,.,"2,699"
PR01E,Paediatric Nervous System Disorders with CC Score 0,"2,235","1,456",.,"1,889","1,819","1,109",.,.,.,.,.,"2,032",.,.,.,.,"1,804"
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,"3,229",.,.,.,"5,411",.,.,.,.,.,.,"8,610",.,.,.,.,"6,998"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"3,001","1,302",.,"1,429","3,138","2,455",.,.,.,.,.,"4,156",.,"2,623",.,"1,906","3,127"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"1,987","1,611",.,"1,429","1,898","2,182",.,.,.,.,.,"3,587",.,"4,080",.,"2,091","2,336"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,"1,674",.,.,"2,797","3,273",.,.,.,.,.,"2,315",.,.,.,"2,281","2,513"
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,"1,978","1,333",.,"1,429","2,430","2,162",.,.,.,.,.,"1,995",.,"2,674",.,"1,442","1,910"
PR03C,Paediatric Febrile Convulsions with CC Score 0,649,541,.,714,858,741,.,.,.,.,.,712,.,"1,166",.,616,729
PR04A,"Paediatric, Headaches or Migraines, with CC Score 4+","1,987",.,.,.,.,.,.,.,.,.,.,"2,277",.,.,.,.,"2,175"
PR04B,"Paediatric, Headaches or Migraines, with CC Score 1-3","1,390","1,238",.,"1,189","2,435","1,208","1,712",.,.,.,"1,336","1,543",.,"3,497",.,"1,661","1,679"
PR04C,"Paediatric, Headaches or Migraines, with CC Score 0",745,968,.,.,376,.,"1,197",.,.,.,.,425,.,840,.,591,676
PR05A,Paediatric Developmental Disorders with CC Score 2+,892,.,.,.,.,.,.,.,.,.,.,"10,050",.,.,.,"5,133","5,358"
PR05C,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,.,688
PR06A,Paediatric Intracranial Injury with CC Score 3+,"1,488",.,.,.,"4,960","1,167",.,.,.,.,.,"5,014",.,.,.,.,"3,976"
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,"1,116",.,.,"1,317","3,038",.,.,.,.,.,"2,217",.,.,.,"1,328","2,113"
PR06C,Paediatric Intracranial Injury with CC Score 0,.,"1,116",.,.,.,.,.,.,.,.,.,"2,624",.,.,.,.,"2,322"
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,596,444,.,549,.,532,.,.,.,.,.,850,.,656,.,528,668
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,446,558,.,673,902,389,.,.,.,.,.,"1,001",.,656,.,878,722
PT52A,Paediatric Behavioural Disorders with CC Score 1+,"1,490","1,978",.,"1,897","2,001","2,455",.,.,.,.,658,"2,067",.,.,.,"1,141","1,849"
PT52B,Paediatric Behavioural Disorders with CC Score 0,745,558,.,.,951,818,.,.,.,.,.,691,.,.,.,467,688
PT53A,Paediatric Eating Disorders with CC Score 1+,.,"4,241","12,785",.,.,.,.,.,.,.,.,.,.,.,.,"1,093","5,012"
PT53B,Paediatric Eating Disorders with CC Score 0,"2,532","6,138","5,346",.,"9,018",.,.,.,.,.,"3,177",.,.,.,.,"14,050","8,722"
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+","2,100",.,.,.,.,.,.,"2,395",.,.,.,"1,543",.,"3,497",.,828,"1,928"
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0","1,903","1,842",.,.,"1,917",778,.,"1,351",.,.,.,"2,172",.,"1,312",.,"1,309","1,761"
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+","2,533",.,.,.,882,.,.,"3,334",.,.,.,"4,991",.,.,.,"2,281","3,961"
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0","2,823",.,.,"6,429","5,471",.,.,"4,575",.,.,.,"3,010",.,"4,921",.,"1,792","3,032"
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+","2,111",.,.,.,.,"3,682",.,.,.,.,.,"5,920",.,.,.,"2,556","3,406"
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",486,558,676,.,672,389,.,628,.,.,.,"1,319",.,.,.,"1,008",970
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",564,929,.,714,928,818,.,.,.,.,.,823,.,885,.,856,846
PW01A,Paediatric Minor Infections with CC Score 4+,"1,490",.,.,.,.,"2,318",.,.,.,.,.,"2,095",.,"2,331",.,"1,141","2,010"
PW01B,Paediatric Minor Infections with CC Score 1-3,742,530,.,681,902,818,.,.,.,.,361,688,.,"1,129",.,583,714
PW01C,Paediatric Minor Infections with CC Score 0,699,561,612,714,777,722,.,.,.,.,350,671,.,"1,127",.,640,708
PW16A,Paediatric Major Infections with CC Score 7+,"8,942",.,.,.,752,"4,091",.,.,.,.,.,"9,895",.,.,.,.,"7,908"
PW16B,Paediatric Major Infections with CC Score 5-6,.,"3,348","4,598",.,.,.,.,.,.,.,.,"10,808",.,"4,080",.,.,"7,474"
PW16C,Paediatric Major Infections with CC Score 2-4,"8,694","2,101",.,.,"3,156","3,818",.,"10,002",.,.,.,"4,399",.,"4,663",.,"3,067","4,429"
PW16D,Paediatric Major Infections with CC Score 1,"3,800","2,165",.,"2,209","2,530","4,675",.,"5,390",.,.,.,"4,362",.,"9,909",.,"4,330","3,925"
PW16E,Paediatric Major Infections with CC Score 0,"2,809","1,811",.,"1,880","4,239","3,477",.,"3,388",.,.,.,"2,775",.,"3,583",.,"2,709","2,748"
PW17D,Paediatric Intermediate Infections with CC Score 0,"2,016","1,362","1,021","1,784","1,726","1,766",.,"2,297",.,.,.,"1,941",.,"3,226",.,"1,561","1,853"
PW17E,Paediatric Intermediate Infections with CC Score 5+,"2,794",.,.,.,.,.,.,.,.,.,.,"3,567",.,"2,331",.,"1,141","3,274"
PW17F,Paediatric Intermediate Infections with CC Score 2-4,"2,486","1,399","1,218","3,000","2,575","3,150",.,.,"1,110",.,617,"2,828",.,"3,937",.,"2,748","2,640"
PW17G,Paediatric Intermediate Infections with CC Score 1,"2,122","1,618","1,360","2,086","2,375","3,177",.,.,"1,479",.,.,"2,318",.,"3,605",.,"2,208","2,296"
PW20A,Paediatric Fever of Unknown Origin with CC Score 3+,"1,677","1,674",.,.,"1,804","1,909",.,.,.,.,.,"2,031",.,.,.,"2,281","1,939"
PW20B,Paediatric Fever of Unknown Origin with CC Score 1-2,"2,153","1,395",.,"2,216","2,029","1,636",.,.,.,.,.,"1,853",.,.,.,"1,711","1,900"
PW20C,Paediatric Fever of Unknown Origin with CC Score 0,"1,987","1,548",.,.,"1,495",.,.,.,.,.,.,"1,765",.,"2,914",.,"1,309","1,717"
PX01A,Paediatric Congenital Nervous System Conditions with CC Score 4+,.,"8,370",.,.,"1,804",.,.,.,.,.,.,"4,651",.,.,.,.,"4,942"
PX01B,Paediatric Congenital Nervous System Conditions with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,961",.,.,.,.,"1,961"
PX01C,Paediatric Congenital Nervous System Conditions with CC Score 1,.,.,.,.,"1,804",.,.,.,.,.,.,"2,815",.,.,.,.,"2,309"
PX02A,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"14,581",.,"58,285",.,.,"43,717"
PX02B,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 1-2",.,"1,531",.,.,"2,706",.,.,.,.,.,.,.,.,.,.,.,"2,118"
PX02C,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0","3,004",.,.,"2,857",.,.,.,.,.,.,.,.,.,.,.,.,"2,906"
PX03A,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"5,627",.,.,.,"1,711","4,648"
PX03B,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,984",.,.,.,"1,711","2,348"
PX04A,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,976",.,.,.,.,"2,976"
PX04B,Paediatric Congenital Spinal Conditions with CC Score 0,"1,490",.,.,.,.,.,.,.,.,.,.,"1,221",.,.,.,.,"1,356"
PX05A,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,"2,234",.,.,.,"2,847",.,.,.,.,"2,541"
PX05B,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,"1,116",.,"1,429",.,.,.,.,.,.,.,.,.,.,.,.,"1,272"
PX05C,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,558,.,.,.,.,.,620,.,.,.,835,.,.,.,.,614
PX07A,Paediatric Congenital Renal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"74,924",.,.,.,.,"74,924"
PX07B,Paediatric Congenital Renal Conditions with CC Score 1,"1,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,490"
PX07C,Paediatric Congenital Renal Conditions with CC Score 0,.,.,.,.,.,"2,455",.,.,.,.,.,.,.,.,.,.,"2,455"
PX08A,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"6,663",.,.,.,.,"6,663"
PX08C,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,"1,314",.,"1,429","1,804",.,.,.,.,.,.,.,.,"2,687",.,.,"1,710"
PX09A,Paediatric Congenital Mental Health Conditions with CC Score 3+,.,.,.,.,"10,822",.,.,.,.,.,.,.,.,.,.,"17,681","15,395"
PX09B,Paediatric Congenital Mental Health Conditions with CC Score 1-2,.,"2,790",.,.,"8,117",.,.,.,.,.,.,.,.,"2,331",.,.,"4,413"
PX09C,Paediatric Congenital Mental Health Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,281","2,281"
PX10A,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"6,833",.,.,.,.,"6,833"
PX22A,Paediatric Chest Pain with CC Score 1+,580,.,.,849,376,642,.,.,.,.,327,731,.,.,.,364,612
PX22B,Paediatric Chest Pain with CC Score 0,.,558,.,714,.,.,.,.,.,.,.,.,.,.,.,364,546
PX29A,Paediatric Abdominal Pain with CC Score 3+,"1,313","2,666",.,.,"1,171","1,838",.,.,.,.,.,"2,363",.,.,.,"1,551","1,778"
PX29B,Paediatric Abdominal Pain with CC Score 1-2,"1,345","1,236","1,313","1,568","1,177","1,288",.,.,.,.,.,"1,426",.,"1,640",.,"1,220","1,327"
PX29C,Paediatric Abdominal Pain with CC Score 0,"1,113","1,160",.,"1,376","1,093",963,.,.,.,.,"1,298","1,165",.,"1,630",.,"1,253","1,238"
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,"2,981",.,.,.,"3,788","4,909",.,.,.,.,.,"5,372",.,"12,823",.,"4,373","4,886"
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,"2,159","3,348",.,.,"3,427","3,273",.,.,.,.,.,"2,000",.,"2,331",.,"2,852","2,856"
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,745,558,.,714,902,.,.,.,.,.,.,691,.,"1,166",.,570,703
PX50A,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+","1,291","1,175",.,"1,412","1,292",581,.,.,"1,479",.,"1,085",806,.,.,.,850,"1,087"
PX50B,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",496,414,.,551,691,818,.,.,370,.,343,614,.,840,.,364,524
PX50C,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",546,415,.,714,902,642,.,.,.,.,.,634,.,"1,166",.,416,565
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,"5,411","2,455",.,.,.,.,.,.,.,.,.,"4,563","4,777"
PX55Z,Paediatric Respite Care,"1,949","1,674",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,929"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+","2,484","1,116",.,.,"2,405","1,636",.,.,740,.,.,"1,817",.,"4,080",.,"1,901","2,069"
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",745,558,.,714,.,291,.,633,.,.,.,686,.,.,.,925,703
PX57A,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"2,342",.,.,.,.,"2,342"
PX57B,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",633,545,.,714,902,"1,266",.,.,.,.,.,"1,199",.,"2,392",.,921,927
PX57C,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",673,561,.,714,569,"1,007",.,664,.,.,.,938,.,"1,166",.,560,672
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+","7,260","2,109","1,166",.,"2,445",.,.,.,.,"3,777","5,247",.,.,.,.,"2,395","3,727"
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7","2,006",.,"3,482",.,752,.,"2,575",.,.,.,.,"3,954",.,.,.,"3,035","2,846"
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,802,"4,003",.,.,.,.,.,.,.,.,.,.,.,.,"1,697","2,366"
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1","1,562",.,"3,151",.,940,.,.,.,.,"2,266",.,.,.,.,.,"1,457","1,521"
SA02G,Coagulation Defect with CC Score 5+,"1,338",.,"5,526","2,196",.,.,.,.,"2,589",.,.,"1,583",.,"1,028",.,"4,963","4,229"
SA02H,Coagulation Defect with CC Score 2-4,.,"2,732","3,029",.,.,.,.,.,740,.,.,"2,315",.,.,.,.,"2,629"
SA02J,Coagulation Defect with CC Score 0-1,"1,338","1,333","3,123",.,.,.,.,.,.,.,.,.,.,.,.,"1,093","2,674"
SA03G,Haemolytic Anaemia with CC Score 3+,"2,080","1,247","2,821",.,"2,760","1,453",.,.,.,.,.,.,.,"3,263",.,.,"2,218"
SA03H,Haemolytic Anaemia with CC Score 0-2,"1,338","1,735","1,502",.,878,872,.,.,.,.,"1,016",.,.,.,.,"1,148","1,328"
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,.,"5,499",.,.,.,.,"4,253",.,"2,887",.,.,.,.,"4,730","4,633"
SA04H,Iron Deficiency Anaemia with CC Score 10-13,"4,127","2,106","2,073","3,276","3,980","1,743","1,030",.,.,.,"1,305",.,.,"10,501",.,"3,221","2,878"
SA04J,Iron Deficiency Anaemia with CC Score 6-9,"1,874","1,967",.,"2,444","1,582",726,"3,605","2,438",740,"3,399","1,890","1,402",.,"2,056",.,"1,502","1,782"
SA04K,Iron Deficiency Anaemia with CC Score 2-5,"1,448","1,100","1,311","1,628","1,161",911,"2,060",.,"1,524",.,"1,079",987,"1,760","1,544",.,"1,084","1,254"
SA04L,Iron Deficiency Anaemia with CC Score 0-1,446,401,536,755,401,381,515,.,370,.,349,367,.,.,.,364,465
SA05G,Megaloblastic Anaemia with CC Score 8+,.,"2,806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,806"
SA05H,Megaloblastic Anaemia with CC Score 4-7,.,"1,701",.,.,"1,128",581,.,.,.,.,"2,364","1,541",.,"3,854",.,"1,821","2,065"
SA05J,Megaloblastic Anaemia with CC Score 0-3,892,"1,175",.,.,.,872,.,.,925,.,"1,025","1,028",.,"1,542",.,.,"1,059"
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,.,.,"13,105","9,638","2,034","6,180",.,.,.,.,.,.,.,.,"9,097","8,553"
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,"2,004","8,068",.,"1,879",581,"3,605",.,"5,917",.,.,.,.,"3,084",.,.,"4,934"
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,.,"2,976",.,"1,128",.,.,.,"2,959",.,.,.,.,.,.,"1,736","2,604"
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,.,"4,651",.,.,.,.,.,.,.,.,.,.,"3,084",.,.,"4,338"
SA07G,Myeloproliferative Disorder with CC Score 7+,"14,675",.,"1,902",.,"12,219",.,.,.,.,.,"3,268",.,.,.,.,"2,914","6,369"
SA07H,Myeloproliferative Disorder with CC Score 4-6,"8,467",.,.,.,"1,381",.,.,.,.,.,"1,953",.,"8,581","11,309",.,"3,642","5,733"
SA07J,Myeloproliferative Disorder with CC Score 0-3,.,802,"3,007",.,.,.,.,.,.,.,.,.,.,.,.,"2,440","2,659"
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+","5,322","2,752","2,136",.,.,"1,815",.,.,"5,178",.,"4,569",.,.,"7,196",.,"2,284","3,151"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5","1,695","1,098","1,674","4,587","1,598",.,.,.,.,.,"2,832","2,341",.,"1,465",.,"1,214","1,736"
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2","3,013","2,120","2,269","4,940","1,756",680,.,.,.,.,"2,270","2,352",.,"1,756",.,"2,593","2,318"
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,"9,162",.,"20,906",.,.,"3,090",.,"8,474",.,.,705,.,.,.,"3,106","5,365"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,"2,177","2,908","2,450",.,"2,183",.,"3,605",.,"1,603","3,210","3,134","1,488","6,161","4,421",.,"3,477","2,718"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,"1,942","1,812","2,566","2,557","2,114",968,"1,030",.,"1,523",.,"1,540","1,331",.,"2,056",.,"1,395","1,769"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,"1,237","1,127","1,536","1,759","1,358","1,204","2,060",.,"1,203",.,"1,084","1,048","1,320","1,770",.,"1,072","1,276"
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,"1,784","1,537","1,363","1,979","1,427",872,"1,545",.,"1,110",.,767,.,.,"2,089",.,"1,454","1,486"
SA11Z,Thalassaemia,.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
SA12G,Thrombocytopenia with CC Score 8+,.,.,.,.,940,.,.,.,.,.,.,"1,360",.,.,.,"1,551","1,351"
SA12H,Thrombocytopenia with CC Score 5-7,"3,199",.,"3,174",.,"2,552",.,"4,635",.,.,.,.,.,.,.,.,"1,020","2,381"
SA12J,Thrombocytopenia with CC Score 2-4,.,"1,997","2,386","2,340","1,648","3,196",.,.,.,.,"3,657",.,.,.,.,"1,093","2,085"
SA12K,Thrombocytopenia with CC Score 0-1,"1,784",802,"2,255",.,"1,004","1,162",.,.,.,.,.,.,.,"2,570",.,"1,275","1,668"
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","1,535","1,852","1,702","2,449","1,155","1,248","1,030",.,666,.,.,974,880,"1,534",.,938,"1,349"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,"1,360",.,752,.,.,.,.,.,.,.,.,.,.,.,"1,056"
SA14Z,"Plasma Exchanges, 2 to 9",.,.,"4,241",.,.,.,.,.,.,.,.,"12,672",.,.,.,.,"6,875"
SA16Z,"Plasma Exchanges, 20 or more",.,.,"19,068",.,.,.,.,.,.,.,.,.,.,.,.,.,"19,068"
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+","2,011","4,398","7,294",.,"4,833",.,.,.,.,.,.,"2,538",.,"11,566",.,.,"5,447"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,802,"8,520",.,.,.,.,.,.,.,"3,396",.,.,.,.,"3,388","4,026"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,"2,258",.,"1,657",.,"6,214",.,.,.,.,.,.,.,.,.,.,.,"3,376"
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,"10,160",.,"28,899","1,872",.,.,.,.,.,.,.,.,.,.,.,.,"23,814"
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,"4,284",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,284"
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,"2,147",.,"7,050",.,.,.,.,.,.,.,.,.,.,.,"5,824"
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,"5,644","6,389","22,889",.,"8,144",.,.,.,"1,110",.,.,.,.,.,.,.,"15,994"
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,"4,688","5,057","13,251",.,"9,433",.,"9,269",.,.,.,.,.,.,.,.,.,"10,835"
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,.,"11,846","7,042",.,"3,824",872,.,.,.,.,.,.,.,"6,509",.,.,"6,636"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,"4,798","3,016","14,189","9,829","2,071",.,.,.,.,.,.,.,.,.,.,"2,177","9,516"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,"20,320",799,"8,065","1,872","1,032","3,777",.,.,.,.,.,.,.,.,.,.,"6,856"
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"16,291",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,291"
SA30A,Plasma Cell Disorders with CC Score 11+,"6,773","12,645","4,291",.,"12,313",.,"11,042",.,.,.,"1,746",.,.,.,.,"6,192","7,832"
SA30B,Plasma Cell Disorders with CC Score 8-10,"3,104","4,331","2,587",.,.,.,.,.,.,.,.,.,.,.,.,"5,099","3,053"
SA30C,Plasma Cell Disorders with CC Score 5-7,"6,773","2,996","2,945","4,881","5,739","3,341",.,.,.,.,.,.,.,.,.,"4,301","3,941"
SA30D,Plasma Cell Disorders with CC Score 2-4,"7,761","2,699","4,399","5,649","4,259","2,906",.,.,.,.,.,.,.,.,.,"2,139","4,118"
SA30E,Plasma Cell Disorders with CC Score 0-1,"1,129",.,"3,706",.,"7,940",.,.,.,"1,110",.,.,.,.,"2,783",.,"3,005","3,633"
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+","7,902",.,.,.,"10,552",.,.,.,.,.,.,.,.,.,.,"14,538","11,036"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14","6,277","2,405","6,194","12,328","5,897",.,.,.,"4,143",.,.,"9,200",.,.,.,"4,888","5,895"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","7,447","2,990","8,093","4,212","6,758",872,.,.,.,"13,219",.,"2,886",.,"18,377",.,"3,385","6,149"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","5,241","4,068","5,922","1,897","5,261",.,.,.,.,"10,953",.,739,.,"1,028",.,"3,815","5,111"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","1,819","2,927","4,888","2,832","4,141",.,.,.,.,.,.,"1,519",.,"3,234",.,"2,572","3,459"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","3,920","1,952","4,534","5,865","3,842","1,162",.,.,.,.,.,"1,713",.,.,.,"3,424","3,999"
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+","3,951","8,785","5,905",.,"2,882",.,.,.,.,.,.,.,.,.,.,"3,642","4,749"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","2,446","2,796",.,"2,072",.,.,.,.,.,.,.,.,"6,161",.,.,"2,914","2,832"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4","2,822",.,"2,425",.,878,.,.,.,.,.,.,.,.,"9,253",.,.,"3,236"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","1,050","1,564","4,520","3,276","3,682",872,.,.,.,.,.,.,.,.,.,"1,813","3,652"
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,"2,615",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,615"
SA35A,Agranulocytosis with CC Score 13+,.,.,"2,269",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,269"
SA35B,Agranulocytosis with CC Score 9-12,"3,121",.,"1,778",.,.,.,.,.,.,.,.,.,.,"8,422",.,"1,589","2,886"
SA35C,Agranulocytosis with CC Score 5-8,"2,918","1,867","3,829","3,248","2,255",.,"2,575",.,.,.,.,"1,328",.,"6,168",.,"1,457","2,646"
SA35D,Agranulocytosis with CC Score 2-4,"2,937","4,209","3,019","2,033",.,.,"2,060",.,.,.,.,"2,425",.,"2,776",.,"1,609","2,659"
SA35E,Agranulocytosis with CC Score 0-1,"1,545",961,"2,729","1,638","1,870",.,.,.,.,.,.,"1,639",.,"2,827",.,"1,405","2,191"
UZ01Z,Data Invalid for Grouping,"2,860","5,145","4,334","3,924","3,061","3,234",.,"7,508",.,.,"3,986","4,324","7,775","8,577",.,"2,672","4,103"
VA10A,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","2,011","1,330","2,541","2,479","1,936","1,210","2,357","2,525","1,479","2,266","1,609","1,854","2,200","3,520",.,"1,528","1,848"
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","2,934","2,065","3,352","3,069","2,475","2,407","3,142","6,237","4,015","5,099","3,760","2,791",.,"8,471",.,"3,084","2,907"
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","3,285","2,760","3,023","6,096","2,042","2,451","6,251","6,089","3,400","7,075","3,810","3,208","8,801","9,790",.,"3,269","3,604"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","5,804","7,213","7,098","3,276","3,260","5,458","7,463","11,719","4,915","7,629","11,715","4,894","14,334","15,436",.,"4,733","5,728"
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8","4,785",.,.,.,"4,294","2,499",.,.,"1,236",.,.,"3,853",.,.,.,"3,188","3,850"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8","5,723",.,.,.,"4,835",.,.,.,.,"2,644",.,"5,073",.,.,.,"3,614","4,785"
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8","3,490","5,110","7,011",.,"4,693",.,.,"19,646","1,298",.,.,"8,694",.,.,.,"11,685","8,304"
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8","9,124",.,.,.,"12,559",.,.,.,.,.,.,"4,780",.,.,.,.,"8,248"
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","5,997",.,.,.,"6,580",.,.,.,.,.,.,"6,824",.,.,.,"4,351","6,054"
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18","7,874",.,.,"5,936","6,690",.,.,.,.,.,.,"7,286",.,.,.,"4,886","6,857"
