HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",1,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2,5
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",11,.,3,3,6,5,.,.,.,.,5,36,.,17,.,13,99
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",7,6,6,9,12,17,.,.,.,.,2,57,.,30,.,12,158
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+",2,.,.,.,2,4,.,.,.,.,2,3,.,1,.,2,16
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2",2,1,.,.,1,2,.,.,.,.,3,7,.,2,.,1,19
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",1,4,2,.,2,6,.,.,.,.,3,21,.,8,.,3,50
GA11Z,Pancreatic Necrosectomy,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,1,9
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,.,1,.,.,.,.,.,.,1,.,1,.,.,3
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,1,.,.,1,.,.,.,.,.,2,1,.,1,.,.,6
GB01D,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,1,3
GB01E,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,3,1,.,1,.,.,.,.,.,3,4,.,1,.,3,16
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",1,.,2,.,1,.,.,.,1,.,2,6,.,1,.,3,17
GB02D,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
GB02E,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",2,.,1,.,1,.,.,.,.,.,.,1,.,.,.,.,5
GB03C,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 8+",.,.,.,.,1,.,.,.,.,.,.,3,.,.,.,3,7
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,1,1,5,.,.,.,.,.,11,.,.,.,3,21
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",1,1,.,1,.,5,.,.,.,.,.,19,.,.,.,3,30
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,1,.,1,.,4,.,.,.,.,.,10,.,.,.,1,17
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,1,.,.,.,.,.,1,1,.,.,.,.,3
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,1,1,.,.,.,.,.,.,.,.,1,.,.,.,5,8
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,7,.,2,2,.,.,.,.,.,1,.,.,.,.,5,17
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,2,3,.,.,5,.,.,.,1,.,.,10,.,.,.,7,28
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,.,7,1,1,3,1,.,.,1,.,2,10,.,.,.,9,35
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,4,17,.,2,12,5,.,.,1,.,1,17,.,.,.,24,83
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,7,28,3,8,16,10,.,.,3,.,2,29,.,.,.,30,136
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,3
GB08C,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,1,3,.,.,.,.,4
GB08D,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,5
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,1,3
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,2,2,1,.,2,.,.,.,.,.,.,.,.,.,.,7
GC01C,Liver Failure Disorders with Multiple Interventions,2,5,1,1,1,2,.,.,.,.,.,1,.,.,.,1,14
GC01D,Liver Failure Disorders with Single Intervention,16,9,1,3,6,4,.,.,1,.,1,4,.,1,.,10,56
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+",10,5,4,1,3,2,.,.,1,.,2,5,.,.,.,9,42
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",29,28,.,6,3,6,3,.,1,.,1,2,.,4,.,22,105
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,2,2,1,2,1,.,.,1,.,.,2,.,.,.,4,15
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",1,1,2,.,2,.,.,.,.,.,1,11,.,.,.,.,18
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",4,2,5,2,3,1,.,.,.,.,3,8,.,2,.,3,33
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,1,.,.,2,1,.,.,.,.,1,1,.,.,.,1,7
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",3,5,4,3,7,3,.,.,1,1,6,8,.,1,.,11,53
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",7,8,36,9,10,2,2,.,3,1,7,26,.,8,.,19,138
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",9,14,50,6,15,5,.,.,.,.,8,19,.,8,.,19,153
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",8,1,12,.,11,5,.,.,1,.,3,5,.,3,.,6,55
GC17A,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",.,2,.,.,1,.,1,.,1,.,.,4,.,.,.,1,10
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",1,.,.,.,3,1,.,.,2,.,2,14,.,.,.,2,25
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",1,3,.,.,4,1,.,.,.,.,2,8,.,.,.,1,20
GC17D,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",3,.,.,2,1,1,.,.,.,.,1,5,.,1,.,4,18
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",8,6,5,5,13,6,2,.,2,.,7,39,.,.,.,8,101
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",11,19,5,4,32,12,.,.,.,.,20,83,.,5,.,19,210
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",7,10,1,2,14,1,.,.,1,1,3,18,.,1,.,14,73
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",21,43,19,21,42,50,5,.,4,1,15,63,1,22,.,42,349
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",172,170,73,66,189,91,10,.,8,5,93,264,1,67,.,200,"1,409"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",300,393,67,162,397,152,4,.,13,.,184,353,.,88,.,393,"2,506"
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,18
HA11B,"Major Hip Procedures for Trauma, Category 2, with Intermediate CC",1,.,.,.,1,.,.,.,.,.,.,11,.,.,.,2,15
HA11C,"Major Hip Procedures for Trauma, Category 2, without CC",2,.,.,.,2,.,.,.,.,.,.,25,.,.,.,1,30
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC",125,.,.,.,89,.,.,1,.,.,.,312,.,.,.,96,623
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC",74,.,.,.,62,.,.,2,.,.,.,248,.,.,.,67,453
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC",67,.,.,.,22,.,.,.,.,.,.,111,.,.,.,67,267
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC",37,.,.,.,28,.,.,.,.,.,.,72,.,.,.,35,172
HA13C,"Intermediate Hip Procedures for Trauma, without CC",96,.,.,.,67,.,.,.,.,.,.,175,.,.,.,104,442
HA14A,"Minor Hip Procedures for Trauma, with Major CC",1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,3,.,.,.,.,.,.,4,.,.,.,3,10
HA14C,"Minor Hip Procedures for Trauma, without CC",9,.,.,.,7,.,.,1,.,.,.,13,.,.,.,5,35
HA21B,"Major Knee Procedures for Trauma, Category 2, with CC",1,.,.,.,1,.,.,.,.,.,.,9,.,.,.,.,11
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC",9,.,.,.,4,.,.,.,.,.,.,58,.,.,.,9,80
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC",10,.,.,.,2,.,.,1,.,.,.,12,.,.,.,8,33
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC",12,.,.,.,13,.,.,.,.,.,.,63,.,.,.,18,106
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC",3,.,.,.,1,.,.,.,.,.,.,14,.,.,.,3,21
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC",27,.,.,.,11,.,.,.,.,.,.,58,.,.,.,16,112
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1",3,.,.,.,1,.,.,1,.,.,.,1,.,.,.,5,11
HA25B,"Minor Knee Procedures for Trauma, Category 2, with CC",1,.,.,.,1,2,1,.,1,.,.,2,.,.,.,1,9
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC",3,.,.,.,4,.,.,1,.,.,.,6,.,.,.,3,17
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
HA31B,"Major Foot Procedures for Trauma, with CC",11,.,.,.,1,.,.,.,1,.,.,11,.,.,.,4,28
HA31C,"Major Foot Procedures for Trauma, without CC",46,.,.,.,19,.,.,.,.,.,.,49,.,.,.,27,141
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2",11,.,.,.,12,.,.,.,.,.,.,19,.,.,.,4,46
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1",28,.,.,.,51,.,.,1,.,.,.,23,.,.,.,50,153
HA34Z,"Minor Foot Procedures for Trauma, Category 2",21,.,.,.,5,.,.,.,.,.,.,10,.,.,.,9,45
HA35Z,"Minor Foot Procedures for Trauma, Category 1",16,.,.,.,4,.,.,.,.,.,.,12,.,.,.,6,38
HA51Z,"Major Hand Procedures for Trauma, Category 2",3,.,.,.,1,.,.,.,.,.,.,5,.,.,.,54,63
HA52Z,"Major Hand Procedures for Trauma, Category 1",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,19,21
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2",1,.,.,.,5,.,.,.,.,.,.,4,.,.,.,22,32
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,90,92
HA55Z,"Minor Hand Procedures for Trauma, Category 2",2,.,.,.,2,.,.,.,.,.,.,2,.,.,.,36,42
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",2,.,.,.,3,.,.,.,.,.,.,.,.,.,.,19,24
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,6,7
HA61B,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",7,.,.,.,5,.,.,.,.,.,.,18,.,.,.,5,35
HA61C,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC",20,.,.,.,29,.,.,.,.,.,.,48,.,.,.,16,113
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,3,.,.,.,1,.,.,2,.,.,.,3,9
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma",3,.,.,.,4,.,.,.,.,.,.,12,.,1,.,4,24
HA71B,"Major, Elbow or Lower Arm Procedures for Trauma, with CC",7,.,.,.,7,.,.,.,.,.,.,21,.,.,.,7,42
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",58,.,.,.,52,.,.,.,.,.,.,145,.,.,.,73,328
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma",2,.,.,.,3,.,.,.,.,.,.,4,.,.,.,27,36
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",1,.,.,.,1,.,.,.,.,.,.,22,.,.,.,9,33
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",6,.,.,.,7,.,.,.,1,.,.,2,.,.,.,9,25
HA81A,"Sprains, Strains or Minor Open Wounds, with Major CC",12,52,3,8,23,12,2,1,20,3,4,38,3,4,.,90,275
HA81B,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",7,25,11,3,20,14,4,1,6,4,4,51,2,5,.,27,184
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",23,50,10,11,47,27,3,1,13,4,2,79,2,7,.,101,380
HA83A,Head Injury with Major CC,9,13,1,2,9,4,1,.,.,2,2,16,.,1,.,12,72
HA83B,Head Injury with Intermediate CC,4,13,.,1,7,2,2,.,.,.,4,13,.,.,.,8,54
HA83C,Head Injury without CC,3,18,1,15,22,7,1,.,.,.,6,30,.,1,.,10,114
HA91Z,Hip Trauma Diagnosis without Procedure,217,70,21,38,210,139,39,35,76,96,6,120,82,117,.,273,"1,539"
HA92Z,Knee Trauma Diagnosis without Procedure,40,12,2,4,53,13,4,29,3,4,1,49,7,8,.,70,299
HA93Z,Foot Trauma Diagnosis without Procedure,39,18,1,6,28,6,2,12,5,2,2,38,.,7,.,47,213
HA94Z,Arm Trauma Diagnosis without Procedure,30,45,13,6,52,28,5,4,26,10,12,73,5,11,.,76,396
HA95Z,Hand Trauma Diagnosis without Procedure,.,12,.,2,4,3,.,.,1,.,1,8,4,3,.,14,52
HA96Z,Multiple Trauma Diagnoses without Procedure,6,7,4,2,12,7,.,2,1,.,.,22,3,.,.,25,91
HA97Z,Other Trauma Diagnosis without Procedure,23,33,5,8,36,36,3,.,9,3,5,33,2,12,.,35,243
HA99Z,Other Procedures for Trauma,4,.,.,.,.,.,.,.,.,.,.,12,.,.,.,3,19
HB11A,"Major Hip Procedures for Non-Trauma, Category 2, with Major CC",.,.,.,.,1,.,.,1,.,.,.,6,.,.,.,.,8
HB11B,"Major Hip Procedures for Non-Trauma, Category 2, with Intermediate CC",2,.,.,.,.,.,.,1,.,.,.,3,.,.,.,.,6
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,1,.,.,.,6,.,.,.,.,7
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",1,.,.,.,2,.,.,.,.,.,.,11,.,.,.,1,15
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC",4,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,7
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",3,.,.,.,2,.,.,.,.,.,.,11,.,.,.,3,19
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",2,.,.,.,.,.,.,1,.,.,.,5,.,.,.,.,8
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",5,.,.,.,2,.,.,2,.,.,.,4,.,.,.,2,15
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",9,1,.,.,6,.,.,.,.,.,.,7,.,.,.,12,35
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",4,.,.,.,2,.,.,2,.,.,.,5,.,.,.,4,17
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,1,1,1,2,.,2,.,.,.,.,.,.,.,5,12
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",2,.,.,.,.,.,.,.,1,.,.,2,.,.,.,.,5
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",2,1,.,.,.,.,.,.,1,.,.,1,.,.,.,8,13
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",2,1,1,.,2,.,.,1,.,.,.,1,.,.,.,3,11
HB21A,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC",1,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
HB21B,"Major Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,1,.,.,.,.,.,.,4,.,.,.,.,5
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC",1,.,.,.,.,.,.,1,.,.,.,3,.,.,.,.,5
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",2,2,1,.,11,1,.,14,1,.,.,5,.,1,.,5,43
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC",7,3,1,.,5,.,.,12,.,1,1,4,.,1,.,1,36
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",5,11,5,2,13,5,3,2,6,1,5,10,.,4,.,13,85
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",4,9,2,3,17,1,4,2,3,.,5,3,.,.,.,3,56
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC",4,.,.,.,4,.,.,1,1,.,.,4,.,.,.,2,16
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",6,.,.,.,2,.,.,3,.,.,.,.,.,.,.,2,13
HB25G,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Major CC",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HB31Z,Major Foot Procedures for Non-Trauma,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,2
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",2,.,.,.,1,.,.,1,.,.,.,11,.,.,.,1,16
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",2,.,.,.,2,.,.,2,.,.,.,1,.,.,.,1,8
HB34F,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,2,.,.,4,.,.,.,.,.,1,.,2,10
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,.,.,.,3,.,.,.,2,.,.,.,1,8
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,7,9
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,1,.,.,.,1,2,.,.,.,5,9
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",2,1,1,.,4,.,.,2,.,.,.,1,.,.,.,22,33
HB56B,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,3
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,1,.,3,.,.,.,.,.,.,2,.,.,.,.,6
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,1,.,.,1,.,.,.,1,.,.,.,.,.,.,1,4
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",1,.,.,.,.,.,.,1,.,.,.,2,.,.,.,.,4
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",6,5,.,.,8,.,.,.,.,.,.,6,.,2,.,1,28
HB71B,"Major, Elbow or Lower Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",2,.,.,.,.,.,.,4,.,.,.,.,.,.,.,2,8
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",2,2,1,1,5,2,.,2,1,.,.,4,.,.,.,.,20
HB91Z,Other Non-Trauma Diagnosis without Procedure,13,2,.,2,7,4,.,17,1,5,.,14,3,.,.,18,86
HB99Z,Other Procedures for Non-Trauma,18,2,5,2,5,1,.,10,3,.,1,12,.,3,.,14,76
HC01A,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
HC01B,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,15
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
HC02D,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
HC02E,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,31
HC02F,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,1,.,.,.,44,.,.,.,.,45
HC03D,Extradural Spine Intermediate 2 with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
HC03E,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,43
HC04D,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
HC04E,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,.,22
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,3,.,.,.,64,.,.,.,.,67
HC05D,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
HC05E,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,1,3,.,.,.,.,4
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HC07B,Intradural Spine Major with CC Score 0-2,.,2,.,.,.,.,.,.,.,.,.,11,.,.,.,1,14
HC10Z,Intradural Spine Intermediate,.,1,.,.,1,.,.,.,.,.,.,3,.,.,.,.,5
HC11Z,Intradural Spine Minor 2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
HC20D,"Vertebral Column Injury without Procedure, with CC Score 6+",2,10,.,3,6,2,3,.,5,1,.,14,3,1,.,16,66
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5",11,19,6,6,6,12,2,1,.,6,1,27,6,1,.,16,120
HC20F,"Vertebral Column Injury without Procedure, with CC Score 1-2",8,13,3,6,18,5,.,1,2,2,2,44,2,7,.,12,125
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0",12,8,.,11,11,3,.,.,1,.,.,40,2,4,.,6,98
HC21D,"Spinal Cord Injury without Procedure, with CC Score 2+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,2
HC21E,"Spinal Cord Injury without Procedure, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",2,.,.,.,.,.,1,.,.,.,3,.,.,.,.,1,7
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,2,.,.,2,.,.,.,.,.,3,.,.,.,.,7
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4
HC27D,Degenerative Spinal Conditions with CC Score 9+,.,1,.,1,.,.,.,1,.,1,.,.,2,.,.,.,6
