HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
WH09G,180,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,"3,306",.,313,"9,004",.,.,.,.,.,.,.,"2,808",.,.,.,.,"15,431"
WH09G,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1","49,048","62,139","6,029","11,701","45,860","5,521","2,575",.,"9,246",.,"18,034",.,"88,874",.,"24,160",.,"62,282","385,467"
WH09G,301,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,"2,614",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,614"
WH09G,302,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"1,991",.,474,.,.,.,.,"2,465"
WH09G,303,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
WH09G,320,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1","2,321","1,568",.,"2,845",429,.,.,.,.,.,.,.,613,.,808,"3,486",.,"12,072"
WH09G,340,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,"5,621","1,335",.,.,.,.,.,.,.,"4,310",.,905,.,.,.,.,"12,172"
WH09G,361,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,338,"2,046",.,.,"1,356",.,.,.,.,.,.,.,.,.,.,.,"3,739"
WH09G,400,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,453",.,.,.,.,"3,453"
WH09G,430,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1","3,214","26,532","21,774",.,"6,396",409,.,.,.,.,"1,702",.,"20,955",.,"1,969",.,920,"83,871"
WH10A,180,Unspecified Oedema with CC Score 2+,.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
WH10A,300,Unspecified Oedema with CC Score 2+,892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,728,"1,620"
WH10A,430,Unspecified Oedema with CC Score 2+,.,.,"1,031",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,031"
WH10B,100,Unspecified Oedema with CC Score 0-1,446,.,.,.,.,.,.,.,.,.,.,.,450,.,.,.,.,896
WH10B,180,Unspecified Oedema with CC Score 0-1,.,367,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,.,"2,368"
WH10B,300,Unspecified Oedema with CC Score 0-1,"4,013","2,405",429,936,"1,504",.,.,.,370,.,344,.,"3,296",.,"3,598",.,"1,821","18,716"
WH10B,320,Unspecified Oedema with CC Score 0-1,.,"1,176",.,474,.,.,.,.,.,.,.,.,.,.,.,"2,988",.,"4,639"
WH10B,340,Unspecified Oedema with CC Score 0-1,.,703,.,.,.,.,.,.,.,.,.,.,905,.,.,.,.,"1,608"
WH10B,430,Unspecified Oedema with CC Score 0-1,.,345,516,.,.,.,.,.,.,.,.,.,535,.,.,.,.,"1,396"
WH11A,300,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 2+",.,"1,203",.,.,.,.,.,.,.,.,.,.,732,.,.,.,728,"2,663"
WH11A,361,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 2+","1,093",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,093"
WH11B,180,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,561,.,.,.,.,561
WH11B,300,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",.,802,.,.,"1,880",291,.,.,.,.,.,.,"4,393",.,514,.,"1,093","8,972"
WH11B,301,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
WH11B,320,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,808,.,.,808
WH11B,340,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
WH11B,430,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
WH12A,180,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 2+",.,367,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,368"
WH12A,300,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,344,.,.,.,.,.,.,344
WH12B,180,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",.,"7,713",.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,.,"9,714"
WH12B,300,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1","4,459","1,203",.,.,376,.,.,.,.,.,.,.,732,.,"5,140",.,"2,550","14,459"
WH12B,320,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,808,.,.,808
WH12B,340,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
WH12B,430,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",357,345,.,.,.,.,.,.,.,.,.,.,.,.,"1,313",.,.,"2,014"
WH13B,100,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",446,.,.,.,.,.,.,.,.,.,.,.,794,.,.,.,.,"1,241"
WH13B,101,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387,387
WH13B,180,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
WH13B,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+","1,338","3,608",857,.,"2,631",291,.,.,370,.,"1,384",.,"7,485",.,"2,570",.,"4,735","25,269"
WH13B,302,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,"1,659",.,.,.,.,.,.,"1,659"
WH13B,303,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564
WH13B,340,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,"1,054",.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,"1,381"
WH13B,430,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,"2,606",.,376,.,.,.,.,.,340,.,.,.,.,.,.,"3,322"
WH13C,100,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,443,"1,335"
WH13C,180,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,892,.,577,.,.,.,.,"1,468"
WH13C,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0","8,472","6,414",429,936,"4,887","1,453","1,030",.,740,.,"2,335",.,"9,893",.,"5,654",.,"3,278","45,521"
WH13C,301,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
WH13C,302,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,"1,666",.,474,.,.,.,.,"2,140"
WH13C,303,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",564,399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,964
WH13C,320,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,392,.,474,429,.,.,.,.,.,.,.,613,.,.,498,.,"2,407"
WH13C,340,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,703,.,.,.,.,.,.,.,.,"1,424",.,.,.,.,.,.,"2,126"
WH13C,361,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,682
WH13C,430,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,"2,067","1,068",.,.,.,.,.,.,.,340,.,.,.,656,.,.,"4,132"
WH13C,502,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,797,.,.,.,.,.,.,.,.,.,.,.,.,797
WH14C,300,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+",446,802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,185","3,433"
WH14C,303,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
WH14C,430,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+",.,689,516,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,206"
WH14D,100,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,"1,317",389,.,.,.,.,.,.,.,.,.,.,.,"1,706"
WH14D,180,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
WH14D,300,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1","2,675","6,057",.,.,.,.,.,.,.,.,344,.,.,.,514,.,"5,463","15,053"
WH14D,340,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
WH14D,370,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,"1,426",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,426"
WH14D,430,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
WH15Z,300,"Special Screening, Examinations or Other Genetic Disorders","1,338",.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,364,"2,068"
WH15Z,302,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,474,.,.,.,.,474
WH15Z,430,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,632","4,632"
WH16A,100,"Observation or Counselling, with CC Score 1+",.,.,.,.,439,.,.,.,.,.,.,.,390,.,.,.,443,"1,272"
WH16A,101,"Observation or Counselling, with CC Score 1+",.,.,.,.,415,.,.,.,.,.,.,.,.,.,.,.,.,415
WH16A,180,"Observation or Counselling, with CC Score 1+",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
WH16A,300,"Observation or Counselling, with CC Score 1+",.,.,"1,286",.,752,.,"1,030",.,370,.,344,.,732,.,514,.,"1,093","6,120"
WH16A,320,"Observation or Counselling, with CC Score 1+",.,.,.,948,.,.,.,.,.,.,.,.,.,.,.,.,.,948
WH16A,340,"Observation or Counselling, with CC Score 1+",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
WH16A,430,"Observation or Counselling, with CC Score 1+",.,689,549,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,239"
WH16B,100,"Observation or Counselling, with CC Score 0",893,.,.,.,"1,756",389,.,.,.,.,.,.,.,.,.,.,443,"3,480"
WH16B,101,"Observation or Counselling, with CC Score 0",.,.,"1,875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,875"
WH16B,120,"Observation or Counselling, with CC Score 0",.,.,.,.,816,.,.,.,.,.,.,.,.,.,.,.,.,816
WH16B,160,"Observation or Counselling, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,485,485
WH16B,180,"Observation or Counselling, with CC Score 0",.,367,.,.,"2,001",.,.,.,.,.,223,.,"2,803",.,.,.,.,"5,394"
WH16B,300,"Observation or Counselling, with CC Score 0","4,459",802,"1,780",468,752,872,.,.,370,.,.,.,"1,098",.,"1,028",.,"2,185","13,813"
WH16B,320,"Observation or Counselling, with CC Score 0",.,.,"1,171",.,.,.,.,.,.,.,.,.,.,.,.,"1,992",.,"3,164"
WH16B,340,"Observation or Counselling, with CC Score 0",.,.,445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,445
WH16B,361,"Observation or Counselling, with CC Score 0",.,.,"4,092",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,092"
WH16B,370,"Observation or Counselling, with CC Score 0",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713
WH16B,430,"Observation or Counselling, with CC Score 0","1,071",.,"1,031",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,102"
WH16B,501,"Observation or Counselling, with CC Score 0",.,.,.,"1,225",906,"1,096",.,.,.,.,.,.,.,.,846,.,.,"4,073"
WH16B,502,"Observation or Counselling, with CC Score 0",.,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,784","2,886"
WH16B,800,"Observation or Counselling, with CC Score 0",.,.,603,.,.,.,.,.,.,.,.,.,.,.,.,.,.,603
WH17B,100,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,549,.,.,.,.,.,.,.,.,.,.,.,.,.,549
WH17B,180,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,367,.,313,.,.,.,.,.,.,.,.,.,.,.,.,.,681
WH17B,300,"Admission Related to Social Factors without Interventions, with CC Score 1+","8,472","6,815",429,"2,340","2,631",291,515,.,"1,849",.,"1,032",.,"5,963",.,"5,140",.,"6,192","41,669"
WH17B,301,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
WH17B,302,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,"1,019",.,.,.,.,.,.,"1,019"
WH17B,320,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,486",.,"3,486"
WH17B,340,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,703,.,.,.,.,.,.,.,.,980,.,.,.,.,.,.,"1,682"
WH17B,361,"Admission Related to Social Factors without Interventions, with CC Score 1+",546,.,684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,230"
WH17B,430,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,"3,101","3,608",.,376,.,.,.,.,.,341,.,.,.,656,.,307,"8,389"
WH17B,502,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,908,.,.,.,.,.,.,.,.,.,.,.,.,.,908
WH17C,100,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,204",.,.,.,.,"1,204"
WH17C,180,"Admission Related to Social Factors without Interventions, with CC Score 0",.,735,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,.,"2,735"
WH17C,300,"Admission Related to Social Factors without Interventions, with CC Score 0","9,810","22,049",.,"7,020","3,759","2,324",.,.,740,.,"2,088",.,"5,124",.,"7,196",.,"6,556","66,666"
WH17C,301,"Admission Related to Social Factors without Interventions, with CC Score 0",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
WH17C,302,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,661,.,474,.,.,.,.,"1,135"
WH17C,303,"Admission Related to Social Factors without Interventions, with CC Score 0",564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564
WH17C,320,"Admission Related to Social Factors without Interventions, with CC Score 0",.,"1,568",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,953",.,"13,522"
WH17C,340,"Admission Related to Social Factors without Interventions, with CC Score 0",.,"1,405",.,.,.,.,.,.,.,.,653,.,454,.,.,.,.,"2,512"
WH17C,361,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,"1,364",.,.,"1,808",.,.,.,.,.,.,.,.,.,.,.,"3,172"
WH17C,430,"Admission Related to Social Factors without Interventions, with CC Score 0",.,"8,614","3,100",.,376,.,.,.,.,.,684,.,536,.,.,.,307,"13,618"
WH17C,501,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,"1,096",.,.,.,.,.,.,509,.,.,.,.,"1,605"
WH17C,800,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
WH18B,100,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",446,.,.,.,.,.,.,.,.,.,.,.,393,.,.,.,443,"1,283"
WH18B,361,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,"2,046",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,046"
WH50A,100,"Procedure Not Carried Out, for Medical or Patient Reasons","1,339",444,.,.,.,.,.,.,.,.,"1,266",.,"3,437",.,.,.,.,"6,487"
WH50A,101,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,779,.,.,.,.,.,.,.,.,.,.,.,.,.,779
WH50A,110,"Procedure Not Carried Out, for Medical or Patient Reasons","1,050",.,.,.,.,.,.,.,.,.,.,.,"1,278",.,.,.,.,"2,329"
WH50A,140,"Procedure Not Carried Out, for Medical or Patient Reasons",877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,628,"1,504"
WH50A,160,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,700","9,700"
WH50A,170,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"3,750",.,.,.,.,"3,750"
WH50A,300,"Procedure Not Carried Out, for Medical or Patient Reasons","1,338","1,604",429,.,376,.,.,.,.,.,"1,032",.,.,.,.,.,"1,093","5,870"
WH50A,301,"Procedure Not Carried Out, for Medical or Patient Reasons",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
WH50A,320,"Procedure Not Carried Out, for Medical or Patient Reasons","1,160",.,"5,858",.,859,.,.,.,.,.,.,.,"1,425",.,.,.,.,"9,303"
WH50A,340,"Procedure Not Carried Out, for Medical or Patient Reasons",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
WH50A,361,"Procedure Not Carried Out, for Medical or Patient Reasons",546,.,"2,046",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,592"
WH50A,420,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,818,.,.,.,.,.,.,.,.,.,.,.,818
WH50A,430,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,536,.,.,.,.,536
WH50A,501,"Procedure Not Carried Out, for Medical or Patient Reasons",.,926,.,.,"2,719",.,.,.,.,.,.,.,"1,017",.,.,.,729,"5,391"
WH50A,800,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,"1,191",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,191"
WH50A,823,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"1,134",.,.,.,.,"1,134"
WH50B,100,"Procedure Not Carried Out, for Other or Unspecified Reasons",893,.,.,.,439,389,.,.,.,.,.,.,"1,779",.,.,.,.,"3,499"
WH50B,110,"Procedure Not Carried Out, for Other or Unspecified Reasons","2,626",.,.,.,"5,736",.,.,616,.,.,.,.,"3,810",.,.,.,414,"13,202"
WH50B,120,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,591,.,.,.,.,591
WH50B,160,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,130","28,130"
WH50B,170,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,"1,874",.,.,.,.,"1,874"
WH50B,171,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
WH50B,300,"Procedure Not Carried Out, for Other or Unspecified Reasons","1,338","1,085","2,572",468,376,291,.,.,.,.,688,.,366,.,514,.,"1,093","8,790"
WH50B,301,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,747,.,.,349,451,.,.,.,.,.,.,.,.,.,.,.,"1,547"
WH50B,320,"Procedure Not Carried Out, for Other or Unspecified Reasons","1,741",.,"4,100",.,"4,295",.,.,.,.,.,.,.,"4,294",.,.,498,.,"14,928"
WH50B,330,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,385,.,.,.,.,.,.,.,.,.,.,.,.,385
WH50B,340,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
WH50B,361,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,"1,364",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,364"
WH50B,420,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,.,.,818,.,.,.,.,.,.,.,.,.,.,"2,281","3,100"
WH50B,430,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515
WH50B,501,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,"3,703",.,.,"17,218","4,385",.,.,.,.,.,.,"6,613",.,.,.,"7,293","39,212"
WH50B,502,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,.,908,797,774,.,.,.,.,.,.,.,.,.,.,.,"2,479"
WH50B,800,"Procedure Not Carried Out, for Other or Unspecified Reasons",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
WH51Z,303,"Admission Related to Donation, of Organ or Tissue",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
WH52B,100,"Follow-Up Examination for Malignant Neoplasm, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,410,.,.,.,.,410
WH52B,502,"Follow-Up Examination for Malignant Neoplasm, without Interventions",.,.,569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,569
WH53B,100,"Follow-Up Examination for Other Conditions, without Interventions","4,088",.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,.,"4,744"
WH53B,101,"Follow-Up Examination for Other Conditions, without Interventions",.,.,624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,624
WH53B,300,"Follow-Up Examination for Other Conditions, without Interventions","1,784",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,784"
WH53B,502,"Follow-Up Examination for Other Conditions, without Interventions",.,.,.,.,"1,594",.,.,.,.,.,.,.,.,.,.,.,.,"1,594"
WJ01C,300,"Complex Infectious Diseases without Interventions, with CC Score 6+",.,.,"1,764",.,.,.,.,.,.,.,.,.,366,.,.,.,.,"2,130"
WJ01C,350,"Complex Infectious Diseases without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,823,.,.,.,.,823
WJ01D,300,"Complex Infectious Diseases without Interventions, with CC Score 3-5",.,802,.,.,.,291,.,.,.,.,.,.,366,.,514,.,.,"1,972"
WJ01E,300,"Complex Infectious Diseases without Interventions, with CC Score 0-2",.,.,.,468,752,.,.,.,.,.,.,.,"1,830",.,.,.,.,"3,050"
WJ02C,300,"Major Infectious Diseases without Interventions, with CC Score 6+",.,401,.,.,.,.,.,.,.,.,.,.,483,.,514,.,.,"1,398"
WJ02C,301,"Major Infectious Diseases without Interventions, with CC Score 6+",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
WJ02D,300,"Major Infectious Diseases without Interventions, with CC Score 3-5",.,802,429,.,.,.,.,.,.,.,.,.,366,.,514,.,364,"2,475"
WJ02D,340,"Major Infectious Diseases without Interventions, with CC Score 3-5",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
WJ02E,300,"Major Infectious Diseases without Interventions, with CC Score 0-2",.,"1,203",857,.,"1,128",.,.,.,.,.,.,.,"1,473",.,514,.,.,"5,175"
WJ02E,350,"Major Infectious Diseases without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,868,.,.,.,.,868
WJ03B,300,"Standard Infectious Diseases with Single Intervention, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,"1,073",.,.,.,.,.,.,"1,073"
WJ03D,100,"Standard Infectious Diseases without Interventions, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,390,.,.,.,.,390
WJ03D,300,"Standard Infectious Diseases without Interventions, with CC Score 7+",446,.,.,.,.,291,.,.,370,.,.,.,.,.,514,.,"1,457","3,077"
WJ03D,361,"Standard Infectious Diseases without Interventions, with CC Score 7+",.,.,.,.,.,"1,808",.,.,.,.,.,.,.,.,.,.,.,"1,808"
WJ03E,180,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
WJ03E,300,"Standard Infectious Diseases without Interventions, with CC Score 4-6","1,784","4,009",448,.,"2,255",872,515,.,370,.,.,.,"4,425",.,"2,570",.,"1,457","18,704"
WJ03E,301,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
WJ03E,303,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
WJ03E,320,"Standard Infectious Diseases without Interventions, with CC Score 4-6",580,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,580
WJ03E,340,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,"1,054",.,.,.,.,.,.,.,.,982,.,.,.,.,.,.,"2,036"
WJ03E,361,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
WJ03E,370,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,734
WJ03E,430,"Standard Infectious Diseases without Interventions, with CC Score 4-6",357,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,046"
WJ03F,100,"Standard Infectious Diseases without Interventions, with CC Score 2-3",893,.,.,.,439,.,.,.,.,.,.,.,"1,170",.,.,.,.,"2,502"
WJ03F,180,"Standard Infectious Diseases without Interventions, with CC Score 2-3",.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
WJ03F,300,"Standard Infectious Diseases without Interventions, with CC Score 2-3","4,905","4,410",.,"1,404","5,263",872,515,.,"1,110",.,"1,073",.,"8,482",.,"2,570",.,"2,914","33,516"
WJ03F,301,"Standard Infectious Diseases without Interventions, with CC Score 2-3",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
WJ03F,302,"Standard Infectious Diseases without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,548",.,.,.,.,"1,548"
WJ03F,303,"Standard Infectious Diseases without Interventions, with CC Score 2-3",564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564
WJ03F,320,"Standard Infectious Diseases without Interventions, with CC Score 2-3",580,392,.,.,.,558,.,.,.,.,.,.,.,.,.,.,.,"1,530"
