HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
PE23F,Paediatric Cardiac Conditions with CC Score 0,"2,477","1,220","1,087","2,881","1,540","3,048",.,.,.,.,.,"3,282",.,"3,197",.,"1,353","2,773"
PE24A,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",.,"1,219",.,.,"1,735",.,.,.,.,.,.,"1,533",.,.,.,"2,165","1,591"
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,"1,219",.,.,"3,036",.,"1,583",.,.,.,.,"2,453",.,.,.,"1,367","2,164"
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,734,.,.,.,.,453,792,.,900,.,396,633
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+","1,315",.,.,"1,814","2,279","2,934",.,.,.,.,.,"2,581",.,"1,506",.,"1,094","2,020"
PE62B,"Paediatric Syncope and Collapse, with CC Score 1",546,609,.,.,867,734,528,.,.,.,387,752,.,.,.,425,591
PE62C,"Paediatric Syncope and Collapse, with CC Score 0",689,508,.,.,867,734,.,.,.,.,.,611,.,"1,000",.,709,785
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+","2,086","1,664","1,718","1,873","2,169","1,969",.,.,.,.,.,"2,003",.,"2,765",.,"1,597","1,969"
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",742,593,.,720,845,706,.,.,.,.,559,833,.,928,.,549,708
PF25A,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,"17,350","7,335",.,.,.,.,.,"17,371",.,.,.,.,"16,653"
PF25B,Paediatric Major Gastrointestinal Disorders with CC Score 5-6,"2,287",.,.,.,.,.,.,.,.,.,.,"7,666",.,.,.,.,"6,993"
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,"2,505",.,.,"3,470","1,976",.,.,.,.,.,"5,389",.,.,.,"2,165","4,101"
PF25D,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,"1,525","1,919",.,"1,440","1,735",.,.,.,.,.,.,"3,729",.,.,.,"1,623","2,992"
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,"1,782","2,123",.,.,"1,227","1,829",.,.,.,.,.,"3,277",.,"2,647",.,.,"2,492"
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,"4,574","2,437","2,697","5,042","2,169","6,113",.,.,.,.,.,"5,435",.,.,.,"5,454","4,583"
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,"2,579","1,818","1,551","2,105","2,326","1,782",.,.,.,.,"1,667","2,413",.,"2,309",.,"1,477","2,062"
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,686,579,569,671,681,632,.,.,.,.,.,808,.,825,.,537,668
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,"2,191",.,"1,532","4,015","3,268",.,.,.,.,.,.,"5,078",.,.,.,"4,479","3,836"
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,"2,655","2,896",.,"5,440","1,496",.,.,.,"2,942",.,.,"4,292",.,"4,376",.,.,"3,752"
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+","1,906",.,.,.,.,.,.,.,.,.,.,"3,300",.,.,.,"4,329","3,124"
PF28B,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5","5,336",.,.,"3,601","3,253",.,.,.,.,.,.,"3,016",.,.,.,"1,263","3,104"
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3","3,049","2,437",.,.,"4,048","2,410","3,165",.,.,.,.,"2,360",.,"2,000",.,"2,165","2,641"
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",762,531,.,720,807,698,.,.,.,.,.,977,.,"1,000",.,541,756
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",762,609,.,720,867,734,.,.,.,.,.,765,.,"1,000",.,541,746
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+","3,811","2,260",.,"1,854",.,.,.,.,.,.,.,"3,710",.,"2,000",.,"1,921","2,997"
PG71B,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 1","1,525",.,.,"4,008","1,203","1,976",.,.,.,.,.,"5,402",.,.,.,.,"3,848"
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0","1,370","2,010","1,900",.,"3,184","1,449",.,.,.,.,"2,352","1,223",.,"2,471",.,"1,623","1,876"
PH34A,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,.,.,.,.,"3,783",.,.,.,"2,834",.,.,.,.,"3,150"
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4","1,420",.,.,.,.,"2,458","2,110",.,.,.,.,"1,289",.,.,.,"3,788","2,024"
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2","2,342","1,377",.,"2,881","1,439","1,467",.,"2,195",.,.,.,"2,564",.,"3,148",.,"1,342","2,176"
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0","1,115",580,.,720,620,621,.,685,.,.,.,804,.,876,.,541,712
PJ35A,Paediatric Skin Disorders with CC Score 4+,"2,287",.,.,"2,161",.,"5,501",.,.,.,.,.,"10,230",.,.,.,.,"5,136"
PJ35B,Paediatric Skin Disorders with CC Score 2-3,"1,128","1,828","5,901","3,601","3,583","2,567",.,.,.,.,"2,595","3,225",.,.,.,"3,247","2,993"
PJ35C,Paediatric Skin Disorders with CC Score 1,"1,525","1,219",.,.,.,"3,668",.,.,.,.,.,"2,980",.,"4,001",.,"1,222","2,410"
PJ35D,Paediatric Skin Disorders with CC Score 0,"1,123","1,219",.,.,"2,249","2,201",.,.,.,.,.,"2,407",.,"2,002",.,"1,522","1,867"
PJ66A,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 3+","2,287",.,.,.,.,.,.,.,.,.,.,"2,378",.,.,.,.,"2,348"
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",762,.,.,720,867,.,.,.,.,.,.,752,.,.,.,541,738
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",.,407,.,720,.,.,.,.,.,.,.,752,.,"1,000",.,541,621
PK36A,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+","1,315",.,.,"1,440",.,.,.,.,.,.,.,"4,930",.,.,.,.,"3,154"
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,"2,033",.,.,.,.,.,.,.,.,.,"2,939",.,.,.,"3,629","2,867"
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0","2,287",.,.,.,"2,602","1,467",.,.,.,.,.,"3,028",.,.,.,"1,623","2,109"
PK67A,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+","2,287","1,422",.,.,"1,465",.,.,.,.,.,"1,428","1,285",.,"1,255",.,"1,623","1,570"
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0","1,239","1,381",.,"2,161","1,710",.,.,.,.,.,.,"1,579",.,"3,003",.,"1,377","1,678"
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+","3,049",.,.,.,"1,752",.,.,.,.,.,"1,439","1,601",.,.,.,"1,623","1,867"
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2","2,858","1,524",.,"1,440","1,735",.,.,.,.,.,.,"1,352",.,"3,501",.,"1,645","1,869"
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0","4,669","1,422",.,"2,161","1,898","1,467",.,.,.,.,734,"2,648",.,"3,429",.,"2,149","2,424"
PK72A,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,"1,440",.,.,.,.,.,.,.,"2,834",.,.,.,.,"2,369"
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,"1,525",.,.,.,.,.,.,.,.,.,.,"3,687",.,.,.,"1,623","2,631"
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,939",.,.,.,"1,421","2,180"
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,"2,947",.,.,.,.,.,.,.,.,"44,981",.,.,.,.,"34,472"
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2","3,811",.,.,.,.,"3,400",.,.,.,.,.,"11,316",.,.,.,.,"5,066"
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,"2,311","1,440",.,.,.,.,.,.,.,.,.,.,.,.,"1,876"
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+","1,525",.,.,.,"2,079","10,269",.,.,"2,255",.,.,"1,862",.,.,.,"3,315","2,620"
PL69B,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,"2,115",.,"1,497","2,690",.,.,.,.,.,"4,519",.,.,.,"1,839","2,701"
PL69C,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0","2,077","2,032",786,"1,987","2,320",.,"2,110",.,.,.,"1,086","1,003",.,"2,603",.,"1,862","1,851"
PL70A,Paediatric Other Renal Diseases with CC Score 4+,"2,287",.,"6,361",.,"4,447",.,.,.,.,.,.,"3,103",.,.,.,.,"4,028"
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,"1,906",.,.,.,"1,278","1,678",.,.,.,.,.,"3,239",.,.,.,"1,459","1,970"
PL70C,Paediatric Other Renal Diseases with CC Score 1,"1,600","1,828",.,.,839,.,.,.,.,.,.,"2,568",.,"3,283",.,"2,616","2,265"
PL70D,Paediatric Other Renal Diseases with CC Score 0,"1,462","1,412",.,"2,057","1,526","1,926",.,.,.,.,.,"2,216",.,"2,212",.,"1,178","1,690"
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"26,925",.,.,.,.,"26,925"
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"25,998",.,.,.,.,"25,998"
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,"26,383",.,.,.,.,.,.,.,.,"27,205",.,.,.,.,"26,999"
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,"18,060",.,.,.,.,"18,060"
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"5,422",.,.,.,.,"5,422"
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,813,.,.,.,.,.,.,.,.,.,"3,123",.,.,.,.,"2,738"
PM43A,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"10,733",.,.,.,.,"10,733"
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,"4,401",.,.,.,.,.,"7,897",.,.,.,.,"7,023"
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,"1,429","3,634",.,"2,636",.,.,.,.,.,.,"2,209",.,.,.,"2,273","2,529"
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"26,445",.,.,.,.,"26,445"
PM45B,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"31,936",.,.,.,"3,301","17,619"
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,"8,734",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,734"
PN47B,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",.,.,.,.,.,"2,201",.,.,.,.,.,.,.,.,.,.,"2,201"
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082","1,082"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,"1,870","2,099","2,930","2,161","5,205",.,.,.,.,.,.,"5,345",.,.,.,"1,816","3,532"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,376,.,.,772,.,.,.,541,600
PN49A,Paediatric Coagulation Disorders with CC Score 1+,"2,191",.,"2,316",.,"1,307",.,.,.,.,.,.,"2,161",.,.,.,"1,443","2,024"
PN49B,Paediatric Coagulation Disorders with CC Score 0,762,.,712,.,597,734,.,.,.,.,.,752,.,"1,000",.,541,681
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,206,"1,219",.,.,"3,058","2,567",.,.,.,.,.,"3,597",.,.,.,.,"2,621"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,"1,973","2,318",.,.,"2,169","2,201",.,.,.,.,859,"2,534",.,.,.,"1,700","2,288"
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,"6,855",.,.,"19,085",.,.,.,.,.,.,.,.,.,.,.,"9,301"
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,"1,828",.,.,"1,735",.,.,.,.,.,.,"3,939",.,.,.,.,"3,076"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,"1,472","1,828",.,"4,321","3,470","2,445",.,.,.,.,.,"3,818",.,.,.,"2,165","3,341"
PR01D,Paediatric Nervous System Disorders with CC Score 1,"2,077","2,437",.,.,"1,496",904,.,.,.,.,.,"3,033",.,.,.,"2,165","2,387"
PR01E,Paediatric Nervous System Disorders with CC Score 0,.,"1,828",.,"1,440","2,127",.,.,.,.,.,.,"1,890",.,"2,000",.,"1,759","1,910"
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,"3,049",.,.,.,.,"1,467",.,.,.,.,.,"11,240",.,"4,001",.,.,"9,840"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"1,937","2,133",.,"3,601","2,602","3,912",.,.,.,.,.,"4,406",.,"3,102",.,"1,731","3,239"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"2,751","2,112",.,"3,361","3,687","2,201","1,055",.,.,.,.,"3,580",.,"3,201",.,"1,492","2,819"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,"3,049","1,219",.,.,"2,892",.,.,.,.,.,.,"2,003",.,.,.,"1,483","2,007"
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,733,609,.,720,867,685,.,.,376,.,.,879,.,"1,000",.,591,767
PR03C,Paediatric Febrile Convulsions with CC Score 0,741,609,.,720,790,661,528,.,.,.,.,716,.,"1,000",.,583,696
PR04A,"Paediatric Headaches or Migraines, with CC Score 4+","1,403","1,219",.,.,"1,307","1,467",.,.,.,.,.,"2,813",.,.,.,.,"2,129"
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3",762,474,.,.,435,.,.,.,376,.,.,708,.,834,.,389,593
PR04C,"Paediatric Headaches or Migraines, with CC Score 0",546,609,.,.,327,734,"1,134",.,.,.,.,381,.,716,.,367,596
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,"3,904",.,.,.,.,.,.,.,.,.,.,.,"3,904"
PR06A,Paediatric Intracranial Injury with CC Score 3+,"1,827",.,.,.,876,.,.,.,.,.,.,"3,197",.,.,.,.,"2,889"
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,"2,201",.,.,.,.,.,"2,142",.,.,.,.,"2,152"
PR06C,Paediatric Intracranial Injury with CC Score 0,.,"1,356",.,.,.,.,.,.,.,.,.,"4,365",.,"2,589",.,.,"3,052"
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,533,515,.,720,653,480,.,.,.,.,.,692,.,647,.,.,581
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,457,609,.,671,.,395,.,.,.,.,.,971,.,"1,000",.,753,771
PT52A,Paediatric Behavioural Disorders with CC Score 1+,.,"1,219",.,.,.,"2,934",.,.,.,.,648,"2,993",.,.,.,.,"2,157"
PT52B,Paediatric Behavioural Disorders with CC Score 0,438,542,.,720,327,734,.,.,.,.,346,.,.,.,.,.,497
PT53A,Paediatric Eating Disorders with CC Score 1+,.,"7,929","5,118",.,"10,844",.,.,.,.,.,.,"5,856",.,.,.,"3,809","5,831"
PT53B,Paediatric Eating Disorders with CC Score 0,"10,672","27,419","1,168",.,"9,542",.,.,.,"9,340",.,.,.,.,.,.,"17,065","13,429"
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+","2,524",.,.,"2,881",.,"1,467","1,055","1,137",.,.,.,.,.,.,.,"1,276","1,713"
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0","1,700","1,219",.,.,"1,504",.,.,"1,666",.,.,.,"1,755",.,"3,965",.,"1,045","1,621"
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+","4,033",.,.,.,.,.,.,"1,666",.,.,.,"5,115",.,.,.,"4,804","4,442"
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0","3,477","1,356",.,"1,145",.,.,.,"4,642",.,.,"1,439","5,912",.,"1,726",.,"2,887","4,411"
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,"1,219",.,.,"3,470","2,934",.,.,.,.,.,"3,787",.,.,.,.,"2,852"
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",614,.,.,573,968,621,.,.,.,.,.,667,.,647,.,"1,199",881
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",732,652,675,573,921,888,.,608,.,.,.,915,.,"1,973",.,"1,024",940
PW16A,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,"9,780",.,.,.,.,.,"10,555",.,.,.,"15,153","10,745"
PW16B,Paediatric Major Infections with CC Score 5-6,"3,049",.,.,.,.,"3,668",.,.,.,.,.,"9,887",.,.,.,.,"7,400"
PW16C,Paediatric Major Infections with CC Score 2-4,"5,336","3,076",.,"1,801","8,097","3,301",.,"12,249",.,.,.,"9,918",.,"7,335",.,"6,062","7,169"
PW16D,Paediatric Major Infections with CC Score 1,"4,910","1,978",.,"1,827","8,241",.,.,"6,427",.,.,.,"4,172",.,"5,001",.,"3,021","4,047"
PW16E,Paediatric Major Infections with CC Score 0,"3,125","2,710",.,"3,592","2,745","2,934",.,"5,400","1,970",.,.,"4,826",.,"2,550",.,"2,967","3,386"
PW17A,Paediatric Intermediate Infections with CC Score 6+,"3,663",.,.,"1,440","4,627","5,868",.,.,.,.,.,"4,177",.,.,.,.,"4,247"
PW17B,Paediatric Intermediate Infections with CC Score 3-5,"2,710","2,708",.,"3,961","3,786","3,056",.,"6,559",.,.,"2,122","3,801",.,"3,574",.,"1,506","3,325"
PW17C,Paediatric Intermediate Infections with CC Score 1-2,"2,277","1,997",.,"2,353","2,348","2,598",.,.,"1,127",.,"1,701","2,857",.,"3,520",.,"1,934","2,391"
PW17D,Paediatric Intermediate Infections with CC Score 0,"2,120","1,713","1,327","1,998","1,778","2,127","1,583",.,.,.,802,"2,402",.,"3,011",.,"1,743","2,116"
PW18A,Paediatric Minor Infections with CC Score 2+,.,"2,437",.,.,"3,036",.,.,.,.,.,.,"8,693",.,.,.,"3,247","4,090"
PW18B,Paediatric Minor Infections with CC Score 1,540,.,.,.,867,.,.,.,.,.,.,"1,341",.,.,.,541,926
PW18C,Paediatric Minor Infections with CC Score 0,762,609,.,720,466,734,.,.,.,.,.,671,.,.,.,541,598
PW19A,Paediatric Viral Infections with CC Score 3+,"2,069","1,523",.,.,"2,602","2,119",.,.,.,.,.,"2,068",.,"4,001",.,"1,807","2,128"
PW19B,Paediatric Viral Infections with CC Score 1-2,762,596,712,720,847,713,.,.,376,.,387,747,.,"1,000",.,571,716
PW19C,Paediatric Viral Infections with CC Score 0,695,594,.,720,814,686,.,.,376,.,.,751,.,976,.,560,703
PW20A,Paediatric Fever Unspecified with CC Score 3+,"2,592","1,828",.,.,"3,036","2,201",.,.,.,.,.,"2,924",.,.,.,"2,165","2,720"
PW20B,Paediatric Fever Unspecified with CC Score 1-2,"1,914",.,.,.,"2,974","1,467",.,.,.,.,.,"2,161",.,.,.,"1,604","2,159"
PW20C,Paediatric Fever Unspecified with CC Score 0,"1,525","2,640",.,"2,161","3,179",.,.,.,.,.,.,"2,242",.,.,.,"1,798","2,208"
PX22A,Paediatric Chest Pain with CC Score 1+,438,508,486,500,.,.,701,.,.,.,.,821,.,.,.,730,591
PX22B,Paediatric Chest Pain with CC Score 0,762,.,.,.,.,734,.,.,.,.,.,306,.,.,.,.,634
PX29A,Paediatric Abdominal Pain with CC Score 3+,"1,434",.,.,.,"1,752","1,195",.,.,.,.,.,"3,189",.,"4,053",.,"1,422","2,316"
PX29B,Paediatric Abdominal Pain with CC Score 1-2,"1,441","1,318",928,"1,431","1,183","1,490","2,110",.,.,.,982,"1,523",.,"1,780",.,"1,342","1,398"
PX29C,Paediatric Abdominal Pain with CC Score 0,472,514,"1,075",647,504,492,.,.,.,.,508,473,.,710,.,462,545
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,"2,668","4,875",.,.,"3,759","7,335",.,.,.,.,.,"6,531",.,.,.,"4,919","5,234"
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,"2,287","2,437",.,"2,881","2,024",.,.,.,.,.,.,.,.,"2,000",.,.,"2,246"
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,609,.,720,867,734,.,.,.,.,.,.,.,.,.,541,647
PX50A,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",438,407,.,454,327,.,.,.,376,.,.,569,.,502,.,454,463
PX50B,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",600,479,.,500,417,.,528,.,376,.,387,398,.,627,.,383,454
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",654,504,.,542,327,445,.,.,.,.,387,542,.,"1,000",.,541,526
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,"2,602","2,567",.,.,.,.,.,.,.,.,.,.,"2,588"
PX54Z,Paediatric Convalescent or Other Relief Care,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,623","1,623"
PX55Z,Paediatric Respite Care,"2,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082","2,624"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+","2,191","1,084",.,"1,440","3,036","2,201",.,.,.,.,.,"2,072",.,"1,506",.,"1,401","1,963"
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",762,609,.,720,.,301,.,.,.,.,.,780,.,"1,000",.,.,729
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+","3,049",.,.,.,.,.,.,.,.,.,.,"3,206",.,.,.,.,"3,154"
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",762,546,.,720,381,734,.,.,.,.,.,760,.,.,.,"1,395",696
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",677,514,.,720,441,301,.,.,.,.,.,777,.,882,.,627,621
PX59A,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,"24,723","23,473",.,.,.,.,.,"5,586",.,"9,002",.,"28,140","19,275"
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,"14,102",.,.,.,.,.,.,.,.,.,.,"6,410",.,"2,000",.,"6,504","7,805"
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,.,"4,265",.,.,"2,602","2,201",.,.,.,.,.,"1,768",.,.,.,.,"2,521"
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"5,338",.,"2,000",.,"1,623","2,987"
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,977",.,.,.,.,"2,977"
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,.,"1,828",.,"2,255","1,134","2,715",.,"1,666",.,.,.,"4,438",.,.,.,.,"2,557"
PX60C,Paediatric Other Congenital Conditions with CC Score 0,.,"2,329",.,.,839,.,.,.,.,.,.,"2,378",.,.,.,"1,107","1,818"
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,813,.,.,"2,396","5,423","10,023",.,.,.,.,"2,698",.,"6,026",.,"8,563","4,975"
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7","4,528","2,715",.,.,.,.,"4,220",.,.,.,.,.,.,"1,004",.,"3,026","3,406"
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4","2,739",714,"2,858",.,"1,634",603,"2,110",.,.,.,.,882,.,"2,511",.,"2,445","2,077"
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,"4,741","2,041",.,.,.,.,.,.,.,.,.,.,.,734,"3,696"
SA02G,Coagulation Defect with CC Score 5+,"9,435","1,121","5,280",.,"4,935",.,"4,220",.,.,.,"2,470",.,.,.,.,.,"4,628"
SA02H,Coagulation Defect with CC Score 2-4,.,.,"4,839",.,"2,190",.,.,.,.,.,734,.,.,.,.,.,"4,055"
SA02J,Coagulation Defect with CC Score 0-1,"3,286",.,"3,492","3,435",.,.,.,.,.,.,.,.,.,.,.,"2,878","3,375"
SA03G,Haemolytic Anaemia with CC Score 3+,.,"2,923","6,553","1,361",.,.,.,.,.,.,"1,439","6,316",.,.,.,"9,170","4,671"
SA03H,Haemolytic Anaemia with CC Score 0-2,.,.,"2,851","2,495","7,249",894,.,.,752,.,.,.,.,.,.,.,"2,560"
SA04G,Iron Deficiency Anaemia with CC Score 14+,"1,105",.,"8,120",.,.,.,"7,913",.,.,.,.,.,.,.,.,"3,423","5,046"
SA04H,Iron Deficiency Anaemia with CC Score 10-13,"3,474",.,"2,085",.,"3,921",.,"2,462",.,.,"1,798","4,205","1,057",.,"3,013",.,"2,602","2,630"
SA04J,Iron Deficiency Anaemia with CC Score 6-9,"2,544","1,062","2,028","3,629","1,458","2,200","3,083",.,"1,039","2,338","2,374","1,290",.,"3,264",.,"1,841","2,059"
SA04K,Iron Deficiency Anaemia with CC Score 2-5,"1,422","1,400","1,678","1,633","1,692","1,201","2,110",.,"1,083","1,439","1,399","1,966",.,"1,740",.,"1,227","1,435"
SA04L,Iron Deficiency Anaemia with CC Score 0-1,"1,514","1,123","1,236","1,361","1,073",841,.,.,"1,471",.,"1,114","1,138",.,"1,265",.,734,"1,140"
SA05G,Megaloblastic Anaemia with CC Score 8+,.,813,.,.,.,.,.,.,.,"6,833","3,005","1,629",.,.,.,.,"3,057"
SA05H,Megaloblastic Anaemia with CC Score 4-7,"1,315",.,"1,595",.,.,"1,356",.,.,"2,255",.,"1,821","1,047",.,"1,506",.,"2,934","1,703"
SA05J,Megaloblastic Anaemia with CC Score 0-3,.,"1,355","1,934",.,.,.,.,.,.,.,.,"1,204",.,.,.,.,"1,443"
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,813,"7,579",.,"4,284",.,.,.,.,.,.,.,.,"2,009",.,"2,107","3,751"
SA06H,Myelodysplastic Syndrome with CC Score 5-7,"13,320",.,"11,943",.,.,.,"1,583",.,.,.,"1,081",.,.,"1,931",.,"1,467","6,181"
