HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",651,609,.,.,.,"1,467",.,.,.,.,433,"2,161",.,.,.,541,"1,010"
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",886,814,.,720,378,734,.,.,.,.,433,"1,137",.,.,.,837,797
PD11A,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",762,"2,437",.,720,.,.,.,.,.,.,433,"1,482",.,.,.,.,899
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",762,.,.,.,867,734,.,.,.,.,433,753,.,.,.,.,679
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",762,.,.,.,.,.,.,.,.,.,433,769,.,"1,000",.,.,618
PD12A,"Paediatric Asthma or Wheezing, with CC Score 4+","1,525",.,.,.,.,"2,934",.,.,.,.,.,"1,221",.,.,.,.,"1,624"
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",762,.,.,.,.,"2,201",.,.,.,.,433,"2,212",.,.,.,.,"1,061"
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,"1,735",.,.,.,.,.,433,.,.,.,.,.,542
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,"6,613",.,.,.,.,.,.,.,.,"10,920",.,.,.,.,"10,489"
PD13B,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,"5,162",.,.,.,.,.,.,.,.,"7,564",.,.,.,.,"7,438"
PD13C,Paediatric Cystic Fibrosis with CC Score 1,.,.,"3,700",.,.,.,.,.,.,.,.,"14,905",.,.,.,.,"9,303"
PD13D,Paediatric Cystic Fibrosis with CC Score 0,.,.,"4,153",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,153"
PD14A,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,"2,829",.,.,.,.,"2,829"
PD14B,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 8-10","3,049",.,.,.,.,"3,668",.,.,.,.,.,"3,190",.,.,.,.,"3,257"
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7","2,573","6,093","6,508",720,.,"6,707",.,.,.,.,.,"4,543",.,.,.,"1,894","4,401"
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3","2,897",.,.,.,.,"2,201",.,.,.,.,433,"3,822",.,.,.,.,"2,983"
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1","1,850",.,"4,141",.,.,.,.,.,.,.,433,"5,686",.,.,.,.,"1,558"
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0","1,311",.,"2,807","2,161",.,.,.,.,.,.,433,"2,871",.,.,.,.,"1,506"
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,"1,525",.,.,.,.,.,.,.,.,.,433,"1,535",.,.,.,541,"1,181"
PD15C,Paediatric Acute Bronchiolitis with CC Score 1,"1,525","1,219",.,.,.,.,.,.,.,.,433,.,.,.,.,.,966
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,"1,016","1,219",.,.,.,.,.,.,.,.,433,753,.,.,.,"1,082",779
PD65A,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,"3,049",.,.,.,.,734,.,.,.,.,.,"2,576",.,.,.,"1,623","2,439"
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,762,450,.,.,"1,254",.,.,.,.,.,.,.,.,.,.,.,740
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,762,.,.,.,.,.,.,.,.,.,.,"1,431",.,.,.,541,986
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,762,450,.,720,.,.,.,.,.,.,433,753,.,.,.,"1,403",741
PE23A,Paediatric Cardiac Conditions with CC Score 13+,.,.,.,.,.,734,.,.,.,.,.,"11,416",.,.,.,.,"7,855"
PE23B,Paediatric Cardiac Conditions with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,"33,609",.,.,.,.,"33,609"
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,"9,690",.,.,.,.,"9,690"
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,"3,049",.,.,.,.,.,.,.,.,.,.,"3,569",.,.,.,.,"3,557"
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,"1,440",867,.,.,.,.,.,433,"2,411",.,.,.,.,"2,243"
PE23F,Paediatric Cardiac Conditions with CC Score 0,.,.,.,"1,440",.,.,.,"3,234",.,.,433,"1,728",.,"1,000",.,.,"1,607"
PE24A,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,720
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"1,751",.,.,.,541,"1,146"
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",762,.,.,720,.,.,.,.,.,.,433,.,.,.,.,.,587
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+","3,049",.,.,.,.,.,.,.,.,.,.,"1,728",.,.,.,.,"1,992"
PE62B,"Paediatric Syncope and Collapse, with CC Score 1",.,.,.,.,.,.,.,.,884,.,.,.,.,.,.,.,884
PE62C,"Paediatric Syncope and Collapse, with CC Score 0",.,.,.,.,.,301,.,.,.,.,433,"3,821",.,.,.,.,"1,084"
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+","1,652",609,.,720,.,"1,100",.,.,.,.,.,"2,262",.,.,.,"1,082","1,905"
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",762,.,.,.,.,734,.,.,.,.,.,"1,584",.,"1,000",.,541,969
PF25A,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,"10,446",.,.,.,.,"10,446"
PF25B,Paediatric Major Gastrointestinal Disorders with CC Score 5-6,.,.,.,.,.,"2,567",.,.,.,.,.,"3,794",.,.,.,.,"3,631"
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,"5,746",.,.,.,.,"5,746"
PF25D,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,.,.,.,.,.,.,"4,822",.,.,.,"3,934",.,.,.,.,"3,993"
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,.,.,.,.,756,.,.,.,.,.,.,"4,401",.,.,.,.,"4,173"
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,"5,844",.,.,.,"2,602","3,301",.,.,.,.,.,"6,813",.,.,.,.,"5,754"
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,"1,275",.,.,720,"1,735","1,100",.,.,.,.,433,"2,949",.,"1,000",.,.,"1,361"
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,711,609,.,720,867,734,.,.,.,.,433,"1,292",.,930,.,740,623
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,"1,906",.,"3,756","1,263",.,.,.,.,.,.,.,"5,027",.,.,.,.,"4,149"
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,762,.,469,720,"3,505",.,.,.,.,.,.,"4,761",.,751,.,455,"2,935"
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+","1,525",.,.,.,.,"4,034",.,.,.,.,.,"3,486",.,.,.,.,"3,378"
PF28B,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5",762,.,.,.,.,734,.,.,.,.,433,"4,711",.,.,.,.,"2,801"
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",953,"1,828",.,"4,321",.,"4,401",.,.,.,.,433,"3,653",.,"6,001",.,.,"1,484"
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",762,.,.,720,.,.,.,.,.,.,433,"4,684",.,"1,000",.,541,477
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",762,609,.,720,867,734,.,.,.,.,433,"1,037",.,"1,000",.,541,481
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,433,"1,829",.,.,.,.,"1,430"
PG71B,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"2,941",.,.,.,.,"2,941"
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,823",.,"1,000",.,.,"2,882"
PH34A,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",762,.,993,.,.,.,.,"5,351",.,.,433,"2,631",.,.,.,.,"2,301"
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,"4,401",.,"3,085",.,.,.,"3,420",.,.,.,.,"3,366"
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",762,609,.,.,.,.,.,"2,910",.,.,433,"2,065",.,.,.,"1,449","1,731"
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",519,.,.,.,"2,083",.,.,"1,473",.,.,433,959,.,"1,000",.,.,758
PJ35A,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,"3,417",734,.,.,.,.,.,"7,984",.,.,.,.,"4,170"
PJ35B,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,"2,848",.,.,.,.,.,.,"2,076",.,.,.,.,"2,462"
PJ35C,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,433,"5,858",.,.,.,.,"3,146"
PJ35D,Paediatric Skin Disorders with CC Score 0,967,.,"1,409",801,"1,424",.,.,.,.,.,433,"3,087",.,"1,500",.,"1,169","1,383"
PJ66A,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",762,609,740,.,.,.,.,.,.,.,433,.,.,.,.,.,557
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"2,593",.,.,.,.,"2,593"
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,720,.,.,.,.,.,.,433,496,.,.,.,"2,073",596
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"2,941",.,.,.,.,"2,941"
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2","1,143",.,.,.,.,.,.,.,.,.,.,"2,364",.,.,.,.,"1,876"
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",.,"3,250",.,"2,161",.,.,.,.,.,.,.,"3,875",.,"1,500",.,"1,623","3,001"
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,734,.,.,.,.,.,"1,439",.,.,.,.,"1,263"
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,816",.,.,.,.,"1,816"
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"1,206",.,.,.,.,"1,206"
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",555,.,.,.,.,.,.,.,.,.,.,"4,519",.,.,.,.,"4,024"
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,433,"1,949",.,.,.,.,"1,646"
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",762,.,.,.,.,.,.,.,.,.,.,"9,422",.,.,.,.,"6,536"
PL69C,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,.,734,.,.,.,.,.,882,.,.,.,.,808
PL70A,Paediatric Other Renal Diseases with CC Score 4+,762,.,.,.,.,.,.,.,.,.,.,"4,737",.,.,.,.,"3,147"
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,720,"2,224",.,.,.,.,.,433,"2,473",.,"1,000",.,.,"1,554"
PL70C,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,433,814,.,.,.,.,509
PL70D,Paediatric Other Renal Diseases with CC Score 0,"1,048",609,"8,737",720,.,.,.,.,.,.,433,"2,312",.,.,.,"1,543","1,866"
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,"9,792",.,.,.,.,.,.,.,.,"24,258",.,.,.,.,"20,642"
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"4,531",.,.,.,.,"4,531"
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,"13,524",.,.,.,.,.,.,.,.,"3,369",.,.,.,.,"5,400"
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,"13,549",.,.,.,.,.,.,.,.,"7,926",.,.,.,.,"10,175"
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"5,551",.,.,.,.,"5,551"
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,"2,482",.,.,.,.,"2,482"
PM43A,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"8,364",.,.,.,.,"8,364"
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,"2,106",.,.,.,.,"1,647",.,.,.,"4,515",.,.,.,734,"4,267"
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,920",.,.,.,856,"3,696"
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,720,.,.,.,.,.,.,.,"1,145",.,.,.,.,"1,060"
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"34,630",.,.,.,.,"34,630"
PM45B,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"11,355",.,.,.,.,"11,355"
PM45C,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"7,223",.,.,.,.,"7,223"
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,"15,124",.,.,.,.,.,.,.,.,"10,725",.,.,.,.,"11,458"
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"14,224",.,.,.,.,"14,224"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,.,609,"6,060",.,.,.,.,.,.,.,433,"3,779",.,"3,501",.,"3,247","3,533"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,433,769,.,.,.,367,472
PN49A,Paediatric Coagulation Disorders with CC Score 1+,762,.,.,.,.,734,.,.,.,.,433,"1,487",.,.,.,.,"1,039"
PN49B,Paediatric Coagulation Disorders with CC Score 0,.,.,.,720,.,734,.,.,.,.,433,"1,259",.,"1,000",.,.,825
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,762,.,.,.,.,.,.,.,.,.,.,"6,289",.,.,.,.,"4,447"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,609,.,.,.,"2,934",.,.,.,.,433,"3,092",.,.,.,455,"1,958"
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,"1,735",.,.,.,.,.,.,"11,584",.,.,.,.,"8,301"
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,"2,287",.,.,.,.,.,.,.,.,.,.,"7,256",.,"4,001",.,.,"5,937"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,519,609,.,.,.,"4,401",.,588,.,.,433,"2,978",.,"4,001",.,.,"1,907"
PR01D,Paediatric Nervous System Disorders with CC Score 1,.,.,.,720,.,.,.,"1,846",.,.,433,"3,596",.,.,.,.,"2,855"
PR01E,Paediatric Nervous System Disorders with CC Score 0,"1,760",914,.,720,.,.,.,588,.,.,433,"2,974",.,"1,000",.,.,"1,500"
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,762,.,.,.,.,.,.,.,.,.,.,"5,091",.,.,.,.,"4,009"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"2,287",.,.,720,867,"4,034",.,.,.,.,433,"4,375",.,.,.,541,"3,493"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"2,668",914,.,"1,080",.,.,.,.,.,.,.,"5,054",.,"2,667",.,541,"3,239"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,762,"1,219",.,.,.,734,.,.,.,.,.,.,.,.,.,.,862
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,433,868,.,"1,000",.,.,840
PR03C,Paediatric Febrile Convulsions with CC Score 0,762,609,.,720,.,734,.,.,.,.,433,753,.,"1,000",.,.,732
PR04A,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"3,383",.,.,.,.,"3,383"
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3",.,609,702,.,.,734,.,.,.,.,433,745,.,"1,000",.,.,601
PR04C,"Paediatric Headaches or Migraines, with CC Score 0",762,.,.,720,.,.,.,.,.,.,433,"1,438",.,"1,000",.,.,702
PR05B,Paediatric Developmental Disorders with CC Score 1,.,"6,093",.,.,.,.,.,.,.,.,.,"2,519",.,.,.,541,"3,051"
PR05C,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
PT52A,Paediatric Behavioural Disorders with CC Score 1+,"1,525",609,.,.,.,.,.,.,.,.,433,"3,493",.,.,.,.,"2,363"
PT52B,Paediatric Behavioural Disorders with CC Score 0,762,.,.,.,.,734,.,.,.,.,.,.,.,.,.,.,748
PT53A,Paediatric Eating Disorders with CC Score 1+,.,.,"2,996",.,.,.,.,.,.,.,.,.,.,"7,001",.,.,"4,999"
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,081",.,.,.,.,"3,081"
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,588,.,.,.,"1,399",.,.,.,400,875
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"11,943",.,.,.,.,"11,943"
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,"3,106",.,.,.,"2,405",.,.,.,.,"2,872"
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",457,.,.,.,.,.,.,.,.,.,.,"1,030",.,"1,000",.,720,876
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",577,609,.,.,"1,425",.,.,588,.,.,.,904,.,.,.,"1,097",839
PW16C,Paediatric Major Infections with CC Score 2-4,"3,049","1,828",.,.,.,.,.,"3,570",.,.,.,"9,931",.,.,.,.,"5,952"
PW16D,Paediatric Major Infections with CC Score 1,.,.,728,.,.,.,.,.,.,.,.,"7,145",.,.,.,.,"5,541"
PW16E,Paediatric Major Infections with CC Score 0,.,609,.,720,.,.,.,.,.,.,433,"3,658",.,.,.,.,894
PW17A,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"4,370",.,.,.,.,"4,370"
PW17B,Paediatric Intermediate Infections with CC Score 3-5,"3,811",.,.,"3,241",.,.,.,.,.,.,.,"3,901",.,.,.,.,"3,837"
PW17C,Paediatric Intermediate Infections with CC Score 1-2,"1,016",.,"3,201",.,"1,260",734,.,.,.,.,433,"2,653",.,"3,001",.,.,"1,844"
PW17D,Paediatric Intermediate Infections with CC Score 0,"2,036",609,.,.,420,734,.,"2,042",.,.,433,"2,160",.,"2,824",.,.,"1,320"
PW18A,Paediatric Minor Infections with CC Score 2+,"2,698",.,"2,202",.,.,.,.,.,.,.,433,"2,781",.,"1,000",.,.,"2,382"
PW18B,Paediatric Minor Infections with CC Score 1,762,.,.,.,.,.,.,.,.,.,.,"1,927",.,.,.,.,"1,539"
PW18C,Paediatric Minor Infections with CC Score 0,.,.,788,720,.,734,.,.,.,.,433,873,.,.,.,.,731
PW19A,Paediatric Viral Infections with CC Score 3+,762,609,.,.,.,.,.,.,.,.,433,.,.,.,.,.,666
PW19B,Paediatric Viral Infections with CC Score 1-2,.,609,.,.,.,734,.,.,.,.,433,.,.,"1,000",.,541,535
PW19C,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,734,.,.,.,.,433,.,.,"1,000",.,.,672
PW20A,Paediatric Fever Unspecified with CC Score 3+,"1,143",.,.,.,.,.,.,.,.,.,.,"2,338",.,.,.,.,"1,997"
PW20B,Paediatric Fever Unspecified with CC Score 1-2,762,.,.,"1,361",.,.,.,.,.,.,.,"2,038",.,.,.,.,"1,953"
PW20C,Paediatric Fever Unspecified with CC Score 0,.,.,.,.,.,.,.,.,.,.,433,"2,228",.,"1,000",.,.,"1,220"
PX22A,Paediatric Chest Pain with CC Score 1+,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PX22B,Paediatric Chest Pain with CC Score 0,762,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,598
PX29A,Paediatric Abdominal Pain with CC Score 3+,"2,515",.,.,.,.,.,.,.,.,.,.,"2,949",.,.,.,.,"2,732"
PX29B,Paediatric Abdominal Pain with CC Score 1-2,457,.,.,720,.,.,.,.,.,.,433,"2,672",.,"4,001",.,"2,165","2,070"
PX29C,Paediatric Abdominal Pain with CC Score 0,457,452,.,720,.,.,.,.,.,.,433,"2,312",.,"1,000",.,541,603
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,"18,217",.,.,.,.,.,.,"10,879",.,"4,001",.,"3,076","8,355"
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,.,762,.,"1,440",.,.,.,.,.,.,433,"2,941",.,.,.,541,882
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,762,609,.,.,.,.,.,.,.,.,433,753,.,"1,000",.,498,501
PX50A,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,375,.,.,.,.,.,.,375
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,867
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PX55Z,Paediatric Respite Care,"1,120",.,.,"1,440",.,.,.,.,.,.,.,"1,731",.,.,.,"1,623","1,143"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",762,"1,219",.,.,.,.,.,.,.,.,433,"1,372",.,.,.,.,705
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",762,609,.,720,.,.,.,648,.,.,433,.,.,.,.,.,577
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,720,.,734,.,.,.,.,433,"2,933",.,.,.,541,"1,461"
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",902,.,"2,380",720,420,734,.,"1,893",.,.,433,"1,260",.,.,.,541,662
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",718,609,.,720,867,734,.,"2,068",.,.,433,930,.,"1,000",.,976,616
PX59A,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,.,.,.,.,.,.,433,"7,970",.,.,.,.,"4,956"
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,"1,100",.,.,.,.,433,"6,290",.,.,.,.,"4,449"
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,.,609,.,.,.,.,.,"8,526",.,.,433,"2,212",.,.,.,.,"2,701"
PX59D,Paediatric Major Congenital Conditions with CC Score 0,762,853,.,720,.,734,.,.,.,.,433,"4,588",.,"3,001",.,.,"2,379"
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,.,.,"3,911",.,.,.,.,"4,327",.,.,.,"3,078",.,.,.,.,"3,381"
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,433,"2,875",.,.,.,.,"1,560"
PX60C,Paediatric Other Congenital Conditions with CC Score 0,.,609,.,.,.,734,.,"1,212",.,.,433,"1,318",.,"1,000",.,541,"1,095"
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,"2,616",.,.,.,.,.,.,.,.,.,.,.,"1,004",.,.,"2,213"
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,.,"7,055",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,055"
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,"7,259",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,259"
SA02H,Coagulation Defect with CC Score 2-4,.,.,"3,927",.,.,.,.,.,.,.,.,.,.,.,.,"1,885","2,906"
SA02J,Coagulation Defect with CC Score 0-1,.,.,"1,893",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,893"
SA03G,Haemolytic Anaemia with CC Score 3+,.,"8,929",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,929"
SA04H,Iron Deficiency Anaemia with CC Score 10-13,438,.,461,.,.,.,.,.,.,.,.,.,.,"5,524",.,.,"2,141"
SA04J,Iron Deficiency Anaemia with CC Score 6-9,564,759,"1,977","5,812","1,752","2,712",.,.,.,.,.,"2,248",.,791,.,"1,348","1,574"
SA04K,Iron Deficiency Anaemia with CC Score 2-5,"1,639",796,965,907,"1,747","1,675",.,.,.,932,.,"2,214",.,898,.,455,"1,198"
SA04L,Iron Deficiency Anaemia with CC Score 0-1,.,988,168,.,.,791,.,.,376,.,.,414,.,523,.,"1,136",644
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,502","5,502"
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,"14,696",.,"1,318",.,.,.,.,.,.,.,.,.,.,.,"9,345"
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,"3,929",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,929"
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,"1,786","6,860",.,"2,307",.,.,.,.,.,.,.,.,.,.,.,"3,651"
