HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost,
PG71A,420,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+","8,942",.,.,.,.,.,.,.,.,.,.,.,"10,689",.,.,.,.,"10,106",
PG71A,823,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,.,.,.,"1,147",
PG71B,100,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,"2,334",.,.,.,.,.,.,.,.,.,.,.,"2,334",
PG71B,300,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"5,036",.,.,.,.,"5,036",
PG71C,100,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,439,
PG71C,171,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,515",.,.,.,.,"1,515",
PG71C,420,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,.,689,
PH34A,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,.,.,.,.,"2,190",.,.,.,.,"2,540",.,.,.,.,"2,509",
PH34A,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,745,
PH34B,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,"5,058",.,.,.,.,"2,649",.,.,.,.,"3,337",
PH34B,300,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,291,
PH34B,410,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,"4,285",.,.,.,.,.,.,.,.,.,"4,285",
PH34B,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",745,.,.,.,.,.,.,.,.,.,.,.,"1,062",.,.,.,.,956,
PH34C,100,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
PH34C,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,"3,360",.,.,.,.,"1,986",.,.,.,.,"2,699",
PH34C,361,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2","3,278",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,278",
PH34C,370,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"4,134",.,.,.,.,"4,134",
PH34C,410,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,"4,327",.,.,.,.,.,.,.,.,.,"4,327",
PH34C,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,"2,790",.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,744,
PH34C,421,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,733",.,.,.,.,"3,733",
PH34D,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0","3,116",.,.,.,.,.,.,"2,257",.,.,.,.,"3,660",.,.,.,"1,832","2,489",
PH34D,410,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,"1,740",.,.,.,.,.,"1,017",.,.,.,.,.,.,.,.,.,"1,072",
PH34D,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,"1,395",.,714,.,.,.,.,.,.,.,403,"2,333",.,.,.,.,877,
PJ35A,320,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"1,157",.,.,.,.,"1,157",
PJ35A,420,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,.,689,
PJ35B,110,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,615,.,.,.,.,.,.,.,.,.,615,
PJ35B,160,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"3,365",.,.,.,.,"3,365",
PJ35B,330,Paediatric Skin Disorders with CC Score 2-3,.,.,"1,681",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,681",
PJ35B,420,Paediatric Skin Disorders with CC Score 2-3,745,.,.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,460,
PJ35C,100,Paediatric Skin Disorders with CC Score 1,.,.,.,.,"1,317",.,.,.,.,.,.,.,.,.,.,.,.,"1,317",
PJ35C,120,Paediatric Skin Disorders with CC Score 1,"1,810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,810",
PJ35C,150,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"3,467",.,.,.,.,"3,467",
PJ35C,160,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"3,745",.,.,.,"1,554","2,650",
PJ35C,330,Paediatric Skin Disorders with CC Score 1,.,.,.,.,"1,541",.,.,.,.,.,.,.,.,.,.,.,.,"1,541",
PJ35C,420,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,403,
PJ35D,120,Paediatric Skin Disorders with CC Score 0,.,913,.,.,"2,580",.,.,.,.,.,.,.,618,.,.,.,.,"1,370",
PJ35D,160,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,106",.,.,.,"1,505","1,805",
PJ35D,171,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,805",.,.,.,.,"1,805",
PJ35D,300,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364,
PJ35D,330,Paediatric Skin Disorders with CC Score 0,895,.,"1,398",.,"1,541",.,.,.,.,.,.,.,.,.,.,.,.,993,
PJ35D,420,Paediatric Skin Disorders with CC Score 0,745,558,.,714,.,.,.,.,.,.,.,403,689,.,.,.,570,546,
PJ66A,420,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 3+",745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,745,
PJ66B,420,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,558,.,714,902,.,.,.,.,.,.,403,.,.,.,.,.,644,
PJ66C,420,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",.,558,.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,465,
PK36B,361,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,251",.,.,.,.,"1,251",
PK36B,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,403,"1,711",.,.,.,.,"1,275",
PK36C,302,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,520,.,.,.,.,520,
PK36C,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,714,.,.,.,.,.,.,.,403,894,.,"1,166",.,.,645,
PK67B,420,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",.,"1,116",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,116",
PK68B,300,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",.,.,.,.,.,.,.,.,"1,110",.,.,.,.,.,.,.,.,"1,110",
PK68B,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2","1,490",.,.,"2,143",.,.,.,.,.,.,.,.,"2,123",.,.,.,"2,281","2,073",
PK68C,300,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",.,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,291,
PK68C,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",852,"1,255",.,"1,072",.,818,.,.,.,.,.,.,"2,340",.,.,.,570,"1,311",
PK72A,361,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"10,307",.,.,.,.,"10,307",
PK72B,361,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,"1,251",.,.,.,.,"1,251",
PK72B,420,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,818,.,.,.,.,.,403,"1,676",.,.,.,.,"1,144",
PK72B,421,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,511",.,.,.,.,"4,511",
PK72C,420,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,662",.,.,.,.,"2,662",
PL38A,171,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"3,846",.,.,.,.,"3,846",
PL38A,361,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"10,760",.,.,.,.,"10,760",
PL38A,420,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,.,"1,166",
PL38B,420,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2","1,118","1,674",.,.,.,.,.,.,.,.,.,403,"2,719",.,.,.,.,"1,120",
PL38C,361,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,984",.,.,.,.,"3,984",
PL38C,420,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,.,"1,166",
PL69B,361,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"2,591",.,.,.,.,"2,591",
PL69C,361,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,094",.,.,.,.,"4,094",
PL70A,171,Paediatric Other Renal Diseases with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"1,883",.,.,.,.,"1,883",
PL70A,361,Paediatric Other Renal Diseases with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"1,287",.,.,.,.,"1,287",
PL70A,420,Paediatric Other Renal Diseases with CC Score 4+,745,.,.,.,.,"2,455",.,.,.,.,.,.,"3,016",.,.,.,.,"1,787",
PL70B,171,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"2,545",.,.,.,.,"2,545",
PL70B,420,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,403,"1,737",.,.,.,.,"1,403",
PL70C,100,Paediatric Other Renal Diseases with CC Score 1,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
PL70C,171,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"1,418",.,.,.,.,"1,418",
PL70C,420,Paediatric Other Renal Diseases with CC Score 1,745,.,.,.,.,.,.,.,.,.,.,403,.,.,"1,166",.,.,771,
PL70D,100,Paediatric Other Renal Diseases with CC Score 0,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
PL70D,101,Paediatric Other Renal Diseases with CC Score 0,956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,956,
PL70D,370,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,087",.,.,.,.,"1,087",
PL70D,420,Paediatric Other Renal Diseases with CC Score 0,745,558,.,.,.,.,.,.,.,.,.,403,.,.,"1,166",.,570,580,
PL70D,502,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,"1,404",.,.,.,.,.,.,.,.,.,.,.,.,"1,404",
PM40A,350,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"9,039",.,.,.,.,"9,039",
PM40A,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"4,158",.,.,.,.,"4,158",
PM40B,420,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,347",.,.,.,.,"1,347",
PM40B,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"13,460",.,.,.,.,"13,460",
PM40C,370,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,110",.,.,.,.,"4,110",
PM40C,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,637",.,.,.,.,"4,637",
PM41Z,370,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,.,"5,149",.,.,.,.,"5,149",
PM41Z,823,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,.,"15,587",.,.,.,.,"15,587",
PM42A,150,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"5,215",.,.,.,.,"5,215",
PM42A,350,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"2,042",.,.,.,.,"2,042",
PM42A,370,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"6,315",.,.,.,.,"6,315",
PM42A,420,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558,
PM42B,150,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,183",.,.,.,.,"2,183",
PM42B,370,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,743",.,.,.,.,"3,743",
PM42B,823,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,534",.,.,.,.,"4,534",
PM43A,110,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"1,771",.,.,.,.,"1,771",
PM43A,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"11,020",.,.,.,.,"11,020",
PM43A,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,.,.,.,"1,147",
PM43B,110,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,.,648,.,.,.,.,648,
PM43B,171,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,.,"4,355",.,.,.,.,"4,355",
PM43B,303,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,"4,133",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,133",
PM43B,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,.,"4,321",.,.,.,.,"4,321",
PM43B,800,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,"1,154",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,154",
PM43B,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,182",.,.,.,.,"3,182",
PM43C,110,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,592,.,.,.,.,.,.,.,.,.,592,
PM43C,150,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"11,978",.,.,.,.,"11,978",
PM43C,160,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430",
PM43C,171,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,854",.,.,.,.,"2,854",
PM43C,303,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,"3,641",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,641",
PM43C,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,148",.,.,.,.,"4,148",
PM43C,800,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,"1,473",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,473",
PM43C,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,"4,143",.,.,.,.,.,.,.,"5,099",.,.,.,.,"4,908",
PM44Z,101,Paediatric Neoplasm Diagnoses with length of stay 0 days,503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,503,
PM44Z,370,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,"1,087",.,.,.,.,"1,087",
PM44Z,823,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,.,.,.,"1,147",
PM45A,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"19,382",.,.,.,.,"19,382",
PM45A,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"37,279",.,.,.,.,"37,279",
PM45B,303,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,"19,850",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,850",
PM45B,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"8,703",.,.,.,.,"8,703",
PM45C,350,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"8,365",.,.,.,.,"8,365",
PM45C,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"8,809",.,.,.,.,"8,809",
PM45D,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,626",.,.,.,.,"3,626",
PM45D,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,"3,452",.,.,.,.,.,.,.,"4,676",.,.,.,.,"4,540",
PN48A,350,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"6,553",.,.,.,.,"6,553",
PN48A,370,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"8,697",.,.,.,.,"8,697",
PN48B,100,Paediatric Blood Cell Disorders with CC Score 1-4,"1,785",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,785",
PN48B,350,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,"2,053",.,.,.,.,"2,053",
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,"5,004",.,.,.,.,"5,004",
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,"1,636",.,.,.,.,.,403,"3,319",.,"1,166",.,.,"1,631",
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,"5,919",.,.,.,.,"5,919",
PN48C,303,Paediatric Blood Cell Disorders with CC Score 0,.,.,"3,477",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,477",
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,"1,863",.,.,.,.,.,.,.,.,.,.,403,.,.,.,.,570,904,
PN49A,320,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"1,136",.,.,.,.,"1,136",
PN49A,420,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,403,.,.,"4,663",.,.,"2,533",
PN49A,823,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,.,.,.,"1,147",
PN49B,101,Paediatric Coagulation Disorders with CC Score 0,.,.,639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,639,
PN49B,303,Paediatric Coagulation Disorders with CC Score 0,.,.,694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,694,
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,403,858,.,.,.,.,449,
PN49B,823,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,.,.,.,"1,147",
PP64A,130,Paediatric Non-Surgical Ophthalmology with CC Score 1+,440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,440,
PP64A,300,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,291,
PP64A,400,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"5,325",.,.,.,.,"5,325",
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,570,
PP64B,171,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,986",.,.,.,.,"2,986",
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,745,.,.,.,.,.,.,.,.,.,.,403,"2,025",.,"1,166",.,.,"1,273",
PP64B,421,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,500",.,.,.,.,"1,500",
PQ01A,350,Paediatric Disorders of Immunity with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,704,.,.,.,.,704,
PQ01B,420,Paediatric Disorders of Immunity with CC Score 0,.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,714,
PR01A,150,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,"2,757",.,.,.,.,"2,757",
PR01B,110,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"1,771",.,.,.,.,"1,771",
PR01B,150,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"1,897",.,.,.,.,"1,897",
PR01B,171,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"2,941",.,.,.,.,"2,941",
PR01B,361,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"1,451",.,.,.,.,"1,451",
PR01B,420,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"2,662",.,"1,166",.,.,"1,914",
PR01B,421,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"5,967",.,.,.,.,"5,967",
PR01C,110,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,"1,391",.,.,.,.,"1,520",.,.,.,.,"1,423",
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"1,902",.,.,.,.,"1,902",
PR01C,370,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"4,134",.,.,.,.,"4,134",
PR01C,400,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"2,344",.,.,.,.,"2,344",
PR01C,420,Paediatric Nervous System Disorders with CC Score 2-4,745,558,.,.,"1,804","1,227",.,.,.,.,.,403,"1,207",.,"4,663",.,570,"1,221",
PR01C,421,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"3,035",.,.,.,.,"3,035",
PR01C,823,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"2,276",.,.,.,.,"2,276",
PR01D,110,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,592,.,.,.,.,"1,494",.,.,.,.,"1,043",
PR01D,150,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"2,531",.,.,.,.,"2,531",
PR01D,300,Paediatric Nervous System Disorders with CC Score 1,892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,892,
PR01D,400,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"2,126",.,.,.,.,"2,126",
PR01D,420,Paediatric Nervous System Disorders with CC Score 1,745,558,.,.,.,.,.,.,.,.,.,.,"2,669",.,"1,166",.,.,"1,087",
PR01D,421,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"2,003",.,.,.,.,"2,003",
PR01E,110,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,820,.,.,.,.,.,.,.,.,.,820,
PR01E,171,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778,
PR01E,300,Paediatric Nervous System Disorders with CC Score 0,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
PR01E,400,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,259",.,.,.,.,"1,259",
PR01E,420,Paediatric Nervous System Disorders with CC Score 0,745,837,.,.,.,.,.,.,.,.,.,403,"1,347",.,"1,166",.,.,789,
PR01E,421,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,686",.,.,.,.,"1,686",
PR02A,420,Paediatric Epilepsy Syndrome with CC Score 6+,"2,981",.,.,.,.,818,.,.,.,.,.,.,.,.,.,.,.,"2,260",
PR02A,421,Paediatric Epilepsy Syndrome with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,"11,805",.,.,.,.,"11,805",
PR02B,420,Paediatric Epilepsy Syndrome with CC Score 1-5,"1,558",558,.,714,.,"2,455",.,.,.,.,.,.,689,.,.,.,.,"1,349",
PR02B,421,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,.,"5,143",.,.,.,.,"5,143",
