HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",55,41,91,30,64,27,.,.,.,.,.,39,.,2,.,63,412
FZ75C,"Proximal Colon Procedures, 19 years and over, with CC Score 6+",2,.,2,2,.,.,.,.,.,.,.,.,.,.,.,2,8
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",6,6,10,7,6,3,.,.,.,.,.,3,.,8,.,8,57
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",20,20,25,19,50,18,.,.,.,1,.,12,.,19,.,46,230
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",3,.,4,1,1,.,.,.,.,.,.,1,.,3,.,2,15
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",10,9,23,11,21,10,.,.,.,2,.,15,.,17,.,21,139
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",1,.,1,.,2,.,.,.,.,.,.,.,.,.,.,2,6
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",3,.,3,.,3,1,.,.,.,.,.,2,.,1,.,4,17
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",4,4,1,3,9,2,.,.,.,.,.,2,.,.,.,7,32
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,2,8
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ79D,Complex General Abdominal Procedures with CC Score 3-5,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,2,10
FZ80C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2,4
FZ80D,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,5,.,.,.,.,.,.,1,.,1,.,.,.,6,13
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,14,.,2,.,.,.,.,.,.,1,.,.,.,2,19
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,28,.,5,.,.,.,.,1,.,8,.,.,.,4,46
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,33,1,18,.,.,.,.,3,.,11,.,.,.,9,75
FZ82D,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,5
FZ83C,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,1,3
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,4,.,3,.,.,.,.,1,.,2,.,1,.,2,13
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",1,.,29,.,8,.,.,.,.,5,.,13,.,.,.,5,61
FZ87D,Complex Hernia Procedures with CC Score 5+,1,.,2,.,.,.,.,.,.,.,.,1,.,.,.,1,5
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,1,2,2,1,.,.,.,.,1,.,1,.,1,.,2,11
FZ87F,Complex Hernia Procedures with CC Score 1-2,2,1,5,4,4,2,.,.,.,1,.,3,.,3,.,6,31
FZ87G,Complex Hernia Procedures with CC Score 0,1,2,4,4,2,4,.,.,.,3,.,.,.,1,.,4,25
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",3,3,5,.,.,.,.,.,.,.,.,1,.,.,.,.,12
FZ88B,"Insertion of Gastrostomy Tube, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,5
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,2
FZ90A,Abdominal Pain with Interventions,6,3,1,2,.,.,.,.,.,.,.,1,.,3,.,4,20
FZ90B,Abdominal Pain without Interventions,20,15,14,3,9,5,.,.,2,.,.,8,.,6,.,6,88
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",.,1,2,1,1,1,.,.,.,.,.,2,.,.,.,1,9
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",7,5,7,4,9,8,.,.,.,1,.,6,.,3,.,2,52
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",.,2,2,3,.,.,.,.,.,.,.,2,.,1,.,2,12
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",3,7,2,3,3,3,.,.,.,2,.,4,.,2,.,5,34
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",20,17,39,12,13,15,.,.,2,2,.,19,.,5,.,22,166
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",6,11,22,2,.,3,.,.,.,.,.,8,.,1,.,3,56
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",8,20,23,3,7,6,.,.,6,.,.,4,.,13,.,3,93
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",40,83,100,8,24,28,.,.,6,9,.,14,.,39,.,16,367
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,4,.,1,2,.,.,.,.,.,1,.,.,.,2,10
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,1,22,.,7,1,.,.,.,1,.,4,.,1,.,9,46
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",1,3,7,.,2,.,.,.,.,1,.,3,.,1,.,5,23
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",4,6,19,3,1,7,.,.,.,1,.,1,.,1,.,13,56
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,2,4
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",4,1,12,1,6,.,.,.,.,1,.,.,.,.,.,9,34
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",4,1,21,.,3,3,.,.,.,.,.,7,.,2,.,11,52
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",6,11,120,.,25,6,1,.,.,3,.,8,.,5,.,26,211
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,10
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,1,.,.,.,.,.,.,10,.,.,.,.,.,1,12
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,2,.,1,.,.,.,.,17,.,.,.,.,.,1,21
GA04C,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,1,.,.,.,.,3,.,.,.,.,.,.,4
GA04D,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,.,.,.,.,.,.,28,.,.,.,.,.,2,30
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,12,.,1,.,.,.,1,14
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,1,.,.,.,.,.,.,21,.,.,.,.,.,3,25
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,1,.,1,.,.,.,.,5,.,.,.,.,.,1,8
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,1,1,.,.,1,.,.,.,12,.,.,.,.,.,1,16
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,1,.,1,.,.,.,.,1,7,.,.,.,.,.,3,13
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",2,.,3,.,4,2,.,.,.,12,.,.,.,1,.,4,28
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",1,3,4,4,9,2,.,.,.,21,.,4,.,3,.,7,58
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",1,.,1,3,2,.,.,.,.,2,.,1,.,1,.,1,12
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",.,.,2,5,1,.,.,.,.,3,.,.,.,2,.,3,16
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",24,22,18,29,19,14,.,.,.,31,.,6,.,44,.,66,273
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",81,147,29,131,120,105,.,.,.,91,.,18,.,130,.,204,"1,056"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+",2,1,1,1,.,1,.,.,.,3,.,1,.,.,.,.,10
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2",9,4,1,4,3,4,.,.,.,6,.,.,.,1,.,10,42
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",2,14,4,14,21,6,.,.,.,12,.,.,.,9,.,31,113
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",1,.,4,.,.,.,.,.,.,3,.,.,.,.,.,1,9
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",2,.,4,.,1,.,.,.,.,7,.,.,.,.,.,3,17
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
GB01D,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,1,15
GB01E,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,30,.,.,.,.,30
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,1,.,.,.,.,.,.,1,.,38,.,.,.,.,40
GB02D,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",1,.,1,.,2,.,.,.,.,.,.,9,.,2,.,.,15
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,2
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",.,1,.,.,1,2,.,.,.,.,.,7,.,.,.,.,11
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,1,1,.,.,.,.,.,3,.,.,.,.,5
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",23,5,15,1,16,.,.,.,2,3,.,13,.,1,.,3,82
GB04E,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,1,.,2,.,.,.,.,.,.,4,.,.,.,.,.,3,10
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,2,2,7,2,2,.,.,.,1,15,.,1,.,.,.,1,33
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,1,1,1,.,.,.,.,.,1,.,.,.,.,.,.,.,4
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,.,2,2,.,.,.,.,.,3,2,.,1,.,.,.,3,13
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,12,3,11,1,11,2,.,.,5,10,.,4,.,.,.,12,71
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,35,6,23,3,24,2,.,.,14,37,.,13,.,.,.,20,177
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,7,.,14,2,21,1,.,.,1,17,.,3,.,.,.,1,67
GB08C,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
GB08D,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GC01C,Liver Failure Disorders with Multiple Interventions,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",.,.,1,.,1,.,.,.,.,.,.,1,.,.,.,.,3
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,1,3
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2,4
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,.,1,.,.,.,.,1,.,1,.,.,.,.,.,.,3
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,3,.,1,.,.,.,1,.,.,4,.,2,.,1,12
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,1,11,.,1,.,.,.,1,3,.,9,.,1,.,.,27
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",1,.,5,.,.,.,.,.,.,2,.,4,.,1,.,.,13
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,.,1,.,.,.,.,.,.,.,5,.,.,.,1,7
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",3,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,8
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",4,1,.,.,5,.,.,.,1,2,.,27,.,.,.,3,43
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",3,4,9,.,3,1,.,.,.,.,.,2,.,.,.,5,27
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",11,10,38,1,4,2,.,.,1,2,.,15,.,8,.,10,102
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",21,3,49,9,10,6,.,.,.,6,.,13,.,15,.,3,135
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HA11C,"Major Hip Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC",.,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,6
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,2,.,.,.,4,.,.,.,1,7
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,4
HA13C,"Intermediate Hip Procedures for Trauma, without CC",2,.,.,.,1,.,.,3,.,.,.,3,.,.,.,.,9
HA14A,"Minor Hip Procedures for Trauma, with Major CC",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,1,.,.,.,.,.,1,.,.,.,3,.,.,.,1,6
HA14C,"Minor Hip Procedures for Trauma, without CC",1,.,.,.,1,.,.,3,.,.,.,6,.,.,.,6,17
HA19Z,Minimal Hip Procedures for Trauma,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC",1,.,.,.,1,.,.,17,.,.,.,24,.,.,.,3,46
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC",1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,1,4
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC",2,.,.,.,5,.,.,6,.,.,.,13,.,.,.,5,31
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC",6,.,.,.,.,.,.,8,.,.,.,19,.,.,.,6,39
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1",1,.,.,.,.,.,.,3,.,.,.,4,.,.,.,.,8
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,2
HA31B,"Major Foot Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
HA31C,"Major Foot Procedures for Trauma, without CC",15,.,.,.,3,.,.,4,.,.,.,31,.,.,.,17,70
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2",2,.,.,.,1,.,.,16,.,.,.,4,.,.,.,8,31
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1",7,.,.,.,4,.,.,14,.,.,.,8,.,.,.,24,57
HA34Z,"Minor Foot Procedures for Trauma, Category 2",8,.,.,.,1,.,.,10,.,.,.,2,.,.,.,10,31
HA35Z,"Minor Foot Procedures for Trauma, Category 1",2,.,.,.,.,.,.,1,.,.,.,5,.,.,.,1,9
HA51Z,"Major Hand Procedures for Trauma, Category 2",8,.,.,.,3,.,.,2,.,.,.,11,.,.,.,13,37
HA52Z,"Major Hand Procedures for Trauma, Category 1",3,.,.,.,4,.,.,3,.,.,.,2,.,.,.,4,16
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2",12,.,.,.,12,.,.,2,.,.,.,13,.,.,.,16,55
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1",5,.,.,.,1,.,.,4,.,.,.,.,.,.,.,8,18
HA55Z,"Minor Hand Procedures for Trauma, Category 2",6,.,.,.,2,.,.,2,.,.,.,4,.,.,.,15,29
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",12,.,.,.,3,.,.,.,.,.,.,.,.,.,.,30,45
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",4,.,.,.,2,.,.,.,.,.,.,4,.,.,.,3,13
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HA61B,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",4,.,.,.,1,.,.,2,.,.,.,5,.,.,.,8,20
HA61C,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC",19,.,.,.,21,.,.,16,.,.,.,52,.,.,.,38,146
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",3,.,.,.,1,.,.,2,.,.,.,3,.,.,.,5,14
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma",4,.,.,.,3,.,.,4,.,.,.,9,.,.,.,1,21
HA71B,"Major, Elbow or Lower Arm Procedures for Trauma, with CC",5,.,.,.,3,.,.,1,.,.,.,7,.,.,.,7,23
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",42,.,.,.,17,.,.,31,.,.,.,126,.,.,.,80,296
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma",6,.,.,.,3,.,.,14,.,.,.,10,.,.,.,10,43
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",35,.,.,.,2,.,.,1,.,.,.,11,.,.,.,12,61
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",2,.,.,.,4,.,.,3,.,.,.,2,.,.,.,3,14
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",1,.,.,.,1,.,.,1,.,.,.,4,.,2,.,2,11
HA91Z,Hip Trauma Diagnosis without Procedure,.,.,.,.,2,.,.,5,.,.,.,3,.,1,.,4,15
HA92Z,Knee Trauma Diagnosis without Procedure,4,.,.,.,1,.,.,4,.,.,.,9,1,1,.,7,27
HA93Z,Foot Trauma Diagnosis without Procedure,5,.,.,.,.,.,.,.,.,.,.,6,.,.,.,14,25
HA94Z,Arm Trauma Diagnosis without Procedure,12,.,.,.,4,.,.,.,.,.,.,33,.,.,.,30,79
HA95Z,Hand Trauma Diagnosis without Procedure,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,13
HA97Z,Other Trauma Diagnosis without Procedure,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HA99Z,Other Procedures for Trauma,1,.,1,1,1,.,.,3,.,.,.,4,.,.,.,5,16
HB11A,"Major Hip Procedures for Non-Trauma, Category 2, with Major CC",1,.,.,.,.,.,.,88,.,.,.,.,.,.,.,.,89
HB11B,"Major Hip Procedures for Non-Trauma, Category 2, with Intermediate CC",4,.,.,.,2,.,.,119,.,.,.,4,.,.,.,.,129
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC",6,.,.,.,16,.,.,456,.,.,.,11,.,.,.,.,489
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",27,.,.,.,14,.,.,84,.,.,.,.,.,.,.,2,127
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC",42,.,.,.,27,.,.,147,.,.,.,7,.,.,.,.,223
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",122,.,.,.,158,.,.,530,.,.,.,9,.,.,.,.,819
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",.,.,.,.,2,.,.,9,.,.,.,4,.,.,.,.,15
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",3,.,.,.,.,.,.,5,.,.,.,2,.,.,.,2,12
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",8,.,.,.,5,.,.,45,.,.,.,8,.,.,.,2,68
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",1,.,1,.,1,.,.,5,.,.,.,.,.,.,.,3,11
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",4,.,.,.,3,.,.,6,.,.,.,2,.,.,.,7,22
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,1,.,.,.,2,.,.,.,.,3
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",1,.,.,.,.,.,.,16,.,.,.,6,.,.,.,1,24
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",3,.,.,.,1,.,.,5,.,.,.,9,.,.,.,1,19
HB19Z,Minimal Hip Procedures for Non-Trauma,4,.,.,.,.,.,.,21,.,.,.,5,.,.,.,.,30
HB21A,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC",16,.,.,.,15,.,.,169,.,.,.,1,.,.,.,1,202
HB21B,"Major Knee Procedures for Non-Trauma, Category 2, with CC",40,.,.,.,14,.,.,281,.,.,.,2,.,.,.,.,337
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC",98,.,.,.,94,.,.,877,.,.,.,1,.,.,.,1,"1,071"
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC",1,.,.,.,.,.,.,13,.,.,.,1,.,.,.,.,15
