HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
SA13A,430,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,.,49
SA13A,501,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
SA13A,502,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",2,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,5
SA13A,800,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",31,.,.,63,.,10,.,.,.,.,.,.,.,.,.,.,58,.,162
SA13A,810,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA13A,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",.,.,.,.,.,538,.,.,.,.,.,.,5,.,.,.,.,.,543
SA13B,300,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,11
SA13B,303,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48
SA13B,370,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,62,.,.,.,.,.,62
SA13B,420,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,3
SA13B,421,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,9
SA13B,823,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,165,.,.,.,.,.,165
SA14Z,300,"Plasma Exchanges, 2 to 9",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
SA14Z,361,"Plasma Exchanges, 2 to 9",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA17G,300,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA17G,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA17G,800,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
SA17H,303,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,10,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39
SA17H,370,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA17H,800,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,8,.,12,.,.,.,.,.,.,.,.,.,6,.,.,26
SA17H,823,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,5
SA24J,303,Acute Lymphoblastic Leukaemia with CC Score 0-1,1,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
SA25K,303,Acute Myeloid Leukaemia with CC Score 4-5,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,3
SA25L,303,Acute Myeloid Leukaemia with CC Score 2-3,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,4
SA25M,300,Acute Myeloid Leukaemia with CC Score 0-1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA25M,303,Acute Myeloid Leukaemia with CC Score 0-1,2,.,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69
SA30C,303,Plasma Cell Disorders with CC Score 5-7,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,6
SA30C,823,Plasma Cell Disorders with CC Score 5-7,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
SA30D,303,Plasma Cell Disorders with CC Score 2-4,.,10,.,7,.,.,.,.,.,.,.,.,.,.,.,.,107,.,124
SA30D,823,Plasma Cell Disorders with CC Score 2-4,.,.,.,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,35
SA30E,303,Plasma Cell Disorders with CC Score 0-1,176,81,.,746,.,.,.,.,.,.,.,.,.,.,.,.,219,.,"1,222"
SA30E,800,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,10
SA30E,823,Plasma Cell Disorders with CC Score 0-1,.,.,.,.,.,177,.,.,.,.,.,.,.,.,.,.,.,.,177
SA31B,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,5
SA31C,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
SA31D,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA31D,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,.,16
SA31E,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,3,.,3,.,.,.,.,.,.,.,.,.,.,.,.,27,.,33
SA31E,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,8
SA31F,120,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA31F,300,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA31F,303,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",21,18,.,178,.,.,.,.,.,.,.,.,.,.,.,.,19,.,236
SA31F,800,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA31F,823,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",.,.,.,.,.,47,.,.,.,.,.,.,.,.,.,.,.,.,47
SA32B,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA32C,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",2,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,2,.,11
SA32D,303,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",76,16,.,152,.,.,.,.,.,.,.,.,.,.,.,.,18,.,262
SA32D,823,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,.,.,.,49,.,.,.,.,.,.,.,.,.,.,.,.,49
SA33Z,110,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
SA33Z,171,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA33Z,303,Diagnostic Bone Marrow Extraction,107,123,.,499,.,.,1,.,.,.,.,.,.,.,.,.,100,.,830
SA33Z,340,Diagnostic Bone Marrow Extraction,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
SA33Z,370,Diagnostic Bone Marrow Extraction,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
SA33Z,800,Diagnostic Bone Marrow Extraction,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
SA33Z,823,Diagnostic Bone Marrow Extraction,.,.,.,.,.,121,.,.,.,.,.,.,61,.,.,.,.,.,182
SA34Z,303,Peripheral Blood Stem Cell Harvest,.,.,.,104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,104
SA34Z,370,Peripheral Blood Stem Cell Harvest,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
SA35B,370,Agranulocytosis with CC Score 9-12,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA35D,370,Agranulocytosis with CC Score 2-4,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA35E,303,Agranulocytosis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,4
SA35E,370,Agranulocytosis with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA37Z,303,Sickle Cell Anaemia without Crisis,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
UZ01Z,100,Data Invalid for Grouping,10,2,.,10,4,21,6,.,.,.,2,.,26,.,14,11,.,1,107
UZ01Z,101,Data Invalid for Grouping,8,.,.,398,2,26,.,.,.,.,5,.,.,.,.,.,.,.,439
UZ01Z,110,Data Invalid for Grouping,2,.,.,.,.,5,.,.,53,.,.,.,7,.,.,.,.,.,67
UZ01Z,120,Data Invalid for Grouping,15,1,.,.,.,7,.,.,.,.,.,.,79,.,.,.,.,.,102
UZ01Z,130,Data Invalid for Grouping,32,.,.,.,.,.,.,.,.,.,135,.,52,1,3,.,.,.,223
UZ01Z,140,Data Invalid for Grouping,2,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,9
UZ01Z,142,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
UZ01Z,150,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
UZ01Z,171,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
UZ01Z,172,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
UZ01Z,191,Data Invalid for Grouping,4,.,.,61,.,.,.,.,.,.,.,.,.,.,.,1,.,.,66
UZ01Z,300,Data Invalid for Grouping,13,.,.,8,.,6,1,.,.,.,2,.,6,.,5,.,.,.,41
UZ01Z,301,Data Invalid for Grouping,.,2,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,2,12
UZ01Z,303,Data Invalid for Grouping,.,5,.,202,.,.,.,.,.,.,.,.,.,.,.,.,2,.,209
UZ01Z,320,Data Invalid for Grouping,13,.,.,4,.,22,2,.,.,.,.,.,7,.,.,.,.,.,48
UZ01Z,330,Data Invalid for Grouping,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,6
UZ01Z,340,Data Invalid for Grouping,.,.,.,43,.,1,.,.,.,.,1,.,.,.,.,.,.,.,45
UZ01Z,361,Data Invalid for Grouping,.,.,.,14,.,.,5,.,.,.,.,.,4,.,.,.,.,.,23
UZ01Z,370,Data Invalid for Grouping,.,1,.,49,.,.,.,.,.,.,.,.,2,.,.,.,.,.,52
UZ01Z,400,Data Invalid for Grouping,.,.,.,.,.,1,.,.,.,.,.,.,7,.,.,.,.,.,8
UZ01Z,410,Data Invalid for Grouping,.,2,1,.,.,8,.,.,2,.,.,.,.,.,.,.,.,.,13
UZ01Z,420,Data Invalid for Grouping,4,.,.,.,.,1,.,.,.,.,.,.,9,4,.,.,.,.,18
UZ01Z,501,Data Invalid for Grouping,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,10
UZ01Z,502,Data Invalid for Grouping,1,.,.,22,4,.,.,.,.,.,15,.,.,.,7,.,.,.,49
UZ01Z,800,Data Invalid for Grouping,4,.,.,79,.,3,.,.,.,.,.,.,.,.,.,.,.,.,86
UZ01Z,810,Data Invalid for Grouping,.,.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,.,5
UZ01Z,823,Data Invalid for Grouping,.,.,.,.,.,25,.,.,.,.,.,.,7,.,.,.,.,.,32
WH01D,361,"Transplant Failure and Rejection, without Interventions, with CC Score 0-1",.,.,.,9,.,.,2,.,.,.,.,.,.,.,.,.,.,.,11
WH03B,300,Toxic Effect of Other Substance with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
WH03B,320,Toxic Effect of Other Substance with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH05Z,340,Allergy or Adverse Allergic Reaction,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH05Z,800,Allergy or Adverse Allergic Reaction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
WH07G,100,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",1,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,3
WH07G,101,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
WH07G,160,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
WH07G,300,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH07G,320,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH07G,361,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH08A,191,Unspecified Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
WH08B,101,Unspecified Pain with CC Score 0,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH08B,191,Unspecified Pain with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,.,13,.,.,.,.,14
WH08B,300,Unspecified Pain with CC Score 0,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH09F,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
WH09F,361,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH09F,430,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
WH09G,300,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,2
WH09G,823,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH10B,300,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH10B,303,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
WH10B,361,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH10B,410,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH13B,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH13C,100,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH13C,101,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",1,.,.,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,6
WH13C,120,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH13C,300,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,2,12,.,.,.,.,.,2,.,.,.,3,.,19
WH13C,301,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
WH13C,303,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
WH13C,340,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH13C,361,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,1,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,5
WH13C,430,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
WH13C,502,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",.,1,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,3
WH14D,100,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH14D,370,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45
WH14D,502,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
WH14D,800,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",4,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
WH14D,823,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
WH15Z,100,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,6
WH15Z,300,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,12,.,.,.,.,.,5,.,.,2,111,.,130
WH15Z,301,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
WH15Z,302,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,58,.,.,.,.,.,58
WH15Z,303,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
WH15Z,320,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,4,.,.,.,.,.,.,.,.,1,.,.,.,.,.,5
WH15Z,361,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH15Z,430,"Special Screening, Examinations or Other Genetic Disorders",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,.,11
WH15Z,502,"Special Screening, Examinations or Other Genetic Disorders",1,.,.,1,4,1,2,.,.,.,3,1,.,.,3,7,.,.,23
WH16A,101,"Observation or Counselling, with CC Score 1+",.,.,.,17,.,1,.,.,.,.,.,.,.,.,.,.,.,.,18
WH16B,100,"Observation or Counselling, with CC Score 0",1,.,.,.,1,.,4,1,.,.,.,.,.,1,.,.,.,.,8
WH16B,101,"Observation or Counselling, with CC Score 0",2,.,.,195,1,1,.,.,.,.,.,.,.,.,.,.,8,.,207
WH16B,130,"Observation or Counselling, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
WH16B,300,"Observation or Counselling, with CC Score 0",2,.,.,1,.,1,2,.,.,.,.,.,9,.,.,.,2,.,17
WH16B,301,"Observation or Counselling, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH16B,303,"Observation or Counselling, with CC Score 0",.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
WH16B,320,"Observation or Counselling, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH16B,330,"Observation or Counselling, with CC Score 0",.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,7
WH16B,340,"Observation or Counselling, with CC Score 0",.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
WH16B,400,"Observation or Counselling, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
WH16B,410,"Observation or Counselling, with CC Score 0",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
WH16B,502,"Observation or Counselling, with CC Score 0",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
WH16B,800,"Observation or Counselling, with CC Score 0",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,3
WH17B,300,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH17C,300,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,.,6,.,.,1,.,.,.,.,.,.,1,.,8
WH17C,301,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH17C,410,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH18B,100,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH18B,101,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,72,1,1,.,.,.,.,.,.,.,.,.,.,.,.,74
WH18B,140,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH18B,160,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
WH18B,361,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
WH18B,400,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
WH18B,800,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH19Z,101,Potential Health Hazard Related to Communicable Diseases,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
WH19Z,300,Potential Health Hazard Related to Communicable Diseases,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
WH50A,100,"Procedure Not Carried Out, for Medical or Patient Reasons",20,48,.,15,28,10,30,12,.,31,20,12,.,8,65,70,23,22,414
WH50A,101,"Procedure Not Carried Out, for Medical or Patient Reasons",42,.,.,249,50,21,.,2,.,16,11,.,.,1,.,10,48,.,450
WH50A,110,"Procedure Not Carried Out, for Medical or Patient Reasons",14,.,.,.,.,9,.,.,46,.,.,.,3,2,.,.,1,.,75
WH50A,120,"Procedure Not Carried Out, for Medical or Patient Reasons",17,31,.,.,.,19,2,.,.,1,.,2,9,1,.,11,26,.,119
WH50A,130,"Procedure Not Carried Out, for Medical or Patient Reasons",26,.,.,.,.,.,.,3,.,11,74,.,109,10,.,6,.,.,239
WH50A,140,"Procedure Not Carried Out, for Medical or Patient Reasons",13,.,.,.,.,.,2,6,.,.,.,.,.,.,.,.,6,.,27
WH50A,142,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
WH50A,150,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
WH50A,160,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,4,.,.,6,.,.,.,11,.,21
WH50A,171,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,7,.,15
WH50A,172,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
WH50A,191,"Procedure Not Carried Out, for Medical or Patient Reasons",8,.,.,22,6,.,.,.,.,.,2,10,.,10,.,1,.,.,59
WH50A,300,"Procedure Not Carried Out, for Medical or Patient Reasons",33,.,.,17,11,1,3,3,.,12,25,.,6,.,16,21,74,.,222
WH50A,301,"Procedure Not Carried Out, for Medical or Patient Reasons",.,59,.,.,.,4,5,.,.,.,.,.,.,19,.,.,.,92,179
WH50A,303,"Procedure Not Carried Out, for Medical or Patient Reasons",3,27,.,5,.,.,1,.,.,.,.,.,.,.,.,.,75,.,111
WH50A,320,"Procedure Not Carried Out, for Medical or Patient Reasons",17,.,.,26,.,20,3,.,.,.,1,.,19,.,.,.,.,.,86
WH50A,330,"Procedure Not Carried Out, for Medical or Patient Reasons",.,1,.,.,.,5,.,.,.,.,.,.,.,.,.,.,53,1,60
WH50A,340,"Procedure Not Carried Out, for Medical or Patient Reasons",.,5,.,1,.,1,3,.,.,.,3,.,.,.,.,.,.,.,13
WH50A,361,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
WH50A,370,"Procedure Not Carried Out, for Medical or Patient Reasons",.,313,.,15,.,.,.,.,.,.,.,.,2,.,.,.,.,.,330
WH50A,400,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WH50A,410,"Procedure Not Carried Out, for Medical or Patient Reasons",.,6,28,.,.,34,.,.,1,.,.,.,.,3,.,.,.,.,72
WH50A,420,"Procedure Not Carried Out, for Medical or Patient Reasons",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,4
WH50A,502,"Procedure Not Carried Out, for Medical or Patient Reasons",11,29,.,22,14,10,4,.,.,3,29,2,.,3,31,12,8,.,178
WH50A,800,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,15,.,4,.,.,.,.,.,.,.,.,.,.,241,.,260
WH50A,810,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,2,.,.,.,.,.,.,.,.,1,.,.,.,.,.,3
WH50A,823,"Procedure Not Carried Out, for Medical or Patient Reasons",.,.,.,.,.,5,.,.,.,.,.,.,3,.,.,.,.,.,8
WH50B,100,"Procedure Not Carried Out, for Other or Unspecified Reasons",47,58,.,35,63,78,71,25,.,39,43,13,12,40,35,80,33,5,677
WH50B,101,"Procedure Not Carried Out, for Other or Unspecified Reasons",40,.,.,100,79,43,.,4,.,25,18,.,.,5,.,5,33,.,352
WH50B,110,"Procedure Not Carried Out, for Other or Unspecified Reasons",30,.,.,.,.,36,.,5,67,.,.,.,12,5,.,.,2,.,157
