HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
HC70B,Complex Intradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
HC71Z,Major Intradural Spinal Procedures,.,.,.,.,"1,986",.,.,.,.,.,.,"1,308",.,.,.,.,749,.,"1,492"
HC72A,"Diagnostic Spinal Puncture, 19 years and over",.,.,.,150,.,371,454,.,.,581,.,432,318,.,.,.,"1,191",.,388
HC72B,"Diagnostic Spinal Puncture, between 6 and 18 years",428,.,.,123,.,562,.,.,.,.,.,.,398,.,.,.,.,.,401
HC72C,"Diagnostic Spinal Puncture, 5 years and under",.,.,.,.,.,849,.,.,.,.,.,.,665,.,.,.,.,.,696
HD21D,Soft Tissue Disorders with CC Score 12+,.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
HD21E,Soft Tissue Disorders with CC Score 9-11,.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
HD21F,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
HD21G,Soft Tissue Disorders with CC Score 3-5,295,.,292,.,.,439,.,.,655,.,.,.,.,.,.,.,391,.,407
HD21H,Soft Tissue Disorders with CC Score 0-2,327,.,292,569,.,366,454,"2,088",653,.,372,"1,474",.,708,.,496,731,.,487
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,81,.,.,.,340,454,.,.,.,.,.,.,.,.,.,.,.,295
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,81,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,271
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,81,292,.,.,340,.,.,.,.,.,.,.,360,.,.,331,.,291
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",107,81,292,740,.,340,.,.,.,.,726,.,337,340,.,.,267,.,174
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,502,.,.,.,.,320,.,.,.,.,.,.,.,712,.,509
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,276,.,502,.,.,.,.,.,.,.,.,.,.,.,.,712,.,497
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,81,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,200
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",430,81,292,160,.,340,454,.,320,419,.,.,.,360,.,.,519,.,327
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",296,81,292,.,"2,034",385,.,.,390,419,.,.,"1,138",360,.,.,442,.,383
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,516,.,.,.,.,.,.,.,.,.,.,398,.,457
HD25G,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,149,.,516,.,.,.,.,.,.,.,.,.,.,.,.,333
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,537,454,.,655,.,.,.,.,.,.,.,.,.,481
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,292,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,316
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",520,.,292,166,.,342,.,.,807,.,.,.,.,360,.,.,"1,202",.,395
HD39G,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,868,.,868
HD39H,Pathological Fractures with CC Score 0-2,.,81,.,.,.,340,.,.,648,.,.,.,.,.,.,.,712,.,372
HD40F,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,761,.,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
HD40G,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",321,761,.,120,.,"1,316",.,.,.,.,.,.,.,.,.,.,652,.,355
HD40H,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",321,761,.,117,.,.,.,.,.,.,.,.,.,.,.,802,652,.,343
HE12D,"Other Injury of Hip without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,419,.,.,.,.,.,.,.,.,419
HE12E,"Other Injury of Hip without Interventions, with CC Score 0-2",858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,858
HE32E,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,554,.,.,.,.,.,.,.,554
HE41D,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,.,.,.,"1,634",.,.,.,.,665,.,.,.,.,.,"1,149"
HE51H,"Arm Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,665,.,.,.,386,.,525
HE52F,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,665,.,.,.,.,.,665
HE82D,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,.,.,.,.,.,.,.,"2,917",.,.,.,.,.,.,.,.,.,"2,917"
HE83C,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,537,.,.,.,.,.,.,.,.,.,.,.,.,537
HN13F,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,"1,918",.,.,"2,228",.,.,.,.,.,.,.,.,.,"2,073"
HN13H,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,501",.,.,.,.,.,"1,501"
HN14C,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,.,.,.,"1,057"
HN14E,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","2,124",.,.,.,.,"2,127",.,.,879,.,.,.,"1,073",.,.,.,.,.,"1,527"
HN14F,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,667,.,.,.,.,.,.,.,.,.,667
HN14G,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,"1,409",.,.,.,"2,156",.,.,.,.,.,"1,558"
HN14H,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,977,.,.,.,.,.,.,.,.,.,977
HN15A,"Minor Hip Procedures for Non-Trauma, 19 years and over","1,421",.,.,.,.,"1,103",.,.,"1,371",.,.,.,914,416,.,.,907,.,997
HN15B,"Minor Hip Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"1,079",.,.,.,"1,337",.,.,.,.,.,"1,289"
HN16A,"Minimal Hip Procedures, 19 years and over",995,.,292,.,"1,801",457,.,.,722,540,.,"1,396",.,370,.,.,449,.,595
HN16B,"Minimal Hip Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,625,.,.,.,.,.,.,.,.,.,625
HN16C,"Minimal Hip Procedures, 5 years and under",.,.,.,.,.,.,.,.,481,.,.,.,"2,295",.,.,.,.,.,765
HN22E,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"1,762",.,.,.,.,.,.,.,.,.,"1,762"
HN23B,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,954",.,.,.,.,.,.,.,.,.,"1,954"
HN23C,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,772",.,.,.,935,"2,133",.,.,"1,733",.,.,.,.,.,.,.,.,.,"1,771"
HN23E,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,"2,111",.,.,.,.,.,.,997,.,.,"2,041"
HN24A,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","2,547",.,.,.,.,"1,020",.,.,"1,121",.,.,.,.,.,.,.,.,.,"1,268"
HN24B,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","2,547",.,.,.,.,"1,868",.,.,"1,058",.,.,.,.,.,.,.,.,.,"1,205"
HN24C,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,481",.,.,.,.,"1,896",.,.,"1,062",.,.,.,"1,885","1,409",.,.,"1,174",.,"1,405"
HN24D,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,"1,207",.,.,.,"2,174",.,.,.,.,.,"1,690"
HN24E,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0","2,265",.,.,.,.,"2,068",.,.,"1,177",.,.,.,"1,863",.,.,.,"1,174",.,"1,510"
HN24F,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,741,.,.,.,"1,791",.,.,.,.,.,"1,003"
HN25A,"Minor Knee Procedures for Non-Trauma, 19 years and over","1,930",.,292,.,.,"1,530",.,980,995,"1,011",.,.,"1,408","1,334",.,925,839,.,"1,208"
HN25B,"Minor Knee Procedures for Non-Trauma, 18 years and under","1,702",.,.,.,.,.,.,.,881,.,.,.,"1,461",.,.,.,859,.,"1,092"
HN26A,"Minimal Knee Procedures, 19 years and over",887,.,292,.,"2,234",648,.,.,666,743,.,.,.,365,.,.,.,.,567
HN26B,"Minimal Knee Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,828,.,.,.,.,.,.,.,.,.,828
HN26C,"Minimal Knee Procedures, 5 years and under",.,.,.,.,.,.,.,.,320,.,.,.,.,.,.,.,.,.,320
HN32C,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"2,226",.,.,.,.,.,.,.,.,.,"2,226"
HN33B,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,108",.,.,.,.,.,.,.,.,.,"1,108"
HN33C,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,"2,337",.,.,.,"3,230",.,.,925,.,.,"2,121"
HN33D,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,"1,232",.,.,.,.,.,.,.,.,.,"1,232"
HN34B,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,847,.,.,.,.,"1,593",.,.,.,.,.,.,.,.,.,"1,469"
HN34C,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,082",731,.,.,.,"1,716",.,"2,025","1,361",.,.,.,"1,722","1,163",.,.,"1,174",.,"1,544"
HN34D,"Intermediate Foot Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"1,145",.,.,.,"1,372",.,.,.,"1,227",.,"1,295"
HN35A,"Minor Foot Procedures for Non-Trauma, 19 years and over","1,903",.,.,.,"1,142","1,558",.,811,"1,034","1,120",.,"1,537","1,620",735,.,"1,212",973,.,"1,185"
HN35B,"Minor Foot Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,557,.,.,.,717,.,.,.,"1,168",.,.,.,.,.,"1,101"
HN36Z,Minimal Foot Procedures,858,.,292,.,.,365,.,.,699,.,.,.,665,360,.,.,.,.,552
HN42A,Very Major Hand Procedures for Non-Trauma with CC Score 2+,"5,902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,902"
HN42B,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,"1,984",.,.,.,.,.,.,.,"3,579",.,.,.,"5,047",.,.,.,"2,297",.,"3,203"
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,"1,096",.,.,.,.,.,.,.,.,.,"1,096"
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,582",.,.,.,.,"2,986",.,"2,543","1,717",.,.,.,"4,463","2,183",.,.,"1,800",.,"2,188"
HN43C,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,313",.,.,.,"1,174",.,"3,187"
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,896,.,.,.,"1,141",.,.,.,.,.,.,.,"1,550",.,"1,251"
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,992",.,.,.,835,"1,775",.,"2,050","1,246","1,215",.,.,"1,424","2,388","1,107",.,"1,695",.,"1,531"
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years","1,984",.,.,.,.,.,.,"2,088","1,157",.,.,.,"1,414",.,.,.,"1,188",.,"1,453"
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,924,.,.,.,"1,559",.,.,.,"1,242",.,"1,496"
HN45A,"Minor Hand Procedures for Non-Trauma, 19 years and over","1,513",684,.,.,"1,280",986,779,"1,047",891,"1,188",665,"1,525","1,245",805,"1,374","1,186","1,159",.,"1,017"
HN45B,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years","1,421",521,.,.,.,880,.,.,"1,022","1,235",.,"1,353","1,411",796,.,.,386,.,"1,067"
HN45C,"Minor Hand Procedures for Non-Trauma, 5 years and under","2,547",.,.,.,.,.,.,.,751,.,.,.,"1,354",.,.,.,.,.,"1,025"
HN46Z,Minimal Hand Procedures,858,.,292,.,.,345,.,"1,482",671,.,.,.,.,360,.,782,"1,145",.,390
HN52B,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,"5,210",.,.,.,.,.,.,.,.,.,.,.,.,"5,210"
HN52C,Very Major Shoulder Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"2,154",.,.,.,.,.,.,.,.,.,"2,154"
HN53B,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,"1,984",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,984"
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"2,547",.,.,.,.,"3,200",.,.,"1,052",.,.,.,"2,600",.,.,.,.,.,"2,821"
HN54B,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,984",.,.,.,.,"2,235",.,.,"1,485",.,.,.,.,.,.,.,.,.,"1,901"
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,984",.,.,.,.,"2,825",.,.,"1,569",.,.,.,"1,495",548,.,.,883,.,"1,938"
HN54D,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"1,005",.,.,.,.,.,.,.,.,.,"1,331"
HN55Z,Minor Shoulder Procedures for Non-Trauma,"1,903",.,292,.,.,"1,218",.,.,"1,134",949,.,.,"1,631",648,.,.,936,.,"1,141"
HN56Z,Minimal Shoulder Procedures,858,.,292,.,.,464,.,.,660,743,.,.,.,364,.,.,391,.,415
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,"2,828",.,.,.,.,.,.,.,"1,120",.,.,.,.,.,.,.,.,.,"1,974"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+","1,984",.,.,.,.,.,.,.,"1,238",.,.,.,.,.,.,.,.,.,"1,487"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,984",.,.,.,.,"2,054",.,"2,025","1,253",.,.,.,"1,502",.,.,997,"1,196",.,"1,499"
HN64C,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years","1,984",.,.,.,.,.,.,.,"1,217",.,.,.,"1,491",.,.,.,"1,174",.,"1,430"
HN64D,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under","1,984",.,.,.,.,.,.,.,"1,210",.,.,.,"1,342",.,.,.,"1,174",.,"1,370"
HN65Z,Minor Elbow Procedures for Non-Trauma,"2,171",.,.,.,.,"1,421",.,"2,543","1,074",.,.,.,"1,620","1,115",.,.,"1,103",.,"1,338"
HN66Z,Minimal Elbow Procedures,.,.,292,.,.,408,.,"1,482",661,.,.,.,.,360,.,.,.,.,444
HN86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,822",.,"1,822"
HN93Z,"Other Muscle, Tendon, Fascia or Ligament Procedures","2,547",.,292,"1,168","1,482",913,.,.,906,"1,285",.,292,.,563,"1,224",.,"1,274",.,828
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,866,.,.,.,.,.,.,.,.,.,866
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,118",.,.,.,.,.,"3,118"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,"1,139",.,.,.,.,.,.,.,.,.,"1,139"
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,"1,142",.,.,.,.,.,.,.,"1,174",.,"1,158"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"1,309",.,.,.,"2,372",.,.,.,.,.,"1,522"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,"1,594",.,.,.,"1,602",.,.,.,.,.,"1,599"
HT25Z,Minor Knee Procedures for Trauma,.,.,.,.,.,.,.,.,551,.,.,.,"1,406",.,.,.,.,.,"1,121"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"1,881",.,.,.,.,.,.,.,.,.,"1,881"
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,665",.,.,.,.,.,.,.,.,.,"1,665"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,170",.,.,.,.,.,"3,170"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"1,109",.,.,.,"2,112",.,.,.,.,.,"1,996"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,"1,230",.,.,.,"1,706",.,.,.,"1,568",.,"1,501"
HT35Z,Minor Foot Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"1,614",.,.,.,.,.,"1,614"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,"3,293",.,"2,229","1,648",.,.,.,"2,846",.,.,.,"1,514",.,"2,590"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,"2,088","1,838",.,.,.,"2,886",.,.,.,"1,603",.,"2,282"
HT43E,"Major Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,688",.,.,.,"1,410",.,"1,836"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,448",.,.,.,.,.,"1,448"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","2,171",.,.,.,.,.,.,"2,221","1,432","1,402",.,.,"2,192",.,.,.,"1,840",.,"2,097"
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","1,984",.,.,.,.,.,.,.,"2,388",.,.,.,"1,311",.,.,.,"1,279",.,"1,345"
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under","1,984",.,.,.,.,.,.,.,.,.,.,.,"1,187",.,.,.,"1,095",.,"1,275"
HT45Z,Minor Hand Procedures for Trauma,.,.,.,.,.,"3,254",.,.,.,.,.,.,"1,247",.,.,.,"1,348",.,"1,598"
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,321",.,.,.,.,.,"3,321"
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,.,.,.,.,.,.,.,.,"1,181",.,.,.,.,.,.,.,.,.,"1,181"
HT55Z,Minor Shoulder Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"2,030",.,.,.,.,.,"2,030"
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"1,383",.,.,.,"3,249",.,.,.,.,.,"2,982"
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,775",.,.,.,"1,686",.,"2,231"
HT63F,"Major Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,398",.,.,.,"1,804",.,"2,101"
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"1,274",.,.,.,"2,167",.,.,.,.,.,"1,721"
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,154",.,.,.,"1,292",.,"1,179"
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,181",.,.,.,"1,095",.,"1,160"
HT65Z,Minor Elbow Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,905,.,.,.,.,.,905
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,.,62,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,480
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,.,.,.,"1,316",.,.,.,.,.,.,.,.,.,.,652,.,"1,265"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,761,.,72,.,"1,316",454,.,.,.,.,.,.,.,.,.,652,.,481
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",321,761,.,93,.,"1,316",.,.,.,.,.,.,.,.,.,.,652,.,443
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",321,761,.,110,.,"1,316",.,.,.,.,.,.,.,.,.,.,647,.,325
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,"1,048",898,.,"1,796",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,659"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,"1,048",607,.,"1,990",.,"1,242",.,.,.,.,.,"2,387","1,279",.,.,.,"1,347",.,"1,602"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,"1,922",.,.,"1,950",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,941"
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,702,.,"2,590",.,.,.,.,.,.,.,.,.,.,.,.,"1,519",.,"1,583"
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,623,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,623
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,559
JA42Z,Bilateral Intermediate Breast Procedures,"1,048",.,.,566,.,"1,225","1,703",.,.,"1,011",.,.,.,.,.,.,.,.,"1,147"
JA43A,Unilateral Intermediate Breast Procedures with CC Score 3+,.,.,.,"1,430",.,.,.,.,.,"1,292",.,.,.,.,"1,400",.,"1,108",.,"1,273"
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,970,635,.,"1,381","1,482","1,130","1,192",.,.,"1,269",.,"1,465",.,372,.,997,"1,297",.,"1,145"
JA44Z,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,"1,120",.,.,.,.,.,.,.,.,"1,120"
JA45Z,Unilateral Minor Breast Procedures,829,689,.,"1,625",.,"1,040",.,.,.,"1,063",.,"1,002",.,430,.,997,"1,152",.,936
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,619,.,.,.,.,.,619
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,400",.,.,.,.,.,"1,400"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,596,.,.,.,.,.,.,.,.,.,.,.,492,.,.,.,.,.,509
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,898,.,.,.,.,.,898
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,396",.,.,.,.,.,"1,396"
JB33C,Other Burn without Skin Procedure,.,.,.,.,.,340,"1,315",.,.,.,.,.,363,.,.,.,.,.,677
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,567,.,.,.,.,.,567
JC41Z,Major Skin Procedures,"1,068",.,.,.,.,.,.,.,.,"1,215",.,.,573,.,.,.,"1,739",.,682
JC42A,"Intermediate Skin Procedures, 13 years and over",486,852,292,780,821,573,909,688,990,"1,247",792,"1,035","1,158",584,"1,189",995,269,143,392
JC42B,"Intermediate Skin Procedures, 12 years and under",556,.,.,.,.,466,762,.,.,.,.,.,"1,488",.,.,.,154,.,347
JC43A,"Minor Skin Procedures, 13 years and over",457,493,292,415,615,473,943,775,808,"1,050",812,"1,174",791,705,"1,200",802,"1,065",143,721
JC43B,"Minor Skin Procedures, 12 years and under",552,869,.,.,855,911,605,657,320,777,.,584,"1,221",575,"1,224",.,"1,170",.,"1,095"
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,204,.,.,.,.,.,.,.,.,.,.,.,.,.,204
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,161,.,.,920,.,.,.,.,.,.,.,.,.,.,.,540
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",241,394,.,164,204,537,399,.,.,.,.,.,331,.,.,353,398,.,283
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",374,307,292,272,209,124,454,.,655,717,430,"1,921",387,.,.,.,398,143,300
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,681,.,.,.,.,.,.,.,.,.,.,.,.,.,.,681
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,454,.,.,.,.,.,531,.,.,.,.,.,516
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,371,.,52,.,.,454,.,.,.,.,.,395,.,.,.,.,.,311
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,427,.,.,.,.,.,.,.,.,.,.,.,427
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,251,.,.,175,.,537,454,.,.,581,.,.,467,.,655,.,.,.,424
KA08B,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
KA08C,Other Endocrine Disorders with CC Score 0-1,150,.,.,.,.,537,454,.,.,.,.,.,531,.,.,.,427,.,479
