"SR_NUM","INSPECT_ID","STREET","ADDRESS_2","APT_FLOOR","CITY","STATE","ZIP","CENSUS_TRACT","REQUEST_TYPE","PROPERTY_TYPE","NUM_UNITS","EMERGENCY_TYPE","INSPECTOR_ID"
"HCE-20150526-3910","153126","3014  PERRYSVILLE AVENUE ","","","PITTSBURGH","PA","15214","32607","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150617-4242","153132","1325  SCENERY DRIVE ","","","ELIZABETH TOWNSHIP","PA","15037","54964","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","62"
"HCE-20150708-4508","153134","5221 1/2  LYTLE STREET ","","","PITTSBURGH","PA","15207","31501","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","113"
"HCE-20150727-4871","153137","1828 * WEST LIBERTY AVENUE ","","3RD FL","PITTSBURGH","PA","15226","31920","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","113"
"HCE-20150629-4397","153139","2400  SHARP AVENUE ","","APT 707","WEST MIFFLIN","PA","15122","54884","Complaint Housing","MULTI FAMILY","70","NON EMERGENCY","113"
"HCE-20150522-3905","153144","1944  ADDISON AVENUE ","","","WEST MIFFLIN","PA","15122","54884","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20140603-3817","147204","905  RIDGE AVENUE ","","","STOWE TOWNSHIP","PA","15136","54626","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140414-3870","147367","433  ROSEDALE STREET ","A/ K/ A 7817 MADIERA STREET","","PITTSBURGH","PA","15221","31304","Complaint Housing","MULTI FAMILY","19","SEWAGE","88"
"HCE-20140507-4657","147368","7813  KELLY STREET ","","","PITTSBURGH","PA","15208","31304","Complaint Housing","SINGLE FAMILY","1","SEWAGE","88"
"HCE-20141104-6676","147371","7056  APPLE AVENUE ","","UNIT A","PITTSBURGH","PA","15206","31301","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20141201-6967","148147","2061  MAZETTE PLACE ","","","PITTSBURGH","PA","15205","32808","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20140618-4034","148149","901  FORDHAM AVENUE ","","","PITTSBURGH","PA","15226","31918","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140909-6114","148151","1409  RUTHERFORD AVENUE ","","","PITTSBURGH","PA","15216","","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","46"
"HCE-20140925-6148","148153","1237  OAKRIDGE STREET ","","","PITTSBURGH","PA","15226","31918","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20141215-7070","148406","3207  FARONIA STREET ","","APT #11","PITTSBURGH","PA","15204","32022","Complaint Housing","MULTI FAMILY","11","NO HEAT","18"
"HCE-20141024-6565","148413","709  ELKTON STREET ","","","PITTSBURGH","PA","15220","32020","Community Environment","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20141014-6439","148415","1017  CRUCIBLE STREET ","","","PITTSBURGH","PA","15220","32024","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140716-4326","148417","3241  STAFFORD STREET ","","","PITTSBURGH","PA","15204","32004","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20141027-6583","148418","3021  STAFFORD STREET ","","","PITTSBURGH","PA","15204","32018","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20141124-6918","148425","3010  MERWYN AVENUE ","","","PITTSBURGH","PA","15204","32018","Complaint Housing","SINGLE FAMILY","0","NO HEAT","18"
"HCE-20140902-6002","148433","1000  JOHNANNA DRIVE ","","","ROSS TOWNSHIP","PA","15237","55623","Community Environment","PROPERTY TYPE N/A","1","NON EMERGENCY","18"
"HCE-20150605-4076","151784","506  WOODWARD AVENUE ","","","STOWE TOWNSHIP","PA","15136","54626","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150505-3382","151785","252 W STEUBEN STREET ","","","CRAFTON","PA","15205","54656","Community Environment","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20150526-3922","151786","16  HELEN STREET ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150526-3925","151787","17  HELEN STREET ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150526-3927","151788","18  HELEN STREET ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150526-3929","151789","19  HELEN STREET ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150526-3930","151791","20  HELEN STREET ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150506-3399","151792","7821  HAMILTON AVENUE ","","","PITTSBURGH","PA","15208","31304","Complaint Housing","MULTI FAMILY","0","NON EMERGENCY","88"
"HCE-20141104-6673","151799","7912  BATAVIA STREET ","","","PITTSBURGH","PA","15221","31306","Community Environment","VACANT PROPERTY","0","NON EMERGENCY","88"
"HCE-20150521-3531","151800","7074  LEMINGTON AVENUE ","","","PITTSBURGH","PA","15206","31203","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","88"
"HCE-20150205-2563","151801","203  ISLAND AVENUE ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150414-3160","151802","424  RUSSELLWOOD AVENUE ","","","MCKEES ROCKS","PA","15136","55739","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150410-3128","151803","208  LANGLEY AVENUE ","","","PITTSBURGH","PA","15214","32614","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150716-4645","152930","9800-9840  PRESIDENTIAL DRIVE ","","","MC CANDLESS","PA","15101","54135","Community Environment","MULTI FAMILY","2","NON EMERGENCY","73"
"HCE-20150721-4777","152932","227  FISK AVENUE ","","","AVALON","PA","15202","54324","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","18"
"HCE-20150708-4504","152933","507  CALIFORNIA AVENUE ","","","PITTSBURGH","PA","15202","54323","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20150826-5389","152947","617  SEVENTH AVENUE ","","","CORAOPOLIS","PA","15108","54508","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20150409-3122","152948","1829  DEVONSHIRE ROAD ","","","CORAOPOLIS","PA","15108","54507","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20150710-4526","152985","5800  FORWARD AVENUE ","","","PITTSBURGH","PA","15217","31414","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","130"
"HCE-20150713-4560","152990","2607  MURRAY AVENUE ","","","PITTSBURGH","PA","15217","31414","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","130"
"HCE-20150714-4594","152993","513  LLOYD STREET ","","","PITTSBURGH","PA","15208","31406","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","130"
"HCE-20150709-4521","152995","725 S BRADDOCK AVENUE ","","","PITTSBURGH","PA","15221","31410","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","130"
"HCE-20150625-4355","153006","5618  JACKSON STREET ","","","PITTSBURGH","PA","15206","31102","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","15"
"HCE-20150706-4475","153007","435  ENRIGHT COURT ","","","PITTSBURGH","PA","15206","31203","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","15"
"HCE-20150714-4595","153016","3104  MILES AVENUE ","","","CLAIRTON","PA","15025","54929","Complaint Housing","PROPERTY TYPE N/A","0","NON EMERGENCY","62"
"HCE-20150717-4715","153017","1021  WASHINGTON BOULEVARD ","","","PORT VUE","PA","15133","55003","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","62"
"HCE-20150716-4687","153018","900  PLEASANT AVENUE ","","","PORT VUE","PA","15133","55003","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","62"
"HCE-20150804-5005","153024","105  RIDGE STREET ","","","DRAVOSBURG","PA","15034","54870","West Nile","PROPERTY TYPE N/A","0","NON EMERGENCY","86"
"HCE-20150806-5062","153025","620  SCHOOL STREET ","","","WEST MIFFLIN","PA","15122","54882","West Nile","SINGLE FAMILY","0","NON EMERGENCY","86"
"HCE-20150731-4990","153026","244  MOUNT PLEASANT ROAD ","","","PITTSBURGH","PA","15214","","West Nile","PROPERTY TYPE N/A","0","NON EMERGENCY","86"
"HCE-20150730-4967","153027","500  CEDARWOOD DRIVE ","","","RESERVE TOWNSHIP","PA","15214","54282","West Nile","PROPERTY TYPE N/A","0","NON EMERGENCY","86"
"HCE-20150730-4952","153031","172  GRANT AVENUE ","","","SHALER TOWNSHIP","PA","15223","54264","West Nile","SINGLE FAMILY","0","NON EMERGENCY","86"
"HCE-20150806-5057","153035","308  WESTERN AVENUE ","","","ASPINWALL","PA","15215","54230","West Nile","SINGLE FAMILY","0","NON EMERGENCY","86"
"HCE-20140426-4249","153036","500-502  BOQUET STREET ","","","CARNEGIE","PA","15106","54689","West Nile","SINGLE FAMILY","1","NON EMERGENCY","86"
"HCE-20150610-4136","153037","352  CRESCENT GARDENS DRIVE ","","","PENN HILLS","PA","15235","","West Nile","SINGLE FAMILY","0","NON EMERGENCY","86"
"HCE-20150723-4831","153054","419  MILLS AVENUE ","","","BRADDOCK","PA","15104","55138","Community Environment","VACANT PROPERTY","0","NON EMERGENCY","130"
"HCE-20150723-4831","153055","419  MILLS AVENUE ","","","BRADDOCK","PA","15104","55138","Community Environment","VACANT PROPERTY","0","NON EMERGENCY","130"
"HCE-20150723-4833","153056","421  MILLS STREET ","","","BRADDOCK","PA","15104","55138","Community Environment","VACANT PROPERTY","0","NON EMERGENCY","130"
"HCE-20140819-5228","147334","7629  BENNETT STREET ","","","PITTSBURGH","PA","15208","31304","Complaint Housing","MULTI FAMILY","4","NON EMERGENCY","88"
"HCE-20140626-4192","147335","7054  APPLE AVENUE ","","APT  1","PITTSBURGH","PA","15206","31301","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","88"
"HCE-20141120-6860","147972","3122  PHELAN WAY ","","","PITTSBURGH","PA","15219","30605","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20141204-7004","148263","824  PERRY HIGHWAY ","","APT 16","ROSS TOWNSHIP","PA","15229","55624","Complaint Housing","MULTI FAMILY","16","NO HEAT","18"
"HCE-20141125-6943","148270","1913  MT TROY ROAD ","","","RESERVE TOWNSHIP","PA","15212","","Complaint Housing","SINGLE FAMILY","0","NO HEAT","18"
"HCE-20140731-4740","148569","5400  TURNER ROAD ","","","RICHLAND TOWNSHIP","PA","15044","54082","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20141226-7132","148615","1063  WOODLOW STREET ","","B101","PITTSBURGH","PA","15205","32814","Complaint Housing","MULTI FAMILY","3","NO HEAT","1"
"HCE-20140716-4320","148692","615  MONTOOTH STREET ","","","PITTSBURGH","PA","15210","31805","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20141020-6467","148696","808  WEST VIEW PARK DRIVE ","","","WEST VIEW","PA","15229","","Complaint Housing","MULTI FAMILY","40","NON EMERGENCY","18"
"HCE-20140905-5885","148697","309  EVERGREEN AVENUE ","","","MILLVALE","PA","15209","54270","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140927-6205","148813","1914  MCCLURE STREET ","","","HOMESTEAD","PA","15120","54838","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20141201-6970","148830","4324  Coleridge STREET ","","","PITTSBURGH","PA","15201","","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","15"
"HCE-20141202-6977","148832","902  MILLERDALE STREET ","","","PITTSBURGH","PA","15201","31005","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","15"
"HCE-20141117-6805","149013","1036  VALONIA STREET ","","","PITTSBURGH","PA","15220","32020","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20141117-6802","149014","1038  VALONIA STREET ","","","PITTSBURGH","PA","15220","32020","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20150105-1031","149054","452  HOODRIDGE DRIVE ","","Apt# B5","CASTLE SHANNON","PA","15234","54761","Complaint Housing","MULTI FAMILY","0","NO HEAT","46"
"HCE-20141031-6645","149098","6352  SALTSBURG ROAD ","","","PENN HILLS","PA","15235","55658","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","73"
"HCE-20140929-6245","149102","511  BEULAH ROAD ","","","PENN HILLS","PA","15235","55653","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20141216-7079","149182","5339  YOUNGRIDGE DRIVE ","","APT 3","BALDWIN","PA","15236","54805","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","46"
"HCE-20150205-2569","149387","918  CLIMAX STREET ","","","PITTSBURGH","PA","15210","31803","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20141229-7139","149390","310  MILLBRIDGE STREET ","","","PITTSBURGH","PA","15210","31803","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20150220-2688","149396","1410  FIRTH STREET ","","","PITTSBURGH","PA","15212","32420","Complaint Housing","PROPERTY TYPE N/A","0","NO HEAT","18"
"HCE-20150120-2421","149399","30  WOESSNER STREET ","","","PITTSBURGH","PA","15212","32420","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20141222-7110","149400","2039  STRAUBS LANE ","","","PITTSBURGH","PA","15212","32406","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20150108-2299","149407","909  AMHERST STREET ","","","PITTSBURGH","PA","15220","32020","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","18"
"HCE-20140905-5981","149411","835  ELDORA PLACE ","","","PITTSBURGH","PA","15210","31805","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140912-6024","149412","1314  JUNIATA STREET ","","","PITTSBURGH","PA","15233","32107","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140912-6026","149413","1316  JUNIATA STREET ","","","PITTSBURGH","PA","15233","32107","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20150708-4501","152997","307  SALINE STREET ","","","PITTSBURGH","PA","15207","31516","Complaint Housing","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150721-4770","152998","4747  IRVINE STREET ","","","PITTSBURGH","PA","15207","31515","Community Environment","MULTI FAMILY","4","NON EMERGENCY","113"
"HCE-20150721-4796","153000","1118  SAVEY STREET ","","","DUQUESNE","PA","15110","54869","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150721-4788","153001","1123  SAVEY STREET ","","","DUQUESNE","PA","15110","54869","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150721-4787","153003","1119  SAVEY STREET ","","","DUQUESNE","PA","15110","54869","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150721-4795","153005","430  CATHERINE STREET ","","","DUQUESNE","PA","15110","54868","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150331-3057","153011","15D  HAWKINS VILLAGE  ","","","RANKIN","PA","15104","","Complaint Housing","MULTI FAMILY","0","NON EMERGENCY","113"
"HCE-20150514-3499","153012","317  KEARSARGE STREET ","","","PITTSBURGH","PA","15211","31914","Complaint Housing","MULTI FAMILY","3","NO WATER","113"
"HCE-20150721-4779","153014","627  SCHOOL STREET ","","","WEST MIFFLIN","PA","15122","54882","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150706-4482","153015","22 E  LONGFELLOW DRIVE ","","","MUNHALL","PA","15120","54845","Complaint Housing","PROPERTY TYPE N/A","0","NON EMERGENCY","113"
"HCE-20150626-4363","153023","1143  GOLDSTROHM LANE ","","B","DUQUESNE","PA","15110","54869","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","113"
"HCE-20150723-4822","153204","5550  WILKINS AVENUE ","","","PITTSBURGH","PA","15217","31401","West Nile","MULTI FAMILY","2","NON EMERGENCY","130"
"HCE-20150727-4875","153206","5842  DOUGLAS STREET ","","","PITTSBURGH","PA","15217","31408","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","130"
"HCE-20150401-3070","153213","1607  STATE AVENUE ","","","CORAOPOLIS","PA","15108","54507","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","41"
"HCE-20150318-2939","153265","6939  BENNETT STREET ","","","PITTSBURGH","PA","15208","31207","Community Environment","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20150309-2824","153267","1621  LINCOLN AVENUE ","","APT 101","PITTSBURGH","PA","15206","31202","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","88"
"HCE-20150720-4725","153268","2561  PARK HILL DRIVE ","","","PITTSBURGH","PA","15221","31306","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150609-4117","153270","1244  JOSEPHINE STREET ","","","BRIDGEVILLE","PA","15017","54572","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","3"
"HCE-20150309-2823","153271","310  ABBEYVILLE ROAD ","VILLAGE APARTMENTS","","BETHEL PARK","PA","15228","55640","Community Environment","MULTI FAMILY","2","NON EMERGENCY","3"
"HCE-20150623-4310","153274","2511  PARK HILL DRIVE ","","","PITTSBURGH","PA","15221","31306","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150910-5551","153288","51  BOUNDARY STREET ","","APT 2","PITTSBURGH","PA","15213","30406","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150818-5270","153290","6628  DEARY STREET ","","APT 2","PITTSBURGH","PA","15206","31203","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20150629-4403","153291","120  CRESTLINE PLACE ","","","PITTSBURGH","PA","15221","31306","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150430-3324","153292","2520  PARK HILL DRIVE ","","","PITTSBURGH","PA","15221","31306","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150730-4960","153293","2565  PARK HILL DRIVE ","","","PITTSBURGH","PA","15221","31306","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150622-4289","153305","2444  PARK HILL DRIVE ","","","PITTSBURGH","PA","15221","31306","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150623-4309","153308","2509  PARK HILL DRIVE ","","","PITTSBURGH","PA","15221","31306","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","88"
"HCE-20150812-5155","153318","1444  DAVIS AVENUE ","","","PITTSBURGH","PA","15212","32701","Complaint Housing","SINGLE FAMILY","0","SEWAGE","18"
"HCE-20150728-4920","153319","6504  DEARY STREET ","","","PITTSBURGH","PA","15206","31203","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","88"
"HCE-20150608-4102","153320","3146  MT HOPE ROAD ","","","PITTSBURGH","PA","15212","32715","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","18"
"HCE-20150727-4892","153321","1322  COMPLETE STREET ","","","PITTSBURGH","PA","15212","32715","West Nile","PROPERTY TYPE N/A","0","NON EMERGENCY","18"
"HCE-20150616-4220","153322","2606  BARTOLD STREET ","","","PITTSBURGH","PA","15212","32704","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","18"
"HCE-20150610-4135","153323","3823  MCCLURE AVENUE ","","","PITTSBURGH","PA","15212","32701","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","18"
"HCE-20150701-4445","153328","1203  GREENTREE ROAD ","","","GREEN TREE","PA","15220","54690","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","3"
"HCE-20150716-4646","153332","275  OAKVILLE DRIVE ","","","PITTSBURGH","PA","15220","32023","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","18"
"HCE-20150715-4617","153333","3  JENNINGS COURT ","","","PITTSBURGH","PA","15206","31115","Complaint Housing","MULTI FAMILY","4","NON EMERGENCY","15"
"HCE-20150722-4808","153334","664  MIDDLE AVENUE ","","#4","WILMERDING","PA","15148","55080","Complaint Housing","PROPERTY TYPE N/A","0","NON EMERGENCY","15"
"HCE-20150819-5300","153336","541  SHERWOOD AVENUE ","","APT 1 FL 1","PITTSBURGH","PA","15204","32018","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20141016-6437","147161","3930  BRIGHTON ROAD ","","BASEMENT","PITTSBURGH","PA","15212","32708","Complaint Housing","SINGLE FAMILY","1","NO HEAT","88"
"HCE-20140820-5182","147169","7309  HAMILTON AVENUE ","","","PITTSBURGH","PA","15208","31303","Complaint Housing","SINGLE FAMILY","1","SEWAGE","88"
"HCE-20140924-6131","147182","1138  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15210","32901","Community Environment","MULTI FAMILY","2","NON EMERGENCY","46"
"HCE-20140924-6124","147183","1144  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15210","32901","Community Environment","MULTI FAMILY","2","NON EMERGENCY","46"
"HCE-20140924-6125","147185","1136  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15210","32901","Community Environment","MULTI FAMILY","2","NON EMERGENCY","46"
"HCE-20140925-6187","147186","1577  BEVAN ROAD ","","","WHITEHALL","PA","15227","54773","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","46"
"HCE-20141028-6601","147374","116  LAUGHLIN AVENUE ","","","PITTSBURGH","PA","15210","32902","Complaint Housing","SINGLE FAMILY","0","NO HEAT","46"
"HCE-20140915-6076","147441","462 N AIKEN AVENUE ","","APT# 3","PITTSBURGH","PA","15206","31114","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20141016-6443","147442","1722  BRIGHTON ROAD ","","","PITTSBURGH","PA","15212","32503","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140815-5090","147443","4825  CENTRE AVENUE ","","APT# 26","PITTSBURGH","PA","15213","30810","Complaint Housing","MULTI FAMILY","20","NON EMERGENCY","41"
"HCE-20140807-4956","147450","305  STRATMORE AVENUE ","","","PITTSBURGH","PA","15205","32815","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20141104-6704","147451","3130  DOBSON STREET ","","","PITTSBURGH","PA","15219","30605","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20140521-3869","147453","3079  PENN AVENUE ","","","PITTSBURGH","PA","15201","30603","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","41"
"HCE-20141013-6422","147454","1253  BERRY STREET ","","","PITTSBURGH","PA","15204","32816","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140929-6201","147551","3109  ORCHARD STREET ","","","MC KEESPORT","PA","15132","55524","West Nile","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140714-4219","147552","6  WEBER STREET ","","","NORTH BRADDOCK","PA","15104","55128","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20141010-6407","147752","1415  WOODLAND AVENUE ","","","PITTSBURGH","PA","15212","32715","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140929-6228","147757","2806  CALIFORNIA AVENUE ","","","PITTSBURGH","PA","15212","32715","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20141124-6932","147776","2017  DE RUAD STREET ","","APT 1-A","PITTSBURGH","PA","15219","30402","Complaint Housing","MULTI FAMILY","0","NON EMERGENCY","88"
"HCE-20140509-3784","147832","160  HIGHLAND AVENUE ","","APT# 2","WEST VIEW","PA","15229","","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","18"
"HCE-20141201-6964","147974","1913  WESTMONT AVENUE ","","","PITTSBURGH","PA","15210","32901","Complaint Housing","SINGLE FAMILY","0","RATS","46"
"HCE-20141201-6964","147975","1913  WESTMONT AVENUE ","","","PITTSBURGH","PA","15210","32901","Complaint Housing","SINGLE FAMILY","0","RATS","46"
"HCE-20141124-6918","148091","3010  MERWYN AVENUE ","","","PITTSBURGH","PA","15204","32018","Complaint Housing","SINGLE FAMILY","0","NO HEAT","18"
"HCE-20141230-7144","148525","641  FIFTH AVENUE ","","LOWER LEFT","CORAOPOLIS","PA","15108","54508","Complaint Housing","MULTI FAMILY","2","NO HEAT","73"
"HCE-20141118-6837","148567","167  JUNIPER DRIVE ","","","MOON TOWNSHIP","PA","15108","54515","Complaint Housing","MULTI FAMILY","4","NON EMERGENCY","41"
"HCE-20141120-6883","148570","1  RIDENOUR AVENUE ","","","PITTSBURGH","PA","15205","","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20140904-5922","148571","1634  FIFTH AVENUE ","","","PITTSBURGH","PA","15219","30103","Community Environment","MULTI FAMILY","4","NON EMERGENCY","41"
"HCE-20141204-7002","148698","371  PARK AVENUE ","","","HARRISON TOWNSHIP","PA","15065","54012","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","1"
"HCE-20150112-2323","148747","6564  ROWAN STREET ","","","PITTSBURGH","PA","15206","31203","Complaint Housing","SINGLE FAMILY","0","NO HEAT","88"
"HCE-20140506-4660","148748","7251  KEDRON STREET ","","","PITTSBURGH","PA","15208","31302","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20141201-6957","148757","7861  THON DRIVE ","","","PENN HILLS","PA","15147","","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","73"
"HCE-20141216-7076","148900","250  FOURTH STREET ","","Rear","NEVILLE TOWNSHIP","PA","15225","54610","Complaint Housing","SINGLE FAMILY","0","NON EMERGENCY","41"
"HCE-20140929-6199","148903","32 K  MIDWAY DRIVE ","","","WEST MIFFLIN","PA","15122","54882","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20140929-6240","148913","2117  ROSE STREET ","","","PITTSBURGH","PA","15219","30501","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","4"
"HCE-20140515-4405","148936","3104  GROVER AVENUE ","","","MC KEESPORT","PA","15132","55520","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20150526-3920","151988","233  MILLER STREET ","","","TURTLE CREEK","PA","15145","55094","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","130"
"HCE-20150526-3921","151989","237  MILLER STREET ","","","TURTLE CREEK","PA","15145","55094","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","130"
"HCE-20150605-4071","153097","1119  ROSS AVENUE ","","","WILKINSBURG","PA","15221","55610","Community Environment","PROPERTY TYPE N/A","0","NON EMERGENCY","1"
"HCE-20150529-3991","153098","815  COAL STREET ","","","WILKINSBURG","PA","15221","55606","Community Environment","MULTI FAMILY","0","NON EMERGENCY","1"
"HCE-20150317-2914","153102","1509  COAL STREET ","","","WILKINSBURG","PA","15221","55611","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","1"
"HCE-20150715-4621","153129","1306  LOWRIE STREET ","","","PITTSBURGH","PA","15212","32406","Community Environment","SINGLE FAMILY","0","NON EMERGENCY","18"
