HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"79,336",.,.,.,.,"79,336"
PM45B,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"31,936",.,.,.,"3,301","35,237"
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,"17,468",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,468"
PN47B,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",.,.,.,.,.,"2,201",.,.,.,.,.,.,.,.,.,.,"2,201"
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082","1,082"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,"3,740","6,298","2,930","2,161","5,205",.,.,.,.,.,.,"58,794",.,.,.,"12,711","91,839"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,376,.,.,"1,544",.,.,.,"1,082","3,002"
PN49A,Paediatric Coagulation Disorders with CC Score 1+,"17,532",.,"2,316",.,"1,307",.,.,.,.,.,.,"12,968",.,.,.,"4,329","38,453"
PN49B,Paediatric Coagulation Disorders with CC Score 0,762,.,"1,424",.,"1,194",734,.,.,.,.,.,752,.,"1,000",.,"1,623","7,490"
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,206,"3,656",.,.,"6,116","5,135",.,.,.,.,.,"21,582",.,.,.,.,"36,693"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,"9,867","18,547",.,.,"4,337","11,003",.,.,.,.,859,"53,224",.,.,.,"5,101","102,939"
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,"27,419",.,.,"19,085",.,.,.,.,.,.,.,.,.,.,.,"46,504"
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,"1,828",.,.,"1,735",.,.,.,.,.,.,"11,817",.,.,.,.,"15,380"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,"2,943","1,828",.,"4,321","6,940","7,335",.,.,.,.,.,"72,537",.,.,.,"4,329","100,234"
PR01D,Paediatric Nervous System Disorders with CC Score 1,"8,309","14,624",.,.,"7,482",904,.,.,.,.,.,"33,364",.,.,.,"2,165","66,846"
PR01E,Paediatric Nervous System Disorders with CC Score 0,.,"1,828",.,"1,440","10,635",.,.,.,.,.,.,"18,897",.,"6,001",.,"7,035","45,836"
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,"3,049",.,.,.,.,"1,467",.,.,.,.,.,"168,600",.,"4,001",.,.,"177,116"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"17,437","8,533",.,"3,601","5,205","11,736",.,.,.,.,.,"127,768",.,"15,509",.,"20,775","210,563"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"22,010","10,562",.,"10,083","14,747","2,201","1,055",.,.,.,.,"53,702",.,"16,003",.,"13,427","143,790"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,"3,049","2,437",.,.,"8,675",.,.,.,.,.,.,"12,018",.,.,.,"5,933","32,111"
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,"8,061","4,875",.,"1,440","6,940","4,796",.,.,376,.,.,"15,814",.,"7,001",.,"5,914","55,217"
PR03C,Paediatric Febrile Convulsions with CC Score 0,"11,110","9,140",.,"2,161","5,532","3,969",528,.,.,.,.,"5,013",.,"5,001",.,"6,997","49,449"
PR04A,"Paediatric Headaches or Migraines, with CC Score 4+","7,013","1,219",.,.,"2,614","1,467",.,.,.,.,.,"28,130",.,.,.,.,"40,443"
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3","3,049","1,423",.,.,"2,175",.,.,.,376,.,.,"9,906",.,"2,503",.,"3,109","22,539"
PR04C,"Paediatric Headaches or Migraines, with CC Score 0","1,639",609,.,.,327,734,"1,134",.,.,.,.,"1,143",.,"5,009",.,734,"11,328"
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,"7,807",.,.,.,.,.,.,.,.,.,.,.,"7,807"
PR06A,Paediatric Intracranial Injury with CC Score 3+,"1,827",.,.,.,876,.,.,.,.,.,.,"31,966",.,.,.,.,"34,669"
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,"2,201",.,.,.,.,.,"10,711",.,.,.,.,"12,911"
PR06C,Paediatric Intracranial Injury with CC Score 0,.,"1,356",.,.,.,.,.,.,.,.,.,"8,729",.,"5,177",.,.,"15,262"
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,"2,133","2,574",.,720,"2,611","1,919",.,.,.,.,.,"2,766",.,647,.,.,"13,371"
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,"1,370","1,219",.,"2,013",.,395,.,.,.,.,.,"8,741",.,"1,000",.,"3,763","18,502"
PT52A,Paediatric Behavioural Disorders with CC Score 1+,.,"1,219",.,.,.,"2,934",.,.,.,.,648,"5,986",.,.,.,.,"10,787"
PT52B,Paediatric Behavioural Disorders with CC Score 0,877,"1,625",.,720,327,734,.,.,.,.,692,.,.,.,.,.,"4,974"
PT53A,Paediatric Eating Disorders with CC Score 1+,.,"31,715","30,708",.,"21,687",.,.,.,.,.,.,"5,856",.,.,.,"26,662","116,629"
PT53B,Paediatric Eating Disorders with CC Score 0,"10,672","54,838","2,337",.,"9,542",.,.,.,"9,340",.,.,.,.,.,.,"34,129","120,859"
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+","5,048",.,.,"2,881",.,"1,467","1,055","1,137",.,.,.,.,.,.,.,"3,827","15,415"
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0","15,302","1,219",.,.,"3,007",.,.,"1,666",.,.,.,"42,128",.,"7,931",.,"14,635","85,887"
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+","12,098",.,.,.,.,.,.,"3,332",.,.,.,"46,031",.,.,.,"9,608","71,069"
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0","66,068","1,356",.,"1,145",.,.,.,"13,925",.,.,"1,439","159,614",.,"5,177",.,"11,550","260,274"
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,"1,219",.,.,"3,470","2,934",.,.,.,.,.,"3,787",.,.,.,.,"11,410"
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",614,.,.,573,"4,841","1,862",.,.,.,.,.,"5,335",.,647,.,"10,791","24,662"
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0","2,928","5,214",675,573,"13,817","5,328",.,608,.,.,.,"16,469",.,"5,919",.,"25,591","77,121"
PW16A,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,"29,341",.,.,.,.,.,"84,444",.,.,.,"15,153","128,937"
PW16B,Paediatric Major Infections with CC Score 5-6,"6,098",.,.,.,.,"3,668",.,.,.,.,.,"49,437",.,.,.,.,"59,202"
PW16C,Paediatric Major Infections with CC Score 2-4,"16,007","24,607",.,"3,601","24,290","6,602",.,"12,249",.,.,.,"198,370",.,"22,004",.,"36,370","344,099"
PW16D,Paediatric Major Infections with CC Score 1,"58,922","13,844",.,"9,137","16,482",.,.,"32,134",.,.,.,"83,446",.,"25,004",.,"36,253","275,223"
PW16E,Paediatric Major Infections with CC Score 0,"28,121","43,357",.,"28,740","24,708","2,934",.,"10,800","1,970",.,.,"120,654",.,"40,807",.,"53,399","355,491"
PW17A,Paediatric Intermediate Infections with CC Score 6+,"3,663",.,.,"1,440","13,880","11,736",.,.,.,.,.,"58,476",.,.,.,.,"89,196"
PW17B,Paediatric Intermediate Infections with CC Score 3-5,"24,389","24,373",.,"15,845","41,648","36,676",.,"6,559",.,.,"2,122","87,431",.,"14,297",.,"6,026","259,365"
PW17C,Paediatric Intermediate Infections with CC Score 1-2,"107,038","153,758",.,"21,181","117,392","103,925",.,.,"1,127",.,"5,104","228,599",.,"59,834",.,"98,642","896,599"
PW17D,Paediatric Intermediate Infections with CC Score 0,"82,661","59,956","2,654","37,969","69,329","31,902","1,583",.,.,.,"3,209","199,332",.,"99,358",.,"78,436","666,391"
PW18A,Paediatric Minor Infections with CC Score 2+,.,"2,437",.,.,"6,072",.,.,.,.,.,.,"8,693",.,.,.,"3,247","20,449"
PW18B,Paediatric Minor Infections with CC Score 1,540,.,.,.,867,.,.,.,.,.,.,"2,682",.,.,.,541,"4,630"
PW18C,Paediatric Minor Infections with CC Score 0,"1,525",609,.,720,"2,328",734,.,.,.,.,.,"2,682",.,.,.,"2,165","10,762"
PW19A,Paediatric Viral Infections with CC Score 3+,"14,483","3,047",.,.,"13,012","19,072",.,.,.,.,.,"43,425",.,"4,001",.,"7,228","104,266"
PW19B,Paediatric Viral Infections with CC Score 1-2,"17,532","25,029",712,"6,482","22,881","27,104",.,.,376,.,387,"44,819",.,"15,003",.,"19,409","179,731"
PW19C,Paediatric Viral Infections with CC Score 0,"9,039","22,589",.,"5,762","6,510","12,339",.,.,376,.,.,"30,802",.,"20,506",.,"15,114","123,037"
PW20A,Paediatric Fever Unspecified with CC Score 3+,"12,958","3,656",.,.,"12,145","2,201",.,.,.,.,.,"32,160",.,.,.,"2,165","65,284"
PW20B,Paediatric Fever Unspecified with CC Score 1-2,"26,793",.,.,.,"20,820","1,467",.,.,.,.,.,"60,517",.,.,.,"4,813","114,409"
PW20C,Paediatric Fever Unspecified with CC Score 0,"1,525","7,921",.,"2,161","6,359",.,.,.,.,.,.,"24,663",.,.,.,"12,583","55,210"
PX22A,Paediatric Chest Pain with CC Score 1+,438,"1,016",972,"1,001",.,.,701,.,.,.,.,"1,641",.,.,.,730,"6,499"
PX22B,Paediatric Chest Pain with CC Score 0,762,.,.,.,.,"1,467",.,.,.,.,.,306,.,.,.,.,"2,535"
PX29A,Paediatric Abdominal Pain with CC Score 3+,"10,037",.,.,.,"3,505","2,391",.,.,.,.,.,"35,082",.,"4,053",.,"2,844","57,912"
PX29B,Paediatric Abdominal Pain with CC Score 1-2,"36,026","22,406",928,"8,588","23,654","22,357","2,110",.,.,.,982,"31,991",.,"7,118",.,"24,164","180,323"
PX29C,Paediatric Abdominal Pain with CC Score 0,"13,686","16,438","5,373","9,698","14,605","6,887",.,.,.,.,"4,064","8,992",.,"21,299",.,"13,410","114,450"
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,"5,336","4,875",.,.,"11,277","7,335",.,.,.,.,.,"45,715",.,.,.,"19,674","94,212"
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,"4,574","2,437",.,"2,881","6,072",.,.,.,.,.,.,.,.,"2,000",.,.,"17,964"
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,609,.,720,"1,735","2,201",.,.,.,.,.,.,.,.,.,"3,788","9,053"
PX50A,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",438,407,.,454,327,.,.,.,376,.,.,"1,138",.,"1,506",.,908,"5,554"
PX50B,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3","1,201","5,745",.,"1,001","2,501",.,528,.,752,.,"1,161","5,577",.,"5,013",.,"4,209","27,687"
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0","1,963","6,043",.,"1,627",654,"1,336",.,.,.,.,387,"3,255",.,"1,000",.,"1,082","17,347"
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,"7,807","5,135",.,.,.,.,.,.,.,.,.,.,"12,942"
PX54Z,Paediatric Convalescent or Other Relief Care,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,623","1,623"
PX55Z,Paediatric Respite Care,"25,154",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082","26,237"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+","17,532","3,253",.,"1,440","6,072","2,201",.,.,.,.,.,"31,085",.,"1,506",.,"5,604","68,694"
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0","5,336","2,437",.,720,.,301,.,.,.,.,.,"6,242",.,"1,000",.,.,"16,037"
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+","3,049",.,.,.,.,.,.,.,.,.,.,"6,412",.,.,.,.,"9,461"
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",762,"2,732",.,"1,440",763,"3,668",.,.,.,.,.,"4,557",.,.,.,"1,395","15,317"
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0","7,450","5,142",.,"2,881","8,386",301,.,.,.,.,.,"14,763",.,"2,647",.,"7,523","49,095"
PX59A,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,"49,447","23,473",.,.,.,.,.,"5,586",.,"9,002",.,"28,140","115,648"
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,"28,203",.,.,.,.,.,.,.,.,.,.,"19,231",.,"2,000",.,"13,007","62,441"
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,.,"4,265",.,.,"2,602","2,201",.,.,.,.,.,"3,536",.,.,.,.,"12,605"
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"5,338",.,"2,000",.,"1,623","8,962"
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,977",.,.,.,.,"2,977"
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,.,"3,656",.,"2,255","1,134","5,430",.,"1,666",.,.,.,"8,875",.,.,.,.,"23,016"
PX60C,Paediatric Other Congenital Conditions with CC Score 0,.,"11,644",.,.,839,.,.,.,.,.,.,"2,378",.,.,.,"3,320","18,181"
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,813,.,.,"7,189","10,846","10,023",.,.,.,.,"2,698",.,"6,026",.,"17,126","54,721"
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7","18,112","5,430",.,.,.,.,"4,220",.,.,.,.,.,.,"1,004",.,"12,104","40,871"
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4","10,957",714,"8,575",.,"6,535",603,"2,110",.,.,.,.,"1,763",.,"5,021",.,"7,336","43,615"
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,"28,446","4,082",.,.,.,.,.,.,.,.,.,.,.,734,"33,262"
SA02G,Coagulation Defect with CC Score 5+,"9,435","1,121","5,280",.,"9,870",.,"4,220",.,.,.,"2,470",.,.,.,.,.,"32,395"
SA02H,Coagulation Defect with CC Score 2-4,.,.,"43,547",.,"4,381",.,.,.,.,.,734,.,.,.,.,.,"48,662"
SA02J,Coagulation Defect with CC Score 0-1,"13,144",.,"38,414","3,435",.,.,.,.,.,.,.,.,.,.,.,"5,755","60,748"
SA03G,Haemolytic Anaemia with CC Score 3+,.,"8,770","19,658","1,361",.,.,.,.,.,.,"1,439","6,316",.,.,.,"9,170","46,713"
SA03H,Haemolytic Anaemia with CC Score 0-2,.,.,"5,703","4,989","7,249","1,788",.,.,752,.,.,.,.,.,.,.,"20,481"
SA04G,Iron Deficiency Anaemia with CC Score 14+,"1,105",.,"8,120",.,.,.,"15,825",.,.,.,.,.,.,.,.,"10,270","35,321"
SA04H,Iron Deficiency Anaemia with CC Score 10-13,"10,421",.,"10,425",.,"3,921",.,"7,385",.,.,"1,798","4,205","1,057",.,"3,013",.,"13,012","55,238"
SA04J,Iron Deficiency Anaemia with CC Score 6-9,"40,711","6,374","26,369","7,257","5,833","11,001","9,249",.,"5,197","4,675","11,872","6,449",.,"13,056",.,"33,136","181,179"
SA04K,Iron Deficiency Anaemia with CC Score 2-5,"21,327","29,409","20,132","14,701","21,999","12,009","6,330",.,"9,750","2,877","33,570","5,899",.,"13,923",.,"40,479","232,407"
SA04L,Iron Deficiency Anaemia with CC Score 0-1,"4,541","7,863","8,654","2,721","9,657","2,523",.,.,"2,942",.,"6,685","9,102",.,"5,061",.,"2,934","62,684"
SA05G,Megaloblastic Anaemia with CC Score 8+,.,813,.,.,.,.,.,.,.,"6,833","6,010","1,629",.,.,.,.,"15,285"
SA05H,Megaloblastic Anaemia with CC Score 4-7,"3,945",.,"3,190",.,.,"2,712",.,.,"4,509",.,"9,103","1,047",.,"1,506",.,"2,934","28,947"
SA05J,Megaloblastic Anaemia with CC Score 0-3,.,"4,066","3,867",.,.,.,.,.,.,.,.,"3,612",.,.,.,.,"11,545"
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,"1,626","22,737",.,"8,567",.,.,.,.,.,.,.,.,"2,009",.,"6,322","41,262"
SA06H,Myelodysplastic Syndrome with CC Score 5-7,"13,320",.,"23,886",.,.,.,"1,583",.,.,.,"1,081",.,.,"1,931",.,"1,467","43,267"
SA06J,Myelodysplastic Syndrome with CC Score 2-4,"20,534",813,"36,587",.,.,"5,760",.,.,.,.,.,.,.,.,.,"5,869","69,564"
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,"1,220","62,710",.,"3,295",715,.,.,.,.,.,.,.,.,.,"1,100","69,040"
SA07G,Myeloproliferative Disorder with CC Score 7+,"4,995",.,.,.,"5,438","18,335",.,.,.,.,.,.,.,.,.,.,"28,768"
SA07H,Myeloproliferative Disorder with CC Score 4-6,"5,698","4,989","9,804",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,490"
SA07J,Myeloproliferative Disorder with CC Score 0-3,"4,420","1,528","60,163",.,"3,295",.,.,.,.,.,"4,406",.,.,.,.,"3,301","77,113"
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+","9,836","5,629",.,.,"23,093",.,.,.,"4,509",.,"21,089","1,047",.,"5,177",.,"2,201","72,581"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5","3,814","11,176","9,481","1,718","3,713",.,.,.,.,.,"7,305","1,696",.,"7,532",.,"8,699","55,134"
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2","2,490","2,025","6,856",.,"2,268","2,143",.,.,.,.,"3,667","10,368",.,.,.,"5,257","35,074"
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,.,"18,354",.,"8,169","10,846","3,693",.,"8,643",.,.,.,.,.,.,"7,436","57,140"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,"9,073","7,726","19,974","8,738","8,218","3,675","4,748",.,"6,764",.,"1,428","13,183",.,"10,043",.,"16,064","109,634"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,"22,138","20,604","19,978","12,984","36,563","13,405","9,495",.,"7,891","2,877","10,784","20,175",.,"25,104",.,"45,591","247,591"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,"7,087","54,451","39,501","21,118","35,453","7,149","1,583",.,"10,502",.,"17,872","13,008","2,443","21,265",.,"28,203","259,635"
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,"6,997","3,181","20,799","3,629","6,465",904,.,.,752,.,"6,323","8,456",.,"2,009",.,"14,007","73,520"
SA12G,Thrombocytopenia with CC Score 8+,"16,504",.,"20,867",.,"20,418",.,.,.,"4,134",.,.,.,.,.,.,"1,467","63,391"
SA12H,Thrombocytopenia with CC Score 5-7,.,"1,072","3,202","4,536","7,908",.,.,.,.,.,"1,081",.,814,.,.,"1,100","19,713"
SA12J,Thrombocytopenia with CC Score 2-4,"2,630","2,248","11,582",.,"2,298","2,994",.,.,.,.,.,.,.,"4,519",.,"1,100","27,372"
SA12K,Thrombocytopenia with CC Score 0-1,.,"8,104","23,623",.,"6,590","2,026",.,.,.,.,.,"1,047",.,"2,009",.,"2,568","45,965"
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","6,480",.,"19,468","6,099","19,879","1,932","5,275",.,"1,483",.,.,"5,285",814,"11,224",.,"6,228","84,168"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,701,.,.,.,.,701
SA14Z,"Plasma Exchanges, 2 to 9","10,420",.,"18,138",.,.,.,.,.,.,.,.,"30,961",.,.,.,.,"59,519"
SA15Z,"Plasma Exchanges, 10 to 19","14,067",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,067"
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+","2,191",.,"30,404","3,629","9,215",.,.,.,.,.,.,"7,051",.,"2,511",.,.,"55,000"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2","9,135",.,"7,635",.,.,.,.,.,.,.,"3,858","1,966",.,.,.,.,"22,595"
SA18Z,Bone Marrow Harvest,.,.,.,.,.,.,.,.,.,.,.,"13,270",.,.,.,.,"13,270"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,"69,015",.,"3,594",.,.,.,.,.,.,.,.,.,.,"4,058","76,667"
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,"111,029",.,.,.,.,.,.,.,.,.,.,.,.,"1,100","112,129"
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,"8,606",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,606"
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,.,.,"2,957",.,.,.,.,.,.,.,.,.,.,"2,934","5,892"
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,.,.,"102,321",.,.,.,"6,330",.,.,.,"3,858",.,.,.,.,"1,834","114,344"
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,.,"11,506","112,862",.,"1,318",.,.,.,.,.,.,.,.,"12,943",.,"29,343","167,972"
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,"4,995",813,"129,365",.,.,.,"1,583",.,752,.,.,.,.,"2,511",.,"28,583","168,602"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,"3,330","6,874","339,631","9,525","18,452",.,.,.,.,.,.,.,.,"1,506",.,"27,165","406,484"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,"3,885",714,"204,863",.,"20,048",.,.,.,.,.,.,.,.,.,.,.,"229,510"
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"30,773",.,.,.,.,.,.,.,.,.,.,.,.,.,"30,773"
SA30A,Plasma Cell Disorders with CC Score 11+,"6,105","12,764","9,285","8,164","20,429",.,"10,703",.,.,.,.,.,.,.,.,"2,201","69,652"
SA30B,Plasma Cell Disorders with CC Score 8-10,"19,979",.,"46,711",.,"40,200",.,"5,763",.,"3,006",.,.,"1,632",.,.,.,"2,089","119,381"
SA30C,Plasma Cell Disorders with CC Score 5-7,"29,969","9,644","89,823","4,536","67,879",.,.,.,.,.,.,.,.,.,.,"27,814","229,664"
SA30D,Plasma Cell Disorders with CC Score 2-4,"6,660","15,682","184,897",.,"21,692",.,.,.,"5,261","5,035",.,.,.,.,.,"22,994","262,222"
SA30E,Plasma Cell Disorders with CC Score 0-1,"13,320","8,929","204,915",.,"16,758","3,878",.,.,.,.,.,.,.,.,.,"6,235","254,035"
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+","23,864","28,232",.,.,"67,235",.,"17,285",.,.,.,.,.,.,.,.,.,"136,616"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14","8,766","30,003","40,249",.,"12,521",.,.,.,"15,783",.,"13,211","2,022",.,.,.,"37,761","160,316"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","19,279","11,001","68,547","13,127","50,954","7,494","12,212",.,.,.,.,"8,299",.,.,.,"38,191","229,102"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","5,638","19,793","164,251","6,804","76,134","4,821",.,.,"6,855",.,"1,439",.,.,.,.,"20,977","306,712"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","10,866","44,957","162,532",.,"51,985","3,570",.,.,.,.,.,"11,423",.,.,.,"10,637","295,971"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","9,406","14,364","235,877","1,718","31,033","4,821",.,.,.,.,.,"20,283",.,"6,963",.,"4,768","329,232"
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+","2,775",.,.,.,"1,634",.,.,.,.,.,.,.,.,.,.,"1,467","5,876"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","7,770",.,.,907,.,.,.,.,.,.,.,.,.,.,.,"1,100","9,777"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4","9,435","6,506","23,348",.,"1,318","1,506",.,.,.,.,.,.,.,.,.,.,"42,113"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","4,995",.,"70,278",.,"6,590",603,.,.,.,.,.,.,.,.,.,"1,467","83,933"
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,"13,780",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,780"
SA35A,Agranulocytosis with CC Score 13+,"4,995",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,995"
SA35B,Agranulocytosis with CC Score 9-12,"4,995",.,.,"14,061","12,521",.,.,.,.,.,.,.,.,.,.,"1,467","33,044"
SA35C,Agranulocytosis with CC Score 5-8,"17,851","1,220","3,720","19,624","3,295","5,271",.,.,.,.,.,"2,038",.,"2,511",.,"24,076","79,606"
SA35D,Agranulocytosis with CC Score 2-4,"32,570","2,698","40,098","17,109","14,095","9,039","3,165",.,.,.,"3,858","3,862",.,"6,026",.,"40,967","173,487"
SA35E,Agranulocytosis with CC Score 0-1,"12,329","7,281","16,390","2,188",.,603,.,.,.,.,.,.,.,"2,511",.,"14,672","55,973"
SA37Z,Sickle Cell Anaemia without Crisis,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
UZ01Z,Data Invalid for Grouping,"1,202,444","101,859","818,843","19,263","137,116","123,159",.,"235,650",.,"8,272","2,596,569","3,512,722","16,693","255,928",.,"55,424","9,083,941"
VA10A,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","56,772","63,686","7,002","48,289","80,983","38,793",.,"8,252",.,"6,473","1,895","126,223","4,886","43,230",.,"49,298","535,782"
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","68,467","71,422","13,738","34,165","77,047","55,646","20,957","29,812","31,860","31,289","3,520","168,216","3,664","78,049",.,"66,554","754,407"
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","86,458","94,778","4,046","49,847","106,731","82,224","48,398","24,656","29,150","68,691",.,"365,376","28,908","132,458",.,"125,193","1,246,914"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","38,885","4,364","19,717","24,344","40,040","42,810","9,520","9,682","62,421","85,234",848,"170,301","33,794",.,.,"102,813","644,775"
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8","19,212","1,356",.,.,"16,096",603,.,.,.,.,.,"26,806",.,"5,919",.,"28,367","98,360"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8","5,048","4,971",.,.,"11,667","12,646",.,.,"4,225",.,.,"34,349",.,.,.,"9,748","82,654"
