HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,6,20,1,.,.,18,.,.,.,.,.,.,.,.,.,.,13,.,58
HC32E,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,2,.,3
HC32F,Low Back Pain with CC Score 0-2,.,.,.,8,.,.,.,.,11,.,1,.,1,3,.,.,50,.,74
HD21G,Soft Tissue Disorders with CC Score 3-5,.,1,.,.,.,1,.,.,5,.,.,.,2,4,.,.,3,.,16
HD21H,Soft Tissue Disorders with CC Score 0-2,23,1,41,2,.,27,2,.,11,.,33,15,2,9,.,.,25,.,191
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,10,.,1,.,21,.,.,.,.,.,.,.,.,.,.,.,.,32
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,42,2,1,.,44,.,.,.,.,.,.,.,.,.,.,1,.,90
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",514,721,17,.,.,323,1,.,.,.,.,.,47,2,.,.,314,.,"1,939"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,2,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,4
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",1,6,2,.,.,3,.,.,8,1,.,.,.,.,.,.,4,.,25
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",21,14,8,.,.,20,1,.,28,1,1,.,2,1,.,.,21,.,118
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD25G,"Infections of Bones or Joints, with CC Score 2-4",.,1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,2,.,7
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",1,.,4,.,.,5,1,.,4,.,2,.,.,4,.,.,2,.,23
HD39H,Pathological Fractures with CC Score 0-2,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,11,.,12,.,.,.,.,.,.,.,.,.,.,.,.,8,.,31
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",6,28,.,55,.,2,.,.,.,.,.,.,.,.,.,.,17,.,108
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",98,24,.,145,.,4,.,.,.,.,.,.,1,.,.,.,37,.,309
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,2,.,4
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,2,.,.,1,.,.,.,2,.,.,.,1,.,6
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,12,.,8,.,12,.,.,.,.,.,.,.,.,.,.,1,.,33
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,3,.,28,.,11,.,.,.,.,.,.,.,.,.,.,8,.,50
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",3,7,.,83,.,35,.,.,.,.,.,.,.,.,.,.,25,.,153
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",3,27,.,76,.,14,.,.,.,.,.,.,.,.,.,.,41,.,161
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,2
JA18Z,Unilateral Minor Breast Procedures,8,6,.,3,8,8,.,.,.,2,.,5,4,3,1,.,5,1,54
JA19Z,Bilateral Minor Breast Procedures,1,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,1,.,3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,5
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,2,6,.,22,4,10,.,.,.,1,.,2,.,.,.,.,12,.,59
JA21A,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,3,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3,.,8
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,2,.,1,.,2,.,.,.,2,.,.,.,.,.,.,3,.,10
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,21,26,.,34,10,64,17,1,.,72,.,13,3,3,1,4,52,.,321
JA25Z,Bilateral Intermediate Breast Procedures,.,2,.,1,.,2,1,.,.,.,.,1,.,.,.,.,.,.,7
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,1,.,.,5,.,.,.,.,.,6
JB33C,Other Burn without Skin Procedure,.,1,.,.,.,1,4,.,.,.,1,.,.,.,.,.,.,.,7
JC41Z,Major Skin Procedures,11,.,.,.,.,.,.,.,.,.,1,.,104,1,.,.,1,.,118
JC42A,"Intermediate Skin Procedures, 13 years and over",138,15,.,6,50,80,29,2,3,156,13,4,129,9,16,49,"3,307",18,"4,024"
JC42B,"Intermediate Skin Procedures, 12 years and under",2,.,.,.,.,1,.,.,.,.,.,.,35,.,.,.,179,.,217
JC43A,"Minor Skin Procedures, 13 years and over",554,262,.,39,847,714,373,140,15,580,138,223,378,314,141,473,716,242,"6,149"
JC43B,"Minor Skin Procedures, 12 years and under",12,1,.,.,10,19,4,2,1,2,.,.,109,5,9,1,42,1,218
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",.,1,.,3,1,3,.,.,.,1,.,.,.,.,.,.,2,.,11
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",13,1,1,14,40,64,7,.,1,.,3,1,28,2,.,1,42,12,230
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KA05D,Anterior Pituitary Disorders with CC Score 0-1,1,.,.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,.,5
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,1,.,7,1,.,.,.,.,.,1,.,.,.,3,.,13
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,1,.,.,.,.,4,.,.,.,.,.,.,21,.,.,.,.,.,26
KA08C,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,2,4,.,.,.,.,.,.,.,.,.,2,.,8
KA09D,Thyroid Procedures with CC Score 2-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA09E,Thyroid Procedures with CC Score 0-1,.,1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,1,.,4
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,1,.,3
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,2,.,2,8,.,.,.,.,.,.,.,.,.,2,.,14
KB04Z,Continuous Subcutaneous Insulin Infusion,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,3
KC04A,Inborn Errors of Metabolism with CC Score 3+,.,49,.,4,.,4,2,.,.,.,.,.,.,.,.,.,23,9,91
KC04B,Inborn Errors of Metabolism with CC Score 0-2,722,112,.,220,10,641,64,.,.,.,.,.,"1,416",.,.,.,504,126,"3,815"
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,6
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",23,1,.,2,.,1,2,.,.,1,.,.,.,.,.,.,.,.,30
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",123,.,.,2,.,5,89,.,.,3,.,.,.,.,.,.,3,.,225
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,5
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,14,.,17,11,.,.,.,.,.,.,.,.,.,1,.,43
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,3,.,.,2,.,.,.,.,.,.,.,3,.,.,.,8
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,1,.,3,.,.,3,.,.,.,.,.,.,.,.,.,.,.,7
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,19,.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,22
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,21,.,2,.,.,.,.,.,.,.,.,.,.,.,.,23
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",1,.,.,71,.,8,31,.,.,.,.,.,.,.,.,.,9,.,120
LA13A,"Examination for Post-Transplantation of Kidney of Recipient, 19 years and over",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",.,.,.,12,.,3,.,.,.,.,.,.,.,.,.,.,.,.,15
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",.,.,.,88,4,22,.,.,.,.,.,.,.,.,.,.,.,.,114
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,1,.,37
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,222,.,4,.,.,.,.,.,.,.,.,.,.,8,.,234
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",4,.,.,564,.,7,1,.,.,.,.,.,.,1,.,.,11,.,588
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,4,1,1,.,.,.,.,.,.,16,1,.,.,1,.,24
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over",43,1,.,334,83,67,1,.,.,.,.,.,.,6,.,2,20,.,557
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,1,1,.,4
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,1,.,.,2,9,.,.,.,.,.,3,.,.,.,.,1,5,.,21
LB14Z,Intermediate Endoscopic Bladder Procedures,51,37,.,50,56,105,27,6,.,20,32,.,1,13,.,.,34,.,432
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,2,.,2,.,.,.,.,.,.,15,.,.,.,1,.,20
LB15E,"Minor Bladder Procedures, 19 years and over",17,.,.,255,12,120,2,1,.,14,3,.,1,1,.,.,160,.,586
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,6,.,.,1,.,.,.,.,.,.,.,.,.,1,.,8
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",2,1,.,25,6,.,.,.,.,.,.,.,.,.,.,.,24,.,58
LB17Z,Introduction of Therapeutic Substance into Bladder,272,.,.,395,.,219,215,.,.,.,1,1,.,.,.,.,131,.,"1,234"
LB18Z,Attention to Suprapubic Bladder Catheter,3,.,.,85,10,9,1,.,.,5,.,8,11,.,1,13,12,.,158
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,.,6,1,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,46,14,4,.,.,.,.,.,.,1,.,.,.,1,.,66
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,5
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,3,.,83,5,1,.,.,.,.,2,1,.,1,1,.,1,.,98
LB27Z,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)",252,.,.,471,205,4,.,.,.,71,.,.,.,.,.,.,234,.,"1,237"
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",1,.,.,5,21,.,.,.,.,1,.,.,.,.,.,.,.,.,28
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,3,.,32
LB29D,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,17,.,19
LB33Z,Vasectomy Procedures,117,63,.,83,164,53,219,61,.,267,.,169,.,55,28,99,144,.,"1,522"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",.,.,.,7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,8
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",3,.,.,19,.,.,1,.,1,.,.,2,.,1,.,.,.,.,27
LB36Z,Extracorporeal Lithotripsy,.,.,.,566,48,255,.,.,.,.,.,.,.,.,.,.,.,.,869
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,1,.,.,17,.,1,1,.,.,.,1,.,.,.,.,.,3,.,24
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",4,1,.,26,7,9,2,.,.,1,1,.,.,.,.,.,3,.,54
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",.,.,.,16,.,4,1,.,.,.,.,.,.,.,.,.,.,.,21
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",119,.,.,205,.,4,1,.,.,.,.,.,.,.,.,.,5,.,334
LB42B,"Dynamic Studies of Urinary Tract, between 2 and 18 years",2,.,.,8,.,.,.,.,.,.,.,.,2,.,.,.,.,.,12
LB42C,"Dynamic Studies of Urinary Tract, 1 year and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB43Z,Treatment of Erectile Dysfunction,.,.,.,27,13,.,.,.,.,.,.,.,1,.,.,.,1,.,42
LB47Z,Major Open Penis Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,5
LB48Z,Intermediate Open Penis Procedures,1,.,.,.,2,1,.,.,.,.,2,.,3,.,.,.,2,.,11
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",.,.,.,.,.,.,.,.,.,6,1,.,.,.,.,.,.,.,7
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1",6,21,.,24,27,16,.,.,.,54,18,.,.,.,4,4,3,.,177
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",2,1,.,1,.,3,.,.,.,1,1,.,2,1,.,.,3,.,15
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",1,.,.,.,.,1,.,.,.,.,2,.,7,.,.,.,12,.,23
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",1,.,.,.,5,3,.,1,.,.,2,.,.,.,.,.,3,.,15
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",42,11,.,14,44,19,20,5,.,19,7,1,.,10,3,11,23,1,230
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",6,.,.,1,2,10,6,.,.,1,1,.,32,.,3,.,68,.,130
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",2,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,33,.,50
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",36,1,.,28,53,35,19,10,.,15,20,.,.,10,1,19,38,.,285
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",.,.,.,3,.,.,.,.,.,.,.,.,16,.,.,.,9,.,28
LB56A,"Minor Penis Procedures, 19 years and over",88,15,.,40,80,66,55,19,.,54,22,3,.,20,6,14,61,.,543
LB56C,"Minor Penis Procedures, between 2 and 18 years",22,3,.,4,12,50,7,1,.,11,3,1,40,2,33,1,72,.,262
LB56D,"Minor Penis Procedures, 1 year and under",.,.,.,.,.,2,.,.,.,.,.,.,7,.,.,.,21,.,30
LB57D,Urethral Disorders without Interventions,2,.,.,3,1,.,.,.,.,.,.,.,.,.,.,.,3,.,9
LB58D,Penile Disorders without Interventions,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",2,.,.,16,.,3,.,.,.,.,.,.,.,.,.,.,.,.,21
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",1,.,.,36,.,4,.,.,.,.,1,.,.,.,.,.,.,.,42
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",.,.,.,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,5
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,.,39,2,7,.,.,.,.,.,.,.,.,.,.,.,.,48
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,1,.,.,3
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",6,.,.,30,35,48,.,.,.,.,.,.,.,.,.,.,2,.,121
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over","1,101",32,.,"3,087","1,648","1,227",517,231,.,844,305,5,.,132,54,415,913,.,"10,511"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",5,.,.,10,9,2,1,2,.,1,2,.,14,1,.,.,3,.,50
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,1,.,3
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,1,4,.,.,1,1,.,.,.,4,4,.,.,.,.,.,1,.,16
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,2,2,.,1,.,2,.,.,.,.,14,.,.,.,3,.,.,.,24
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",6,5,.,.,.,5,.,.,.,1,26,.,.,.,.,.,.,.,43
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",12,2,.,.,16,5,.,.,.,.,4,.,.,.,.,.,.,.,39
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",71,88,.,86,22,71,8,.,.,43,46,.,.,.,52,6,10,.,503
MA11Z,Intermediate Open Upper Genital Tract Procedures,1,3,.,5,.,1,.,.,.,.,1,.,1,.,.,.,.,.,12
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,123,245,.,15,88,117,56,.,.,193,157,20,.,58,35,30,22,.,"1,159"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",.,19,.,.,2,1,.,.,.,78,.,.,.,.,.,.,2,.,102
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",.,2,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,3
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation",2,88,.,.,.,.,.,.,.,44,.,.,.,.,.,.,12,.,146
