HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
PX04A,420,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX04B,110,Paediatric Congenital Spinal Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX04B,420,Paediatric Congenital Spinal Conditions with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX05A,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,4
PX05B,420,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
PX05C,110,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
PX05C,172,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX05C,420,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
PX07A,361,Paediatric Congenital Renal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX07B,420,Paediatric Congenital Renal Conditions with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX07C,420,Paediatric Congenital Renal Conditions with CC Score 0,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
PX08A,171,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX08C,100,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
PX08C,420,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,1,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
PX09A,420,Paediatric Congenital Mental Health Conditions with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,3
PX09B,420,Paediatric Congenital Mental Health Conditions with CC Score 1-2,.,1,.,.,1,.,.,.,.,.,.,.,.,1,.,.,3
PX09C,420,Paediatric Congenital Mental Health Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX10A,320,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX10A,420,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX22A,300,Paediatric Chest Pain with CC Score 1+,.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,1,3
PX22A,320,Paediatric Chest Pain with CC Score 1+,1,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,4
PX22A,340,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX22A,420,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2
PX22A,501,Paediatric Chest Pain with CC Score 1+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX22B,300,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX22B,420,Paediatric Chest Pain with CC Score 0,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
PX29A,100,Paediatric Abdominal Pain with CC Score 3+,3,1,.,.,3,4,.,.,.,.,.,2,.,.,.,3,16
PX29A,171,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX29A,300,Paediatric Abdominal Pain with CC Score 3+,2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,5
PX29A,420,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,1,.,.,.,.,.,2,.,.,.,1,4
PX29B,100,Paediatric Abdominal Pain with CC Score 1-2,25,8,.,7,16,16,.,.,.,.,.,13,.,2,.,14,101
PX29B,101,Paediatric Abdominal Pain with CC Score 1-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
PX29B,171,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PX29B,300,Paediatric Abdominal Pain with CC Score 1-2,.,.,1,.,1,.,.,.,.,.,.,7,.,.,.,1,10
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,2,2,.,.,2,4,.,.,.,.,.,8,.,.,.,1,19
PX29C,100,Paediatric Abdominal Pain with CC Score 0,26,29,.,18,24,18,.,.,.,.,.,16,.,31,.,18,180
PX29C,101,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
PX29C,171,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
PX29C,300,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX29C,420,Paediatric Abdominal Pain with CC Score 0,1,5,.,.,1,.,.,.,.,.,.,3,.,2,.,1,13
PX29C,502,Paediatric Abdominal Pain with CC Score 0,.,2,.,1,1,.,.,.,.,.,.,.,.,2,.,2,8
PX30A,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,1,.,.,.,5,1,.,.,.,.,.,2,.,1,.,3,13
PX30B,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX30B,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,3,1,.,.,5,2,.,.,.,.,.,1,.,1,.,3,16
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,1,2,.,2,3,.,.,.,.,.,.,3,.,1,.,6,18
PX50A,101,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX50A,180,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX50A,300,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",1,2,.,2,2,2,.,.,1,.,2,2,.,.,.,3,17
PX50A,301,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX50A,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",2,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,4
PX50A,430,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX50B,180,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,3,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
PX50B,300,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",5,11,.,3,4,.,.,.,1,.,2,3,.,1,.,10,40
PX50B,320,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX50B,340,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX50B,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",1,2,.,2,6,2,.,.,.,.,.,11,.,1,.,.,25
PX50B,430,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX50C,171,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX50C,180,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
PX50C,300,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",2,7,.,.,.,1,.,.,.,.,.,1,.,.,.,6,17
PX50C,420,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",1,1,.,1,3,2,.,.,.,.,.,5,.,1,.,2,16
PX51Z,420,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,4,1,.,.,.,.,.,.,.,.,.,1,6
PX55Z,420,Paediatric Respite Care,13,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
PX56A,150,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56A,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,1,.,.,3,.,.,.,.,4
PX56A,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",6,1,.,.,3,1,.,.,.,.,.,10,.,2,.,3,26
PX56A,421,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56B,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,2
PX56B,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56B,400,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX56B,410,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",8,1,.,1,.,.,.,.,.,.,.,7,.,.,.,2,19
PX57A,320,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57A,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,3
PX57B,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
PX57B,150,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX57B,160,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,171,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PX57B,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PX57B,350,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57B,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",1,8,.,1,2,.,.,.,.,.,.,1,.,.,.,.,13
PX57B,502,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PX57C,100,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,3,.,.,.,1,.,.,.,.,.,.,.,.,.,.,4
PX57C,110,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
PX57C,120,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",9,6,.,.,12,.,.,.,.,.,.,11,.,.,.,2,40
PX57C,170,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57C,300,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
PX57C,420,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",2,18,.,3,4,2,.,.,.,.,.,2,.,1,.,4,36
PX57C,501,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX57C,502,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA01G,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",2,1,.,.,.,.,.,.,.,.,2,.,.,.,.,4,9
SA01G,301,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA01G,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA01G,430,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,.,.,.,2,.,.,.,.,1,.,.,.,.,.,.,3
SA01H,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",2,.,1,.,2,.,1,.,.,.,.,.,.,.,.,3,9
SA01H,302,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
SA01H,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
SA01H,370,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA01J,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,5,7
SA01J,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA01K,100,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA01K,300,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,2,6
SA01K,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA01K,430,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
SA02G,100,Coagulation Defect with CC Score 5+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
SA02G,300,Coagulation Defect with CC Score 5+,1,.,.,.,.,.,.,.,1,.,.,1,.,1,.,.,4
SA02G,303,Coagulation Defect with CC Score 5+,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,8
SA02G,430,Coagulation Defect with CC Score 5+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02H,300,Coagulation Defect with CC Score 2-4,.,1,.,.,.,.,.,.,1,.,.,1,.,.,.,.,3
SA02H,303,Coagulation Defect with CC Score 2-4,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
SA02H,340,Coagulation Defect with CC Score 2-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02J,100,Coagulation Defect with CC Score 0-1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA02J,300,Coagulation Defect with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
SA02J,303,Coagulation Defect with CC Score 0-1,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,13
SA03G,300,Haemolytic Anaemia with CC Score 3+,.,4,.,.,1,2,.,.,.,.,.,.,.,2,.,.,9
SA03G,303,Haemolytic Anaemia with CC Score 3+,2,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,6
SA03G,320,Haemolytic Anaemia with CC Score 3+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA03G,361,Haemolytic Anaemia with CC Score 3+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA03G,430,Haemolytic Anaemia with CC Score 3+,.,.,2,.,1,.,.,.,.,.,.,.,.,1,.,.,4
SA03G,823,Haemolytic Anaemia with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA03H,100,Haemolytic Anaemia with CC Score 0-2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA03H,300,Haemolytic Anaemia with CC Score 0-2,1,2,1,.,.,1,.,.,.,.,.,.,.,.,.,2,7
SA03H,303,Haemolytic Anaemia with CC Score 0-2,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA03H,340,Haemolytic Anaemia with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA04G,300,Iron Deficiency Anaemia with CC Score 14+,.,.,.,2,.,.,.,.,2,.,1,.,.,.,.,5,10
SA04G,430,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
SA04H,100,Iron Deficiency Anaemia with CC Score 10-13,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
SA04H,300,Iron Deficiency Anaemia with CC Score 10-13,1,6,1,1,1,2,1,.,.,.,1,.,.,.,.,1,15
SA04H,430,Iron Deficiency Anaemia with CC Score 10-13,2,2,4,.,.,.,.,.,.,.,.,.,.,1,.,1,10
SA04J,100,Iron Deficiency Anaemia with CC Score 6-9,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,6,4,.,7,7,4,1,.,2,.,9,7,.,3,.,17,67
SA04J,301,Iron Deficiency Anaemia with CC Score 6-9,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA04J,320,Iron Deficiency Anaemia with CC Score 6-9,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,4
SA04J,340,Iron Deficiency Anaemia with CC Score 6-9,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA04J,410,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
SA04J,430,Iron Deficiency Anaemia with CC Score 6-9,2,2,.,.,.,.,.,.,.,2,1,.,.,.,.,4,11
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,2,.,.,.,1,1,.,.,.,.,.,.,.,.,.,2,6
SA04K,101,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,13,13,1,6,12,4,2,.,4,.,10,8,.,8,.,16,97
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
SA04K,303,Iron Deficiency Anaemia with CC Score 2-5,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04K,320,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,5,.,.,.,.,.,.,1,.,.,.,.,.,6
SA04K,340,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA04K,430,Iron Deficiency Anaemia with CC Score 2-5,1,.,3,.,.,.,.,.,1,.,2,.,1,.,.,.,8
SA04K,501,Iron Deficiency Anaemia with CC Score 2-5,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04K,823,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,1,2,1,.,.,.,.,.,.,.,.,.,.,4
SA04L,300,Iron Deficiency Anaemia with CC Score 0-1,1,4,1,7,2,7,2,.,4,.,3,2,.,.,.,5,38
SA04L,303,Iron Deficiency Anaemia with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA04L,430,Iron Deficiency Anaemia with CC Score 0-1,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,3
SA05G,300,Megaloblastic Anaemia with CC Score 8+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA05H,300,Megaloblastic Anaemia with CC Score 4-7,.,1,.,.,2,1,.,.,.,.,2,3,.,2,.,1,12
SA05H,302,Megaloblastic Anaemia with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA05H,303,Megaloblastic Anaemia with CC Score 4-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA05H,430,Megaloblastic Anaemia with CC Score 4-7,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
SA05J,300,Megaloblastic Anaemia with CC Score 0-3,1,3,.,.,.,2,.,.,2,.,1,1,.,1,.,.,11
SA05J,301,Megaloblastic Anaemia with CC Score 0-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA05J,302,Megaloblastic Anaemia with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
SA06G,300,Myelodysplastic Syndrome with CC Score 8+,.,.,.,1,2,1,1,.,.,.,.,.,.,.,.,2,7
SA06G,823,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA06H,300,Myelodysplastic Syndrome with CC Score 5-7,.,1,.,.,1,1,1,.,1,.,.,.,.,1,.,.,6
SA06H,303,Myelodysplastic Syndrome with CC Score 5-7,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA06J,300,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,3,5
SA06J,303,Myelodysplastic Syndrome with CC Score 2-4,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,10
SA06K,300,Myelodysplastic Syndrome with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
SA06K,303,Myelodysplastic Syndrome with CC Score 0-1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA07G,300,Myeloproliferative Disorder with CC Score 7+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,4,5
SA07G,303,Myeloproliferative Disorder with CC Score 7+,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3
SA07G,340,Myeloproliferative Disorder with CC Score 7+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA07G,823,Myeloproliferative Disorder with CC Score 7+,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
SA07H,300,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,2
SA07H,303,Myeloproliferative Disorder with CC Score 4-6,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA07H,340,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
SA07H,430,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2
SA07H,823,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA07J,300,Myeloproliferative Disorder with CC Score 0-3,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,9,13
SA07J,303,Myeloproliferative Disorder with CC Score 0-3,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,8
SA08G,100,"Other Haematological or Splenic Disorders, with CC Score 6+",.,1,.,.,.,3,.,.,.,.,.,.,.,.,.,2,6
SA08G,160,"Other Haematological or Splenic Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
SA08G,300,"Other Haematological or Splenic Disorders, with CC Score 6+",.,2,.,.,.,.,.,.,1,.,1,.,.,1,.,3,8
SA08G,303,"Other Haematological or Splenic Disorders, with CC Score 6+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA08G,340,"Other Haematological or Splenic Disorders, with CC Score 6+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA08G,430,"Other Haematological or Splenic Disorders, with CC Score 6+",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA08H,100,"Other Haematological or Splenic Disorders, with CC Score 3-5",1,1,1,.,.,.,.,.,.,.,.,2,.,1,.,.,6
SA08H,300,"Other Haematological or Splenic Disorders, with CC Score 3-5",1,2,1,1,4,.,.,.,.,.,.,.,.,2,.,3,14
SA08H,303,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA08H,340,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA08H,430,"Other Haematological or Splenic Disorders, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA08J,100,"Other Haematological or Splenic Disorders, with CC Score 0-2",1,4,.,1,2,1,.,.,.,.,.,.,.,1,.,3,13
SA08J,120,"Other Haematological or Splenic Disorders, with CC Score 0-2",2,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
SA08J,140,"Other Haematological or Splenic Disorders, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
SA08J,300,"Other Haematological or Splenic Disorders, with CC Score 0-2",1,2,.,.,.,1,.,.,.,.,1,.,.,1,.,2,8
SA08J,320,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
SA08J,370,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA08J,430,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA09G,101,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
SA09G,300,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,.,.,1,.,2,.,.,1,.,.,.,10,14
SA09G,301,Other Red Blood Cell Disorders with CC Score 14+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA09G,320,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,2
SA09G,430,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
SA09H,100,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,2
