HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",.,"1,116",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,116"
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2","1,490",.,.,"2,143",.,.,.,.,"1,110",.,.,.,"2,123",.,.,.,"2,281","1,976"
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",852,"1,255",.,"1,072",.,554,.,.,.,.,.,.,"2,340",.,.,.,570,"1,262"
PK72A,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"10,307",.,.,.,.,"10,307"
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,818,.,.,.,.,.,403,"3,023",.,.,.,.,"2,420"
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,662",.,.,.,.,"2,662"
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"8,785",.,"1,166",.,.,"7,832"
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2","1,118","1,674",.,.,.,.,.,.,.,.,.,403,"2,719",.,.,.,.,"1,120"
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,984",.,"1,166",.,.,"3,280"
PL69B,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"2,591",.,.,.,.,"2,591"
PL69C,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,094",.,.,.,.,"4,094"
PL70A,Paediatric Other Renal Diseases with CC Score 4+,745,.,.,.,.,"2,455",.,.,.,.,.,.,"2,217",.,.,.,.,"1,753"
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,403,"2,060",.,.,.,.,"1,784"
PL70C,Paediatric Other Renal Diseases with CC Score 1,521,.,.,.,.,.,.,.,.,.,.,403,"1,418",.,"1,166",.,.,879
PL70D,Paediatric Other Renal Diseases with CC Score 0,668,558,.,.,"1,404",.,.,.,.,.,.,403,"1,087",.,"1,166",.,570,676
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"5,378",.,.,.,.,"5,378"
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"12,248",.,.,.,.,"12,248"
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,609",.,.,.,.,"4,609"
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,.,"14,717",.,.,.,.,"14,717"
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,558,.,.,.,.,.,.,.,.,.,.,"5,409",.,.,.,.,"5,036"
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,522",.,.,.,.,"3,522"
PM43A,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"7,833",.,.,.,.,"7,833"
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,"1,485",.,.,.,.,.,.,.,.,.,"4,172",.,.,.,.,"3,826"
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,"1,627",.,"4,143",.,.,592,.,.,.,.,"4,300",.,.,.,"1,430","3,651"
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,503,.,.,.,.,.,.,.,.,.,.,.,"1,102",.,.,.,.,982
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"28,331",.,.,.,.,"28,331"
PM45B,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,"19,850",.,.,.,.,.,.,.,.,.,"8,703",.,.,.,.,"12,419"
PM45C,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"8,661",.,.,.,.,"8,661"
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,"3,452",.,.,.,.,.,.,.,"4,466",.,.,.,.,"4,373"
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"8,085",.,.,.,.,"8,085"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,"1,785",.,.,.,.,"1,636",.,.,.,.,.,403,"4,929",.,"1,166",.,.,"4,587"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,"1,863",.,"3,477",.,.,.,.,.,.,.,.,403,.,.,.,.,570,"1,102"
PN49A,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,403,"1,144",.,"4,663",.,.,"1,607"
PN49B,Paediatric Coagulation Disorders with CC Score 0,.,.,667,.,.,.,.,.,.,.,.,403,"1,002",.,.,.,.,536
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,440,.,.,.,.,291,.,.,.,.,.,.,"5,325",.,.,.,570,"1,226"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,745,.,.,.,.,.,.,.,.,.,.,403,"2,134",.,"1,166",.,.,"1,550"
PQ01A,Paediatric Disorders of Immunity with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,704,.,.,.,.,704
PQ01B,Paediatric Disorders of Immunity with CC Score 0,.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,714
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,"2,757",.,.,.,.,"2,757"
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,"2,781",.,"1,166",.,.,"2,551"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,745,558,.,.,"1,804","1,227",.,"1,391",.,.,.,403,"2,382",.,"4,663",.,570,"1,874"
PR01D,Paediatric Nervous System Disorders with CC Score 1,794,558,.,.,.,.,.,592,.,.,.,.,"2,071",.,"1,166",.,.,"1,565"
PR01E,Paediatric Nervous System Disorders with CC Score 0,596,837,.,.,.,.,.,820,.,.,.,403,"1,440",.,"1,166",.,.,981
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,"2,981",.,.,.,.,818,.,.,.,.,.,.,"11,805",.,.,.,.,"8,226"
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,"1,558",558,.,714,.,"2,455",.,.,.,.,.,.,"4,682",.,.,.,.,"3,643"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,"1,863",837,.,714,.,.,.,.,.,.,.,.,"2,501",.,"4,663",.,"1,426","2,045"
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"4,749",.,.,.,.,"4,749"
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,"1,490",558,.,.,.,"3,273",.,.,.,.,.,.,"2,268",.,"1,166",.,.,"2,052"
PR03C,Paediatric Febrile Convulsions with CC Score 0,446,.,.,.,902,818,.,.,.,.,.,.,758,.,.,.,.,740
PR04A,"Paediatric, Headaches or Migraines, with CC Score 4+",745,.,.,.,.,.,.,.,.,.,.,.,"3,389",.,.,.,"2,281","2,221"
PR04B,"Paediatric, Headaches or Migraines, with CC Score 1-3",745,558,.,.,.,818,.,.,.,.,.,403,"1,789",.,"1,166",.,"1,141","1,095"
PR04C,"Paediatric, Headaches or Migraines, with CC Score 0",.,558,.,714,.,.,.,.,.,.,.,403,.,.,"1,166",.,570,634
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,558,.,.,.,.,.,592,.,.,.,.,"3,733",.,.,.,.,"1,628"
PR05C,Paediatric Developmental Disorders with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,134",.,.,.,.,"1,134"
PT52A,Paediatric Behavioural Disorders with CC Score 1+,"2,235",558,.,.,.,.,.,.,.,.,.,.,"3,733",.,.,.,.,"1,771"
PT52B,Paediatric Behavioural Disorders with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,403,"1,505",.,.,.,.,857
PT53A,Paediatric Eating Disorders with CC Score 1+,446,"4,278","12,609",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,178"
PT53B,Paediatric Eating Disorders with CC Score 0,.,"11,718","9,162",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,645","8,043"
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,463",.,.,.,"1,194","1,328"
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,490",.,.,.,"2,240","1,990"
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+","1,948",.,.,.,.,.,.,.,.,.,.,.,"7,626",.,.,.,.,"3,841"
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+","1,490",.,.,.,.,.,.,.,.,.,.,.,"4,003",.,.,.,.,"2,747"
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2","1,205",.,.,.,441,.,.,.,.,.,.,403,"1,683",.,.,.,"2,138","1,183"
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",939,.,.,.,531,.,.,.,.,.,.,403,"1,459",.,.,.,414,745
PW01A,Paediatric Minor Infections with CC Score 4+,745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,745
PW01B,Paediatric Minor Infections with CC Score 1-3,745,558,.,714,.,818,.,.,.,.,.,403,957,.,.,.,.,594
PW01C,Paediatric Minor Infections with CC Score 0,.,558,.,.,902,.,.,.,.,.,.,403,"1,087",.,.,.,.,617
PW16A,Paediatric Major Infections with CC Score 7+,"12,668",.,.,.,.,.,.,"20,697",.,.,.,.,.,.,.,.,.,"16,682"
PW16B,Paediatric Major Infections with CC Score 5-6,.,.,.,.,.,.,.,.,.,.,.,.,"7,989",.,.,.,.,"7,989"
PW16C,Paediatric Major Infections with CC Score 2-4,.,"2,929",.,.,.,.,.,.,.,.,.,403,"5,714",.,.,.,.,"3,658"
PW16D,Paediatric Major Infections with CC Score 1,"3,285",558,.,.,.,.,.,.,.,.,.,403,"3,184",.,.,.,.,"2,297"
PW16E,Paediatric Major Infections with CC Score 0,.,"1,196",.,.,.,.,.,"2,188",.,.,.,403,"1,761",.,.,.,.,"1,488"
PW17D,Paediatric Intermediate Infections with CC Score 0,"1,490",.,.,.,408,.,.,.,.,.,.,403,"2,658",.,"3,845",.,570,"1,262"
PW17E,Paediatric Intermediate Infections with CC Score 5+,"2,608",.,.,.,.,"3,273",.,.,.,.,.,.,"1,348",.,.,.,.,"2,459"
PW17F,Paediatric Intermediate Infections with CC Score 2-4,"2,732","2,790",.,.,.,"3,273",.,.,.,.,.,403,"3,682",.,"3,497",.,.,"3,259"
PW17G,Paediatric Intermediate Infections with CC Score 1,"2,049",976,.,.,.,.,.,.,.,.,.,403,"2,731",.,"5,829",.,570,"1,876"
PW20A,Paediatric Fever of Unknown Origin with CC Score 3+,745,.,.,.,.,.,.,.,.,.,.,403,"4,424",.,.,.,.,"2,471"
PW20B,Paediatric Fever of Unknown Origin with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,403,"2,301",.,.,.,.,"2,136"
PW20C,Paediatric Fever of Unknown Origin with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,692",.,.,.,.,"2,692"
PX01A,Paediatric Congenital Nervous System Conditions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"3,924",.,.,.,.,"3,924"
PX01B,Paediatric Congenital Nervous System Conditions with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"3,251",.,.,.,.,"3,251"
PX01C,Paediatric Congenital Nervous System Conditions with CC Score 1,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PX01D,Paediatric Congenital Nervous System Conditions with CC Score 0,.,558,.,714,.,.,.,.,.,.,.,.,"1,520",.,.,.,.,855
PX02A,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"7,056",.,.,.,.,"7,056"
PX02C,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",.,"1,187",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,187"
PX03A,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"3,719",.,.,.,.,"3,719"
PX03B,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"6,918",.,.,.,.,"6,918"
PX04A,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"3,234",.,.,.,.,"3,234"
PX04B,Paediatric Congenital Spinal Conditions with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,"2,639",.,.,.,.,"2,118"
PX05A,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,"1,932",.,.,.,403,"2,560",.,.,.,.,"1,877"
PX05B,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,.,.,.,.,.,.,"1,125",.,.,.,.,648,.,.,.,.,"1,005"
PX05C,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,.,.,714,.,.,.,659,.,.,.,403,873,.,"1,166",.,.,702
PX06B,Paediatric Congenital Skin Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"3,319",.,.,.,.,"3,319"
PX07B,Paediatric Congenital Renal Conditions with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"5,610",.,.,.,.,"5,610"
PX08A,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"5,822",.,.,.,.,"5,822"
PX08C,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0","1,459",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,459"
PX10A,Paediatric Congenital Other Conditions with CC Score 1+,.,558,.,.,.,.,.,.,.,.,.,.,"2,307",.,.,.,.,"1,607"
PX22A,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,403,"1,825",.,.,.,.,"1,114"
PX22B,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,570
PX29A,Paediatric Abdominal Pain with CC Score 3+,745,.,.,.,.,"1,636",.,.,.,.,.,.,"3,959",.,.,.,.,"3,168"
PX29B,Paediatric Abdominal Pain with CC Score 1-2,570,.,.,.,.,.,.,.,.,.,.,403,"1,491",.,.,.,"2,733",797
PX29C,Paediatric Abdominal Pain with CC Score 0,446,"9,280",.,.,.,.,.,.,.,.,.,403,689,.,"1,166",.,.,942
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,"1,860",.,.,.,.,.,.,.,.,.,.,"8,984",.,"13,406",.,.,"7,731"
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,.,"1,116",.,.,.,818,.,.,.,.,.,403,"2,055",.,"6,994",.,.,932
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,745,558,.,714,.,.,.,.,.,.,.,403,.,.,.,.,570,460
PX50B,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,902,818,.,.,.,.,.,.,695,.,.,.,570,746
PX50C,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,564
PX55Z,Paediatric Respite Care,"1,015","1,674",.,.,.,.,.,592,.,.,.,.,.,.,.,.,.,"1,037"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",994,558,.,.,.,.,.,"1,961",.,.,.,403,"3,082",.,.,.,.,"1,664"
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",596,558,.,714,.,818,.,570,.,.,.,403,697,.,"1,166",.,735,631
PX57A,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",546,.,"1,359",.,.,.,.,.,.,.,.,403,"1,483",.,.,.,570,969
PX57B,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",596,527,546,714,.,642,.,"2,547",.,.,.,403,"1,573",.,.,.,612,577
PX57C,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",603,558,621,714,"1,109",.,.,594,.,.,.,403,"1,427",.,"1,166",.,659,496
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,"1,238","11,009",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,681"
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,"3,038",.,.,.,.,.,.,.,.,.,.,.,.,.,.,839,"1,938"
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",446,.,"7,080",.,.,.,.,.,.,.,.,.,.,.,.,.,364,"2,630"
SA02G,Coagulation Defect with CC Score 5+,.,.,.,.,"1,381",.,.,.,.,.,.,.,.,.,.,.,.,"1,381"
SA02H,Coagulation Defect with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,976","2,976"
SA03G,Haemolytic Anaemia with CC Score 3+,.,"1,997",.,.,"7,595",.,.,.,"2,219",.,.,.,.,.,.,.,"1,821","2,945"
SA03H,Haemolytic Anaemia with CC Score 0-2,.,799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,799
SA04H,Iron Deficiency Anaemia with CC Score 10-13,.,.,557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,557
SA04J,Iron Deficiency Anaemia with CC Score 6-9,446,631,"1,189",.,"3,744",.,515,"1,532",.,.,.,.,.,.,656,.,.,"1,258"
SA04K,Iron Deficiency Anaemia with CC Score 2-5,607,373,781,"1,098",439,291,.,.,.,.,.,.,.,.,"1,036",.,.,663
SA04L,Iron Deficiency Anaemia with CC Score 0-1,499,373,.,994,415,291,.,.,.,.,321,.,.,.,514,.,595,519
SA05J,Megaloblastic Anaemia with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,"7,595",.,.,.,"5,178",.,.,.,.,.,.,.,.,"5,984"
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,938","5,938"
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,"1,198","5,606",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,821","2,453"
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,.,.,.,"5,524",.,.,.,.,.,.,.,.,.,.,.,.,"5,524"
SA07J,Myeloproliferative Disorder with CC Score 0-3,.,.,"2,257",.,690,.,.,.,.,.,.,.,.,.,.,.,.,"1,474"
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",564,.,"6,432",.,.,.,.,.,.,.,.,.,.,.,"1,285",.,.,"2,392"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,376,713,.,.,.,.,.,.,.,.,.,"1,320",.,.,.,"2,205",998
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2","3,343",399,"1,386","1,679","3,414",.,.,.,.,.,894,.,"1,331",.,561,.,.,"1,327"
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,"2,634",.,.,.,.,.,.,.,.,.,.,.,.,"2,634"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,.,"1,966",.,.,.,.,.,.,.,.,.,.,.,"10,624",.,.,"6,295"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,446,"1,477","1,490",.,.,291,.,"1,974","2,330",.,.,.,"1,579",.,961,.,"1,203","1,234"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,446,599,441,.,"1,074",554,.,"1,959",907,.,.,.,480,.,821,.,"1,440",760
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,928,697,694,.,765,484,.,.,.,.,.,.,"1,140",.,957,.,.,816
SA12G,Thrombocytopenia with CC Score 8+,564,.,"2,635",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,600"
SA12H,Thrombocytopenia with CC Score 5-7,"2,540",889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,203","1,793"
SA12J,Thrombocytopenia with CC Score 2-4,887,.,"4,540",.,.,.,.,.,.,.,.,.,.,.,.,.,728,"1,602"
SA12K,Thrombocytopenia with CC Score 0-1,564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","1,271",799,"1,376",.,696,392,.,884,453,.,.,.,379,.,953,.,999,862
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,714,.,.,.,.,.,.,.,.,"1,181",.,"1,166",.,570,"1,112"
SA14Z,"Plasma Exchanges, 2 to 9",546,.,"6,032",.,.,.,.,.,.,.,.,.,"4,822",.,.,.,.,"4,358"
SA15Z,"Plasma Exchanges, 10 to 19",.,.,"8,153",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,153"
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+","5,644",.,"2,973",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,641"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2","1,129","1,184","4,063",.,439,.,.,.,.,.,.,.,.,.,.,.,"2,425","2,319"
SA18Z,Bone Marrow Harvest,.,.,"4,207",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,207"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,"19,523",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,523"
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,"2,206",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,206"
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,"16,650",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,650"
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,.,"6,189","17,020",.,"26,238",.,.,.,.,.,.,.,.,.,.,.,"2,185","14,540"
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,"5,253",.,"16,178",.,.,.,.,.,.,.,.,.,.,.,"9,253",.,.,"13,899"
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,"6,773","9,184","16,053",.,690,.,.,.,.,.,.,.,.,.,.,.,.,"14,683"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,.,"12,156",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,457","11,728"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,.,.,"9,443",.,"2,532",872,.,.,.,.,.,.,.,.,.,.,.,"7,944"
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"13,236",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,236"
SA26B,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,"14,939",.,.,.,.,.,.,.,.,.,"12,653",.,.,.,.,"13,224"
SA30A,Plasma Cell Disorders with CC Score 11+,892,"7,188",.,.,"6,905",.,.,.,.,.,.,.,.,.,.,.,.,"4,995"
SA30B,Plasma Cell Disorders with CC Score 8-10,"3,951","4,388",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,099","4,634"
SA30C,Plasma Cell Disorders with CC Score 5-7,"1,881",.,"2,642",.,"7,595",.,.,.,.,.,372,.,.,.,.,.,"5,463","2,565"
SA30D,Plasma Cell Disorders with CC Score 2-4,"1,834","1,066","1,476",.,"1,726",.,.,.,.,.,"4,966",.,.,.,.,.,"1,589","1,733"
SA30E,Plasma Cell Disorders with CC Score 0-1,"2,634","1,597","2,803",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,269","2,229"
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,"19,305",.,.,"3,452",.,.,.,.,.,.,.,.,.,.,.,.,"11,379"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14","15,804",.,.,.,"6,096",.,.,.,.,.,.,.,.,.,.,.,.,"7,714"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","3,789","8,785","11,220",.,"9,321",.,.,.,.,.,.,.,"4,348",.,"1,028",.,"3,956","6,787"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","2,649","1,755","7,528","2,223","5,524",.,.,.,.,.,"3,847",.,.,.,.,.,"4,236","3,967"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","1,182","1,491","4,723",.,"7,319",.,.,"4,344",.,.,.,.,.,.,.,.,"2,062","3,125"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","2,061","1,557","2,276",.,"3,668","2,723",.,.,.,.,.,.,"6,708",.,.,.,"2,616","2,435"
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",.,.,"7,080",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,080"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","1,129",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,129"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,.,"7,571",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,571"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","1,411","1,597","4,010",.,"2,071",.,.,.,.,.,.,.,.,.,.,.,.,"2,348"
SA33Z,Diagnostic Bone Marrow Extraction,564,399,621,.,690,.,.,.,.,.,.,.,"1,175",.,.,.,.,718
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,"2,104",.,.,.,.,.,.,.,.,.,"3,951",.,.,.,.,"3,336"
SA35C,Agranulocytosis with CC Score 5-8,"1,338",.,"3,401",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,885"
SA35D,Agranulocytosis with CC Score 2-4,"1,890",652,"1,756",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,545","1,483"
SA35E,Agranulocytosis with CC Score 0-1,"1,381","1,101","3,238",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,009"
SA40Z,"Peripheral Blood Stem Cell Transplant, Allogeneic (Donor Type Not Specified)",.,.,"17,292",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,292"
