Ward,BlockLot,MAPBLOCKLO,latitude,longitude,StreetNumber,StreetName,Neighborhood,LandUse,LandArea,SaleCode,SALEDESCRIPTION2
25,23B181,23-B-181,40.4614452243093,-80.009182672094,1807,FEDERAL,PERRY SOUTH,,2772,Property Reserve,APPROVED FOR A SALE
25,23B216,23-B-216,40.4600590296299,-80.0089085882752,27,LANE,CENTRAL NORTHSIDE,,1350,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23B227,23-B-227,40.4603879060659,-80.0088608458692,1637,FEDERAL,CENTRAL NORTHSIDE,,1400,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B227B,23-B-227-B,40.460554710779,-80.0088934066666,1645,FEDERAL,CENTRAL NORTHSIDE,,1274,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B229,23-B-229,40.4604338352113,-80.0088719754137,1639,FEDERAL,CENTRAL NORTHSIDE,,1365,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B231,23-B-231,40.4603395889397,-80.0088561114443,1635,PERRYSVILLE,CENTRAL NORTHSIDE,,1800,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B232,23-B-232,40.4602879711147,-80.0088485124967,1633,FEDERAL,CENTRAL NORTHSIDE,,1800,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B233,23-B-233,40.4602374887704,-80.0088453662048,1631,PERRYSVILLE,CENTRAL NORTHSIDE,,1800,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B234,23-B-234,40.4601939619374,-80.0087562954762,1629,PERRYSVILLE,CENTRAL NORTHSIDE,,900,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B234A,23-B-234-A,40.4601764323115,-80.0089232889029,33,LANE,CENTRAL NORTHSIDE,,900,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B235,23-B-235,40.4601307350891,-80.0088233501884,1627,FEDERAL,CENTRAL NORTHSIDE,,1800,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23B249,23-B-249,40.4623115087666,-80.0078649732665,6,BELLEAU,FINEVIEW,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23C  9,23-C-9,40.4624371401654,-80.0071783713262,18,BELLEAU,FINEVIEW,,1540,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23D 94,23-D-94,40.4620806645184,-80.0028988348133,1727,WARREN,FINEVIEW,,2760,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23E 19,23-E-19,40.459626071754,-80.0151308006968,1732,BUENA VISTA,CALIFORNIA-KIRKBRIDE,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23E 25,23-E-25,40.4597237986121,-80.0149398589737,2,O HERN,CENTRAL NORTHSIDE,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23E 86,23-E-86,40.4590241138951,-80.0139229772196,134,JEFFERSON,CENTRAL NORTHSIDE,,114,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23E140,23-E-140,40.4587572124626,-80.0135843827449,523,JEFFERSON,CENTRAL NORTHSIDE,,1400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23E149A,23-E-149-A,40.4588148467885,-80.0129867886582,507,JEFFERSON,CENTRAL NORTHSIDE,,566,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F 59,23-F-59,40.4600055795243,-80.0087285192512,1621,PERRYSVILLE,CENTRAL NORTHSIDE,,900,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23F 59A,23-F-59-A,40.4599900037251,-80.008899764627,7,LANE,CENTRAL NORTHSIDE,,900,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23F 60,23-F-60,40.4599308338304,-80.008729797077,1617 19,PERRYSVILLE,CENTRAL NORTHSIDE,,1400,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,23F 60A,23-F-60-A,40.459891808792,-80.0089000869942,5,LANE,CENTRAL NORTH SIDE,,573,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F 60B,23-F-60-B,40.459937185553,-80.0089042629553,6,LANE,CENTRAL NORTH SIDE,,547,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F 79,23-F-79,40.4595886537134,-80.009339563241,113,ARCH,CENTRAL NORTHSIDE,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F 80,23-F-80,40.4594659323081,-80.0092502389614,122,E JEFFERSON,CENTRAL NORTHSIDE,,1387,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F128,23-F-128,40.4588180950307,-80.0112023145609,239,E JEFFERSON,CENTRAL NORTHSIDE,,930,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F149,23-F-149,40.4588257348258,-80.010391733996,212,CARRINGTON,CENTRAL NORTHSIDE,2½ STY FRA & INS BRK HSE,885,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F1591,23-F-159-1,40.4589480998409,-80.0096688827352,136,CARRINGTON,CENTRAL NORTHSIDE,,640,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F178,23-F-178,40.4592722608257,-80.0088161259162,111,JEFFERSON,CENTRAL NORTHSIDE,,1500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F240,23-F-240,40.4583188291325,-80.0109821759252,232,ALPINE,CENTRAL NORTHSIDE,,1000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23F266,23-F-266,40.4579423007128,-80.011563286001,257,ALPINE,CENTRAL NORTH SIDE,,1800,Property Reserve,APPROVED FOR A SALE
25,23F392,23-F-392,40.4576940295818,-80.0079788637504,12,SAMPSONIA,CENTRAL NORTHSIDE,,1100,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23G 38,23-G-38,40.4589095335195,-80.0070994742662,0012,HENDERSON,CENTRAL NORTH SIDE,,1034,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23G103,23-G-103,40.4586576495019,-80.0060585630297,1442,LORAINE,CENTRAL NORTHSIDE,,2700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23G117,23-G-117,40.45795635018,-80.00583060286,1416,LORAINE,CENTRAL NORTH SIDE,,1890,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23G118,23-G-118,40.4579129478934,-80.0057365124148,1414,LORAINE,CENTRAL NORTH SIDE,,1080,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23G119,23-G-119,40.4578839383873,-80.0058930141889,1412,LORAINE,CENTRAL NORTH SIDE,,1100,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23G139,23-G-139,40.4582992754772,-80.0055511066855,1425,SANDUSKY,CENTRAL NORTHSIDE,,1890,Sideyard,APPROVED FOR SALE
25,23G155,23-G-155,40.4588830197131,-80.0054271845382,1440,SANDUSKY,CENTRAL NORTHSIDE,,1224,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23H240,23-H-240,40.4586459448042,-80.002025745373,1414,JAMES,FINEVIEW,,2150,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23H284,23-H-284,40.4589902383911,-80.0028046649414,79,GRAIB,FINEVIEW,,902,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23H298,23-H-298,40.4589764120352,-80.002095654146,97,FOUNTAIN,FINEVIEW,,1838,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,23H299,23-H-299,40.4589723792943,-80.002050500333,99,FOUNTAIN,FINEVIEW,,1838,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45R 96,45-R-96,40.462552097329,-80.0203384910868,2149,BRIGHTON,CALIFORNIA-KIRKBRIDE,,1540,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45R104,45-R-104,40.4634698661203,-80.0204058731321,2215,CHARLES N,PERRY SOUTH,,1000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45R143,45-R-143,40.4637118789879,-80.0206084186011,2223 25,CHARLES N,PERRY SOUTH,,3292,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45R143A,45-R-143-A,40.4636816435776,-80.0207605462844,156,FARRIS,PERRY SOUTH,,2442,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S111,45-S-111,40.4645022425184,-80.0172494411813,616,CHAUTAUQUA,PERRY SOUTH,,8500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S129,45-S-129,40.46424034536,-80.0165030671948,549,CHAUTAUQUA,PERRY SOUTH,,1989,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S146,45-S-146,40.4637984448221,-80.0174593829822,629 1/2,CHAUTAUQUA,PERRY SOUTH,,2482,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S152,45-S-152,40.4642875176377,-80.0161562080523,537,CHAUTAUQUA,PERRY SOUTH,,8100,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S178,45-S-178,40.4630791677787,-80.0173313424199,HG,MELROSE,PERRY SOUTH,,1240,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S179,45-S-179,40.4630411552581,-80.0172006137201,38,MELROSE,PERRY SOUTH,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S245,45-S-245,40.4624996918718,-80.0175909892546,801,BRIGHTRIDGE,PERRY SOUTH,,1308,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S252,45-S-252,40.4627145860831,-80.0175837417639,726,BRIGHTRIDGE,PERRY SOUTH,,1225,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S259,45-S-259,40.4627325211301,-80.0177253997985,809,MELROSE,PERRY SOUTH,,2300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S260,45-S-260,40.4628162000557,-80.0177345085806,807,MELROSE,PERRY SOUTH,,492,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,45S262,45-S-262,40.4628889176976,-80.017635115159,803,MELROSE,PERRY SOUTH,,1558,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46K 64,46-K-64,40.4648922366206,-80.0118895094935,2205,PERRYSVILLE,PERRY SOUTH,,5565,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N 41,46-N-41,40.4637837742962,-80.0159877218339,74 76,MELROSE,PERRY SOUTH,,6207,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 43,46-N-43,40.4639541442854,-80.0156783128483,80 98,MELROSE,PERRY SOUTH,,15079,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 55,46-N-55,40.4642262162845,-80.0151718751841,9,MELROSE,PERRY SOUTH,,8418,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 58,46-N-58,40.464324521259,-80.0151061290425,58,MELROSE,PERRY SOUTH,,1162,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 59,46-N-59,40.4643514892862,-80.0150245567754,100,MELROSE,PERRY SOUTH,,1462,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 60,46-N-60,40.4642612001133,-80.014931555123,7,BRIGHTRIDGE,PERRY SOUTH,,700,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 61,46-N-61,40.4643012932759,-80.0148631623295,8,BRIGHTRIDGE,PERRY SOUTH,,700,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 62,46-N-62,40.464375078702,-80.0148910859421,108,MELROSE,PERRY SOUTH,,2683,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
25,46N 68,46-N-68,40.4645873586878,-80.0144577584567,116,MELROSE,PERRY SOUTH,,4197,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N137,46-N-137,40.4640619052847,-80.0145345035064,2129,HOLYOKE,PERRY SOUTH,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N142,46-N-142,40.4642827798764,-80.0143142362442,2143,HOLYOKE,PERRY SOUTH,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N145,46-N-145,40.4644169642585,-80.0141599212915,2149,HOLYOKE,PERRY SOUTH,1/2 OF 2 1/2 STY FRA & SHG HSE,1300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N147,46-N-147,40.4644847403603,-80.0140218284219,2153,HOLYOKE,PERRY SOUTH,,378,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N165,46-N-165,40.4633618378033,-80.0145699045752,416,HOLYOKE,PERRY SOUTH,,1020,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N170,46-N-170,40.4635742246898,-80.0142101758786,410,RIDGEWOOD,PERRY SOUTH,,5749,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N214,46-N-214,40.4644120309857,-80.0135118482056,2012,DRUM,PERRY SOUTH,,2280,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N222,46-N-222,40.4647092296447,-80.0136765415844,2000 02,HOLYOKE,PERRY SOUTH,,3500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N231,46-N-231,40.464831647178,-80.012364698703,2136,WILSON,PERRY SOUTH,,2175,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N232,46-N-232,40.4647787403745,-80.012347342389,2134,WILSON,PERRY SOUTH,,2152,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N234,46-N-234,40.4646536762188,-80.0123139007294,2130,WILSON,PERRY SOUTH,,2200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N235,46-N-235,40.4645952098592,-80.0122821932694,2128,WILSON,PERRY SOUTH,,2888,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N240,46-N-240,40.4643552001762,-80.0120680396627,2118,WILSON,PERRY SOUTH,,625,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N262,46-N-262,40.463306012149,-80.0129074363626,2018,PERRYSVILLE,PERRY SOUTH,,4683,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46N300,46-N-300,40.4632292687758,-80.0130599481245,2016,PERRYSVILLE,PERRY SOUTH,3 STY BRK BLDG,8099,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P  1,46-P-1,40.4647891933816,-80.011855012023,2201,PERRYSVILLE,PERRY SOUTH,,6843,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P  3,46-P-3,40.4646960949311,-80.0118263624245,2145,PERRYSVILLE,PERRY SOUTH,,4611,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P 62,46-P-62,40.4631276762015,-80.0114790567906,212,LANGLEY,PERRY SOUTH,,3013,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P101,46-P-101,40.4635720266874,-80.0102894365005,1960,LITHGOW,PERRY SOUTH,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P182,46-P-182,40.4648848303037,-80.0105721537466,2122,KOERNER,PERRY SOUTH,,666,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P183,46-P-183,40.4648489535473,-80.0105711020551,2110,KOERNER,PERRY SOUTH,,675,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P217,46-P-217,40.463000826348,-80.0096099725242,1935,FEDERAL,PERRY SOUTH,,3379,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P218,46-P-218,40.4629346391189,-80.0095813344618,1933,FEDERAL,PERRY SOUTH,,3466,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P225,46-P-225,40.4625754374949,-80.0092424057387,1919,FEDERAL,PERRY SOUTH,,1780,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P289,46-P-289,40.4628849328338,-80.0086994765555,1929,LETSCHE,FINEVIEW,,5640,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P292,46-P-292,40.4627838983771,-80.0085645220285,1925,LETSCHE,FINEVIEW,,3120,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P294C,46-P-294-C,40.4626876016,-80.0085343695214,1923,LETSCHE,FINEVIEW,,720,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P295,46-P-295,40.4626335250771,-80.0086101902004,1906,FEDERAL,FINEVIEW,,1900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P297A,46-P-297-A,40.4625268017551,-80.0086590999451,1902,FEDERAL,FINEVIEW,,1000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P301,46-P-301,40.4625815901243,-80.0080005814602,18,LETSCHE,FINEVIEW,,2400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P308,46-P-308,40.4629813966199,-80.0081318253389,1928,LETSCHE,FINEVIEW,,2510,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P312,46-P-312,40.4632177348045,-80.0082262306877,1936,LETSCHE,FINEVIEW,,2760,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P321,46-P-321,40.4637887173379,-80.008459548303,1952,LETSCHE,FINEVIEW,,3240,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P327,46-P-327,40.4641707216351,-80.0085895181003,2022,LETSCHE,FINEVIEW,,3200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P328,46-P-328,40.4642173840365,-80.0087206679963,2024,LETSCHE,FINEVIEW,,1800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46P388,46-P-388,40.464305897436,-80.0082301701584,101,MCNAUGHER,FINEVIEW,,2800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46R 25,46-R-25,40.4635113213344,-80.0077559346814,6,OLIVE,FINEVIEW,,3167,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46R 28,46-R-28,40.4637258357457,-80.007715623174,2001,MOUNTFORD,FINEVIEW,,1680,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S154,46-S-154,40.4647282573595,-80.0020259510496,628,TOBOGGAN,FINEVIEW,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S357,46-S-357,40.4629593159962,-80.0029648099049,62,WARREN,FINEVIEW,,2420,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S372,46-S-372,40.4638128527541,-80.0033459017142,1933,WARREN,FINEVIEW,,2548,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S375,46-S-375,40.4639211987915,-80.0034059690948,1935,WARREN,FINEVIEW,,4576,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S376,46-S-376,40.4640233723439,-80.0034618590451,1937,WARREN,FINEVIEW,,2028,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S382,46-S-382,40.4626948340857,-80.0033919424282,79,EDENVALE,FINEVIEW,,1460,Approved for Sale,USE IN ACCORDANCE WITH ZONING
25,46S387,46-S-387,40.462894259573,-80.0034361194147,83,EDENVALE,FINEVIEW,,6885,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45H214,45-H-214,40.4676766841563,-80.0176375525822,2539 41,CHARLES N,PERRY SOUTH,,6435,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45H216,45-H-216,40.4677348747423,-80.0175742169529,2547,CHARLES N,PERRY SOUTH,,3760,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45H217,45-H-217,40.4677662057017,-80.0175322765333,2543,CHARLES N,PERRY SOUTH,,3500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45H218,45-H-218,40.4677961760374,-80.0174887427311,2547,CHARLES N,PERRY SOUTH,,4335,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45H221,45-H-221,40.4676756950069,-80.0171941741188,2551,CHARLES N,PERRY SOUTH,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45H251,45-H-251,40.4680334953276,-80.0161449988283,2581,CHARLES N,PERRY SOUTH,,1396,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 25,45-M-25,40.4664230404771,-80.0202728365114,2446,SNYDER,PERRY SOUTH,,855,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 33,45-M-33,40.4667043185555,-80.0199499355385,2460 62,BIZET,PERRY SOUTH,,1938,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 36,45-M-36,40.4666961477316,-80.0197772294204,2455,N CHARLES,PERRY SOUTH,,1431,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 39,45-M-39,40.4668145724333,-80.0195035966455,2461,CHARLES N,PERRY SOUTH,,3700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 41,45-M-41,40.4668601865754,-80.0194054007957,2463,CHARLES N,PERRY SOUTH,,2160,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 42,45-M-42,40.4669002912913,-80.0193066773383,2471,CHARLES N,PERRY SOUTH,,4050,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 44,45-M-44,40.4669485058335,-80.0192033091195,2473,CHARLES N,PERRY SOUTH,,2520,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 45,45-M-45,40.4669787141287,-80.0191278127934,2475,CHARLES N,PERRY SOUTH,,1800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 46,45-M-46,40.4670121013828,-80.0190610930882,2477,CHARLES N,PERRY SOUTH,,1800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 47,45-M-47,40.4670689710086,-80.0189649031722,2479,CHARLES N,PERRY SOUTH,,3240,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 87,45-M-87,40.4667228532642,-80.0188562687465,2474,CHARLES N,PERRY SOUTH,,972,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M 89,45-M-89,40.4666703225701,-80.0188835971906,2472,CHARLES N,PERRY SOUTH,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M103,45-M-103,40.4661510226923,-80.0198309624082,2440,CHARLES N,PERRY SOUTH,,1735,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M107,45-M-107,40.4659933441296,-80.0200379725609,2432,CHARLES N,PERRY SOUTH,,1480,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M117,45-M-117,40.4655467353221,-80.0203196215394,2406,N. CHARLES,PERRY SOUTH,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M118,45-M-118,40.4654927425959,-80.0203374299111,2404,CHARLES N,PERRY SOUTH,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M139,45-M-139,40.4658251129282,-80.0198382467058,2417,STRAUSS,PERRY SOUTH,,1800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M145,45-M-145,40.466045235933,-80.019514902223,2429,STRAUSS (AKA 81 STRAUSS ST),PERRY SOUTH,,5400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M152,45-M-152,40.466300559833,-80.0191075726217,2445,STRAUSS,PERRY SOUTH,,1920,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M313,45-M-313,40.4658908186114,-80.0178276194488,626,CHESTER,PERRY SOUTH,,7025,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M341,45-M-341,40.4656360369898,-80.0172757070121,623,CHESTER,PERRY SOUTH,,3600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M343,45-M-343,40.4657326998063,-80.0171384478219,619,CHESTER,PERRY SOUTH,,3600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M349,45-M-349,40.4659674294379,-80.016703722733,601,CHESTER,PERRY SOUTH,,3812,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M350,45-M-350,40.4660198780981,-80.0165842472023,599,CHESTER,PERRY SOUTH,,7500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M352,45-M-352,40.4660785743328,-80.0164657316578,597,CHESTER,PERRY SOUTH,,3750,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M353,45-M-353,40.4661365283724,-80.0163354392381,595,CHESTER,PERRY SOUTH,,375,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M394,45-M-394,40.4655430014863,-80.0165488731072,24,RUSSELL,PERRY SOUTH,,2131,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45M411,45-M-411,40.4648969576248,-80.0166337812789,607,BURGESS W,PERRY SOUTH,,1600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45R117,45-R-117,40.464504680982,-80.0203531204581,2308,CHARLES N,PERRY SOUTH,,2200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45R118,45-R-118,40.4645666375835,-80.0203637023821,2310,CHARLES N,PERRY SOUTH,,2200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45S 84,45-S-84,40.4648660911919,-80.0167085571219,609,BURGESS,PERRY SOUTH,,1700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45S120,45-S-120,40.4646726203232,-80.0165599935629,542,CHATAUQUA,PERRY SOUTH,,2486,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,45S121,45-S-121,40.4647012310087,-80.0164848884591,540,CHAUTAUQUA,PERRY SOUTH,,2514,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A  2,46-A-2,40.4720714734019,-80.012002949418,2645,SHELTON,PERRY SOUTH,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A 24,46-A-24,40.4709425799453,-80.0120604700797,2612 14,LELAND,PERRY SOUTH,,5000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A 58,46-A-58,40.4715327658225,-80.0128225470451,2639,LELAND,PERRY SOUTH,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A 59,46-A-59,40.4714787065327,-80.0127908941458,2637,LELAND,PERRY SOUTH,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A 80,46-A-80,40.4705366299559,-80.0123586090835,2841,N CHARLES,PERRY SOUTH,,5760,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A 92,46-A-92,40.4700371484909,-80.0126065999589,2834,CHARLES N,PERRY SOUTH,,2025,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A 97,46-A-97,40.4699655419174,-80.0129699035957,2824,CHARLES N,PERRY SOUTH,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A105A,46-A-105-A,40.4698481498721,-80.0135828220855,2806,CHARLES N,PERRY SOUTH,,1300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A106C,46-A-106-C,40.4698634522363,-80.013638814791,2804,CHARLES N,PERRY SOUTH,,900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A255,46-A-255,40.4719742678008,-80.0147423580142,2644,LINWOOD,PERRY SOUTH,,5800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46A298,46-A-298,40.4714653376908,-80.015095117247,2641,TRIMBER,PERRY SOUTH,,9064,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46B113,46-B-113,40.4705353079802,-80.0087480303596,2529,PERRYSVILLE,PERRY SOUTH,,3179,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46B114,46-B-114,40.47059940573,-80.0087598644894,2531,PERRYSVILLE,PERRY SOUTH,,1932,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46B115,46-B-115,40.4706553201453,-80.0087962164521,2533,PERRYSVILLE,PERRY SOUTH,,2640,Approved for Sale,USE IN ACCORDANCE WITH ZONING
26,46B117,46-B-117,40.4707827964627,-80.0088525892186,2537,PERRYSVILLE,PERRY SOUTH,,2640,Approved for Sale,USE IN ACCORDANCE WITH ZONING
