QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)","Local authority collected municipal waste preparing for reuse, dry recycling and composting rate (%), KPI(e2)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)","Household waste preparing for reuse, dry recycling and composting rate (%), KPI(a2)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%)
Q3,October to December,2013/14,NI,Northern Ireland,-,Finalised,"218,632",251,"52,098","32,010","84,108","84,359",38.5,38.6,"17,563","4,977",10.3,"110,411",50.5,"64,449","305,714","305,714","193,312",251,"44,060","31,474","75,534","75,785",39.1,39.2,"96,300",49.8,"720,510",268,"1,829,725",106,-,-,-
Q4,January to March,2013/14,95AA,Antrim,arc21 (pre April 2015),Finalised,"7,924",16,"2,495","1,525","4,020","4,036",50.7,50.9,549,447,12.6,"2,811",35.5,"1,453","8,846","8,705","6,813",16,"1,647","1,525","3,172","3,188",46.6,46.8,"2,597",38.1,"20,002",341,"53,978",126,-,-,-
Q4,January to March,2013/14,95BB,Ards,arc21 (pre April 2015),Finalised,"9,605",2,"1,568","1,078","2,646","2,648",27.5,27.6,52,305,3.7,"6,600",68.7,"3,917","13,617","13,736","8,871",2,"1,503","1,078","2,581","2,583",29.1,29.1,"5,947",67.0,"32,252",275,"78,549",113,-,-,-
Q4,January to March,2013/14,95CC,Armagh,SWaMP2008,Finalised,"6,319",18,"1,456",853,"2,308","2,326",36.5,36.8,"2,057",137,34.7,"1,760",27.8,"1,048","10,089","10,089","5,817",18,"1,256",844,"2,099","2,117",36.1,36.4,"1,626",28.0,"21,671",268,"60,423",96,-,-,-
Q4,January to March,2013/14,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,189",1,"1,833","1,283","3,115","3,116",43.3,43.3,289,153,6.1,"3,631",50.5,"2,133","10,656","10,511","6,556",1,"1,485","1,283","2,767","2,768",42.2,42.2,"3,377",51.5,"25,419",258,"64,762",101,-,-,-
Q4,January to March,2013/14,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,328",0,770,135,905,905,27.2,27.2,270,87,10.7,"2,066",62.1,"1,312","5,311","5,311","3,058",0,720,135,856,856,28.0,28.0,"1,871",61.2,"11,681",262,"31,659",97,-,-,-
Q4,January to March,2013/14,95FF,Banbridge,SWaMP2008,Finalised,"5,616",0,"1,544","1,455","2,999","2,999",53.4,53.4,"1,397",78,26.3,"1,133",20.2,542,"8,247","7,476","5,277",0,"1,352","1,368","2,720","2,720",51.6,51.6,"1,107",21.0,"18,724",282,"48,905",108,-,-,-
Q4,January to March,2013/14,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"36,640",13,"9,430","3,909","13,339","13,352",36.4,36.4,"8,493",205,23.7,"12,929",35.3,"7,943","45,652","45,043","29,153",13,"8,564","3,791","12,355","12,369",42.4,42.4,"9,273",31.8,"123,742",236,"281,735",103,-,-,-
Q4,January to March,2013/14,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"4,508",0,990,449,"1,439","1,439",31.9,31.9,30,48,1.7,"2,991",66.3,"1,832","7,011","6,920","4,012",0,830,449,"1,279","1,279",31.9,31.9,"2,658",66.3,"16,435",244,"39,015",103,-,-,-
Q4,January to March,2013/14,95II,Castlereagh,arc21 (pre April 2015),Finalised,"6,787",11,"1,390",986,"2,375","2,387",35.0,35.2,22,97,1.8,"4,225",62.3,"2,462","11,488","11,335","6,296",11,"1,200",985,"2,185","2,196",34.7,34.9,"3,930",62.4,"28,228",223,"67,883",93,-,-,-
Q4,January to March,2013/14,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,267",0,"1,691",516,"2,208","2,208",30.4,30.4,925,307,17.0,"3,827",52.7,"2,334","9,941","9,941","6,408",0,"1,535",516,"2,052","2,052",32.0,32.0,"3,262",50.9,"24,594",261,"59,043",109,-,-,-
Q4,January to March,2013/14,95KK,Cookstown,SWaMP2008,Finalised,"4,559",0,"1,230",676,"1,906","1,906",41.8,41.8,163,49,4.6,"2,428",53.3,"1,379","6,175","6,175","3,952",0,"1,000",676,"1,676","1,676",42.4,42.4,"2,079",52.6,"13,251",298,"37,552",105,-,-,-
Q4,January to March,2013/14,95LL,Craigavon,SWaMP2008,Finalised,"10,875",0,"2,880","1,167","4,046","4,046",37.2,37.2,"3,556",100,33.6,"3,091",28.4,"1,863","15,037","15,037","9,759",0,"2,437","1,164","3,601","3,601",36.9,36.9,"2,790",28.6,"36,786",265,"95,474",102,-,-,-
Q4,January to March,2013/14,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,358",20,"4,576",240,"4,816","4,836",36.1,36.2,"3,759",699,33.4,"4,064",30.4,"3,000","19,309","19,092","11,320",20,"3,742",191,"3,932","3,953",34.7,34.9,"3,480",30.7,"41,854",270,"108,610",104,-,-,-
Q4,January to March,2013/14,95NN,Down,arc21 (pre April 2015),Finalised,"7,452",0,"1,366",799,"2,165","2,165",29.1,29.1,422,172,8.0,"4,693",63.0,"2,785","12,127","13,862","6,900",0,"1,342",781,"2,123","2,123",30.8,30.8,"4,226",61.2,"26,701",258,"70,825",97,-,-,-
Q4,January to March,2013/14,95OO,Dungannon,SWaMP2008,Finalised,"6,947",0,"1,672",800,"2,471","2,471",35.6,35.6,531,237,11.1,"3,685",53.0,"2,260","8,928","8,928","6,474",0,"1,588",800,"2,387","2,387",36.9,36.9,"3,354",51.8,"20,971",309,"59,298",109,-,-,-
Q4,January to March,2013/14,95PP,Fermanagh,SWaMP2008,Finalised,"6,885",30,"2,178",440,"2,618","2,647",38.0,38.4,45,43,1.3,"4,118",59.8,"2,764","10,623","10,623","6,126",30,"1,626",440,"2,066","2,095",33.7,34.2,"3,925",64.1,"24,837",247,"62,527",98,-,-,-
Q4,January to March,2013/14,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,484",1,"1,291",529,"1,820","1,820",40.6,40.6,29,71,2.2,"2,548",56.8,"1,500","5,441","5,364","3,765",1,920,529,"1,449","1,449",38.5,38.5,"2,208",58.7,"13,493",279,"32,220",117,-,-,-
Q4,January to March,2013/14,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,058",25,"1,492",113,"1,604","1,629",39.5,40.2,259,139,9.8,"2,030",50.0,"1,406","6,317","6,317","3,558",25,"1,070",113,"1,183","1,208",33.2,33.9,"1,964",55.2,"12,473",285,"33,886",105,-,-,-
Q4,January to March,2013/14,95SS,Lisburn,arc21 (pre April 2015),Finalised,"12,896",7,"2,691","1,732","4,423","4,430",34.3,34.4,573,305,6.8,"7,521",58.3,"4,174","19,621","19,351","11,633",7,"2,233","1,732","3,964","3,972",34.1,34.1,"6,781",58.3,"47,044",247,"121,990",95,-,-,-
Q4,January to March,2013/14,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,440",0,"1,562","1,026","2,587","2,587",47.6,47.6,"1,489",216,31.3,"1,148",21.1,661,"7,668","7,668","4,756",0,"1,288","1,026","2,314","2,314",48.7,48.7,969,20.4,"15,513",307,"45,826",104,-,-,-
Q4,January to March,2013/14,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,016",0,801,83,884,884,43.8,43.8,499,98,29.6,535,26.6,409,"3,001","3,001","2,005",0,793,83,876,876,43.7,43.7,534,26.6,"6,939",289,"17,111",117,-,-,-
Q4,January to March,2013/14,95VV,Newry and Mourne,SWaMP2008,Finalised,"10,389",0,"2,324",803,"3,127","3,127",30.1,30.1,327,188,5.0,"6,747",64.9,"4,234","16,721","17,492","9,130",0,"2,285",803,"3,088","3,088",33.8,33.8,"5,583",61.2,"35,907",254,"101,612",90,-,-,-
Q4,January to March,2013/14,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"9,865",0,"2,369","1,368","3,737","3,737",37.9,37.9,90,329,4.2,"5,618",56.9,"3,441","14,240","14,050","9,080",0,"2,024","1,368","3,392","3,392",37.4,37.4,"5,199",57.3,"34,776",261,"85,558",106,-,-,-
Q4,January to March,2013/14,95XX,North Down,arc21 (pre April 2015),Finalised,"11,176",26,"2,595","1,224","3,819","3,845",34.2,34.4,56,687,6.6,"6,588",59.0,"3,715","13,593","13,415","8,954",26,"1,655","1,159","2,813","2,840",31.4,31.7,"5,390",60.2,"33,310",269,"79,424",113,-,-,-
Q4,January to March,2013/14,95YY,Omagh,SWaMP2008,Finalised,"5,904",0,"1,446",831,"2,277","2,277",38.6,38.6,0,121,2.0,"3,472",58.8,"2,106","9,043","9,043","5,584",0,"1,368",831,"2,199","2,199",39.4,39.4,"3,231",57.9,"19,403",288,"51,838",108,-,-,-
Q4,January to March,2013/14,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,508",0,"1,167",58,"1,226","1,226",27.2,27.2,433,132,12.5,"2,717",60.3,"1,825","7,012","7,229","4,150",0,"1,129",58,"1,188","1,188",28.6,28.6,"2,441",58.8,"15,327",271,"40,022",104,-,-,-
Q4,January to March,2013/14,NI,Northern Ireland,-,Finalised,"215,994",170,"54,805","24,076","78,882","79,052",36.5,36.6,"26,314","5,449",14.7,"102,976",47.7,"62,497","305,714","305,714","189,406",170,"46,592","23,726","70,318","70,489",37.1,37.2,"89,801",47.4,"721,333",263,"1,829,725",104,-,-,-
Q1,April to June,2014/15,95AA,Antrim,arc21 (pre April 2015),Finalised,"10,116",15,"2,725","2,753","5,478","5,492",54.2,54.3,638,744,13.7,"3,139",31.0,"1,030","8,430","8,352","8,281",15,"1,504","2,753","4,257","4,271",51.4,51.6,"2,642",31.9,"20,050",413,"54,111",153,"4,096","7,719",53.1
Q1,April to June,2014/15,95BB,Ards,arc21 (pre April 2015),Finalised,"12,047",1,"1,704","3,219","4,923","4,924",40.9,40.9,52,435,4.0,"6,636",55.1,"3,176","13,002","14,020","11,084",1,"1,639","3,219","4,858","4,858",43.8,43.8,"5,761",52.0,"32,326",343,"78,924",140,"4,857","10,823",44.9
Q1,April to June,2014/15,95CC,Armagh,SWaMP2008,Finalised,"7,612",22,"1,632","1,922","3,555","3,577",46.7,47.0,"2,253",155,31.6,"1,596",21.0,797,"9,632","9,632","6,994",22,"1,287","1,904","3,191","3,213",45.6,45.9,"1,492",21.3,"21,707",322,"60,820",115,"3,204","6,758",47.4
Q1,April to June,2014/15,95DD,Ballymena,arc21 (pre April 2015),Finalised,"8,741",2,"1,894","2,707","4,601","4,603",52.6,52.7,403,156,6.4,"3,580",41.0,"1,676","10,156","10,104","7,985",2,"1,442","2,707","4,148","4,150",51.9,52.0,"3,314",41.5,"25,475",313,"65,221",122,"4,069","7,822",52.0
Q1,April to June,2014/15,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"4,219",0,668,999,"1,668","1,668",39.5,39.5,171,96,6.3,"2,284",54.1,"1,105","5,094","5,094","3,844",0,596,999,"1,595","1,595",41.5,41.5,"1,994",51.9,"11,717",328,"31,922",120,"1,594","3,759",42.4
Q1,April to June,2014/15,95FF,Banbridge,SWaMP2008,Finalised,"7,420",0,"1,658","3,022","4,680","4,680",63.1,63.1,"1,685",118,24.3,935,12.6,261,"7,915","7,915","6,890",0,"1,325","2,906","4,231","4,231",61.4,61.4,907,13.2,"18,757",367,"49,160",140,"4,225","6,724",62.8
Q1,April to June,2014/15,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"37,878",43,"8,140","6,131","14,270","14,313",37.7,37.8,"8,264",304,22.6,"13,780",36.4,"7,846","43,218","42,858","31,062",43,"7,549","6,006","13,554","13,597",43.6,43.8,"10,163",32.7,"123,836",251,"283,166",110,"13,589","29,942",45.4
Q1,April to June,2014/15,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,884",0,"1,243","1,406","2,649","2,649",45.0,45.0,55,41,1.6,"3,139",53.4,"1,509","6,691","6,639","4,970",0,883,"1,406","2,289","2,289",46.1,46.1,"2,678",53.9,"16,450",302,"39,114",127,"2,289","4,878",46.9
Q1,April to June,2014/15,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,894",7,"1,585","2,487","4,072","4,079",45.8,45.9,22,84,1.2,"4,638",52.1,"2,266","10,900","10,822","8,174",7,"1,219","2,486","3,705","3,712",45.3,45.4,"4,291",52.5,"28,270",289,"68,388",120,"3,711","7,776",47.7
Q1,April to June,2014/15,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"9,643",0,"1,750","2,056","3,806","3,806",39.5,39.5,926,388,13.6,"4,520",46.9,"2,370","9,458","9,900","8,694",0,"1,554","2,056","3,610","3,610",41.5,41.5,"3,868",44.5,"24,638",353,"59,217",147,"3,606","8,432",42.8
Q1,April to June,2014/15,95KK,Cookstown,SWaMP2008,Finalised,"5,482",0,"1,224","1,473","2,697","2,697",49.2,49.2,164,52,3.9,"2,558",46.7,"1,155","5,908","5,908","4,860",0,"1,018","1,473","2,490","2,490",51.2,51.2,"2,172",44.7,"13,278",366,"37,871",128,"2,418","4,780",50.6
Q1,April to June,2014/15,95LL,Craigavon,SWaMP2008,Finalised,"13,618",0,"3,114","3,500","6,614","6,614",48.6,48.6,"4,129",303,32.5,"2,511",18.4,"1,254","14,365","14,365","12,269",0,"2,487","3,445","5,932","5,932",48.3,48.3,"2,261",18.4,"36,862",333,"96,808",127,"5,551","11,742",47.3
Q1,April to June,2014/15,95MM,Derry,NWRWMG (pre April 2015),Finalised,"14,867",24,"4,403","1,227","5,630","5,654",37.9,38.0,"4,962",548,37.1,"3,703",24.9,"2,588","18,423","18,215","13,111",24,"3,491","1,016","4,506","4,531",34.4,34.6,"3,430",26.2,"41,919",313,"109,150",120,"4,359","12,363",35.3
Q1,April to June,2014/15,95NN,Down,arc21 (pre April 2015),Finalised,"9,020",0,"1,383","1,826","3,209","3,209",35.6,35.6,428,169,6.6,"5,215",57.8,"2,753","11,604","11,414","8,404",0,"1,359","1,816","3,175","3,175",37.8,37.8,"4,677",55.7,"26,749",314,"70,467",119,"3,174","8,185",38.8
Q1,April to June,2014/15,95OO,Dungannon,SWaMP2008,Finalised,"8,419",0,"1,497","2,177","3,674","3,674",43.6,43.6,134,206,4.0,"4,426",52.6,"2,236","8,536","9,611","7,907",0,"1,424","2,177","3,600","3,600",45.5,45.5,"4,005",50.6,"21,073",375,"60,084",132,"3,484","7,685",45.3
Q1,April to June,2014/15,95PP,Fermanagh,SWaMP2008,Finalised,"6,917",20,"2,188",692,"2,881","2,901",41.6,41.9,31,50,1.2,"3,916",56.6,"2,556","10,144","10,144","6,343",20,"1,780",692,"2,472","2,492",39.0,39.3,"3,761",59.3,"24,902",255,"62,985",101,"2,391","6,146",38.9
Q1,April to June,2014/15,95QQ,Larne,arc21 (pre April 2015),Finalised,"5,763",1,"1,577","1,482","3,060","3,060",53.1,53.1,27,85,1.9,"2,576",44.7,"1,130","5,173","5,121","4,686",1,996,"1,482","2,478","2,479",52.9,52.9,"2,091",44.6,"13,507",347,"32,307",145,"2,475","4,322",57.3
Q1,April to June,2014/15,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"5,511",26,"1,929",770,"2,699","2,725",49.0,49.4,718,149,15.7,"1,920",34.8,"1,157","6,050","5,608","4,570",26,"1,068",770,"1,838","1,864",40.2,40.8,"1,864",40.8,"12,490",366,"34,011",134,"1,811","4,430",40.9
Q1,April to June,2014/15,95SS,Lisburn,arc21 (pre April 2015),Finalised,"16,309",10,"3,148","4,354","7,502","7,512",46.0,46.1,567,393,5.9,"7,759",47.6,"3,449","18,693","18,615","14,670",10,"2,313","4,354","6,667","6,677",45.4,45.5,"7,018",47.8,"47,197",311,"123,579",119,"6,663","14,247",46.8
Q1,April to June,2014/15,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,602",0,"1,552","2,106","3,658","3,658",55.4,55.4,"1,808",154,29.7,981,14.9,441,"7,347","6,272","5,771",0,"1,188","2,106","3,294","3,294",57.1,57.1,811,14.1,"15,574",371,"46,280",125,"3,189","5,641",56.5
Q1,April to June,2014/15,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,617",0,689,594,"1,282","1,282",49.0,49.0,745,65,31.0,524,20.0,299,"2,866","2,866","2,617",0,689,594,"1,282","1,282",49.0,49.0,524,20.0,"6,957",376,"17,153",153,"1,282","2,617",49.0
Q1,April to June,2014/15,95VV,Newry and Mourne,SWaMP2008,Finalised,"12,467",0,"2,317","2,351","4,668","4,668",37.4,37.4,238,265,4.0,"7,296",58.5,"4,095","16,012","16,012","11,038",0,"2,256","2,351","4,607","4,607",41.7,41.7,"5,935",53.8,"36,013",306,"102,519",108,"4,411","10,558",41.8
Q1,April to June,2014/15,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"13,081",15,"2,586","3,712","6,298","6,313",48.1,48.3,395,242,4.9,"6,009",45.9,"2,677","13,544","13,466","11,410",15,"1,897","3,662","5,558","5,574",48.7,48.9,"5,383",47.2,"34,823",328,"85,855",133,"5,561","10,527",52.8
Q1,April to June,2014/15,95XX,North Down,arc21 (pre April 2015),Finalised,"14,239",27,"3,242","3,861","7,103","7,130",49.9,50.1,57,799,6.0,"6,253",43.9,"2,660","12,930","12,930","11,618",27,"1,888","3,817","5,704","5,731",49.1,49.3,"5,048",43.5,"33,352",348,"79,331",146,"5,729","11,240",51.0
Q1,April to June,2014/15,95YY,Omagh,SWaMP2008,Finalised,"6,619",0,"1,669","1,444","3,112","3,112",47.0,47.0,0,326,4.9,"3,102",46.9,"1,563","8,642","8,642","6,102",0,"1,413","1,444","2,857","2,857",46.8,46.8,"2,848",46.7,"19,432",314,"52,007",117,"2,772","5,911",46.9
Q1,April to June,2014/15,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,685",0,"1,030",399,"1,429","1,429",30.5,30.5,412,145,11.9,"2,792",59.6,"1,768","6,692","6,900","4,323",0,991,399,"1,389","1,389",32.1,32.1,"2,489",57.6,"15,345",282,"40,048",108,"1,377","4,098",33.6
Q1,April to June,2014/15,NI,Northern Ireland,-,Finalised,"258,667",212,"56,548","58,669","115,217","115,430",44.5,44.6,"29,284","6,474",13.8,"105,788",40.9,"53,818","291,428","291,428","227,677",212,"45,252","58,037","103,290","103,502",45.4,45.5,"91,427",40.2,"722,700",315,"1,840,498",124,"101,887","219,122",46.5
Q2,July to September,2014/15,95AA,Antrim,arc21 (pre April 2015),Finalised,"10,200",17,"2,467","3,109","5,576","5,593",54.7,54.8,427,796,12.0,"3,327",32.6,"1,063","8,430","8,352","8,566",17,"1,414","3,109","4,523","4,540",52.8,53.0,"2,847",33.2,"20,110",426,"54,111",158,"4,376","8,155",53.7
Q2,July to September,2014/15,95BB,Ards,arc21 (pre April 2015),Finalised,"11,825",2,"1,699","2,868","4,567","4,569",38.6,38.6,55,459,4.3,"6,743",57.0,"3,349","13,002","14,020","10,897",2,"1,648","2,868","4,516","4,518",41.4,41.5,"5,885",54.0,"32,373",337,"78,924",138,"4,516","10,578",42.7
Q2,July to September,2014/15,95CC,Armagh,SWaMP2008,Finalised,"7,122",22,"1,696","1,690","3,386","3,407",47.5,47.8,"2,126",0,29.9,"1,552",21.8,810,"9,632","9,632","6,546",22,"1,412","1,656","3,068","3,090",46.9,47.2,"1,444",22.1,"21,737",301,"60,820",108,"3,085","6,436",47.9
Q2,July to September,2014/15,95DD,Ballymena,arc21 (pre April 2015),Finalised,"8,674",1,"1,671","2,540","4,211","4,212",48.5,48.6,511,262,8.9,"3,688",42.5,"1,798","10,156","10,104","7,948",1,"1,235","2,540","3,775","3,777",47.5,47.5,"3,435",43.2,"25,519",311,"65,221",122,"3,722","7,838",47.5
Q2,July to September,2014/15,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"4,242",0,747,965,"1,711","1,711",40.3,40.3,492,88,13.7,"1,951",46.0,952,"5,094","5,094","3,865",0,649,965,"1,614","1,614",41.7,41.7,"1,721",44.5,"11,746",329,"31,922",121,"1,612","3,800",42.4
Q2,July to September,2014/15,95FF,Banbridge,SWaMP2008,Finalised,"6,647",0,"1,649","2,480","4,129","4,129",62.1,62.1,"2,127",105,33.6,267,4.0,94,"7,915","7,915","6,184",0,"1,358","2,373","3,732","3,732",60.3,60.3,260,4.2,"18,806",329,"49,160",126,"3,667","6,056",60.6
Q2,July to September,2014/15,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"37,435",40,"9,636","5,745","15,381","15,421",41.1,41.2,"7,744",173,21.1,"14,334",38.3,"8,957","43,218","42,858","31,391",40,"8,859","5,596","14,455","14,495",46.0,46.2,"10,965",34.9,"123,956",253,"283,166",111,"13,738","30,702",44.7
Q2,July to September,2014/15,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,622",0,"1,221","1,411","2,632","2,632",46.8,46.8,29,79,1.9,"2,881",51.2,"1,447","6,691","6,639","4,895",0,851,"1,411","2,262","2,262",46.2,46.2,"2,528",51.6,"16,469",297,"39,114",125,"2,259","4,817",46.9
Q2,July to September,2014/15,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,433",9,"1,518","2,328","3,846","3,856",45.6,45.7,23,145,2.0,"4,363",51.7,"2,116","10,900","10,822","7,797",9,"1,190","2,328","3,517","3,526",45.1,45.2,"4,061",52.1,"28,321",275,"68,388",114,"3,524","7,358",47.9
Q2,July to September,2014/15,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"9,872",0,"2,045","1,972","4,017","4,017",40.7,40.7,"1,025",263,13.0,"4,551",46.1,"2,478","9,458","9,900","8,776",0,"1,811","1,972","3,782","3,782",43.1,43.1,"3,814",43.5,"24,690",355,"59,217",148,"3,708","8,593",43.2
Q2,July to September,2014/15,95KK,Cookstown,SWaMP2008,Finalised,"5,717",0,"1,338","1,658","2,996","2,996",52.4,52.4,199,27,4.0,"2,491",43.6,"1,018","5,908","5,908","5,013",0,"1,103","1,658","2,761","2,761",55.1,55.1,"2,059",41.1,"13,298",377,"37,871",132,"2,704","4,947",54.7
Q2,July to September,2014/15,95LL,Craigavon,SWaMP2008,Finalised,"13,097",0,"3,418","3,258","6,676","6,676",51.0,51.0,"3,892",0,29.7,"2,512",19.2,"1,264","14,365","14,365","11,800",0,"2,757","3,258","6,014","6,014",51.0,51.0,"2,259",19.1,"36,941",319,"96,808",122,"5,611","11,383",49.3
Q2,July to September,2014/15,95MM,Derry,NWRWMG (pre April 2015),Finalised,"14,523",29,"4,243","1,218","5,461","5,490",37.6,37.8,"5,243",449,39.2,"3,341",23.0,"2,263","18,423","18,215","12,742",29,"3,285",981,"4,266","4,295",33.5,33.7,"3,118",24.5,"42,013",303,"109,150",117,"3,946","12,108",32.6
Q2,July to September,2014/15,95NN,Down,arc21 (pre April 2015),Finalised,"8,386",0,"1,529","1,639","3,168","3,168",37.8,37.8,446,148,7.1,"4,625",55.1,"2,416","11,604","11,414","7,748",0,"1,500","1,631","3,131","3,131",40.4,40.4,"4,077",52.6,"26,810",289,"70,467",110,"3,125","7,548",41.4
Q2,July to September,2014/15,95OO,Dungannon,SWaMP2008,Finalised,"8,204",0,"1,516","2,076","3,592","3,592",43.8,43.8,20,340,4.4,"4,252",51.8,"2,072","8,536","9,611","7,759",0,"1,464","2,076","3,540","3,540",45.6,45.6,"3,869",49.9,"21,130",367,"60,084",129,"3,447","7,574",45.5
Q2,July to September,2014/15,95PP,Fermanagh,SWaMP2008,Finalised,"6,902",24,"2,048",771,"2,819","2,843",40.8,41.2,46,53,1.4,"3,954",57.3,"2,428","10,144","10,144","6,351",24,"1,670",771,"2,441","2,465",38.4,38.8,"3,791",59.7,"24,943",255,"62,985",101,"2,370","6,213",38.2
Q2,July to September,2014/15,95QQ,Larne,arc21 (pre April 2015),Finalised,"5,925",1,"1,644","1,488","3,132","3,133",52.9,52.9,24,242,4.5,"2,517",42.5,"1,181","5,173","5,121","4,876",1,881,"1,488","2,369","2,370",48.6,48.6,"2,260",46.4,"13,521",361,"32,307",151,"2,283","4,584",49.8
Q2,July to September,2014/15,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,830",20,"1,470",793,"2,263","2,283",46.8,47.3,967,175,23.6,"1,405",29.1,806,"6,050","5,608","4,279",20,982,793,"1,775","1,795",41.5,41.9,"1,368",32.0,"12,521",342,"34,011",126,"1,751","4,169",42.0
Q2,July to September,2014/15,95SS,Lisburn,arc21 (pre April 2015),Finalised,"15,518",15,"3,050","3,983","7,033","7,047",45.3,45.4,465,339,5.2,"7,624",49.1,"3,460","18,693","18,615","13,894",15,"2,102","3,983","6,085","6,100",43.8,43.9,"6,990",50.3,"47,391",293,"123,579",112,"6,091","13,589",44.8
Q2,July to September,2014/15,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,506",0,"1,524","2,016","3,540","3,540",54.4,54.4,"1,654",184,28.3,"1,127",17.3,505,"7,347","6,272","5,754",0,"1,170","2,016","3,187","3,187",55.4,55.4,959,16.7,"15,613",369,"46,280",124,"3,133","5,689",55.1
Q2,July to September,2014/15,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,731",0,649,597,"1,246","1,246",45.6,45.6,944,53,36.5,488,17.9,267,"2,866","2,866","2,716",0,646,597,"1,243","1,243",45.8,45.8,483,17.8,"6,964",390,"17,153",158,"1,243","2,716",45.8
Q2,July to September,2014/15,95VV,Newry and Mourne,SWaMP2008,Finalised,"11,860",1,"2,446","2,121","4,567","4,568",38.5,38.5,291,261,4.7,"6,740",56.8,"3,794","16,012","16,012","10,445",1,"2,396","2,121","4,518","4,519",43.3,43.3,"5,390",51.6,"36,092",289,"102,519",102,"4,362","10,062",43.4
Q2,July to September,2014/15,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"12,295",7,"2,624","3,618","6,242","6,248",50.8,50.8,354,224,4.7,"5,406",44.0,"2,624","13,544","13,466","10,909",7,"1,899","3,501","5,400","5,407",49.5,49.6,"4,907",45.0,"34,869",313,"85,855",127,"5,398","10,282",52.5
Q2,July to September,2014/15,95XX,North Down,arc21 (pre April 2015),Finalised,"14,298",36,"3,399","3,527","6,926","6,962",48.4,48.7,55,785,5.9,"6,496",45.4,"2,923","12,930","12,930","11,443",36,"1,756","3,483","5,239","5,275",45.8,46.1,"5,343",46.7,"33,415",342,"79,331",144,"5,273","11,141",47.3
Q2,July to September,2014/15,95YY,Omagh,SWaMP2008,Finalised,"6,434",0,"1,628","1,426","3,053","3,053",47.5,47.5,0,171,2.7,"3,202",49.8,"1,704","8,642","8,642","5,942",0,"1,408","1,426","2,834","2,834",47.7,47.7,"2,931",49.3,"19,467",305,"52,007",114,"2,760","5,810",47.5
