objectid,pin,mapblocklo,bldg_code,building_n,prime_usag,department,department_name,region,class,name,created_user,created_date,last_edited_user,last_edited_date,buff_dist,orig_fid,cid
96,0004F00281000000,4-F-281,B217,MOUNT WASHINGTON SENIOR CITIZEN CENTER aka POTENZA,SENIOR,SENIOR CENTER,CITIPARKS,SOUTH,SENIOR CENTER,Mount Washington Senior Center,,,Cartegraph,2016-08-25T11:46:34.000Z,25,47,B217
60,0054R00296000000,54-R-296,B079,MAGEE RECREATION CENTER/GREENFIELD SENIORS,SENIOR,RECREATION CENTER,CITIPARKS,CENTRAL,RECREATION CENTER,Magee Recreation Center,,,Cartegraph,2016-08-25T11:48:00.000Z,25,52,B079
181,0046B00290000000,46-B-290,B033,FOWLER RECREATION / POOL,POOL,RECREATION CENTER,CITIPARKS,NORTH,RECREATION CENTER,Fowler Recreation Center,,,Cartegraph,2016-08-25T11:51:14.000Z,25,7,B033
2658,,127-H-100-01,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Frick Park Bowling Greens Building,Cartegraph,2015-09-22T16:23:11.000Z,Cartegraph,2016-08-25T12:15:11.000Z,,,
107,0034N00086000000,34-N-86,B186,MOORE POOL/REC BUILDING,POOL,SWIMMING,CITIPARKS,SOUTH,SWIMMING,Moore Pool and Recreation Building,,,Cartegraph,2016-08-25T12:20:14.000Z,25,61,B186
174,0127H00100000001,127-H-100-0-1,B158,PUBLIC WORKS FRICK PARK  OFFICE,OFFICE,EASTERN,DEPARTMENT OF PUBLIC WORKS,EAST,DPW,Public Works Frick Park Office Building,,,Cartegraph,2016-08-25T12:33:44.000Z,25,75,B158
159483,,,B242,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Duffy Cabin,Cartegraph,2016-08-24T13:14:56.000Z,Cartegraph,2016-08-25T12:43:17.000Z,,,
5448,,16-S-40,,,RESTROOMS,,CITIPARKS,SOUTH,,Vanucci Restrooms,Cartegraph,2015-09-29T19:01:27.000Z,Cartegraph,2016-08-25T15:06:52.000Z,,,
81,0082H00001000002,82-H-1-0-2,B402,POLICE ZONE 5 (NEW-OLD HOUSING POLICE),POLICE,POLICE,PUBLIC SAFETY,EAST,POLICE,Police Zone 05,,,Cartegraph,2016-08-25T15:16:19.000Z,25,80,B402
106,0050E00131000000,50-E-131,B373,MEDIC 06,MEDIC STATION,EMS,PUBLIC SAFETY,EAST,EMS,Medic 06,,,Cartegraph,2016-08-25T15:17:09.000Z,25,176,B373
204,0005L00186000000,5-L-186,B220,PUBLIC WORKS 5TH DIV. SAW MILL RUN BLDG. aka Georgies Diner,SERVICE,WESTERN,DEPARTMENT OF PUBLIC WORKS,SOUTH,DPW,Public Works 5th Division Saw Mill Run Building,,,Cartegraph,2016-08-25T15:21:00.000Z,25,134,B220
245,,86-C-169,B115,POLICE ZONE 4,POLICE,POLICE,PUBLIC SAFETY,EAST,POLICE,Police Zone 04,cartegraph,2015-09-15T19:15:31.000Z,Cartegraph,2016-08-25T20:10:26.000Z,,,
26,0019E00214000000,19-E-214,B348,PUBLIC WORKS 5TH DIV.SALT DOME HERSCHEL,SALT DOME,WESTERN,DEPARTMENT OF PUBLIC WORKS,WEST,DPW,Herschel Salt Dome,,,Cartegraph,2016-08-26T11:09:18.000Z,25,77,B348
130,0015D00336000000,15-D-336,B054,WARRINGTON POOL AND RECREATION CENTER,POOL CLOSED,RECREATION CENTER,CITIPARKS,SOUTH,RECREATION CENTER,Warrington Recreation Center,,,Cartegraph,2016-08-26T17:35:50.000Z,25,55,B054
156,0025B00015000000,25-B-15,B007,FINANCE  GENERAL SERVICES COMPRESSOR BUILDING,SERVICE,ADMINISTRATIVE DIVISION,DEPARTMENT OF FINANCE,CENTRAL,ADMINISTRATIVE,Finance General Services Compressor Building,,,Cartegraph,2016-08-26T17:38:57.000Z,25,246,B007
243,,35-G-26,B900,,SENIOR,,CITIPARKS,SOUTH,SENIORS,Beechview Senior and Community Center,,,Cartegraph,2016-08-26T17:41:08.000Z,25,248,B900
9050,,96-G-1,,,REC,,CITIPARKS,SOUTH,,Brookline Recreation Center,Cartegraph,2015-10-08T13:27:23.000Z,Cartegraph,2016-08-26T17:53:47.000Z,,,
38,0056R00170000000,56-R-170,B184,BURGWIN POOL BUILDING,POOL,SWIMMING,CITIPARKS,CENTRAL,SWIMMING,Burgwin Pool Building,,,Cartegraph,2016-08-26T17:56:05.000Z,25,62,B184
127,0025R00106000001,25-R-106-0-1,B078,WEST PENN RECREATION CENTER,POOL,RECREATION CENTER,CITIPARKS,CENTRAL,RECREATION CENTER,West Penn Recreation Center,,,Cartegraph,2016-08-26T17:58:31.000Z,25,27,B078
87,0010F00198000000,10-F-198,B075,AMMON RECREATION CENTER,POOL,RECREATION CENTER,CITIPARKS,CENTRAL,RECREATION CENTER,Ammon Recreation Center,,,Cartegraph,2016-08-26T18:00:52.000Z,25,39,B075
137074,,7-D-260,,,POLICE,,PUBLIC SAFETY,NORTH,,Police Recruit Training Center,Cartegraph,2016-06-29T12:47:49.000Z,Cartegraph,2016-08-26T18:11:02.000Z,,,
102,0002K00135000000,2-K-135,B009,PUBLIC WORKS ADMINISTRATION BUILDING,OFFICE,STATE,DEPARTMENT OF FINANCE,CENTRAL,DPW,Public Works Administration Building,,,Cartegraph,2016-08-26T18:36:15.000Z,25,132,B009
118,0023J00162000000,23-J-162,B379,POLICE ZONE 01,POLICE,POLICE,PUBLIC SAFETY,NORTH,POLICE,Police Zone 01,,,Cartegraph,2016-08-26T18:42:17.000Z,25,183,B379
17453,,7-C-226,,,POLICE,,PUBLIC SAFETY,NORTH,,Police Headquarters,Cartegraph,2015-10-29T19:53:56.000Z,Cartegraph,2016-08-26T18:51:24.000Z,,,
184,0025B00015000000,25-B-15,B005,FINANCE  GENERAL SERVICES FACILITY 2,SERVICE,ADMINISTRATIVE DIVISION,DEPARTMENT OF FINANCE,CENTRAL,ADMINISTRATIVE,Finance General Services Facility 2,,,Cartegraph,2016-08-29T11:15:35.000Z,25,245,B005
217,0124H00116000000,124-H-116,B096,PAULSON RECREATION CENTER,REC,RECREATION CENTER,CITIPARKS,EAST,RECREATION CENTER,Paulson Recreation Center,,,Cartegraph,2016-08-29T11:18:25.000Z,25,139,B096
50,0127H00100000001,127-H-100-0-1,B105,FRICK PARK BIDDLE BUILDING,OFFICE,TENNIS COURT,CITIPARKS,EAST,TENNIS COURT,Frick Park Biddle Building,,,Cartegraph,2016-08-29T11:21:46.000Z,25,214,B105
15,0026P00250000000,26-P-250,B076,ROBERT E WILLIAMS RECREATION CENTER HERRON HILL,ACTIVITY,RECREATION CENTER,CITIPARKS,CENTRAL,RECREATION CENTER,Robert E Williams Recreation Center,,,Cartegraph,2016-08-29T11:51:50.000Z,25,30,B076
230,0049P00013000000,49-P-13,B120,FIREHOUSE 06,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 06,,,Cartegraph,2016-08-29T11:53:30.000Z,25,158,B120
126,0033A00200000000,33-A-200,B364,MEDIC 02,MEDIC STATION,EMS,PUBLIC SAFETY,SOUTH,EMS,Medic 02,,,Cartegraph,2016-08-29T12:00:44.000Z,25,172,B364
183,0014B00332000000,14-B-332,B405,POLICE ZONE 3 (new 2009),POLICE,POLICE,PUBLIC SAFETY,SOUTH,POLICE,Police Zone 03,,,Cartegraph,2016-08-29T12:05:31.000Z,25,187,B405
212,0023R00157000000,23-R-157,B190,ALLEGHENY REG. LIBRARY/NORTHSIDE SENIORS/HAZLETT THEATER,SENIOR,SENIOR CENTER,CITIPARKS,NORTH,SENIOR CENTER,Allegheny Northside Senior Center and Hazlett Theater,,,Cartegraph,2016-08-29T12:13:50.000Z,25,192,B190
83,0025F00089000002,25-F-89-0-2,B006,RADIO SHOP/POLICE FINGERPRINT BLDG.,SERVICE,POLICE,PUBLIC SAFETY,CENTRAL,POLICE,Police Fingerprint Building,,,Cartegraph,2016-08-29T12:27:37.000Z,25,242,B006
2269,,2-A-132-0-1,B355,,OFFICE,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Mellon Square Park Building,Cartegraph,2015-09-21T19:18:27.000Z,Cartegraph,2016-08-30T11:04:37.000Z,,,
240,0002J00002000000,2-J-2,B001,CITY-COUNTY BUILDING,OFFICE,STATE,DEPARTMENT OF FINANCE,EAST,DPW,City-County Building,,,Cartegraph,2016-08-30T11:12:16.000Z,25,241,B001
239,0002P00299000000,2-P-299,B902,MUNICIPAL COURT,POLICE,COURT,ALLEGHENY COUNTY,CENTRAL,COURT,Municipal Courts Building,,,Cartegraph,2016-08-30T11:12:41.000Z,25,247,B902
122,0003H00202000000,3-H-202,B047,SOUTHSIDE MARKET HOUSE,SENIOR,SENIOR CENTER,CITIPARKS,SOUTH,SENIOR CENTER,Southside Market House,,,Cartegraph,2016-08-30T11:13:43.000Z,25,49,B047
