HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
PR02B,421,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
PR02B,430,Paediatric Epilepsy Syndrome with CC Score 1-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR02C,180,Paediatric Epilepsy Syndrome with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR02C,300,Paediatric Epilepsy Syndrome with CC Score 0,2,2,.,.,2,1,.,.,.,.,1,.,3,.,.,.,1,12
PR02C,420,Paediatric Epilepsy Syndrome with CC Score 0,16,8,.,11,3,4,.,.,.,.,.,.,10,.,3,.,16,71
PR02C,421,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PR03A,300,Paediatric Febrile Convulsions with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PR03A,420,Paediatric Febrile Convulsions with CC Score 4+,5,3,.,.,7,1,.,.,.,.,.,.,8,.,1,.,2,27
PR03B,110,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR03B,180,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
PR03B,300,Paediatric Febrile Convulsions with CC Score 1-3,7,7,.,1,4,.,.,.,.,.,4,.,9,.,1,.,5,38
PR03B,301,Paediatric Febrile Convulsions with CC Score 1-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR03B,302,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PR03B,340,Paediatric Febrile Convulsions with CC Score 1-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR03B,350,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR03B,420,Paediatric Febrile Convulsions with CC Score 1-3,33,45,.,15,29,17,.,.,.,.,.,1,24,.,6,.,15,185
PR03B,421,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR03B,430,Paediatric Febrile Convulsions with CC Score 1-3,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
PR03C,180,Paediatric Febrile Convulsions with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PR03C,300,Paediatric Febrile Convulsions with CC Score 0,4,4,.,2,3,3,.,.,1,.,.,.,14,.,3,.,.,34
PR03C,320,Paediatric Febrile Convulsions with CC Score 0,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR03C,340,Paediatric Febrile Convulsions with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR03C,420,Paediatric Febrile Convulsions with CC Score 0,20,55,.,42,52,18,.,.,.,.,.,.,35,.,34,.,37,293
PR03C,421,Paediatric Febrile Convulsions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04A,150,"Paediatric, Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
PR04A,300,"Paediatric, Headaches or Migraines, with CC Score 4+",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
PR04A,361,"Paediatric, Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04A,420,"Paediatric, Headaches or Migraines, with CC Score 4+",3,.,.,.,.,1,.,.,.,.,.,.,3,.,.,.,1,8
PR04A,430,"Paediatric, Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PR04B,100,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
PR04B,150,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04B,180,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR04B,300,"Paediatric, Headaches or Migraines, with CC Score 1-3",11,6,.,2,4,2,1,.,1,.,6,.,25,.,2,.,6,66
PR04B,320,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PR04B,340,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,4
PR04B,350,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04B,420,"Paediatric, Headaches or Migraines, with CC Score 1-3",25,6,.,5,1,3,.,.,.,.,.,2,9,.,5,.,7,63
PR04B,421,"Paediatric, Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04C,180,"Paediatric, Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04C,300,"Paediatric, Headaches or Migraines, with CC Score 0",6,2,.,.,2,2,.,.,.,.,2,.,8,.,6,.,4,32
PR04C,302,"Paediatric, Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PR04C,350,"Paediatric, Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR04C,420,"Paediatric, Headaches or Migraines, with CC Score 0",13,4,.,7,5,3,.,.,.,.,.,4,7,.,17,.,4,64
PR04C,823,"Paediatric, Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR05A,300,Paediatric Developmental Disorders with CC Score 2+,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PR05C,420,Paediatric Developmental Disorders with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PR06A,100,Paediatric Intracranial Injury with CC Score 3+,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PR06A,420,Paediatric Intracranial Injury with CC Score 3+,.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,2
PR06B,100,Paediatric Intracranial Injury with CC Score 1-2,.,1,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
PR06B,171,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR06B,420,Paediatric Intracranial Injury with CC Score 1-2,.,5,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,8
PR06C,420,Paediatric Intracranial Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PR07A,100,Paediatric Non-Intracranial Head Injury with CC Score 1+,23,1,.,1,5,3,.,.,.,.,.,.,1,.,.,.,2,36
PR07A,120,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR07A,150,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PR07A,171,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
PR07A,180,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,4,.,.,1,.,.,.,.,.,3,.,13,.,.,.,.,21
PR07A,300,Paediatric Non-Intracranial Head Injury with CC Score 1+,1,2,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,7
PR07A,340,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
PR07A,420,Paediatric Non-Intracranial Head Injury with CC Score 1+,5,13,.,10,8,3,.,.,.,.,.,.,3,.,1,.,14,57
PR07B,100,Paediatric Non-Intracranial Head Injury with CC Score 0,32,1,.,4,5,14,.,.,.,.,.,.,1,.,.,.,2,59
PR07B,110,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PR07B,140,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PR07B,171,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,46,.,.,.,.,46
PR07B,180,Paediatric Non-Intracranial Head Injury with CC Score 0,.,11,.,.,1,.,.,.,.,.,2,.,24,.,.,.,.,38
PR07B,300,Paediatric Non-Intracranial Head Injury with CC Score 0,.,3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
PR07B,350,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR07B,370,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR07B,420,Paediatric Non-Intracranial Head Injury with CC Score 0,.,55,.,35,6,12,.,.,.,.,.,.,7,.,2,.,34,151
PR07B,421,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR07B,823,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PT52A,180,Paediatric Behavioural Disorders with CC Score 1+,.,4,.,.,10,.,.,.,.,.,.,.,4,.,.,.,.,18
PT52A,300,Paediatric Behavioural Disorders with CC Score 1+,.,7,.,.,3,3,.,.,.,.,4,.,4,.,.,.,2,23
PT52A,320,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PT52A,340,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
PT52A,420,Paediatric Behavioural Disorders with CC Score 1+,.,2,.,.,2,.,.,.,.,.,.,.,1,.,1,.,1,7
PT52B,100,Paediatric Behavioural Disorders with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PT52B,180,Paediatric Behavioural Disorders with CC Score 0,.,10,.,.,9,.,.,.,.,.,3,.,34,.,.,.,.,56
PT52B,300,Paediatric Behavioural Disorders with CC Score 0,9,1,.,.,9,.,.,.,.,.,8,.,14,.,4,.,1,46
PT52B,302,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
PT52B,340,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PT52B,361,Paediatric Behavioural Disorders with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PT52B,420,Paediatric Behavioural Disorders with CC Score 0,9,9,.,.,1,.,.,.,.,.,.,1,2,.,7,.,3,32
PT52B,421,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PT52B,430,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PT53A,300,Paediatric Eating Disorders with CC Score 1+,3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
PT53B,300,Paediatric Eating Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PT53B,420,Paediatric Eating Disorders with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
PV08A,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",2,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,5
PV08A,130,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV08A,160,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PV08A,171,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV08A,180,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV08A,420,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",2,2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,6
PV08B,100,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",1,1,.,1,1,.,.,.,.,.,.,.,1,.,.,.,.,5
PV08B,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",13,.,.,.,2,.,.,.,.,.,.,.,22,.,.,.,11,48
PV08B,130,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
PV08B,180,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,6,.,.,.,.,7
PV08B,300,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PV08B,320,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV08B,420,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,2,.,.,.,.,.,.,.,.,.,.,2,.,1,.,3,8
PV31A,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PV31B,100,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV31B,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,5
PV31B,120,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PV31B,171,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PV31B,180,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
PV32A,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV32A,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,.,.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,4
PV32A,160,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PV32A,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32A,180,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PV32A,300,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
PV32A,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",1,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,4
PV32B,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",10,3,.,1,5,1,.,.,.,.,.,.,.,.,4,.,1,25
PV32B,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",3,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,4,9
PV32B,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
PV32B,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
PV32B,150,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32B,160,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
PV32B,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PV32B,180,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,5,.,.,9,.,.,.,.,.,.,.,6,.,.,.,.,20
PV32B,300,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",1,4,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,7
PV32B,320,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV32B,340,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
PV32B,370,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32B,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",4,8,.,2,8,4,.,.,.,.,.,2,.,.,3,.,.,31
PV32C,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",28,12,.,5,19,12,.,.,.,.,.,.,6,.,30,.,1,113
PV32C,101,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PV32C,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",10,.,.,.,8,.,.,.,.,.,.,.,16,.,.,.,28,62
PV32C,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",3,.,.,.,6,.,.,.,.,.,.,.,1,.,.,.,3,13
PV32C,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,24
PV32C,160,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20
PV32C,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,18
PV32C,180,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,10,.,.,10,.,.,.,.,.,2,.,26,.,.,.,.,48
PV32C,300,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",4,2,.,.,1,.,.,.,.,.,.,.,1,.,.,.,2,10
PV32C,350,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV32C,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",8,42,.,4,28,10,.,.,.,.,.,2,6,.,4,.,24,128
PV32C,502,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,3
PW01A,300,Paediatric Minor Infections with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
PW01A,420,Paediatric Minor Infections with CC Score 4+,11,4,.,3,1,3,.,.,.,.,.,.,2,.,1,.,2,27
PW01B,100,Paediatric Minor Infections with CC Score 1-3,1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PW01B,150,Paediatric Minor Infections with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW01B,171,Paediatric Minor Infections with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW01B,300,Paediatric Minor Infections with CC Score 1-3,.,4,.,1,4,2,.,.,.,.,4,.,2,.,.,.,1,18
PW01B,301,Paediatric Minor Infections with CC Score 1-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW01B,320,Paediatric Minor Infections with CC Score 1-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW01B,350,Paediatric Minor Infections with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PW01B,410,Paediatric Minor Infections with CC Score 1-3,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
PW01B,420,Paediatric Minor Infections with CC Score 1-3,242,201,.,87,94,69,.,.,.,.,.,16,228,.,76,.,163,"1,176"
PW01C,100,Paediatric Minor Infections with CC Score 0,3,3,.,1,3,1,.,.,.,.,.,.,4,.,9,.,.,24
PW01C,120,Paediatric Minor Infections with CC Score 0,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
PW01C,171,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW01C,180,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW01C,300,Paediatric Minor Infections with CC Score 0,9,3,.,1,2,3,1,.,.,.,2,.,10,.,.,.,4,35
PW01C,320,Paediatric Minor Infections with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
PW01C,340,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PW01C,350,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
PW01C,420,Paediatric Minor Infections with CC Score 0,91,147,.,64,26,24,.,.,.,.,.,10,41,.,74,.,85,562
PW16A,340,Paediatric Major Infections with CC Score 7+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW16B,110,Paediatric Major Infections with CC Score 5-6,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16B,420,Paediatric Major Infections with CC Score 5-6,.,1,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,3
PW16B,421,Paediatric Major Infections with CC Score 5-6,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
PW16C,300,Paediatric Major Infections with CC Score 2-4,.,1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
PW16C,340,Paediatric Major Infections with CC Score 2-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW16C,420,Paediatric Major Infections with CC Score 2-4,3,8,.,.,1,.,.,.,.,.,.,1,.,.,2,.,.,15
PW16C,421,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PW16D,110,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PW16D,300,Paediatric Major Infections with CC Score 1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,3
PW16D,420,Paediatric Major Infections with CC Score 1,1,21,.,2,1,1,.,.,.,.,.,3,1,.,2,.,.,32
PW16E,100,Paediatric Major Infections with CC Score 0,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW16E,110,Paediatric Major Infections with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW16E,300,Paediatric Major Infections with CC Score 0,.,2,.,1,2,.,.,.,.,.,.,.,1,.,1,.,3,10
PW16E,340,Paediatric Major Infections with CC Score 0,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PW16E,350,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16E,420,Paediatric Major Infections with CC Score 0,2,97,.,22,1,.,.,.,.,.,.,8,1,.,36,.,5,172
PW17D,100,Paediatric Intermediate Infections with CC Score 0,7,4,.,2,10,3,.,.,.,.,.,.,6,.,8,.,2,42
PW17D,120,Paediatric Intermediate Infections with CC Score 0,3,2,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,11
PW17D,170,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17D,180,Paediatric Intermediate Infections with CC Score 0,.,2,.,.,4,.,.,.,.,.,.,.,7,.,.,.,.,13
PW17D,300,Paediatric Intermediate Infections with CC Score 0,5,2,.,2,1,.,.,.,.,.,.,.,10,.,.,.,4,24
PW17D,340,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
PW17D,350,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PW17D,420,Paediatric Intermediate Infections with CC Score 0,31,61,.,22,7,9,.,.,.,.,.,4,14,.,31,.,63,242
PW17D,502,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
PW17E,171,Paediatric Intermediate Infections with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17E,420,Paediatric Intermediate Infections with CC Score 5+,1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PW17F,100,Paediatric Intermediate Infections with CC Score 2-4,1,.,.,.,.,1,.,.,.,.,.,.,3,.,1,.,1,7
PW17F,120,Paediatric Intermediate Infections with CC Score 2-4,1,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
PW17F,300,Paediatric Intermediate Infections with CC Score 2-4,2,.,.,.,.,.,.,.,.,.,1,.,3,.,1,.,.,7
PW17F,350,Paediatric Intermediate Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17F,420,Paediatric Intermediate Infections with CC Score 2-4,9,7,.,.,9,2,.,.,.,.,.,1,7,.,3,.,4,42
PW17G,100,Paediatric Intermediate Infections with CC Score 1,2,.,.,1,5,1,.,.,.,.,.,.,3,.,4,.,.,16
PW17G,101,Paediatric Intermediate Infections with CC Score 1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PW17G,120,Paediatric Intermediate Infections with CC Score 1,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
PW17G,300,Paediatric Intermediate Infections with CC Score 1,1,1,.,.,1,1,.,.,.,.,.,.,7,.,4,.,1,16
PW17G,340,Paediatric Intermediate Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17G,350,Paediatric Intermediate Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW17G,360,Paediatric Intermediate Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW17G,420,Paediatric Intermediate Infections with CC Score 1,15,31,.,1,15,5,.,.,.,.,.,5,13,.,12,.,18,115
PW20A,110,Paediatric Fever of Unknown Origin with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW20A,300,Paediatric Fever of Unknown Origin with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW20A,350,Paediatric Fever of Unknown Origin with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW20A,420,Paediatric Fever of Unknown Origin with CC Score 3+,1,1,.,.,.,2,.,.,.,.,.,2,3,.,.,.,2,11
