HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
HN15B,"Minor Hip Procedures for Non-Trauma, 18 years and under",1,.,.,.,.,.,.,.,4,.,.,.,3,.,.,.,.,.,8
HN16A,"Minimal Hip Procedures, 19 years and over",11,.,108,.,30,96,.,.,66,1,.,1,.,11,.,.,8,.,332
HN16B,"Minimal Hip Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,6
HN16C,"Minimal Hip Procedures, 5 years and under",.,.,.,.,.,.,.,.,43,.,.,.,8,.,.,.,.,.,51
HN22E,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,8
HN23B,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN23C,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",5,.,.,.,1,1,.,.,117,.,.,.,.,.,.,.,.,.,124
HN23E,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,1,.,.,16
HN24A,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+",1,.,.,.,.,1,.,.,7,.,.,.,.,.,.,.,.,.,9
HN24B,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",3,.,.,.,.,3,.,.,41,.,.,.,.,.,.,.,.,.,47
HN24C,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",111,.,.,.,.,85,.,.,486,.,.,.,12,2,.,.,1,.,697
HN24D,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
HN24E,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",4,.,.,.,.,2,.,.,21,.,.,.,10,.,.,.,2,.,39
HN24F,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,9,.,.,.,3,.,.,.,.,.,12
HN25A,"Minor Knee Procedures for Non-Trauma, 19 years and over",21,.,1,.,.,3,.,2,66,1,.,.,7,1,.,2,4,.,108
HN25B,"Minor Knee Procedures for Non-Trauma, 18 years and under",2,.,.,.,.,.,.,.,24,.,.,.,11,.,.,.,1,.,38
HN26A,"Minimal Knee Procedures, 19 years and over",19,.,139,.,1,196,.,.,168,3,.,.,.,12,.,.,.,.,538
HN26B,"Minimal Knee Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN26C,"Minimal Knee Procedures, 5 years and under",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN32C,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN33B,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HN33C,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,17,.,.,.,1,.,.,4,.,.,22
HN33D,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN34B,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,1,.,.,.,.,5,.,.,.,.,.,.,.,.,.,6
HN34C,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",23,1,.,.,.,6,.,2,82,.,.,.,17,1,.,.,3,.,135
HN34D,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",1,.,.,.,.,.,.,.,10,.,.,.,13,.,.,.,3,.,27
HN35A,"Minor Foot Procedures for Non-Trauma, 19 years and over",7,.,.,.,5,4,.,1,41,1,.,2,7,4,.,1,8,.,81
HN35B,"Minor Foot Procedures for Non-Trauma, 18 years and under",3,.,.,.,1,.,.,.,6,.,.,.,3,.,.,.,.,.,13
HN36Z,Minimal Foot Procedures,8,.,25,.,.,12,.,.,41,.,.,.,4,1,.,.,.,.,91
HN42A,Very Major Hand Procedures for Non-Trauma with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN42B,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,2,.,.,.,.,.,.,.,4,.,.,.,1,.,.,.,1,.,8
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",9,.,.,.,.,4,.,1,34,.,.,.,1,2,.,.,6,.,57
HN43C,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,1,.,17
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,1,.,.,.,13,.,.,.,.,.,.,.,6,.,20
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",23,.,.,.,4,9,.,4,70,1,.,.,23,3,1,.,52,.,190
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",3,.,.,.,.,.,.,1,4,.,.,.,13,.,.,.,2,.,23
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,1,.,.,.,21,.,.,.,3,.,25
HN45A,"Minor Hand Procedures for Non-Trauma, 19 years and over",68,79,.,.,145,58,62,32,339,106,1,8,33,220,14,50,114,.,"1,329"
HN45B,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",2,1,.,.,.,1,.,.,8,3,.,1,4,4,.,.,1,.,25
HN45C,"Minor Hand Procedures for Non-Trauma, 5 years and under",1,.,.,.,.,.,.,.,14,.,.,.,7,.,.,.,.,.,22
HN46Z,Minimal Hand Procedures,1,.,149,.,.,98,.,2,50,.,.,.,.,20,.,2,3,.,325
HN52B,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HN52C,Very Major Shoulder Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN53B,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,3,.,.,.,.,8,.,.,1,.,.,.,2,.,.,.,.,.,14
HN54B,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",1,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,3
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",10,.,.,.,.,9,.,.,11,.,.,.,2,1,.,.,2,.,35
HN54D,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under",1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3
HN55Z,Minor Shoulder Procedures for Non-Trauma,7,.,1,.,.,7,.,.,16,2,.,.,2,7,.,.,10,.,52
HN56Z,Minimal Shoulder Procedures,3,.,188,.,.,144,.,.,64,1,.,.,.,24,.,.,1,.,425
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,2,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,4
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",2,.,.,.,.,6,.,2,16,.,.,.,2,.,.,1,3,.,32
HN64C,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years",5,.,.,.,.,.,.,.,9,.,.,.,11,.,.,.,6,.,31
HN64D,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under",2,.,.,.,.,.,.,.,2,.,.,.,11,.,.,.,3,.,18
HN65Z,Minor Elbow Procedures for Non-Trauma,3,.,.,.,.,3,.,1,12,.,.,.,3,1,.,.,6,.,29
HN66Z,Minimal Elbow Procedures,.,.,16,.,.,11,.,2,5,.,.,.,.,4,.,.,.,.,38
HN86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN93Z,"Other Muscle, Tendon, Fascia or Ligament Procedures",1,.,1,1,7,2,.,.,5,1,.,10,.,30,1,.,13,.,72
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,2
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,8,.,.,.,2,.,.,.,.,.,10
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,2,.,.,.,3,.,.,.,.,.,5
HT25Z,Minor Knee Procedures for Trauma,.,.,.,.,.,.,.,.,1,.,.,.,2,.,.,.,.,.,3
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,3,.,.,.,23,.,.,.,.,.,26
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,1,.,3
HT35Z,Minor Foot Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,1,.,19,1,.,.,.,57,.,.,.,7,.,85
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,4,2,.,.,.,14,.,.,.,10,.,30
HT43E,"Major Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",3,.,.,.,.,.,.,8,4,1,.,.,41,.,.,.,7,.,64
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years",1,.,.,.,.,.,.,.,1,.,.,.,27,.,.,.,12,.,41
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under",1,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,2,.,7
HT45Z,Minor Hand Procedures for Trauma,.,.,.,.,.,1,.,.,.,.,.,.,4,.,.,.,1,.,6
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT55Z,Minor Shoulder Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,1,.,.,.,6,.,.,.,.,.,7
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,.,4
HT63F,"Major Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,8
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,2,.,11
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,.,4
HT65Z,Minor Elbow Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,.,.,.,12,.,.,.,.,.,.,.,.,.,.,1,.,13
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,1,.,20,.,6,1,.,.,.,.,.,.,.,.,.,17,.,45
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",1,16,.,118,.,33,.,.,.,.,.,.,.,.,.,.,36,.,204
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",6,10,.,73,.,3,.,.,.,.,.,.,.,.,.,.,26,.,118
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,1,1,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,10,18,.,77,.,19,.,.,.,.,.,3,2,.,.,.,5,.,134
JA21A,Bilateral Major Breast Procedures with CC Score 1+,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,8
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA42Z,Bilateral Intermediate Breast Procedures,1,.,.,1,.,5,1,.,.,2,.,.,.,.,.,.,.,.,10
JA43A,Unilateral Intermediate Breast Procedures with CC Score 3+,.,.,.,2,.,.,.,.,.,3,.,.,.,.,1,.,3,.,9
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,28,29,.,19,5,65,13,.,.,48,.,9,.,1,.,3,41,.,261
JA44Z,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JA45Z,Unilateral Minor Breast Procedures,3,7,.,1,.,5,.,.,.,3,.,3,.,1,.,2,3,.,28
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,14
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,6
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,11
JB33C,Other Burn without Skin Procedure,.,.,.,.,.,1,2,.,.,.,.,.,3,.,.,.,.,.,6
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
JC41Z,Major Skin Procedures,13,.,.,.,.,.,.,.,.,1,.,.,99,.,.,.,5,.,118
JC42A,"Intermediate Skin Procedures, 13 years and over",194,21,1,7,68,83,13,1,5,153,15,7,140,9,5,53,"2,999",12,"3,786"
JC42B,"Intermediate Skin Procedures, 12 years and under",2,.,.,.,.,1,1,.,.,.,.,.,27,.,.,.,165,.,196
JC43A,"Minor Skin Procedures, 13 years and over",628,359,1,21,829,908,423,132,25,548,125,203,343,338,89,511,633,239,"6,355"
JC43B,"Minor Skin Procedures, 12 years and under",6,3,.,.,15,18,5,2,1,1,.,1,99,1,4,.,44,.,200
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",1,8,.,13,2,2,1,.,.,.,.,.,1,.,.,1,1,.,30
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",7,3,1,3,29,63,4,.,2,4,6,1,43,.,.,.,45,1,212
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,1,.,.,.,.,.,4,.,.,.,.,.,5
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,1,.,4,.,.,5,.,.,.,.,.,3,.,.,.,.,.,13
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,7,.,.,1,.,1,3,.,.,4,.,.,9,.,1,.,.,.,26
KA08B,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KA08C,Other Endocrine Disorders with CC Score 0-1,1,.,.,.,.,6,3,.,.,.,.,.,4,.,.,.,3,.,17
KA09D,Thyroid Procedures with CC Score 2-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA09E,Thyroid Procedures with CC Score 0-1,.,2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,4
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,2,5,.,.,.,.,.,.,.,.,.,1,.,8
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
KB04Z,Continuous Subcutaneous Insulin Infusion,2,2,.,.,.,.,.,.,.,.,.,.,1,.,1,.,1,.,7
KC04A,Inborn Errors of Metabolism with CC Score 3+,3,13,.,4,.,1,.,.,.,.,.,.,.,.,.,.,3,4,28
KC04B,Inborn Errors of Metabolism with CC Score 0-2,882,70,.,348,.,834,54,.,1,.,.,.,"1,622",.,.,1,510,88,"4,410"
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",1,.,.,1,.,1,4,.,.,1,.,.,2,.,.,.,2,.,12
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",31,.,.,4,.,1,1,.,.,.,.,.,.,.,.,.,.,.,37
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",87,.,.,.,.,3,14,.,.,1,.,.,4,.,.,.,5,.,114
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",2,1,.,2,.,.,4,.,.,.,.,.,.,.,1,.,1,.,11
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,29,.,20,5,.,.,.,.,.,.,.,.,.,1,.,55
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,12,.,1,1,.,.,.,.,.,2,.,2,.,.,.,18
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,1,.,5,.,1,7,.,.,.,.,.,3,.,.,.,.,.,17
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,65,2,2,19,.,.,.,.,.,1,.,.,.,2,.,91
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,6,.,29,.,.,.,.,.,.,.,.,.,.,.,.,6,.,41
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,5,.,309,.,5,1,.,.,.,1,.,.,.,.,.,7,.,328
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",19,14,.,418,.,17,1,.,.,.,1,.,.,.,.,.,4,.,474
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,3,.,1,.,.,.,.,.,.,22,.,.,.,.,.,26
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over",39,1,.,342,96,121,.,.,.,.,1,.,.,4,.,5,19,.,628
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,3
LB12Z,Intermediate Open Bladder Procedures,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,1,.,.,.,.,.,2,.,.,.,.,.,1,.,4
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,4,.,.,5,13,1,2,.,.,.,3,.,.,.,.,.,2,.,30
LB14Z,Intermediate Endoscopic Bladder Procedures,42,32,.,23,136,123,32,3,.,21,60,1,5,15,3,.,55,.,551
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,6,.,1,.,.,.,.,.,.,9,.,.,.,1,.,17
LB15E,"Minor Bladder Procedures, 19 years and over",20,1,.,520,11,110,2,.,.,3,3,.,.,.,.,1,140,.,811
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,.,.,17,1,3,.,.,.,.,.,.,.,.,.,.,9,.,30
LB17Z,Introduction of Therapeutic Substance into Bladder,271,.,.,465,2,489,213,.,.,13,.,.,.,.,.,.,128,.,"1,581"
LB18Z,Attention to Suprapubic Bladder Catheter,6,.,.,81,2,2,.,.,.,3,1,6,8,.,.,10,18,.,137
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",1,.,.,.,1,.,.,.,.,.,2,.,.,.,.,.,.,.,4
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,78,1,11,3,.,.,.,.,.,3,.,.,.,1,.,97
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,.,6,.,1,.,.,.,2,.,.,.,.,.,2,.,11
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",1,4,.,126,4,1,.,.,.,.,2,.,.,.,.,.,.,.,138
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",.,.,.,8,3,1,.,.,.,.,.,.,.,.,.,.,1,.,13
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,13,.,34
LB29D,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,26,.,43
LB33Z,Vasectomy Procedures,112,78,.,57,162,44,200,50,.,165,.,135,.,34,23,81,117,.,"1,258"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,4
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",.,1,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",10,.,.,34,1,.,2,.,.,.,.,2,.,.,.,.,2,.,51
LB36Z,Extracorporeal Lithotripsy,.,.,.,591,41,321,.,.,.,.,.,.,.,.,.,.,.,.,953
