HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,745,375,469,.,376,.,.,.,.,.,.,403,490,.,.,.,364,441
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,446,409,429,719,439,.,.,.,370,.,.,403,416,.,.,.,443,483
PF28A,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 6+",745,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,570,619
PF28B,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 4-5",745,401,.,.,902,.,.,.,.,.,.,.,688,.,"1,166",.,.,761
PF28C,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",676,523,.,714,797,818,.,.,.,.,.,403,770,.,"1,166",.,570,667
PF28D,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",706,537,.,691,902,818,.,.,370,.,340,403,700,.,"1,166",.,565,675
PF28E,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",728,552,.,714,882,818,.,.,.,.,.,403,643,.,"1,152",.,568,685
PG71A,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,636,.,.,.,.,.,.,.,.,.,.,550,.,"1,166",.,.,663
PG71B,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 1",446,.,.,.,439,.,.,.,.,.,.,.,366,.,.,.,443,431
PG71C,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,632,639,.,.,.,.,.,.,.,578,.,"1,166",.,507,639
PH34A,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,714,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,905
PH34B,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",745,558,.,.,902,389,.,.,.,.,337,.,655,.,"1,166",.,.,648
PH34C,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",671,528,.,714,676,818,.,.,.,.,.,403,751,.,948,498,550,660
PH34D,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",660,558,.,659,844,818,.,623,.,.,223,403,548,.,"1,129",498,549,657
PJ35A,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,907,.,.,.,570,795
PJ35B,Paediatric Skin Disorders with CC Score 2-3,745,558,.,714,385,.,.,.,.,.,.,403,697,.,"1,166",.,570,671
PJ35C,Paediatric Skin Disorders with CC Score 1,712,558,.,.,797,818,.,.,.,.,344,.,688,.,.,.,570,666
PJ35D,Paediatric Skin Disorders with CC Score 0,719,558,.,.,774,607,.,.,.,.,.,403,609,.,"1,057",.,566,639
PJ66A,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 3+",.,558,.,714,.,.,.,.,.,.,.,403,688,.,"1,166",.,570,688
PJ66B,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",712,558,.,714,.,818,.,.,.,.,.,.,603,.,840,.,570,667
PJ66C,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",732,542,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,707
PK36A,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",446,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,515
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",446,558,.,.,902,.,.,.,.,.,.,.,393,.,.,.,.,497
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,376,.,.,.,.,.,.,.,598,.,"1,166",.,570,677
PK67A,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",745,401,.,714,376,642,.,.,.,.,327,.,582,.,.,.,394,490
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",446,487,.,.,676,291,.,.,.,.,337,.,366,.,"1,166",.,488,556
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,401,.,.,902,.,.,.,.,.,.,.,688,.,.,.,.,747
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",745,475,.,714,902,.,515,.,.,.,.,.,688,.,"1,166",.,488,614
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",670,558,.,714,849,818,.,.,.,.,344,.,499,.,731,.,529,620
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,902,.,.,.,.,.,.,.,688,.,.,.,.,795
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,439,.,.,.,.,.,.,403,688,.,.,.,.,524
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,401,.,.,.,.,.,.,.,.,.,.,655,.,.,.,.,486
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",745,.,.,.,902,818,.,.,.,.,.,.,778,.,514,.,570,721
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",745,.,630,.,.,.,.,.,.,.,.,.,.,.,.,.,570,648
PL69A,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,384,.,.,639,452,.,.,.,.,344,.,366,.,514,.,570,454
PL69B,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,558,.,468,407,.,.,.,.,.,344,.,366,.,514,.,570,437
PL69C,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",596,401,.,.,.,.,.,.,370,.,337,.,447,.,514,.,570,501
PL70A,Paediatric Other Renal Diseases with CC Score 4+,670,.,.,.,.,.,.,.,.,.,344,.,688,.,.,.,.,580
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,596,444,624,549,376,604,.,.,.,.,.,403,643,.,.,.,525,545
PL70C,Paediatric Other Renal Diseases with CC Score 1,629,482,624,549,615,.,.,.,.,.,.,403,742,.,"1,038",.,376,647
PL70D,Paediatric Other Renal Diseases with CC Score 0,574,500,624,587,541,496,.,.,.,.,.,403,539,.,783,.,484,568
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,554,.,.,.,.,.,.,"1,134",.,.,.,.,747
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,366
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,745,558,.,.,902,.,.,.,.,.,.,403,366,.,.,.,.,595
PN46A,Paediatric Thalassaemia with CC Score 1+,745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,745
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,446,.,.,.,902,291,.,.,.,.,.,.,515,.,514,.,570,589
PN48C,Paediatric Blood Cell Disorders with CC Score 0,708,532,676,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,536,634
PN49A,Paediatric Coagulation Disorders with CC Score 1+,745,558,676,.,902,818,.,.,.,.,.,.,911,.,"1,166",.,.,775
PN49B,Paediatric Coagulation Disorders with CC Score 0,745,558,676,.,902,818,.,.,.,.,.,403,659,.,"1,166",.,570,669
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,593,.,.,.,902,291,.,.,.,.,.,403,688,.,.,.,570,625
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,669,558,.,.,902,818,.,.,.,.,.,403,611,.,.,.,570,643
PQ01B,Paediatric Disorders of Immunity with CC Score 0,.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,714
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,902
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457,457
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,685,515,.,714,786,642,.,.,.,.,340,403,755,.,514,.,467,639
PR01D,Paediatric Nervous System Disorders with CC Score 1,651,467,.,468,902,818,.,.,.,.,.,403,605,.,.,.,570,629
PR01E,Paediatric Nervous System Disorders with CC Score 0,710,558,.,714,902,818,.,.,.,.,.,403,674,.,"1,106",.,558,705
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,745,.,.,.,.,.,.,.,.,.,.,403,688,.,.,.,570,640
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,691,518,.,714,691,554,.,.,.,.,335,.,791,.,948,.,552,696
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,712,512,.,714,691,713,.,.,.,.,344,.,759,.,"1,166",.,558,678
PR03A,Paediatric Febrile Convulsions with CC Score 4+,695,558,.,.,902,818,.,.,.,.,.,.,626,.,"1,166",.,570,718
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,693,527,.,699,843,818,.,.,.,.,342,403,618,.,"1,073",.,519,659
PR03C,Paediatric Febrile Convulsions with CC Score 0,695,544,.,698,875,743,.,.,370,.,.,.,609,.,"1,113",.,570,721
PR04A,"Paediatric, Headaches or Migraines, with CC Score 4+",625,.,.,.,.,818,.,.,.,.,340,.,"1,024",.,.,.,467,842
PR04B,"Paediatric, Headaches or Migraines, with CC Score 1-3",654,461,.,606,481,607,515,.,370,.,340,403,480,.,939,.,475,551
PR04C,"Paediatric, Headaches or Migraines, with CC Score 0",651,506,.,714,752,607,.,.,.,.,339,403,545,.,996,.,467,678
PR05A,Paediatric Developmental Disorders with CC Score 2+,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PR05C,Paediatric Developmental Disorders with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PR06A,Paediatric Intracranial Injury with CC Score 3+,446,.,.,549,902,818,.,.,.,.,.,.,.,.,.,.,.,679
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,539,.,.,439,389,.,.,.,.,.,.,733,.,.,.,570,556
PR06C,Paediatric Intracranial Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,570
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,498,491,.,699,744,604,.,.,.,.,249,.,548,.,"1,166",.,543,559
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,446,557,.,697,717,587,.,.,.,.,223,.,627,.,"1,166",.,574,595
PT52A,Paediatric Behavioural Disorders with CC Score 1+,.,415,.,.,862,291,.,.,.,.,357,.,364,.,"1,166",.,433,538
PT52B,Paediatric Behavioural Disorders with CC Score 0,593,454,.,.,699,.,.,.,.,.,315,403,341,.,929,.,519,489
PT53A,Paediatric Eating Disorders with CC Score 1+,446,.,429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,442
PT53B,Paediatric Eating Disorders with CC Score 0,745,.,.,.,.,.,.,.,.,.,.,403,.,.,.,.,364,504
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",596,558,.,.,441,.,.,.,.,.,.,.,"1,080",.,.,.,764,764
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",696,839,.,549,580,.,.,.,.,.,.,.,627,.,"1,166",.,447,620
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,644,.,.,.,.,644
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",957,406,.,.,803,.,.,.,.,.,.,.,717,.,.,.,414,701
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",546,558,.,.,645,.,.,"1,910",.,.,.,.,733,.,.,.,425,689
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",574,457,.,742,803,669,.,.,.,.,344,403,994,.,874,.,701,701
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",698,518,624,651,729,700,.,.,.,.,223,403,614,.,716,.,727,665
PW01A,Paediatric Minor Infections with CC Score 4+,745,558,.,714,902,818,.,.,.,.,.,.,688,.,"1,166",.,467,701
PW01B,Paediatric Minor Infections with CC Score 1-3,743,554,.,712,880,803,.,580,.,.,346,403,687,.,"1,166",.,569,709
PW01C,Paediatric Minor Infections with CC Score 0,709,553,.,708,810,746,515,.,.,.,344,403,612,.,"1,110",.,560,692
PW16A,Paediatric Major Infections with CC Score 7+,.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
PW16B,Paediatric Major Infections with CC Score 5-6,.,558,.,.,.,.,.,.,.,.,.,.,"1,005",.,"1,166",.,.,977
PW16C,Paediatric Major Infections with CC Score 2-4,745,522,.,.,902,.,.,.,.,.,.,403,741,.,"1,166",.,.,676
PW16D,Paediatric Major Infections with CC Score 1,745,551,.,714,902,818,.,616,.,.,.,403,688,.,840,.,.,608
PW16E,Paediatric Major Infections with CC Score 0,672,551,.,697,551,.,.,.,.,.,.,403,655,.,"1,148",.,493,683
PW17D,Paediatric Intermediate Infections with CC Score 0,656,539,.,683,626,711,.,.,.,.,327,403,508,.,"1,052",.,555,637
PW17E,Paediatric Intermediate Infections with CC Score 5+,745,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,726
PW17F,Paediatric Intermediate Infections with CC Score 2-4,663,558,.,.,852,675,.,.,.,.,344,403,564,.,933,.,545,661
PW17G,Paediatric Intermediate Infections with CC Score 1,683,553,.,632,736,681,.,.,.,.,.,403,571,.,933,.,560,652
PW20A,Paediatric Fever of Unknown Origin with CC Score 3+,745,558,.,.,.,818,.,.,.,.,.,403,729,.,.,.,570,674
PW20B,Paediatric Fever of Unknown Origin with CC Score 1-2,728,558,.,714,902,642,.,.,.,.,.,403,618,.,656,.,570,666
PW20C,Paediatric Fever of Unknown Origin with CC Score 0,745,558,.,714,902,818,.,.,.,.,.,403,593,.,"1,166",.,561,681
PX01B,Paediatric Congenital Nervous System Conditions with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,570
PX01C,Paediatric Congenital Nervous System Conditions with CC Score 1,.,.,.,.,.,818,.,.,.,.,.,.,.,.,.,.,.,818
PX01D,Paediatric Congenital Nervous System Conditions with CC Score 0,.,558,.,.,902,.,.,.,.,.,.,.,.,.,"1,166",.,570,822
PX02A,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"1,208",.,.,.,.,"1,208"
PX02B,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 1-2",877,558,.,714,.,818,.,.,.,.,.,.,.,.,"1,166",.,.,827
PX02C,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PX04A,Paediatric Congenital Spinal Conditions with CC Score 1+,745,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,518
PX04B,Paediatric Congenital Spinal Conditions with CC Score 0,745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,658
PX05A,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,558,.,.,.,.,.,616,.,.,.,.,.,.,.,.,.,587
PX05B,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,558,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,627
PX05C,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,.,563,.,.,902,.,.,616,.,.,.,.,.,.,"1,166",.,570,585
PX06B,Paediatric Congenital Skin Conditions with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,570,661
PX07A,Paediatric Congenital Renal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,.,688
PX07C,Paediatric Congenital Renal Conditions with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PX08B,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 1",.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PX08C,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",446,549,.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,531
PX09B,Paediatric Congenital Mental Health Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,570,570
PX09C,Paediatric Congenital Mental Health Conditions with CC Score 0,.,558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,558
PX10A,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,748,.,.,.,.,748
PX10B,Paediatric Congenital Other Conditions with CC Score 0,745,558,.,.,"1,183",.,.,.,.,.,.,.,725,.,708,.,.,722
PX22A,Paediatric Chest Pain with CC Score 1+,632,503,.,591,376,339,.,.,.,.,328,.,550,.,"1,003",498,491,557
PX22B,Paediatric Chest Pain with CC Score 0,668,461,.,714,902,818,.,.,.,.,398,403,299,.,"1,073",498,536,573
PX29A,Paediatric Abdominal Pain with CC Score 3+,496,558,.,.,637,389,.,.,.,.,.,403,438,.,.,.,485,499
PX29B,Paediatric Abdominal Pain with CC Score 1-2,470,475,509,584,506,440,.,.,370,.,331,403,531,.,628,.,479,495
PX29C,Paediatric Abdominal Pain with CC Score 0,466,485,624,600,458,433,.,.,.,.,.,403,506,.,719,.,502,517
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,745,373,.,.,902,.,.,.,.,.,.,.,688,.,.,.,570,748
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,645,558,.,.,.,.,.,.,.,.,.,403,688,.,"1,166",.,570,622
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,745,558,.,714,902,818,.,.,.,.,.,403,695,.,"1,166",.,570,659
PX50A,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",596,406,.,468,603,291,.,.,370,.,303,.,396,.,514,.,387,421
PX50B,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",555,412,445,644,644,466,.,.,370,.,320,.,357,.,715,.,388,442
PX50C,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",669,475,.,703,811,637,.,.,370,.,304,.,443,.,"1,083",.,539,540
PX54Z,"Paediatric, Convalescent or Other Relief Care",745,558,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,691
PX55Z,Paediatric Respite Care,745,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,741
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",745,453,.,714,639,818,.,.,370,.,.,403,636,.,840,.,467,655
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",745,528,.,714,902,818,.,.,.,.,.,403,694,.,"1,064",.,552,672
PX57A,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",745,444,.,.,.,291,.,.,.,.,.,403,718,.,.,.,570,560
PX57B,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",660,556,624,632,526,818,515,.,.,.,.,403,679,.,843,.,586,585
PX57C,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",639,550,.,716,474,750,.,.,.,.,.,403,648,.,"1,166",.,580,570
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",446,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,383
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",.,401,474,.,481,.,.,.,.,.,337,.,366,.,.,.,364,409
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",446,.,.,.,376,.,.,.,.,.,.,.,.,.,514,.,364,413
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,.,376,291,.,.,.,.,.,.,366,.,.,.,364,360
SA02G,Coagulation Defect with CC Score 5+,505,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,436
SA02H,Coagulation Defect with CC Score 2-4,.,.,676,.,.,.,.,.,.,.,344,.,366,.,.,.,.,462
SA02J,Coagulation Defect with CC Score 0-1,486,351,676,.,690,.,.,.,.,.,.,.,.,.,.,.,364,606
SA03G,Haemolytic Anaemia with CC Score 3+,580,401,641,.,.,.,.,.,.,.,.,.,.,.,.,.,.,581
SA03H,Haemolytic Anaemia with CC Score 0-2,446,351,618,.,.,.,.,.,.,.,389,.,.,.,.,.,364,471
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,429,.,.,.,.,.,.,.,.,.,367,.,.,.,.,398
SA04H,Iron Deficiency Anaemia with CC Score 10-13,446,382,527,.,407,.,.,.,.,.,342,.,.,.,514,.,364,409
SA04J,Iron Deficiency Anaemia with CC Score 6-9,446,373,587,.,376,291,.,.,370,.,342,.,367,.,514,.,375,397
SA04K,Iron Deficiency Anaemia with CC Score 2-5,446,384,473,469,376,291,.,.,370,.,340,.,380,.,514,.,376,402
SA04L,Iron Deficiency Anaemia with CC Score 0-1,447,376,432,437,416,291,.,.,370,.,347,.,368,.,514,.,358,398
SA05H,Megaloblastic Anaemia with CC Score 4-7,446,401,.,.,376,291,.,.,.,.,.,.,372,.,585,.,364,406
SA05J,Megaloblastic Anaemia with CC Score 0-3,446,396,.,.,.,.,.,.,.,.,341,.,366,.,.,.,364,386
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,376,.,.,.,370,.,.,.,.,.,.,.,364,370
SA06J,Myelodysplastic Syndrome with CC Score 2-4,564,.,676,.,586,.,.,.,370,.,.,.,.,.,.,.,364,533
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
SA07G,Myeloproliferative Disorder with CC Score 7+,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,364,367
SA07H,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,376,.,.,.,.,.,471,.,.,.,.,.,364,394
SA07J,Myeloproliferative Disorder with CC Score 0-3,564,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,489,533
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",446,401,.,.,.,.,.,.,.,.,330,.,.,.,514,.,364,409
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",446,.,429,.,605,.,.,.,.,.,.,.,.,.,514,.,364,482
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",446,384,.,.,376,.,.,.,.,.,.,.,452,.,576,.,364,467
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,"1,056",.,.,.,.,370,.,.,.,388,.,.,.,364,452
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,416,401,489,468,454,.,515,.,370,378,472,.,373,.,514,.,364,420
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,446,426,467,468,386,291,515,.,370,.,363,.,389,.,563,.,364,405
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,450,383,513,484,410,315,.,.,370,378,343,.,386,440,514,.,370,399
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,446,417,554,495,404,323,.,.,370,.,349,.,370,.,514,.,400,412
SA11Z,Thalassaemia,.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
SA12G,Thrombocytopenia with CC Score 8+,525,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,462
SA12H,Thrombocytopenia with CC Score 5-7,564,367,676,.,376,.,515,.,.,.,330,.,.,.,.,.,364,430
SA12J,Thrombocytopenia with CC Score 2-4,564,401,.,468,376,.,.,.,.,.,335,.,.,.,.,.,.,473
SA12K,Thrombocytopenia with CC Score 0-1,446,401,676,.,376,291,.,.,.,.,.,.,.,.,656,.,364,441
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",703,805,"1,325",841,553,496,515,.,370,.,.,.,509,440,559,.,393,750
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,870,.,906,.,.,.,.,.,.,.,"1,013",.,.,.,.,957
SA14Z,"Plasma Exchanges, 2 to 9",546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,401,676,.,.,.,.,.,.,.,.,.,426,.,514,.,.,516
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,505,.,.,.,690,.,.,.,.,.,.,.,.,.,.,.,.,567
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,.,.,596,.,533,.,.,.,.,.,.,.,.,.,.,.,.,564
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,351,676,.,403,291,.,.,.,.,.,.,.,.,.,.,839,494
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,.,375,676,.,690,.,.,.,.,.,.,.,.,.,.,.,364,576
SA30A,Plasma Cell Disorders with CC Score 11+,387,.,687,.,376,.,.,.,.,.,340,.,.,.,.,.,.,531
SA30B,Plasma Cell Disorders with CC Score 8-10,.,.,678,.,.,.,.,.,.,.,.,.,.,.,.,.,364,635
SA30C,Plasma Cell Disorders with CC Score 5-7,.,401,670,.,.,.,.,.,.,.,.,.,.,.,.,.,364,579
SA30D,Plasma Cell Disorders with CC Score 2-4,564,358,596,.,481,.,.,.,370,.,.,.,.,.,.,.,364,435
SA30E,Plasma Cell Disorders with CC Score 0-1,.,401,678,.,.,.,.,.,.,.,.,.,.,.,.,.,364,570
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,370,.,.,533,.,.,.,.,.,.,.,.,.,.,.,364,405
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",525,401,631,.,586,.,.,.,.,.,.,.,378,.,.,.,364,438
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",564,376,614,468,407,.,.,.,.,.,.,.,.,.,514,.,364,471
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",564,380,676,.,.,.,.,.,.,.,.,.,366,.,.,.,356,463
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",564,399,670,.,439,.,.,.,.,.,.,.,381,.,.,.,364,517
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",564,401,.,468,.,.,.,.,.,.,.,.,.,.,.,.,364,424
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",564,.,.,.,.,.,515,.,.,.,.,.,.,.,514,.,.,531
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",564,.,676,.,376,.,.,.,.,.,.,.,366,.,.,.,364,536
