HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
NZ24B,502,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1","1,886",.,.,"2,785",.,785,.,.,.,.,.,.,.,.,940,.,.,.,"6,396"
NZ26B,502,Post-Natal Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,.,.,.,689
NZ27Z,502,Post-Natal Therapeutic Procedures,.,.,.,.,.,.,.,.,.,.,"1,244",.,.,.,.,.,.,.,"1,244"
PB02Z,320,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PB02Z,420,Minor Neonatal Diagnoses,.,.,.,.,.,.,.,.,.,.,.,.,.,"35,867",.,.,333,.,"36,199"
PC63A,370,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"1,021",.,.,.,.,.,"1,021"
PC63B,120,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,291
PC63B,370,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PC63B,420,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,665,.,"1,609"
PC63B,823,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PC63C,120,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",581,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,434,.,"1,016"
PC63C,303,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
PC63C,370,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,021",.,.,.,.,.,"1,021"
PC63C,420,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,416",.,.,.,.,"1,416"
PC63C,823,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,552
PC63D,120,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,"1,439",824,.,.,.,.,.,456,"2,179",.,.,.,434,.,"5,331"
PC63D,140,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,.,412,.,.,.,.,.,.,367,.,.,.,"1,542",.,"2,321"
PC63D,420,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,551",.,.,.,.,"7,551"
PD11B,420,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD11B,823,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PD11C,420,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,775",.,.,.,.,"3,775"
PD12B,420,"Paediatric Asthma or Wheezing, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"8,724",944,.,.,.,.,"9,668"
PD12C,420,"Paediatric Asthma or Wheezing, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,304",.,.,.,.,"3,304"
PD13A,420,Paediatric Cystic Fibrosis with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"4,620",.,.,.,.,.,"4,620"
PD13B,420,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"22,377",.,.,.,.,.,"22,377"
PD13C,420,Paediatric Cystic Fibrosis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"24,601",.,.,.,.,.,"24,601"
PD13D,420,Paediatric Cystic Fibrosis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"9,171",.,.,.,.,.,"9,171"
PD14C,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",430,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,"1,153"
PD14D,320,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PD14D,370,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,507",.,.,.,.,.,"1,507"
PD14D,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PD14D,823,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"2,203",.,.,.,.,.,"2,203"
PD14E,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PD14E,823,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,275,.,.,.,.,.,275
PD14F,420,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,663",.,.,.,.,"5,663"
PD15B,420,Paediatric Acute Bronchiolitis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,805
PD15D,420,Paediatric Acute Bronchiolitis with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
PD65B,420,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"1,494",944,.,.,.,.,"2,438"
PD65B,823,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PD65C,420,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
PD65C,823,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PD65D,320,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PD65D,420,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,832",.,.,333,.,"3,164"
PE23C,320,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,547,.,.,.,.,.,547
PE23C,420,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PE23D,320,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"3,781",.,.,.,.,.,"3,781"
PE23D,361,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PE23D,370,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PE23E,171,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PE23E,320,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,"3,221",.,.,.,.,.,"3,221"
PE23E,361,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PE23E,420,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,"2,329",.,"2,801"
PE23E,823,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,"1,103",.,.,.,.,.,"1,103"
PE23F,120,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,986",.,.,.,.,.,"1,986"
PE23F,150,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,596,.,.,.,.,.,596
PE23F,320,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,369",.,.,.,.,.,"1,369"
PE23F,361,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PE23F,400,Paediatric Cardiac Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
PE23F,420,Paediatric Cardiac Conditions with CC Score 0,"1,321",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,"1,654"
PE24B,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PE24C,320,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PE24C,420,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
PE62A,420,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,494",.,.,.,.,.,"1,494"
PE62C,420,"Paediatric Syncope and Collapse, with CC Score 0","1,090",.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,"2,618"
PF21A,150,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,615,.,.,.,.,.,615
PF21A,420,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,416",.,.,.,.,"1,416"
PF21A,823,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PF21B,420,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",430,.,.,.,.,.,.,.,.,.,.,.,.,"3,775",.,.,.,.,"4,205"
PF26A,370,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PF26B,300,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,374,.,.,.,.,614,376,.,.,.,.,.,.,.,.,.,.,.,"1,364"
PF26B,420,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,"2,104",.,.,.,.,.,.,.,.,.,.,.,773,"3,775",.,.,.,.,"6,652"
PF26C,100,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,117",.,.,.,"1,117"
PF26C,300,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,483",.,.,.,.,.,"1,483"
PF26C,301,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,332
PF26C,302,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
PF26C,420,Paediatric Other Gastrointestinal Disorders with CC Score 0,"4,676",.,.,.,.,.,.,.,.,.,.,.,722,"39,170",.,.,333,.,"44,900"
PF27A,300,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,.,.,.,.,376,.,.,.,.,.,"1,150",.,.,.,.,.,"1,525"
PF27A,420,Paediatric Inflammatory Bowel Disease with CC Score 1+,"3,008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,008"
PF27B,300,Paediatric Inflammatory Bowel Disease with CC Score 0,329,.,.,.,.,"5,530","2,253",.,.,.,.,.,"13,647",.,"12,972",.,"15,729",.,"50,460"
PF27B,301,Paediatric Inflammatory Bowel Disease with CC Score 0,.,.,.,.,.,"1,216",.,.,.,.,.,.,.,.,.,.,.,.,"1,216"
PF27B,420,Paediatric Inflammatory Bowel Disease with CC Score 0,"4,726",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,726"
PF28A,320,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PF28C,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
PF28C,823,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,552
PF28D,301,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PF28D,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,135",.,.,.,.,"6,135"
PF28E,300,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PF28E,301,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PF28E,420,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",859,.,.,.,.,.,.,.,.,.,.,.,723,"36,811",.,.,665,.,"39,058"
PG71A,420,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PG71C,420,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PH34B,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,"1,246",.,.,.,"1,071",.,.,.,464,.,"2,781"
PH34C,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,"6,126",.,.,.,"1,015",.,.,.,.,.,"7,141"
PH34C,410,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,721,.,.,.,.,.,.,.,.,.,721
PH34C,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,722,"1,888",.,.,.,.,"2,609"
PH34C,823,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,828,.,.,.,.,.,828
PH34D,110,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",410,.,.,.,.,.,.,.,"12,573",.,.,.,432,.,.,.,464,.,"13,880"
PH34D,160,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,575,.,.,.,.,.,575
PH34D,410,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,"4,508",.,.,.,.,.,.,.,.,.,"4,508"
PH34D,420,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,608","4,719",.,.,.,.,"8,328"
PH34D,823,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,"5,746",.,.,.,.,.,.,.,.,.,.,.,.,"5,746"
PJ35A,420,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PJ35A,823,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PJ35B,160,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,761,.,.,.,.,.,761
PJ35B,370,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PJ35B,420,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,773,944,.,.,.,.,"1,717"
PJ35C,160,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"13,840",.,.,.,.,.,"13,840"
PJ35C,420,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
PJ35D,100,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,226,.,.,.,.,.,.,.,.,.,.,.,226
PJ35D,120,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"3,973",.,.,.,.,.,"3,973"
PJ35D,130,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PJ35D,140,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,672,.,.,.,.,.,672
PJ35D,160,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"29,033",.,.,.,.,.,"29,033"
PJ35D,330,Paediatric Skin Disorders with CC Score 0,.,.,.,.,362,.,.,.,.,.,.,.,.,.,.,.,363,.,725
PJ35D,420,Paediatric Skin Disorders with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,722,"6,607",.,.,333,.,"8,322"
PJ35D,823,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,828,.,.,.,.,.,828
PJ66B,370,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PJ66C,420,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",545,.,.,.,.,.,.,.,.,.,.,.,.,"1,416",.,.,.,.,"1,961"
PK36B,302,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
PK36B,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",584,.,.,.,.,.,.,.,.,.,.,.,"8,723",.,.,.,.,.,"9,307"
PK36C,300,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PK36C,302,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,440",.,.,.,.,.,"1,440"
PK36C,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0","2,412",.,.,.,.,.,.,.,.,.,.,.,"33,439",472,.,.,.,.,"36,323"
PK68A,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"1,543",.,.,.,.,.,"1,543"
PK68C,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,993
PK72A,110,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PK72B,420,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PK72C,110,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PK72C,300,Paediatric Metabolic Disorders with CC Score 0,"3,051",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,051"
PK72C,303,Paediatric Metabolic Disorders with CC Score 0,"4,518",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,518"
PK72C,361,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PK72C,420,Paediatric Metabolic Disorders with CC Score 0,430,.,.,.,.,.,.,.,.,.,.,.,"9,382",.,.,.,.,.,"9,812"
PL38A,361,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
PL38B,361,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL38C,361,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,"3,702",.,.,.,.,.,.,.,.,744,.,.,.,.,.,"4,446"
PL69A,361,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL69A,420,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PL70B,361,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL70B,420,Paediatric Other Renal Diseases with CC Score 2-3,"1,090",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,090"
PL70C,101,Paediatric Other Renal Diseases with CC Score 1,.,.,.,325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,325
PL70C,420,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"1,454",.,.,.,.,.,"1,454"
PL70D,100,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,583,.,.,.,.,.,.,.,.,.,.,.,.,.,583
PL70D,101,Paediatric Other Renal Diseases with CC Score 0,.,.,.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,813
PL70D,171,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PL70D,370,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,532",.,.,.,.,.,"1,532"
PL70D,420,Paediatric Other Renal Diseases with CC Score 0,584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,916
PL70D,502,Paediatric Other Renal Diseases with CC Score 0,858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,858
PM44Z,120,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,.,.,.,275
PM44Z,150,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,"1,472",.,.,.,.,.,"1,472"
PM44Z,171,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PM44Z,303,Paediatric Neoplasm Diagnoses with length of stay 0 days,323,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,"1,023",.,"2,098"
PM44Z,370,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,"61,964",.,.,.,.,.,"61,964"
PM44Z,420,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PM44Z,823,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,"38,779",.,.,.,.,.,"38,779"
PN48A,420,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PN48A,823,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,827,.,.,.,.,.,827
PN48B,160,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,.,386
PN48B,300,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,"1,104",.,.,.,.,.,.,.,.,"1,104"
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,"5,993",.,.,.,.,.,"5,993"
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,551,.,.,.,.,.,551
PN48C,300,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PN48C,303,Paediatric Blood Cell Disorders with CC Score 0,.,220,.,491,314,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,025"
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,360",.,.,.,.,"2,360"
PN48C,823,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"6,884",.,.,.,.,.,"6,884"
PN49A,823,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"26,221",.,.,.,.,.,"26,221"
PN49B,303,Paediatric Coagulation Disorders with CC Score 0,"1,936",.,.,"1,453",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,389"
PN49B,370,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,532",.,.,.,.,.,"1,532"
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PN49B,823,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"27,596",.,.,.,.,.,"27,596"
PP64A,370,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,809,.,.,.,.,.,.,.,.,.,.,.,.,809
PP64B,130,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"2,794",.,.,.,.,.,"2,794"
PP64B,410,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,805
PR01A,110,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR01B,110,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,"3,845",.,.,.,.,.,.,.,.,.,"3,845"
PR01B,410,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PR01C,110,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,"16,817",.,.,.,864,.,.,.,.,.,"17,681"
PR01C,130,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"1,789",.,.,.,.,.,"1,789"
