HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
PL69B,180,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,789"
PL69B,300,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,"2,697",.,"1,089",.,.,.,.,.,.,.,.,.,.,"1,284","1,422"
PL69B,350,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"3,965",.,.,.,.,"3,965"
PL69B,361,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"4,583",.,.,.,.,"4,583"
PL69B,420,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,.,.,.,"1,735","2,690",.,.,.,.,.,"4,641",.,.,.,"2,210","3,036"
PL69C,100,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,"2,034",.,.,"1,606",.,.,.,.,.,"1,439",.,.,.,.,"2,727","1,865"
PL69C,101,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,"2,518",.,.,.,.,.,.,.,.,.,.,770,"1,644"
PL69C,180,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,600,.,.,.,.,600
PL69C,300,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0","1,972","1,626",786,"1,814","1,961",.,"2,110",.,.,.,734,.,.,"1,506",.,"1,284","1,553"
PL69C,420,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0","2,287","2,437",.,"2,161","3,470",.,.,.,.,.,.,"2,210",.,"3,334",.,"3,247","2,828"
PL70A,101,Paediatric Other Renal Diseases with CC Score 4+,.,.,"6,361",.,"2,064",.,.,.,.,.,.,.,.,.,.,.,"4,212"
PL70A,171,Paediatric Other Renal Diseases with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"3,996",.,.,.,.,"3,996"
PL70A,420,Paediatric Other Renal Diseases with CC Score 4+,"2,287",.,.,.,"5,639",.,.,.,.,.,.,"2,210",.,.,.,.,"3,944"
PL70B,100,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,"2,537",.,.,.,.,.,.,.,.,.,.,"2,537"
PL70B,101,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,"1,049",.,.,.,.,.,.,.,.,.,.,770,956
PL70B,300,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,148","2,148"
PL70B,361,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,819,.,.,.,.,.,"3,801",.,.,.,.,"2,310"
PL70B,420,Paediatric Other Renal Diseases with CC Score 2-3,"1,906",.,.,.,"1,735",.,.,.,.,.,.,"2,958",.,.,.,.,"2,292"
PL70C,100,Paediatric Other Renal Diseases with CC Score 1,914,.,.,.,.,.,.,.,.,.,.,.,.,"3,283",.,.,"2,098"
PL70C,101,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,839,.,.,.,.,.,.,.,.,.,.,.,839
PL70C,171,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"2,595",.,.,.,.,"2,595"
PL70C,350,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"3,167",.,.,.,.,"3,167"
PL70C,420,Paediatric Other Renal Diseases with CC Score 1,"2,287","1,828",.,.,.,.,.,.,.,.,.,"2,411",.,.,.,"2,616","2,339"
PL70D,100,Paediatric Other Renal Diseases with CC Score 0,"1,256","1,472",.,"2,262","2,173","1,926",.,.,.,.,.,.,.,"3,283",.,"1,364","1,756"
PL70D,101,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,"1,364",.,.,.,.,.,.,.,.,.,.,770,"1,166"
PL70D,171,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,782",.,.,.,.,"2,782"
PL70D,180,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,527,.,.,.,.,527
PL70D,300,Paediatric Other Renal Diseases with CC Score 0,.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,734,773
PL70D,350,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,374",.,.,.,.,"2,374"
PL70D,420,Paediatric Other Renal Diseases with CC Score 0,"2,287","1,828",.,"1,440",.,.,.,.,.,.,.,"1,481",.,"2,000",.,"1,623","1,755"
PL70D,502,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,351",.,.,"1,351"
PM40A,350,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"13,724",.,.,.,.,"13,724"
PM40A,370,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"23,348",.,.,.,.,"23,348"
PM40A,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"36,917",.,.,.,.,"36,917"
PM40B,370,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"21,837",.,.,.,.,"21,837"
PM40B,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"28,078",.,.,.,.,"28,078"
PM40C,303,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,"26,383",.,.,.,.,.,.,.,.,.,.,.,.,.,"26,383"
PM40C,370,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"25,868",.,.,.,.,"25,868"
PM40C,823,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"29,878",.,.,.,.,"29,878"
PM41Z,370,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,"25,621",.,.,.,.,"25,621"
PM41Z,420,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,.,.,.,.,.,.,.,"2,939",.,.,.,.,"2,939"
PM42A,150,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"5,978",.,.,.,.,"5,978"
PM42A,370,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,"3,200",.,.,.,.,"3,200"
PM42B,150,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,"4,009",.,.,.,.,"4,009"
PM42B,300,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,813,.,.,.,.,.,.,.,.,.,"1,377",.,.,.,.,"1,095"
PM42B,420,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,"2,210",.,.,.,.,"2,210"
PM43A,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"10,733",.,.,.,.,"10,733"
PM43B,171,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,"5,710",.,.,.,.,"5,710"
PM43B,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,"12,270",.,.,.,.,"12,270"
PM43B,420,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,.,"4,401",.,.,.,.,.,.,.,.,.,.,"4,401"
PM43C,100,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,273","2,273"
PM43C,110,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,009",.,.,.,.,"1,009"
PM43C,303,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,"1,429","2,316",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,873"
PM43C,350,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,585",.,.,.,.,"1,585"
PM43C,370,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,"4,952",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,952"
PM43C,420,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"4,034",.,.,.,.,"4,034"
PM43C,823,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,.,"2,636"
PM45A,370,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"18,556",.,.,.,.,"18,556"
PM45A,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"42,223",.,.,.,.,"42,223"
PM45B,300,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,301","3,301"
PM45B,823,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"31,936",.,.,.,.,"31,936"
PM45D,303,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,"8,734",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,734"
PN47B,420,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",.,.,.,.,.,"2,201",.,.,.,.,.,.,.,.,.,.,"2,201"
PN48A,420,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082","1,082"
PN48B,300,Paediatric Blood Cell Disorders with CC Score 1-4,"2,630","2,033",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,284","1,633"
PN48B,303,Paediatric Blood Cell Disorders with CC Score 1-4,"1,110",.,"2,930",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,020"
PN48B,350,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,"5,287",.,.,.,.,"5,287"
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,"4,712",.,.,.,.,"4,712"
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,"2,133",.,"2,161","5,205",.,.,.,.,.,.,"8,043",.,.,.,"2,525","3,406"
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,"5,093",.,.,.,.,"5,093"
PN48C,300,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,376,.,.,.,.,.,.,.,376
PN48C,350,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,541,611
PN49A,300,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,"1,307",.,.,.,.,.,.,.,.,.,.,.,"1,307"
PN49A,303,Paediatric Coagulation Disorders with CC Score 1+,.,.,"2,316",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,316"
PN49A,350,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,112",.,.,.,.,"2,112"
PN49A,420,Paediatric Coagulation Disorders with CC Score 1+,"2,191",.,.,.,.,.,.,.,.,.,.,"2,210",.,.,.,"1,443","2,035"
PN49B,300,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,327
PN49B,303,Paediatric Coagulation Disorders with CC Score 0,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,712
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,762,.,.,.,867,734,.,.,.,.,.,752,.,"1,000",.,541,717
PP64A,120,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,"2,646",.,.,.,.,.,.,.,.,.,.,.,"2,646"
PP64A,130,Paediatric Non-Surgical Ophthalmology with CC Score 1+,206,.,.,.,.,.,.,.,.,.,.,"3,460",.,.,.,.,"2,375"
PP64A,350,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"2,378",.,.,.,.,"2,378"
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,"1,219",.,.,"3,470","2,567",.,.,.,.,.,"4,952",.,.,.,.,"2,771"
PP64B,120,Paediatric Non-Surgical Ophthalmology with CC Score 0,"2,698",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,698"
PP64B,130,Paediatric Non-Surgical Ophthalmology with CC Score 0,308,.,.,.,.,.,.,.,.,.,.,"2,377",.,.,.,.,"2,147"
PP64B,140,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,395","2,395"
PP64B,300,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,859,.,.,.,.,.,859
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,"2,287","2,318",.,.,"2,169","2,201",.,.,.,.,.,"2,150",.,.,.,"1,353","2,164"
PP64B,421,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"8,412",.,.,.,.,"8,412"
PR01A,420,Paediatric Nervous System Disorders with CC Score 8+,.,"6,855",.,.,"19,085",.,.,.,.,.,.,.,.,.,.,.,"9,301"
PR01B,110,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"3,149",.,.,.,.,"3,149"
PR01B,420,Paediatric Nervous System Disorders with CC Score 5-7,.,"1,828",.,.,"1,735",.,.,.,.,.,.,"4,334",.,.,.,.,"3,058"
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"3,913",.,.,.,.,"3,913"
PR01C,300,Paediatric Nervous System Disorders with CC Score 2-4,877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877
PR01C,320,Paediatric Nervous System Disorders with CC Score 2-4,"2,067",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,067"
PR01C,350,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"3,169",.,.,.,.,"3,169"
PR01C,400,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"3,709",.,.,.,.,"3,709"
PR01C,420,Paediatric Nervous System Disorders with CC Score 2-4,.,"1,828",.,"4,321","3,470","2,445",.,.,.,.,.,"2,599",.,.,.,"2,165","2,690"
PR01C,421,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"5,905",.,.,.,.,"5,905"
PR01D,110,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"3,769",.,.,.,.,"3,769"
PR01D,120,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,756,.,.,.,.,.,.,.,.,.,.,.,756
PR01D,150,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"1,551",.,.,.,.,"1,551"
PR01D,300,Paediatric Nervous System Disorders with CC Score 1,"2,630",.,.,.,654,904,.,.,.,.,.,.,.,.,.,.,"1,704"
PR01D,400,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"3,505",.,.,.,.,"3,505"
PR01D,420,Paediatric Nervous System Disorders with CC Score 1,"1,525","2,437",.,.,"2,024",.,.,.,.,.,.,"2,767",.,.,.,"2,165","2,311"
PR01D,421,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"4,209",.,.,.,.,"4,209"
PR01E,110,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,816",.,.,.,.,"1,816"
PR01E,300,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,980,.,.,.,.,.,.,.,.,.,.,.,980
PR01E,400,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,293",.,.,.,.,"2,293"
PR01E,420,Paediatric Nervous System Disorders with CC Score 0,.,"1,828",.,"1,440","2,892",.,.,.,.,.,.,"1,773",.,"2,000",.,"1,759","1,991"
PR02A,420,Paediatric Epilepsy Syndrome with CC Score 6+,"3,049",.,.,.,.,"1,467",.,.,.,.,.,"9,018",.,"4,001",.,.,"7,592"
PR02A,421,Paediatric Epilepsy Syndrome with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"15,685",.,.,.,.,"15,685"
PR02B,300,Paediatric Epilepsy Syndrome with CC Score 1-5,"1,096","1,220",.,.,.,.,.,.,.,.,.,.,.,"1,506",.,"1,834","1,329"
PR02B,400,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,"3,505",.,.,.,.,"3,505"
PR02B,420,Paediatric Epilepsy Syndrome with CC Score 1-5,"2,178","3,047",.,"3,601","2,602","3,912",.,.,.,.,.,"2,625",.,"3,501",.,"1,722","2,529"
PR02B,421,Paediatric Epilepsy Syndrome with CC Score 1-5,.,.,.,.,.,.,.,.,.,.,.,"5,611",.,.,.,.,"5,611"
PR02C,300,Paediatric Epilepsy Syndrome with CC Score 0,"2,191",813,.,.,.,.,"1,055",.,.,.,.,716,.,.,.,954,"1,060"
PR02C,400,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,881",.,.,.,.,"1,881"
PR02C,420,Paediatric Epilepsy Syndrome with CC Score 0,"2,831","2,437",.,"3,361","3,687","2,201",.,.,.,.,.,"2,551",.,"3,201",.,"2,165","2,817"
PR02C,421,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"7,036",.,.,.,.,"7,036"
PR03A,300,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,716,.,.,.,734,728
PR03A,400,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"2,423",.,.,.,.,"2,423"
PR03A,420,Paediatric Febrile Convulsions with CC Score 4+,"3,049","1,219",.,.,"2,892",.,.,.,.,.,.,"2,220",.,.,.,"2,233","2,292"
PR03B,100,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,395
PR03B,150,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,953,.,.,.,.,953
PR03B,300,Paediatric Febrile Convulsions with CC Score 1-3,438,.,.,.,.,.,.,.,376,.,.,386,.,.,.,367,392
PR03B,350,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,790,.,.,.,.,790
PR03B,400,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,"1,080"
PR03B,420,Paediatric Febrile Convulsions with CC Score 1-3,762,609,.,720,867,734,.,.,.,.,.,763,.,"1,000",.,616,758
PR03B,421,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,"1,695",.,.,.,.,"1,695"
PR03C,300,Paediatric Febrile Convulsions with CC Score 0,438,.,.,.,327,301,528,.,.,.,.,386,.,.,.,367,391
PR03C,350,Paediatric Febrile Convulsions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PR03C,420,Paediatric Febrile Convulsions with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,767,.,"1,000",.,603,724
PR04A,150,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"2,571",.,.,.,.,"2,571"
PR04A,300,"Paediatric Headaches or Migraines, with CC Score 4+","1,403",.,.,.,"1,307",.,.,.,.,.,.,716,.,.,.,.,"1,293"
PR04A,400,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"2,964",.,.,.,.,"2,964"
PR04A,420,"Paediatric Headaches or Migraines, with CC Score 4+",.,"1,219",.,.,.,"1,467",.,.,.,.,.,"1,481",.,.,.,.,"1,389"
PR04A,421,"Paediatric Headaches or Migraines, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"7,546",.,.,.,.,"7,546"
PR04B,150,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"1,014",.,.,.,.,"1,014"
PR04B,180,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
PR04B,300,"Paediatric Headaches or Migraines, with CC Score 1-3",.,407,.,.,327,.,.,.,376,.,.,380,.,502,.,367,373
PR04B,350,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,914,.,.,.,.,914
PR04B,400,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,"1,080"
PR04B,420,"Paediatric Headaches or Migraines, with CC Score 1-3",762,609,.,.,867,.,.,.,.,.,.,752,.,"1,000",.,541,779
PR04B,421,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
PR04C,300,"Paediatric Headaches or Migraines, with CC Score 0",438,.,.,.,327,.,"1,134",.,.,.,.,381,.,502,.,367,479
PR04C,420,"Paediatric Headaches or Migraines, with CC Score 0",762,609,.,.,.,734,.,.,.,.,.,.,.,"1,000",.,.,851
PR05A,420,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,"3,904",.,.,.,.,.,.,.,.,.,.,.,"3,904"
PR06A,100,Paediatric Intracranial Injury with CC Score 3+,"1,827",.,.,.,876,.,.,.,.,.,.,"1,623",.,.,.,.,"1,487"
PR06A,150,Paediatric Intracranial Injury with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,833",.,.,.,.,"2,833"
PR06A,171,Paediatric Intracranial Injury with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"3,200",.,.,.,.,"3,200"
PR06A,420,Paediatric Intracranial Injury with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"4,730",.,.,.,.,"4,730"
PR06B,100,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,715,.,.,.,.,715
PR06B,150,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"2,492",.,.,.,.,"2,492"
PR06B,420,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,"2,201",.,.,.,.,.,.,.,.,.,.,"2,201"
PR06B,421,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"2,519",.,.,.,.,"2,519"
PR06C,100,Paediatric Intracranial Injury with CC Score 0,.,"1,356",.,.,.,.,.,.,.,.,.,.,.,"2,589",.,.,"2,178"
PR06C,150,Paediatric Intracranial Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"6,324",.,.,.,.,"6,324"
PR06C,171,Paediatric Intracranial Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,405",.,.,.,.,"2,405"
PR07A,100,Paediatric Non-Intracranial Head Injury with CC Score 1+,457,452,.,.,438,395,.,.,.,.,.,388,.,647,.,.,448
PR07A,110,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,.,612
PR07A,150,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,953,.,.,.,.,953
PR07A,171,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PR07A,420,Paediatric Non-Intracranial Head Injury with CC Score 1+,762,609,.,720,867,734,.,.,.,.,.,.,.,.,.,.,739
PR07B,100,Paediatric Non-Intracranial Head Injury with CC Score 0,457,.,.,573,.,395,.,.,.,.,.,.,.,.,.,.,468
PR07B,140,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599","1,599"
PR07B,150,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,074",.,.,.,.,"1,074"
PR07B,171,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PR07B,420,Paediatric Non-Intracranial Head Injury with CC Score 0,.,609,.,720,.,.,.,.,.,.,.,.,.,"1,000",.,541,647
PR07B,421,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
PT52A,300,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,648,.,.,.,.,.,648
PT52A,420,Paediatric Behavioural Disorders with CC Score 1+,.,"1,219",.,.,.,"2,934",.,.,.,.,.,"2,210",.,.,.,.,"2,121"
PT52A,421,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"3,775",.,.,.,.,"3,775"
PT52B,300,Paediatric Behavioural Disorders with CC Score 0,438,407,.,.,327,.,.,.,.,.,346,.,.,.,.,.,384
PT52B,420,Paediatric Behavioural Disorders with CC Score 0,.,609,.,720,.,734,.,.,.,.,.,.,.,.,.,.,668
PT53A,300,Paediatric Eating Disorders with CC Score 1+,.,"7,929","5,118",.,.,.,.,.,.,.,.,.,.,.,.,"3,809","5,240"
PT53A,420,Paediatric Eating Disorders with CC Score 1+,.,.,.,.,"10,844",.,.,.,.,.,.,"5,856",.,.,.,.,"9,181"
PT53B,300,Paediatric Eating Disorders with CC Score 0,.,.,"1,168",.,.,.,.,.,"9,340",.,.,.,.,.,.,"2,201","3,470"
PT53B,420,Paediatric Eating Disorders with CC Score 0,"10,672","27,419",.,.,"9,542",.,.,.,.,.,.,.,.,.,.,"31,929","21,396"
PV08A,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+","2,524",.,.,.,.,.,.,"1,137",.,.,.,.,.,.,.,"1,276","1,669"
PV08A,300,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,"1,055",.,.,.,.,.,.,.,.,.,"1,055"
PV08A,420,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",.,.,.,"2,881",.,"1,467",.,.,.,.,.,.,.,.,.,.,"2,174"
PV08B,100,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",914,.,.,.,.,.,.,.,.,.,.,.,.,"3,930",.,.,"2,422"
PV08B,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0","1,792",.,.,.,"1,504",.,.,"1,666",.,.,.,"1,726",.,.,.,910,"1,506"
