HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
PK72C,361,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PK72C,420,Paediatric Metabolic Disorders with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,14
PL38A,361,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PL38B,361,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL38C,361,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,7,.,.,.,.,.,.,.,.,1,.,.,.,.,.,8
PL69A,361,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL69A,420,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL70B,361,Paediatric Other Renal Diseases with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL70B,420,Paediatric Other Renal Diseases with CC Score 2-3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PL70C,101,Paediatric Other Renal Diseases with CC Score 1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PL70C,420,Paediatric Other Renal Diseases with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL70D,100,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PL70D,101,Paediatric Other Renal Diseases with CC Score 0,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
PL70D,171,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PL70D,370,Paediatric Other Renal Diseases with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PL70D,420,Paediatric Other Renal Diseases with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
PL70D,502,Paediatric Other Renal Diseases with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PM44Z,120,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PM44Z,150,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PM44Z,171,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PM44Z,303,Paediatric Neoplasm Diagnoses with length of stay 0 days,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,6
PM44Z,370,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,120,.,.,.,.,.,120
PM44Z,420,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PM44Z,823,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,.,.,.,.,.,.,.,.,.,.,.,127,.,.,.,.,.,127
PN48A,420,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PN48A,823,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PN48B,160,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PN48B,300,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
PN48B,370,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,12
PN48B,420,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PN48B,823,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PN48C,300,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PN48C,303,Paediatric Blood Cell Disorders with CC Score 0,.,1,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4
PN48C,420,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
PN48C,823,Paediatric Blood Cell Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,.,.,25
PN49A,823,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,95,.,.,.,.,.,95
PN49B,303,Paediatric Coagulation Disorders with CC Score 0,6,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
PN49B,370,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PN49B,420,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PN49B,823,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,100
PP64A,370,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PP64B,130,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
PP64B,410,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,.,2
PR01A,110,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PR01B,110,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,.,.,.,14
PR01B,410,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PR01C,110,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,58,.,.,.,2,.,.,.,.,.,60
PR01C,130,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PR01C,400,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR01C,420,Paediatric Nervous System Disorders with CC Score 2-4,1,.,.,.,.,.,.,.,.,.,.,.,1,7,.,.,1,.,10
PR01C,823,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PR01D,110,Paediatric Nervous System Disorders with CC Score 1,2,.,.,.,.,.,.,.,72,.,.,.,.,.,.,.,.,.,74
PR01D,150,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PR01D,300,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PR01D,370,Paediatric Nervous System Disorders with CC Score 1,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
PR01D,400,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,10
PR01D,420,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,3,.,.,.,.,4
PR01E,110,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,88,.,.,.,.,.,.,.,.,.,88
PR01E,130,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR01E,150,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PR01E,171,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PR01E,400,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,.,15
PR01E,410,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PR01E,420,Paediatric Nervous System Disorders with CC Score 0,19,.,.,.,.,.,.,.,.,.,.,.,1,6,.,.,2,.,28
PR02C,420,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR03A,420,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR03B,150,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR03B,300,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PR03B,420,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,1,.,3
PR03C,420,Paediatric Febrile Convulsions with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,4
PR04B,420,"Paediatric Headaches or Migraines, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,4,1,.,.,.,.,6
PR04B,823,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PR04C,130,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR04C,400,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,11
PR04C,420,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,1,3,.,.,.,.,5
PR05A,110,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PR05B,420,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PR07A,370,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PR07B,823,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PT52A,420,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
PT52B,420,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,4,.,5
PT53B,420,Paediatric Eating Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PV08B,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV31B,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PV32B,370,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PV32B,823,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PV32C,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
PV32C,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PV32C,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PW16C,420,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,12
PW16D,420,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW16E,420,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW17A,361,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW17B,370,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW17B,420,Paediatric Intermediate Infections with CC Score 3-5,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
PW17C,420,Paediatric Intermediate Infections with CC Score 1-2,2,.,.,.,.,.,.,.,.,.,.,.,3,3,.,.,.,.,8
PW17D,100,Paediatric Intermediate Infections with CC Score 0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
PW17D,120,Paediatric Intermediate Infections with CC Score 0,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
PW17D,420,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
PW18C,420,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PW19B,420,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PW19C,420,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
PW20B,823,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
PW20C,420,Paediatric Fever Unspecified with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
PX22B,320,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PX22B,420,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
PX29A,301,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
PX29B,823,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PX29C,100,Paediatric Abdominal Pain with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX29C,300,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PX29C,301,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX29C,420,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
PX30C,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,2,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,3,.,10
PX50C,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",11,.,.,.,.,1,.,.,.,.,.,.,.,4,.,.,16,.,32
PX55Z,420,Paediatric Respite Care,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
PX56A,370,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
PX56B,160,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,5,.,.,1,.,7
PX57A,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
PX57A,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,.,3
PX57B,110,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,7
PX57B,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX57B,130,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57B,150,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX57B,300,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
PX57B,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,40,.,.,.,.,.,40
PX57B,361,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PX57B,370,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PX57B,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",8,.,.,.,.,.,.,.,.,.,.,.,3,8,.,.,19,.,38
PX57B,823,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
PX57C,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,4,.,.,.,4,.,9
PX57C,130,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20
PX57C,150,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PX57C,171,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PX57C,300,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",1,.,.,.,.,1,3,.,.,.,.,.,.,.,.,.,6,.,11
PX57C,302,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
PX57C,303,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX57C,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PX57C,330,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PX57C,340,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
PX57C,370,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
PX57C,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",60,.,.,.,.,16,.,.,.,.,.,.,8,35,.,.,145,.,264
PX57C,421,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX57C,823,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
PX59A,420,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PX59B,110,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,4
PX59B,420,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
PX59C,110,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
PX59C,130,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX59C,150,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX59C,171,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX59C,420,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,5,.,7
PX59D,110,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,4
PX59D,150,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PX59D,171,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PX59D,420,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,8,1,.,.,1,.,10
PX59D,421,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX60A,320,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX60B,110,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,5
PX60B,120,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX60B,420,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX60C,110,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
PX60C,171,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
PX60C,361,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX60C,420,Paediatric Other Congenital Conditions with CC Score 0,4,.,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,7
SA01K,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,1,.,20,.,.,.,.,.,.,.,.,.,.,.,.,6,.,27
SA02H,303,Coagulation Defect with CC Score 2-4,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
SA02J,300,Coagulation Defect with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
SA02J,303,Coagulation Defect with CC Score 0-1,17,.,.,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77
SA03G,303,Haemolytic Anaemia with CC Score 3+,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
SA03G,370,Haemolytic Anaemia with CC Score 3+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA03H,303,Haemolytic Anaemia with CC Score 0-2,.,9,.,10,.,.,1,.,.,.,.,.,.,.,.,.,4,.,24
SA04G,430,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
SA04H,101,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
SA04H,430,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
SA04J,101,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
SA04J,303,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
SA04J,430,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,5
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,1,.,.,.,.,.,.,1,2,2,5,1,12
SA04K,101,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,1,3,.,.,11,.,.,1,.,1,.,3,.,20
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6
SA04K,303,Iron Deficiency Anaemia with CC Score 2-5,.,8,.,7,.,.,.,.,.,.,.,.,.,.,.,.,1,.,16
SA04K,361,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,1,.,.,8,.,.,.,.,.,.,.,.,.,.,.,9
SA04K,430,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,.,15
SA04K,823,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,5
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,3,3,.,.,.,.,.,.,.,.,1,13,3,23
SA04L,101,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
